Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC]
18/09/2020 17:30:26,781;38,613515;-14,769026;32,8565;32,649914;46,688782;28,476588;72,616098;32,338102
18/09/2020 17:30:27,781;38,613053;-14,767811;32,857732;32,649452;46,688782;28,476588;72,616098;32,286656
18/09/2020 17:30:28,782;38,614287;-14,769481;32,85804;32,651607;46,534453;28,528027;72,616098;32,23521
18/09/2020 17:30:29,781;38,61259;-14,771303;32,862197;32,654071;46,585896;28,528027;72,616098;32,389548
18/09/2020 17:30:30,781;38,611202;-14,772366;32,863891;32,655919;46,585896;28,579466;72,616098;32,23521
18/09/2020 17:30:31,781;38,610122;-14,773429;32,866355;32,655765;46,483009;28,270832;72,307444;32,286656
18/09/2020 17:30:32,781;38,60858;-14,772822;32,867279;32,656843;46,585896;28,528027;72,513213;32,286656
18/09/2020 17:30:33,782;38,609197;-14,775251;32,871436;32,657459;46,585896;28,579466;72,513213;32,23521
18/09/2020 17:30:34,781;38,607191;-14,775555;32,87159;32,658075;46,585896;28,528027;72,461771;32,338102
18/09/2020 17:30:35,781;38,606574;-14,776922;32,8739;32,660693;46,32868;28,425149;72,513213;32,23521
18/09/2020 17:30:36,781;38,606883;-14,777833;32,875286;32,66331;46,380123;28,579466;72,513213;32,286656
18/09/2020 17:30:37,782;38,603335;-14,778895;32,878365;32,672241;46,32868;28,528027;72,564656;32,338102
18/09/2020 17:30:38,782;38,603181;-14,780869;32,879443;32,676553;46,380123;28,476588;72,410329;32,286656
18/09/2020 17:30:39,781;38,601639;-14,782236;32,881137;32,677785;46,277237;28,476588;72,358886;32,23521
18/09/2020 17:30:40,782;38,601176;-14,781932;32,882677;32,682096;46,225793;28,579466;72,410329;32,23521
18/09/2020 17:30:41,781;38,599479;-14,786032;32,88591;32,686254;46,225793;28,476588;72,256002;32,286656
18/09/2020 17:30:42,781;38,597474;-14,786791;32,892377;32,695031;46,277237;28,528027;72,410329;32,23521
18/09/2020 17:30:43,781;38,595777;-14,787247;32,895611;32,697957;46,17435;28,476588;72,204559;32,286656
18/09/2020 17:30:44,781;38,593001;-14,789373;32,897459;32,702422;46,277237;28,579466;72,358886;32,286656
18/09/2020 17:30:45,781;38,593155;-14,791954;32,899461;32,703346;46,32868;28,528027;72,307444;32,286656
18/09/2020 17:30:46,782;38,590224;-14,795446;32,903464;32,707658;46,071464;28,528027;72,358886;32,286656
18/09/2020 17:30:47,781;38,588682;-14,795294;32,906236;32,70812;46,17435;28,579466;72,204559;32,286656
18/09/2020 17:30:48,782;38,587911;-14,79575;32,906082;32,70966;46,122907;28,528027;72,204559;32,286656
18/09/2020 17:30:49,781;38,588682;-14,797724;32,90639;32,71043;46,17435;28,528027;72,204559;32,286656
18/09/2020 17:30:50,781;38,584826;-14,79985;32,907622;32,709352;46,02002;28,528027;72,204559;32,286656
18/09/2020 17:30:51,781;38,5839;-14,801064;32,907468;32,711508;46,17435;28,37371;72,204559;32,286656
18/09/2020 17:30:52,781;38,583129;-14,802886;32,909161;32,714433;46,380123;28,476588;72,256002;32,23521
18/09/2020 17:30:53,781;38,582204;-14,801824;32,910547;32,712278;46,17435;28,579466;72,204559;32,23521
18/09/2020 17:30:54,781;38,58097;-14,803949;32,913165;32,715819;46,32868;28,528027;72,204559;32,286656
18/09/2020 17:30:55,782;38,578965;-14,80562;32,911933;32,716281;46,277237;28,579466;72,204559;32,338102
18/09/2020 17:30:56,781;38,579273;-14,804557;32,911625;32,717205;46,17435;28,528027;72,204559;32,23521
18/09/2020 17:30:57,782;38,57881;-14,806986;32,912549;32,718745;46,277237;28,579466;72,256002;32,286656
18/09/2020 17:30:58,781;38,577576;-14,808656;32,912857;32,722133;46,225793;28,579466;72,101675;32,286656
18/09/2020 17:30:59,781;38,576805;-14,809112;32,911163;32,726752;46,277237;28,630905;72,204559;32,23521
18/09/2020 17:31:00,781;38,577114;-14,811693;32,911163;32,728446;46,225793;28,579466;72,101675;32,23521
18/09/2020 17:31:01,782;38,575263;-14,812908;32,910701;32,732296;46,071464;28,579466;72,153117;32,23521
18/09/2020 17:31:02,782;38,574954;-14,812149;32,912395;32,733528;46,122907;28,579466;72,101675;32,23521
18/09/2020 17:31:03,781;38,5748;-14,81306;32,911163;32,739995;46,071464;28,476588;72,256002;32,338102
18/09/2020 17:31:04,782;38,573412;-14,812301;32,912087;32,740919;46,17435;28,579466;72,204559;32,286656
18/09/2020 17:31:05,781;38,571869;-14,811845;32,913473;32,742459;46,02002;28,579466;72,204559;32,286656
18/09/2020 17:31:06,781;38,574183;-14,813971;32,913935;32,743229;46,17435;28,630905;72,153117;32,338102
18/09/2020 17:31:07,781;38,573566;-14,813212;32,91994;32,742459;45,917134;28,579466;72,204559;32,286656
18/09/2020 17:31:08,781;38,572949;-14,813212;32,92148;32,742921;45,968577;28,630905;71,99879;32,23521
18/09/2020 17:31:09,782;38,572178;-14,811238;32,926253;32,741381;46,02002;28,476588;72,050232;32,338102
18/09/2020 17:31:10,781;38,571869;-14,812149;32,926715;32,741689;46,122907;28,630905;72,204559;32,286656
18/09/2020 17:31:11,781;38,573875;-14,811086;32,932105;32,738609;46,122907;28,528027;71,99879;32,23521
18/09/2020 17:31:12,781;38,574183;-14,810782;32,935184;32,737223;46,02002;28,579466;71,947348;32,286656
18/09/2020 17:31:13,781;38,573258;-14,810934;32,93503;32,735684;45,917134;28,528027;71,99879;32,23521
18/09/2020 17:31:14,781;38,574492;-14,809264;32,937494;32,73476;45,917134;28,528027;71,99879;32,286656
18/09/2020 17:31:15,782;38,574337;-14,810782;32,93888;32,733682;46,02002;28,476588;71,947348;32,286656
18/09/2020 17:31:16,781;38,575726;-14,807897;32,940728;32,732758;46,071464;28,528027;71,947348;32,389548
18/09/2020 17:31:17,781;38,575571;-14,80729;32,93965;32,731526;45,814248;28,630905;71,844463;32,286656
18/09/2020 17:31:18,782;38,574954;-14,810934;32,942114;32,73168;45,814248;28,579466;71,99879;32,338102
18/09/2020 17:31:19,781;38,575726;-14,80896;32,94196;32,73091;45,865691;28,528027;71,844463;32,286656
18/09/2020 17:31:20,781;38,574954;-14,810478;32,941806;32,728446;45,814248;28,528027;71,947348;32,338102
18/09/2020 17:31:21,781;38,575571;-14,809416;32,94119;32,729062;45,917134;28,528027;71,947348;32,286656
18/09/2020 17:31:22,782;38,57588;-14,811997;32,939958;32,730448;45,865691;28,630905;71,844463;32,338102
18/09/2020 17:31:23,781;38,574183;-14,812756;32,939804;32,731834;45,865691;28,579466;71,947348;32,286656
18/09/2020 17:31:24,782;38,5748;-14,811541;32,94119;32,732758;45,814248;28,579466;71,99879;32,286656
18/09/2020 17:31:25,781;38,574646;-14,811238;32,94196;32,735376;46,02002;28,682344;71,793021;32,338102
18/09/2020 17:31:26,781;38,574337;-14,811997;32,94196;32,736607;45,968577;28,528027;71,895906;32,286656
18/09/2020 17:31:27,781;38,574492;-14,811389;32,943037;32,738455;46,02002;28,579466;71,844463;32,286656
18/09/2020 17:31:28,781;38,574029;-14,812604;32,948273;32,742151;45,917134;28,733783;71,844463;32,338102
18/09/2020 17:31:29,781;38,572949;-14,811238;32,949659;32,743075;45,917134;28,579466;71,895906;32,23521
18/09/2020 17:31:30,782;38,573258;-14,814426;32,95166;32,743999;45,814248;28,579466;71,895906;32,338102
18/09/2020 17:31:31,781;38,572795;-14,813819;32,953354;32,745077;45,865691;28,579466;71,844463;32,23521
18/09/2020 17:31:32,781;38,573103;-14,815337;32,95243;32,745077;45,814248;28,579466;71,844463;32,286656
18/09/2020 17:31:33,781;38,571252;-14,8164;32,956588;32,751082;45,814248;28,579466;71,844463;32,286656
18/09/2020 17:31:34,781;38,570481;-14,818374;32,958744;32,752622;45,865691;28,579466;71,844463;32,286656
18/09/2020 17:31:35,781;38,56971;-14,819437;32,95859;32,754162;45,814248;28,579466;71,844463;32,338102
18/09/2020 17:31:36,781;38,567859;-14,822474;32,96013;32,755548;45,865691;28,630905;71,947348;32,338102
18/09/2020 17:31:37,781;38,566779;-14,824144;32,962901;32,760938;45,865691;28,476588;71,844463;32,338102
18/09/2020 17:31:38,781;38,565854;-14,825511;32,964441;32,762169;45,968577;28,579466;71,895906;32,389548
18/09/2020 17:31:39,781;38,56462;-14,827181;32,965365;32,764633;45,917134;28,579466;71,947348;32,389548
18/09/2020 17:31:40,781;38,562923;-14,824448;32,966289;32,765403;45,917134;28,630905;71,895906;32,338102
18/09/2020 17:31:41,781;38,563078;-14,828547;32,968907;32,767867;45,968577;28,630905;71,895906;32,286656
18/09/2020 17:31:42,782;38,561381;-14,830977;32,967829;32,769253;46,02002;28,528027;71,895906;32,338102
18/09/2020 17:31:43,781;38,559067;-14,82961;32,966751;32,769407;45,917134;28,630905;71,947348;32,286656
18/09/2020 17:31:44,781;38,55845;-14,831432;32,966751;32,766481;46,02002;28,630905;71,947348;32,338102
18/09/2020 17:31:45,781;38,556599;-14,833862;32,963363;32,765557;46,071464;28,630905;71,844463;32,23521
18/09/2020 17:31:46,781;38,556908;-14,834469;32,965519;32,766019;45,968577;28,630905;71,895906;32,286656
18/09/2020 17:31:47,781;38,555365;-14,833406;32,965827;32,765557;45,917134;28,630905;71,793021;32,23521
18/09/2020 17:31:48,781;38,553977;-14,834014;32,965981;32,766789;46,071464;28,682344;71,895906;32,338102
18/09/2020 17:31:49,782;38,554748;-14,837202;32,967829;32,767867;46,071464;28,528027;71,895906;32,440994
18/09/2020 17:31:50,782;38,552743;-14,839784;32,971062;32,771101;46,122907;28,476588;71,844463;32,286656
18/09/2020 17:31:51,782;38,552743;-14,839784;32,972756;32,772795;46,122907;28,630905;71,895906;32,389548
18/09/2020 17:31:52,781;38,551972;-14,839024;32,973218;32,774027;46,17435;28,630905;71,844463;32,286656
18/09/2020 17:31:53,782;38,551664;-14,839632;32,973988;32,77495;46,122907;28,528027;71,895906;32,389548
18/09/2020 17:31:54,782;38,549658;-14,839784;32,979378;32,777106;46,122907;28,630905;71,895906;32,389548
18/09/2020 17:31:55,781;38,551047;-14,839024;32,980148;32,777722;46,225793;28,630905;71,947348;32,389548
18/09/2020 17:31:56,781;38,549041;-14,842972;32,982765;32,77649;46,071464;28,476588;71,99879;32,338102
18/09/2020 17:31:57,781;38,548425;-14,840391;32,983843;32,778184;46,071464;28,630905;71,895906;32,338102
18/09/2020 17:31:58,781;38,546574;-14,844946;32,987847;32,78034;46,122907;28,630905;71,895906;32,338102
18/09/2020 17:31:59,781;38,54534;-14,845857;32,987077;32,783728;46,122907;28,682344;71,793021;32,389548
18/09/2020 17:32:00,781;38,545494;-14,844946;32,987693;32,78573;46,122907;28,579466;71,793021;32,338102
18/09/2020 17:32:01,781;38,544568;-14,84525;32,985999;32,786346;46,071464;28,579466;71,741579;32,338102
18/09/2020 17:32:02,781;38,544877;-14,843428;32,987385;32,785884;46,225793;28,630905;71,793021;32,183764
18/09/2020 17:32:03,781;38,545494;-14,844339;32,986615;32,785884;46,225793;28,682344;71,793021;32,286656
18/09/2020 17:32:04,781;38,544106;-14,847679;32,986307;32,78727;46,277237;28,630905;71,741579;32,286656
18/09/2020 17:32:05,782;38,542872;-14,847679;32,984921;32,788348;46,17435;28,682344;71,741579;32,338102
18/09/2020 17:32:06,781;38,54318;-14,848287;32,984921;32,791273;46,32868;28,733783;71,793021;32,286656
18/09/2020 17:32:07,781;38,543335;-14,847831;32,984767;32,797279;46,17435;28,682344;71,793021;32,389548
18/09/2020 17:32:08,781;38,543643;-14,848135;32,984767;32,801129;46,277237;28,682344;71,638694;32,23521
18/09/2020 17:32:09,781;38,543797;-14,847983;32,985999;32,80698;46,071464;28,630905;71,587252;32,389548
18/09/2020 17:32:10,781;38,543797;-14,848438;32,988617;32,811292;46,071464;28,682344;71,484367;32,338102
18/09/2020 17:32:11,781;38,543335;-14,850564;32,99185;32,819146;46,071464;28,476588;71,535809;32,338102
18/09/2020 17:32:12,781;38,543951;-14,849198;32,994314;32,822379;46,071464;28,630905;71,535809;32,389548
18/09/2020 17:32:13,781;38,544723;-14,847375;32,996932;32,824381;46,071464;28,528027;71,587252;32,389548
18/09/2020 17:32:14,781;38,544877;-14,846161;32,998318;32,827307;46,17435;28,733783;71,690136;32,338102
18/09/2020 17:32:15,782;38,544877;-14,847679;33,001552;32,835315;46,122907;28,682344;71,741579;32,440994
18/09/2020 17:32:16,781;38,544723;-14,850716;33,003399;32,839011;46,122907;28,579466;71,690136;32,338102
18/09/2020 17:32:17,781;38,545185;-14,847831;33,003399;32,84209;46,071464;28,630905;71,690136;32,440994
18/09/2020 17:32:18,781;38,546265;-14,846768;33,004785;32,844554;45,917134;28,630905;71,638694;32,440994
18/09/2020 17:32:19,782;38,546419;-14,847679;33,006325;32,846864;46,02002;28,682344;71,690136;32,338102
18/09/2020 17:32:20,781;38,547499;-14,845098;33,006479;32,8521;45,968577;28,579466;71,587252;32,286656
18/09/2020 17:32:21,781;38,547191;-14,843428;33,007249;32,852562;45,968577;28,682344;71,587252;32,286656
18/09/2020 17:32:22,781;38,548116;-14,844491;33,007249;32,85364;45,917134;28,630905;71,587252;32,183764
18/09/2020 17:32:23,781;38,54827;-14,84282;33,006941;32,855796;45,968577;28,630905;71,638694;32,338102
18/09/2020 17:32:24,781;38,548425;-14,844339;33,007095;32,859646;45,968577;28,579466;71,587252;32,338102
18/09/2020 17:32:25,781;38,547499;-14,843428;33,005247;32,863187;46,02002;28,682344;71,432925;32,23521
18/09/2020 17:32:26,781;38,548579;-14,841909;33,005401;32,865189;45,968577;28,682344;71,381482;32,338102
18/09/2020 17:32:27,781;38,548579;-14,845402;33,005247;32,866883;45,865691;28,682344;71,432925;32,338102
18/09/2020 17:32:28,781;38,549504;-14,842365;33,006633;32,870271;45,814248;28,579466;71,432925;32,338102
18/09/2020 17:32:29,781;38,551047;-14,837961;33,007403;32,869501;45,762804;28,682344;71,381482;32,338102
18/09/2020 17:32:30,781;38,551201;-14,836595;33,006479;32,871965;45,917134;28,682344;71,535809;32,389548
18/09/2020 17:32:31,781;38,551201;-14,841454;33,007711;32,871349;45,814248;28,630905;71,432925;32,389548
18/09/2020 17:32:32,781;38,550121;-14,841454;33,008327;32,871041;45,814248;28,630905;71,484367;32,49244
18/09/2020 17:32:33,781;38,551201;-14,84115;33,008481;32,873197;45,917134;28,528027;71,535809;32,389548
18/09/2020 17:32:34,782;38,551201;-14,83948;33,008635;32,875199;45,865691;28,630905;71,432925;32,440994
18/09/2020 17:32:35,781;38,549658;-14,840239;33,007865;32,876893;45,865691;28,682344;71,535809;32,338102
18/09/2020 17:32:36,781;38,549658;-14,840391;33,010483;32,880897;45,865691;28,733783;71,432925;32,389548
18/09/2020 17:32:37,781;38,547345;-14,840846;33,012331;32,885978;45,814248;28,682344;71,33004;32,286656
18/09/2020 17:32:38,781;38,54827;-14,843276;33,012023;32,888442;45,865691;28,785223;71,381482;32,389548
18/09/2020 17:32:39,781;38,549658;-14,843428;33,012639;32,891368;45,865691;28,630905;71,33004;32,389548
18/09/2020 17:32:40,781;38,547499;-14,844794;33,015256;32,893986;45,865691;28,682344;71,278598;32,338102
18/09/2020 17:32:41,781;38,547653;-14,844642;33,016026;32,9003;45,762804;28,630905;71,381482;32,389548
18/09/2020 17:32:42,782;38,545648;-14,84525;33,01772;32,902302;45,865691;28,682344;71,278598;32,389548
18/09/2020 17:32:43,781;38,546882;-14,847375;33,019568;32,906152;45,814248;28,579466;71,227156;32,286656
18/09/2020 17:32:44,781;38,546419;-14,848742;33,02003;32,907846;45,865691;28,630905;71,278598;32,338102
18/09/2020 17:32:45,781;38,545802;-14,848742;33,022648;32,914006;45,917134;29,042418;71,381482;32,338102
18/09/2020 17:32:46,781;38,545957;-14,846616;33,024803;32,920011;45,814248;28,682344;71,227156;32,389548
18/09/2020 17:32:47,781;38,544568;-14,845705;33,027883;32,926787;45,917134;28,733783;71,33004;32,440994
18/09/2020 17:32:48,781;38,543335;-14,849805;33,029731;32,934025;45,814248;28,682344;71,227156;32,440994
18/09/2020 17:32:49,781;38,542872;-14,850868;33,035121;32,946653;45,865691;28,682344;71,278598;32,389548
18/09/2020 17:32:50,781;38,544568;-14,849501;33,03666;32,950195;45,814248;28,579466;71,227156;32,389548
18/09/2020 17:32:51,781;38,543951;-14,85102;33,040818;32,955277;45,917134;28,733783;71,33004;32,389548
18/09/2020 17:32:52,781;38,543489;-14,850109;33,04128;32,959281;45,865691;28,579466;71,381482;32,440994
18/09/2020 17:32:53,781;38,542718;-14,849501;33,042666;32,963438;45,865691;28,733783;71,432925;32,389548
18/09/2020 17:32:54,781;38,542409;-14,852842;33,045746;32,970368;45,968577;28,630905;71,381482;32,389548
18/09/2020 17:32:55,781;38,542409;-14,851779;33,046516;32,97314;46,02002;28,733783;71,072829;32,338102
18/09/2020 17:32:56,781;38,541792;-14,852994;33,048056;32,977144;45,968577;28,630905;71,381482;32,49244
18/09/2020 17:32:57,781;38,539941;-14,852842;33,048671;32,979608;45,917134;28,733783;71,33004;32,440994
18/09/2020 17:32:58,781;38,540404;-14,853297;33,051443;32,987308;46,122907;28,682344;71,33004;32,389548
18/09/2020 17:32:59,781;38,538399;-14,852994;33,053599;32,991774;46,071464;28,682344;71,33004;32,338102
18/09/2020 17:33:00,781;38,537782;-14,85436;33,055601;32,994392;46,071464;28,785223;71,381482;32,338102
18/09/2020 17:33:01,781;38,537628;-14,853601;33,056371;32,99778;46,071464;28,682344;71,278598;32,389548
18/09/2020 17:33:02,781;38,536548;-14,856638;33,059913;33,003324;46,071464;28,682344;71,33004;32,338102
18/09/2020 17:33:03,781;38,534543;-14,857245;33,060991;33,007174;45,968577;28,579466;71,33004;32,389548
18/09/2020 17:33:04,781;38,533463;-14,853905;33,060837;33,008868;46,02002;28,682344;71,278598;32,389548
18/09/2020 17:33:05,782;38,534697;-14,857397;33,060683;33,009638;45,814248;28,733783;71,175713;32,286656
18/09/2020 17:33:06,781;38,535468;-14,854816;33,063146;33,01472;45,814248;28,733783;71,072829;32,440994
18/09/2020 17:33:07,781;38,534543;-14,854967;33,062684;33,017492;45,762804;28,630905;71,124271;32,440994
18/09/2020 17:33:08,781;38,535622;-14,855727;33,063608;33,01857;45,659918;28,785223;71,175713;32,389548
18/09/2020 17:33:09,782;38,534234;-14,852994;33,064224;33,018416;45,711361;28,93954;71,124271;32,338102
18/09/2020 17:33:10,782;38,535314;-14,854512;33,065302;33,018878;45,711361;28,733783;71,124271;32,389548
18/09/2020 17:33:11,781;38,536394;-14,854208;33,066842;33,020418;45,659918;28,733783;71,227156;32,440994
18/09/2020 17:33:12,781;38,537628;-14,852994;33,067458;33,020726;45,659918;28,785223;71,175713;32,440994
18/09/2020 17:33:13,781;38,537319;-14,852842;33,06869;33,020418;45,505588;28,733783;71,124271;32,440994
18/09/2020 17:33:14,781;38,537011;-14,851323;33,069306;33,021804;45,454145;28,836662;71,124271;32,440994
18/09/2020 17:33:15,781;38,538245;-14,851323;33,069152;33,021188;45,608475;28,733783;71,175713;32,389548
18/09/2020 17:33:16,781;38,539324;-14,851931;33,070384;33,02319;45,505588;28,733783;71,072829;32,49244
18/09/2020 17:33:17,781;38,539633;-14,849198;33,070076;33,024884;45,608475;28,733783;71,021386;32,389548
18/09/2020 17:33:18,781;38,541638;-14,845402;33,069306;33,026732;45,505588;28,785223;71,072829;32,440994
18/09/2020 17:33:19,782;38,542563;-14,84692;33,06946;33,03166;45,659918;28,682344;71,072829;32,389548
18/09/2020 17:33:20,781;38,541175;-14,848135;33,070076;33,032584;45,659918;28,682344;71,072829;32,389548
18/09/2020 17:33:21,781;38,542409;-14,849501;33,06946;33,034124;45,711361;28,682344;70,867059;32,389548
18/09/2020 17:33:22,781;38,541946;-14,848135;33,06715;33,034124;45,608475;28,682344;70,867059;32,389548
18/09/2020 17:33:23,781;38,541021;-14,847527;33,067766;33,033508;45,711361;28,733783;70,815617;32,389548
18/09/2020 17:33:24,781;38,54025;-14,851627;33,066226;33,028734;45,659918;28,682344;70,712732;32,440994
18/09/2020 17:33:25,781;38,539633;-14,850412;33,064994;33,027348;45,762804;28,785223;70,66129;32,338102
18/09/2020 17:33:26,781;38,538399;-14,852842;33,064686;33,027194;45,659918;28,733783;70,764175;32,389548
18/09/2020 17:33:27,782;38,536856;-14,856334;33,064994;33,026886;45,762804;28,733783;70,712732;32,389548
18/09/2020 17:33:28,781;38,535468;-14,857245;33,06407;33,028734;45,865691;28,733783;70,764175;32,440994
18/09/2020 17:33:29,781;38,532075;-14,86013;33,0633;33,029812;45,865691;28,733783;70,764175;32,389548
18/09/2020 17:33:30,781;38,531921;-14,861041;33,0633;33,02935;45,865691;28,733783;70,66129;32,440994
18/09/2020 17:33:31,781;38,530378;-14,859523;33,063454;33,030736;45,865691;28,733783;70,712732;32,440994
18/09/2020 17:33:32,781;38,530532;-14,860737;33,062992;33,03166;45,917134;28,733783;70,764175;32,440994
18/09/2020 17:33:33,781;38,529761;-14,863774;33,064686;33,033816;45,865691;28,682344;70,764175;32,49244
18/09/2020 17:33:34,782;38,529299;-14,860585;33,06484;33,035818;45,917134;28,785223;70,712732;32,440994
18/09/2020 17:33:35,781;38,52899;-14,862407;33,068074;33,03859;45,814248;28,733783;70,764175;32,440994
18/09/2020 17:33:36,781;38,528373;-14,861345;33,07177;33,046444;45,814248;28,785223;70,712732;32,440994
18/09/2020 17:33:37,781;38,52899;-14,863015;33,074234;33,0486;45,814248;28,733783;70,764175;32,440994
18/09/2020 17:33:38,782;38,52791;-14,864381;33,079469;33,051526;45,814248;28,733783;70,712732;32,440994
18/09/2020 17:33:39,781;38,527139;-14,865141;33,083165;33,05476;45,865691;28,733783;70,66129;32,440994
18/09/2020 17:33:40,781;38,527293;-14,863926;33,085937;33,05399;45,865691;28,733783;70,712732;32,440994
18/09/2020 17:33:41,781;38,523283;-14,869696;33,092404;33,056454;45,762804;28,682344;70,609848;32,440994
18/09/2020 17:33:42,782;38,524209;-14,869088;33,09456;33,054606;45,917134;28,630905;70,558405;32,440994
18/09/2020 17:33:43,781;38,524826;-14,868785;33,098102;33,054144;46,071464;28,682344;70,506963;32,389548
18/09/2020 17:33:44,781;38,523437;-14,866811;33,102722;33,053374;45,917134;28,682344;70,609848;32,440994
18/09/2020 17:33:45,781;38,523592;-14,867874;33,106571;33,049832;46,071464;28,733783;70,558405;32,440994
18/09/2020 17:33:46,781;38,523437;-14,867874;33,110113;33,04937;46,071464;28,733783;70,558405;32,440994
18/09/2020 17:33:47,781;38,52498;-14,866811;33,112115;33,04783;46,17435;28,785223;70,558405;32,338102
18/09/2020 17:33:48,781;38,527756;-14,863774;33,113655;33,04706;46,071464;28,785223;70,66129;32,440994
18/09/2020 17:33:49,781;38,528682;-14,859219;33,117813;33,046598;46,277237;28,785223;70,764175;32,49244
18/09/2020 17:33:50,781;38,533;-14,855423;33,119969;33,047522;46,225793;28,630905;70,712732;32,543886
18/09/2020 17:33:51,781;38,535931;-14,852994;33,120739;33,048446;46,32868;28,733783;70,712732;32,49244
18/09/2020 17:33:52,781;38,539787;-14,849957;33,121355;33,049216;46,277237;28,682344;70,764175;32,49244
18/09/2020 17:33:53,781;38,54534;-14,842668;33,125512;33,051834;46,277237;28,785223;70,764175;32,49244
18/09/2020 17:33:54,781;38,548733;-14,838872;33,124126;33,054298;46,225793;28,682344;70,815617;32,440994
18/09/2020 17:33:55,781;38,549658;-14,837202;33,128284;33,05476;46,277237;28,733783;70,918502;32,49244
18/09/2020 17:33:56,781;38,553206;-14,834773;33,130132;33,055838;46,277237;28,733783;70,764175;32,49244
18/09/2020 17:33:57,781;38,555674;-14,832495;33,130748;33,05707;46,225793;28,682344;70,764175;32,49244
18/09/2020 17:33:58,781;38,559376;-14,823992;33,136138;33,055222;46,225793;28,682344;70,815617;32,49244
18/09/2020 17:33:59,782;38,56354;-14,821411;33,137986;33,054298;46,32868;28,682344;70,712732;32,49244
18/09/2020 17:34:00,781;38,566317;-14,817919;33,139064;33,054298;46,380123;28,682344;70,66129;32,543886
18/09/2020 17:34:01,781;38,568322;-14,813971;33,139064;33,054298;46,534453;28,682344;70,867059;32,440994
18/09/2020 17:34:02,781;38,572949;-14,810175;33,14045;33,053066;46,380123;28,785223;70,609848;32,49244
18/09/2020 17:34:03,782;38,574183;-14,806986;33,141989;33,054144;46,431566;28,785223;70,558405;32,338102
18/09/2020 17:34:04,781;38,575571;-14,80729;33,141989;33,054914;46,483009;28,785223;70,506963;32,440994
18/09/2020 17:34:05,781;38,577422;-14,804405;33,141682;33,054606;46,380123;28,785223;70,66129;32,338102
18/09/2020 17:34:06,781;38,579427;-14,803494;33,144299;33,057686;46,431566;28,785223;70,764175;32,440994
18/09/2020 17:34:07,781;38,579582;-14,802886;33,145839;33,059072;46,431566;28,733783;70,764175;32,440994
18/09/2020 17:34:08,781;38,58097;-14,80319;33,147225;33,06015;46,431566;28,733783;70,815617;32,49244
18/09/2020 17:34:09,781;38,580661;-14,80319;33,149843;33,058918;46,277237;28,733783;70,764175;32,49244
18/09/2020 17:34:10,781;38,580044;-14,802127;33,155233;33,055992;46,483009;28,733783;70,712732;32,49244
18/09/2020 17:34:11,781;38,580661;-14,803494;33,158621;33,054452;46,534453;28,785223;70,712732;32,440994
18/09/2020 17:34:12,781;38,580353;-14,803494;33,161393;33,053066;46,483009;28,733783;70,867059;32,543886
18/09/2020 17:34:13,781;38,57989;-14,801368;33,167552;33,054144;46,534453;28,785223;70,815617;32,49244
18/09/2020 17:34:14,781;38,578965;-14,80486;33,17017;33,05091;46,637339;28,733783;70,815617;32,543886
18/09/2020 17:34:15,782;38,577885;-14,805164;33,176176;33,046598;46,688782;28,785223;70,918502;32,543886
18/09/2020 17:34:16,781;38,577885;-14,806075;33,17787;33,045212;46,688782;28,682344;70,764175;32,49244
18/09/2020 17:34:17,781;38,576188;-14,804253;33,182182;33,046752;46,740226;28,733783;70,815617;32,440994
18/09/2020 17:34:18,781;38,575263;-14,808505;33,1848;33,047368;46,894555;28,733783;70,918502;32,646779
18/09/2020 17:34:19,781;38,574646;-14,807442;33,189881;33,049678;46,894555;28,733783;70,815617;32,440994
18/09/2020 17:34:20,782;38,575417;-14,807442;33,192807;33,052296;46,894555;28,785223;70,815617;32,440994
18/09/2020 17:34:21,781;38,57588;-14,806834;33,197119;33,053528;46,791669;28,888101;70,815617;32,440994
18/09/2020 17:34:22,781;38,575109;-14,807138;33,200507;33,054606;46,894555;28,836662;70,712732;32,543886
18/09/2020 17:34:23,781;38,575109;-14,809112;33,211595;33,056762;46,740226;28,733783;70,764175;32,49244
18/09/2020 17:34:24,781;38,575726;-14,809264;33,215445;33,055684;46,843112;28,785223;70,764175;32,49244
18/09/2020 17:34:25,781;38,573412;-14,809719;33,218063;33,057686;46,740226;28,682344;70,764175;32,543886
18/09/2020 17:34:26,781;38,572949;-14,810175;33,220526;33,059534;46,894555;28,785223;70,712732;32,440994
18/09/2020 17:34:27,781;38,572486;-14,813212;33,22684;33,065849;46,637339;28,785223;70,764175;32,595332
18/09/2020 17:34:28,781;38,570327;-14,812452;33,229458;33,069237;46,740226;28,836662;70,815617;32,543886
18/09/2020 17:34:29,782;38,570944;-14,811086;33,232076;33,071547;46,688782;28,785223;70,867059;32,49244
18/09/2020 17:34:30,781;38,571407;-14,811845;33,234694;33,072317;46,585896;28,785223;70,918502;32,49244
18/09/2020 17:34:31,781;38,572332;-14,811693;33,236542;33,070623;46,688782;28,785223;70,969944;32,49244
18/09/2020 17:34:32,781;38,572795;-14,811997;33,2407;33,074473;46,637339;28,785223;70,918502;32,440994
18/09/2020 17:34:33,781;38,571715;-14,811238;33,243626;33,074627;46,688782;28,836662;70,815617;32,49244
