Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC]
18/09/2020 17:10:54,782;38,625547;-14,797116;31,881646;31,531103;49,672489;27,447808;69,683886;31,154842
18/09/2020 17:10:55,781;38,625701;-14,794839;31,881646;31,530026;49,672489;27,34493;69,735329;31,051949
18/09/2020 17:10:56,781;38,625701;-14,79575;31,885033;31,526485;49,672489;27,34493;69,735329;31,154842
18/09/2020 17:10:57,782;38,627706;-14,793928;31,88611;31,523869;49,672489;27,396369;69,735329;31,051949
18/09/2020 17:10:58,783;38,627398;-14,791043;31,885033;31,520944;49,672489;27,447808;69,683886;31,154842
18/09/2020 17:10:59,781;38,629403;-14,791498;31,885495;31,519405;49,621046;27,34493;69,889655;31,103396
18/09/2020 17:11:00,783;38,627243;-14,78998;31,885956;31,519251;49,672489;27,447808;69,735329;31,257734
18/09/2020 17:11:01,782;38,628169;-14,792865;31,885648;31,516788;49,621046;27,34493;69,735329;31,206288
18/09/2020 17:11:02,781;38,627243;-14,792258;31,886726;31,515556;49,723932;27,447808;69,735329;31,412072
18/09/2020 17:11:03,782;38,628323;-14,793624;31,885033;31,512324;49,569603;27,34493;69,735329;31,257734
18/09/2020 17:11:04,783;38,627243;-14,793017;31,884263;31,51217;49,672489;27,447808;69,735329;31,257734
18/09/2020 17:11:05,781;38,626935;-14,791498;31,885956;31,510323;49,672489;27,396369;69,683886;31,103396
18/09/2020 17:11:06,782;38,626781;-14,792865;31,887957;31,510323;49,723932;27,34493;69,889655;31,154842
18/09/2020 17:11:07,782;38,626626;-14,793017;31,887342;31,509553;49,878262;27,447808;69,941098;31,206288
18/09/2020 17:11:08,781;38,625392;-14,791346;31,888573;31,510169;49,775376;27,499247;69,889655;31,206288
18/09/2020 17:11:09,781;38,626318;-14,792409;31,887804;31,509553;49,775376;27,447808;69,838213;31,206288
18/09/2020 17:11:10,781;38,626472;-14,794231;31,886726;31,507398;49,569603;27,293491;69,99254;31,206288
18/09/2020 17:11:11,781;38,625392;-14,793169;31,885956;31,505243;49,723932;27,447808;69,941098;31,257734
18/09/2020 17:11:12,781;38,626164;-14,795294;31,884879;31,50278;49,569603;27,447808;69,941098;31,206288
18/09/2020 17:11:13,782;38,624775;-14,795446;31,879645;31,495699;49,672489;27,34493;69,838213;31,206288
18/09/2020 17:11:14,781;38,623541;-14,796509;31,877798;31,493852;49,621046;27,34493;69,941098;31,206288
18/09/2020 17:11:15,781;38,623387;-14,795598;31,875951;31,492928;49,621046;27,499247;69,889655;31,257734
18/09/2020 17:11:16,782;38,623233;-14,795902;31,874719;31,490466;49,672489;27,447808;69,941098;31,257734
18/09/2020 17:11:17,781;38,623233;-14,796965;31,87318;31,491235;49,826819;27,447808;69,838213;31,154842
18/09/2020 17:11:18,782;38,622307;-14,798787;31,872718;31,49339;49,878262;27,396369;69,735329;31,257734
18/09/2020 17:11:19,782;38,620765;-14,79909;31,873026;31,494006;49,775376;27,447808;69,889655;31,206288
18/09/2020 17:11:20,781;38,621073;-14,798027;31,87241;31,49339;49,878262;27,447808;69,786771;31,154842
18/09/2020 17:11:21,782;38,61876;-14,798939;31,874719;31,493852;49,878262;27,34493;69,786771;31,206288
18/09/2020 17:11:22,783;38,619223;-14,79742;31,875643;31,489234;49,929705;27,396369;69,683886;31,206288
18/09/2020 17:11:23,781;38,619531;-14,797876;31,876105;31,487079;49,929705;27,396369;69,683886;31,154842
18/09/2020 17:11:24,781;38,619994;-14,797572;31,877336;31,482769;49,775376;27,447808;69,838213;31,206288
18/09/2020 17:11:25,781;38,620148;-14,800153;31,877028;31,479998;49,981148;27,447808;69,889655;31,206288
18/09/2020 17:11:26,783;38,618451;-14,798483;31,878875;31,473841;49,929705;27,396369;69,786771;31,154842
18/09/2020 17:11:27,781;38,619531;-14,801064;31,878875;31,470301;50,032592;27,396369;69,838213;31,206288
18/09/2020 17:11:28,781;38,620611;-14,797116;31,879491;31,466914;49,929705;27,447808;69,99254;31,257734
18/09/2020 17:11:29,781;38,620302;-14,79742;31,87826;31,46322;50,032592;27,499247;69,889655;31,206288
18/09/2020 17:11:30,782;38,620302;-14,797876;31,879799;31,457986;49,929705;27,34493;69,838213;31,257734
18/09/2020 17:11:31,781;38,618606;-14,796205;31,879491;31,456293;49,981148;27,499247;69,889655;31,257734
18/09/2020 17:11:32,781;38,620302;-14,796509;31,880723;31,45383;49,826819;27,34493;69,838213;31,360626
18/09/2020 17:11:33,781;38,619994;-14,794991;31,881954;31,453523;49,878262;27,447808;69,838213;31,257734
18/09/2020 17:11:34,781;38,618606;-14,798483;31,882878;31,452753;49,878262;27,34493;69,889655;31,206288
18/09/2020 17:11:35,781;38,619377;-14,797116;31,886418;31,455985;49,723932;27,34493;69,838213;31,257734
18/09/2020 17:11:36,781;38,617989;-14,800001;31,886572;31,454446;49,878262;27,396369;69,838213;31,206288
18/09/2020 17:11:37,781;38,618143;-14,798179;31,886264;31,4546;49,672489;27,447808;69,889655;31,257734
18/09/2020 17:11:38,782;38,617989;-14,796813;31,886418;31,454754;49,723932;27,447808;69,889655;31,30918
18/09/2020 17:11:39,782;38,617834;-14,799698;31,887034;31,455216;49,672489;27,396369;69,941098;31,206288
18/09/2020 17:11:40,781;38,617372;-14,802431;31,88765;31,454446;49,672489;27,396369;69,889655;31,257734
18/09/2020 17:11:41,782;38,616138;-14,801975;31,888111;31,456139;49,723932;27,34493;69,838213;31,206288
18/09/2020 17:11:42,782;38,614441;-14,801824;31,887804;31,454908;49,723932;27,447808;69,941098;31,154842
18/09/2020 17:11:43,781;38,613207;-14,804405;31,88688;31,453676;49,826819;27,499247;69,941098;31,257734
18/09/2020 17:11:44,781;38,610739;-14,805923;31,884879;31,455216;49,569603;27,396369;69,941098;31,257734
18/09/2020 17:11:45,782;38,61151;-14,807442;31,883801;31,457217;49,723932;27,447808;69,889655;31,257734
18/09/2020 17:11:46,782;38,610431;-14,80729;31,882724;31,459988;49,569603;27,396369;69,941098;31,257734
18/09/2020 17:11:47,781;38,608271;-14,809567;31,878721;31,463066;49,672489;27,447808;69,889655;31,30918
18/09/2020 17:11:48,782;38,606729;-14,811845;31,87749;31,464144;49,672489;27,396369;69,99254;31,257734
18/09/2020 17:11:49,781;38,606729;-14,811845;31,873488;31,465683;49,775376;27,447808;69,99254;31,257734
18/09/2020 17:11:50,783;38,606729;-14,812604;31,87164;31,468915;49,518159;27,396369;69,889655;31,206288
18/09/2020 17:11:51,781;38,604106;-14,812301;31,871486;31,470301;49,569603;27,499247;69,941098;31,257734
18/09/2020 17:11:52,782;38,603335;-14,815185;31,871179;31,469839;49,466716;27,447808;69,889655;31,206288
18/09/2020 17:11:53,781;38,602256;-14,814123;31,87164;31,471532;49,518159;27,447808;69,941098;31,257734
18/09/2020 17:11:54,781;38,60133;-14,815641;31,870871;31,470455;49,518159;27,396369;69,941098;31,154842
18/09/2020 17:11:55,781;38,601484;-14,815641;31,870255;31,471224;49,569603;27,499247;69,889655;31,206288
18/09/2020 17:11:56,781;38,601947;-14,816248;31,869793;31,473225;49,621046;27,447808;69,889655;31,206288
18/09/2020 17:11:57,781;38,600096;-14,8164;31,869947;31,472764;49,466716;27,396369;69,99254;31,206288
18/09/2020 17:11:58,781;38,600867;-14,816097;31,869639;31,474457;49,518159;27,499247;69,941098;31,206288
18/09/2020 17:11:59,781;38,599788;-14,8164;31,869793;31,475226;49,518159;27,396369;69,683886;31,206288
18/09/2020 17:12:00,782;38,599633;-14,813971;31,871486;31,477382;49,569603;27,396369;70,043982;31,206288
18/09/2020 17:12:01,782;38,60133;-14,815337;31,872256;31,477997;49,723932;27,34493;69,99254;31,257734
18/09/2020 17:12:02,782;38,599479;-14,817159;31,873026;31,479537;49,672489;27,34493;69,941098;31,206288
18/09/2020 17:12:03,781;38,600559;-14,815489;31,872872;31,483385;49,672489;27,396369;69,99254;31,257734
18/09/2020 17:12:04,781;38,600405;-14,81807;31,871948;31,485232;49,621046;27,447808;70,043982;31,206288
18/09/2020 17:12:05,781;38,600713;-14,81883;31,870717;31,488772;49,672489;27,499247;69,99254;31,206288
18/09/2020 17:12:06,781;38,598708;-14,817463;31,869947;31,492313;49,569603;27,34493;69,941098;31,30918
18/09/2020 17:12:07,782;38,599942;-14,818526;31,869331;31,494776;49,723932;27,447808;69,941098;31,257734
18/09/2020 17:12:08,781;38,598399;-14,818981;31,86887;31,495545;49,878262;27,447808;69,941098;31,257734
18/09/2020 17:12:09,781;38,597628;-14,8205;31,867638;31,50278;49,878262;27,499247;70,043982;31,463518
18/09/2020 17:12:10,781;38,596394;-14,820044;31,869331;31,504935;49,775376;27,447808;69,99254;31,257734
18/09/2020 17:12:11,781;38,595469;-14,821411;31,867792;31,505705;49,878262;27,550686;69,99254;31,206288
18/09/2020 17:12:12,782;38,597165;-14,820955;31,869331;31,505397;49,878262;27,396369;69,941098;31,257734
18/09/2020 17:12:13,781;38,595623;-14,822322;31,869177;31,506936;49,981148;27,396369;69,99254;31,30918
18/09/2020 17:12:14,781;38,596086;-14,8205;31,868254;31,505397;50,032592;27,499247;69,99254;31,257734
18/09/2020 17:12:15,782;38,594235;-14,822626;31,866715;31,504473;49,981148;27,34493;70,146867;31,30918
18/09/2020 17:12:16,782;38,595006;-14,818526;31,866099;31,50355;49,878262;27,396369;70,095425;31,360626
18/09/2020 17:12:17,782;38,593155;-14,819893;31,861789;31,500625;49,775376;27,550686;70,249752;31,257734
18/09/2020 17:12:18,781;38,594235;-14,820044;31,861173;31,498162;49,878262;27,447808;70,146867;31,257734
18/09/2020 17:12:19,781;38,593926;-14,821259;31,859172;31,497546;49,723932;27,396369;70,095425;31,257734
18/09/2020 17:12:20,781;38,593618;-14,822626;31,859634;31,497085;49,672489;27,499247;70,146867;31,30918
18/09/2020 17:12:21,781;38,592847;-14,821715;31,859326;31,498778;49,981148;27,447808;70,198309;31,257734
18/09/2020 17:12:22,782;38,593001;-14,82384;31,866715;31,499086;49,929705;27,396369;70,198309;31,30918
18/09/2020 17:12:23,781;38,591458;-14,822018;31,867792;31,49847;50,032592;27,499247;70,249752;31,30918
18/09/2020 17:12:24,782;38,591458;-14,822929;31,873334;31,499701;50,032592;27,447808;70,146867;31,257734
18/09/2020 17:12:25,781;38,591613;-14,820196;31,877644;31,500317;50,135478;27,499247;70,198309;31,360626
18/09/2020 17:12:26,782;38,59223;-14,823992;31,887034;31,502472;50,084035;27,447808;70,198309;31,30918
18/09/2020 17:12:27,782;38,59007;-14,827485;31,890728;31,504781;50,444137;27,550686;70,301194;31,257734
18/09/2020 17:12:28,782;38,590533;-14,829762;31,895192;31,505243;50,135478;27,499247;70,352636;31,360626
18/09/2020 17:12:29,781;38,589453;-14,826118;31,898117;31,506013;50,135478;27,447808;70,301194;31,30918
18/09/2020 17:12:30,782;38,587448;-14,824751;31,902273;31,505551;50,084035;27,499247;70,352636;31,30918
18/09/2020 17:12:31,781;38,587757;-14,82627;31,902119;31,505551;50,084035;27,447808;70,249752;31,30918
18/09/2020 17:12:32,782;38,586677;-14,826422;31,904121;31,50709;50,135478;27,499247;70,301194;31,257734
18/09/2020 17:12:33,781;38,585751;-14,827485;31,904121;31,50709;50,084035;27,447808;70,301194;31,30918
18/09/2020 17:12:34,782;38,585289;-14,829458;31,90643;31,508783;50,135478;27,602125;70,352636;31,257734
18/09/2020 17:12:35,781;38,584826;-14,82961;31,905506;31,510169;50,084035;27,499247;70,146867;31,257734
18/09/2020 17:12:36,781;38,5839;-14,831129;31,907815;31,510169;50,084035;27,447808;70,198309;31,257734
18/09/2020 17:12:37,781;38,582358;-14,831584;31,908277;31,5114;50,186921;27,447808;70,249752;31,30918
18/09/2020 17:12:38,782;38,582512;-14,832647;31,909354;31,512939;50,084035;27,550686;70,301194;31,257734
18/09/2020 17:12:39,781;38,581433;-14,834014;31,909201;31,513709;49,981148;27,499247;70,249752;31,257734
18/09/2020 17:12:40,781;38,58097;-14,83371;31,909354;31,514171;49,981148;27,447808;70,249752;31,30918
18/09/2020 17:12:41,781;38,580661;-14,835228;31,909508;31,515402;50,084035;27,447808;70,301194;31,30918
18/09/2020 17:12:42,781;38,579427;-14,837506;31,907353;31,515248;49,929705;27,396369;70,352636;31,257734
18/09/2020 17:12:43,781;38,578502;-14,836291;31,905352;31,516172;49,929705;27,499247;70,249752;31,206288
18/09/2020 17:12:44,781;38,577268;-14,840087;31,905198;31,516788;49,981148;27,447808;70,301194;31,257734
18/09/2020 17:12:45,781;38,576497;-14,838417;31,903659;31,517557;49,723932;27,499247;70,404079;31,257734
18/09/2020 17:12:46,782;38,575726;-14,840998;31,903813;31,519251;49,826819;27,447808;70,506963;31,360626
18/09/2020 17:12:47,781;38,576034;-14,841606;31,904582;31,522791;49,878262;27,447808;70,404079;31,514964
18/09/2020 17:12:48,782;38,574029;-14,840087;31,903505;31,52433;49,929705;27,499247;70,404079;31,30918
18/09/2020 17:12:49,782;38,574183;-14,840239;31,904121;31,526793;49,878262;27,242052;70,455521;31,30918
18/09/2020 17:12:50,781;38,574337;-14,842517;31,904582;31,526178;49,878262;27,499247;70,506963;31,514964
18/09/2020 17:12:51,782;38,575571;-14,844642;31,903197;31,522329;49,775376;27,550686;70,455521;31,360626
18/09/2020 17:12:52,781;38,574492;-14,843883;31,901966;31,52002;49,826819;27,499247;70,455521;31,30918
18/09/2020 17:12:53,781;38,57588;-14,84115;31,900734;31,51648;49,826819;27,447808;70,455521;31,30918
18/09/2020 17:12:54,781;38,575109;-14,840391;31,897963;31,511708;49,775376;27,396369;70,506963;31,360626
18/09/2020 17:12:55,781;38,575109;-14,844187;31,89627;31,508629;49,723932;27,396369;70,455521;31,412072
18/09/2020 17:12:56,781;38,57588;-14,841909;31,89119;31,500163;49,621046;27,447808;70,455521;31,360626
18/09/2020 17:12:57,781;38,575263;-14,838872;31,889959;31,495853;49,672489;27,447808;70,455521;31,360626
18/09/2020 17:12:58,782;38,575726;-14,839328;31,887804;31,493236;49,466716;27,447808;70,609848;31,257734
18/09/2020 17:12:59,781;38,576034;-14,842061;31,886572;31,492005;49,672489;27,550686;70,66129;31,30918
18/09/2020 17:13:00,781;38,576497;-14,840391;31,885187;31,486463;49,672489;27,34493;70,609848;31,30918
18/09/2020 17:13:01,781;38,578348;-14,841757;31,883647;31,484;49,775376;27,705003;70,66129;31,360626
18/09/2020 17:13:02,781;38,576805;-14,839328;31,883339;31,481845;49,723932;27,447808;70,66129;31,360626
18/09/2020 17:13:03,781;38,578039;-14,838417;31,881492;31,47692;49,878262;27,550686;70,712732;31,30918
18/09/2020 17:13:04,781;38,578193;-14,838872;31,878567;31,47184;49,621046;27,499247;70,712732;31,30918
18/09/2020 17:13:05,782;38,579119;-14,838569;31,87672;31,47107;49,672489;27,499247;70,609848;31,30918
18/09/2020 17:13:06,781;38,578348;-14,83781;31,874873;31,470147;49,775376;27,499247;70,558405;31,360626
18/09/2020 17:13:07,781;38,57881;-14,837202;31,871333;31,469069;49,621046;27,499247;70,66129;31,30918
18/09/2020 17:13:08,782;38,580044;-14,836595;31,86887;31,465529;49,723932;27,550686;70,558405;31,30918
18/09/2020 17:13:09,782;38,579273;-14,839024;31,867946;31,463528;49,621046;27,499247;70,455521;31,30918
18/09/2020 17:13:10,781;38,580661;-14,837658;31,867638;31,460911;49,569603;27,499247;70,455521;31,257734
18/09/2020 17:13:11,782;38,580661;-14,836595;31,867484;31,459064;49,569603;27,396369;70,404079;31,30918
18/09/2020 17:13:12,781;38,580507;-14,838265;31,870101;31,455216;49,518159;27,499247;70,506963;31,257734
18/09/2020 17:13:13,781;38,580816;-14,834773;31,872718;31,448443;49,466716;27,447808;70,609848;31,30918
18/09/2020 17:13:14,782;38,58097;-14,836139;31,873488;31,444595;49,518159;27,499247;70,558405;31,257734
18/09/2020 17:13:15,781;38,581124;-14,835077;31,875181;31,440439;49,415273;27,447808;70,558405;31,412072
18/09/2020 17:13:16,781;38,58097;-14,834925;31,876412;31,435205;49,260943;27,447808;70,558405;31,30918
18/09/2020 17:13:17,781;38,582975;-14,832951;31,877182;31,427509;49,415273;27,550686;70,558405;31,360626
18/09/2020 17:13:18,782;38,582821;-14,832647;31,880261;31,423661;49,312387;27,447808;70,609848;31,30918
18/09/2020 17:13:19,781;38,581433;-14,833558;31,877952;31,42012;49,415273;27,602125;70,609848;31,257734
18/09/2020 17:13:20,781;38,582821;-14,831129;31,878721;31,418889;49,36383;27,396369;70,558405;31,360626
18/09/2020 17:13:21,781;38,583592;-14,828244;31,882878;31,414579;49,312387;27,499247;70,609848;31,30918
18/09/2020 17:13:22,782;38,585134;-14,829307;31,885033;31,414271;49,260943;27,447808;70,609848;31,30918
18/09/2020 17:13:23,782;38,584826;-14,828699;31,887034;31,413963;49,260943;27,447808;70,609848;31,30918
18/09/2020 17:13:24,781;38,585289;-14,829155;31,89042;31,412116;49,312387;27,447808;70,609848;31,360626
18/09/2020 17:13:25,782;38,586368;-14,827485;31,892268;31,413501;49,2095;27,499247;70,609848;31,30918
18/09/2020 17:13:26,781;38,587602;-14,825359;31,895654;31,414117;49,158057;27,550686;70,609848;31,360626
18/09/2020 17:13:27,781;38,58714;-14,826877;31,897194;31,413963;49,106614;27,447808;70,609848;31,412072
18/09/2020 17:13:28,781;38,586831;-14,824903;31,898271;31,415502;49,106614;27,447808;70,609848;31,30918
18/09/2020 17:13:29,781;38,588528;-14,826118;31,901812;31,415041;49,003727;27,447808;70,609848;31,360626
18/09/2020 17:13:30,781;38,590687;-14,827181;31,905968;31,413347;49,05517;27,550686;70,712732;31,30918
18/09/2020 17:13:31,781;38,590841;-14,8246;31,907507;31,411962;49,158057;27,499247;70,66129;31,360626
18/09/2020 17:13:32,782;38,590533;-14,826725;31,909816;31,410115;49,106614;27,499247;70,712732;31,30918
18/09/2020 17:13:33,781;38,591767;-14,826422;31,912433;31,40873;49,260943;27,447808;70,609848;31,360626
18/09/2020 17:13:34,781;38,59115;-14,824144;31,917359;31,404266;49,260943;27,499247;70,609848;31,30918
18/09/2020 17:13:35,781;38,591304;-14,825359;31,920284;31,403342;49,312387;27,396369;70,609848;31,30918
18/09/2020 17:13:36,781;38,591921;-14,826422;31,921977;31,402265;49,158057;27,396369;70,558405;31,30918
18/09/2020 17:13:37,781;38,591304;-14,827333;31,922747;31,401803;49,36383;27,499247;70,455521;31,257734
18/09/2020 17:13:38,782;38,591921;-14,82794;31,923978;31,398417;49,2095;27,550686;70,558405;31,257734
18/09/2020 17:13:39,782;38,589607;-14,825511;31,92521;31,398724;49,312387;27,550686;70,609848;31,206288
18/09/2020 17:13:40,781;38,59007;-14,826877;31,925056;31,399494;49,260943;27,396369;70,558405;31,30918
18/09/2020 17:13:41,781;38,588219;-14,827029;31,926903;31,400572;49,260943;27,499247;70,609848;31,30918
18/09/2020 17:13:42,781;38,586677;-14,82794;31,927981;31,403188;49,260943;27,499247;70,558405;31,257734
18/09/2020 17:13:43,781;38,586214;-14,826118;31,932445;31,408422;49,312387;27,396369;70,506963;31,30918
18/09/2020 17:13:44,781;38,585906;-14,828547;31,933522;31,410731;49,260943;27,499247;70,609848;31,360626
18/09/2020 17:13:45,782;38,585597;-14,829458;31,936601;31,415041;49,2095;27,447808;70,609848;31,30918
18/09/2020 17:13:46,781;38,585906;-14,830673;31,937679;31,41658;49,106614;27,499247;70,609848;31,30918
18/09/2020 17:13:47,781;38,583746;-14,830673;31,941065;31,418735;49,158057;27,447808;70,558405;31,30918
18/09/2020 17:13:48,782;38,583129;-14,83204;31,94322;31,419043;49,158057;27,499247;70,558405;31,206288
18/09/2020 17:13:49,781;38,584363;-14,831129;31,945529;31,41735;49,003727;27,499247;70,66129;31,412072
18/09/2020 17:13:50,781;38,582821;-14,834165;31,9483;31,418273;49,106614;27,550686;70,609848;31,360626
18/09/2020 17:13:51,781;38,583592;-14,833103;31,955843;31,423507;48,952284;27,396369;70,609848;31,412072
18/09/2020 17:13:52,782;38,583438;-14,833558;31,95923;31,423507;48,900841;27,499247;70,66129;31,360626
18/09/2020 17:13:53,781;38,58205;-14,834621;31,964464;31,424276;48,900841;27,705003;70,66129;31,360626
18/09/2020 17:13:54,781;38,583129;-14,831736;31,96862;31,425354;48,695068;27,447808;70,609848;31,412072
18/09/2020 17:13:55,781;38,583129;-14,831584;31,972007;31,426585;48,952284;27,499247;70,712732;31,360626
18/09/2020 17:13:56,781;38,583283;-14,832343;31,97524;31,426123;48,797954;27,447808;70,815617;31,412072
18/09/2020 17:13:57,781;38,5839;-14,83371;31,977241;31,428278;48,797954;27,396369;70,764175;31,360626
18/09/2020 17:13:58,781;38,583746;-14,833406;31,979396;31,430279;48,746511;27,447808;70,712732;31,360626
18/09/2020 17:13:59,781;38,583746;-14,835532;31,981397;31,431973;48,849398;27,550686;70,815617;31,360626
18/09/2020 17:14:00,781;38,584209;-14,834469;31,985399;31,434897;48,746511;27,499247;70,815617;31,360626
18/09/2020 17:14:01,782;38,584672;-14,833103;31,987555;31,436129;48,797954;27,499247;70,815617;31,360626
18/09/2020 17:14:02,781;38,58498;-14,833254;31,991403;31,434897;48,900841;27,447808;70,815617;31,360626
18/09/2020 17:14:03,781;38,584826;-14,830825;31,992635;31,435513;48,797954;27,499247;70,867059;31,360626
18/09/2020 17:14:04,781;38,585289;-14,829458;31,993712;31,434282;48,900841;27,447808;70,764175;31,360626
18/09/2020 17:14:05,781;38,58498;-14,83204;31,995406;31,436744;48,849398;27,447808;70,764175;31,360626
18/09/2020 17:14:06,782;38,587602;-14,828244;31,996329;31,436744;48,849398;27,499247;70,815617;31,463518
18/09/2020 17:14:07,781;38,586214;-14,829307;31,997099;31,438745;48,746511;28,270832;70,66129;31,257734
18/09/2020 17:14:08,781;38,58606;-14,830369;32,000793;31,439823;48,900841;27,602125;70,609848;31,360626
18/09/2020 17:14:09,782;38,586677;-14,830066;32,002949;31,440439;48,849398;27,447808;70,712732;31,30918
18/09/2020 17:14:10,781;38,586831;-14,829458;32,004642;31,441362;49,003727;27,499247;70,712732;31,30918
18/09/2020 17:14:11,782;38,58714;-14,830369;32,007875;31,44167;49,003727;27,550686;70,764175;31,257734
18/09/2020 17:14:12,781;38,586523;-14,831888;32,010338;31,444595;48,952284;27,447808;70,918502;31,360626
18/09/2020 17:14:13,781;38,585751;-14,834014;32,011569;31,443517;49,003727;27,447808;70,867059;31,360626
18/09/2020 17:14:14,781;38,58498;-14,831281;32,012031;31,443055;49,003727;27,550686;70,815617;31,30918
18/09/2020 17:14:15,781;38,585906;-14,836291;32,012647;31,444903;49,003727;27,550686;70,918502;31,30918
18/09/2020 17:14:16,781;38,58498;-14,835077;32,012801;31,445056;49,003727;27,34493;70,969944;31,30918
18/09/2020 17:14:17,781;38,583129;-14,836139;32,012801;31,444903;48,952284;27,499247;70,918502;31,360626
18/09/2020 17:14:18,781;38,583592;-14,837961;32,012185;31,443979;48,952284;27,550686;71,021386;31,360626
18/09/2020 17:14:19,781;38,582821;-14,835684;32,01003;31,445672;48,849398;27,499247;71,072829;31,412072
18/09/2020 17:14:20,781;38,580507;-14,836443;32,009106;31,445672;49,003727;27,499247;71,021386;31,412072
18/09/2020 17:14:21,781;38,579273;-14,836899;32,009106;31,451829;48,900841;27,499247;71,021386;31,360626
18/09/2020 17:14:22,782;38,579427;-14,838265;32,008798;31,455831;49,158057;27,499247;71,072829;31,360626
18/09/2020 17:14:23,781;38,578502;-14,840846;32,006643;31,45891;49,05517;27,499247;71,021386;31,412072
18/09/2020 17:14:24,782;38,578193;-14,841909;32,009876;31,461681;49,158057;27,602125;71,021386;31,360626
18/09/2020 17:14:25,781;38,576651;-14,840543;32,009568;31,466453;49,003727;27,447808;71,072829;31,257734
18/09/2020 17:14:26,781;38,575109;-14,839935;32,01003;31,467068;49,106614;27,653564;71,072829;31,412072
18/09/2020 17:14:27,782;38,573103;-14,838872;32,010338;31,4683;49,158057;27,550686;71,021386;31,360626
18/09/2020 17:14:28,781;38,572486;-14,839935;32,010646;31,470301;49,260943;27,499247;71,021386;31,463518
18/09/2020 17:14:29,781;38,57079;-14,83948;32,012185;31,472764;49,312387;27,499247;71,072829;31,412072
18/09/2020 17:14:30,782;38,57079;-14,842213;32,013878;31,473379;49,2095;27,447808;71,175713;31,360626
18/09/2020 17:14:31,781;38,571252;-14,840695;32,014802;31,475073;49,312387;27,447808;71,124271;31,412072
18/09/2020 17:14:32,781;38,570173;-14,842668;32,014956;31,476458;49,260943;27,499247;71,124271;31,360626
18/09/2020 17:14:33,782;38,569247;-14,845402;32,014956;31,476304;49,312387;27,705003;71,124271;31,463518
18/09/2020 17:14:34,781;38,567242;-14,842061;32,011723;31,475996;49,158057;27,550686;71,175713;31,360626
18/09/2020 17:14:35,782;38,565854;-14,84525;32,010338;31,47261;49,158057;27,602125;71,227156;31,412072
18/09/2020 17:14:36,781;38,5657;-14,846313;32,007875;31,473225;49,106614;27,396369;71,021386;31,412072
18/09/2020 17:14:37,781;38,566471;-14,846009;32,008183;31,473687;49,158057;27,550686;71,072829;31,360626
18/09/2020 17:14:38,782;38,564003;-14,84525;32,003718;31,470763;49,003727;27,447808;71,072829;31,257734
18/09/2020 17:14:39,781;38,563695;-14,844946;32,000947;31,468761;49,106614;27,602125;71,175713;31,360626
18/09/2020 17:14:40,781;38,562923;-14,845098;31,998946;31,468761;48,849398;27,447808;71,175713;31,30918
18/09/2020 17:14:41,781;38,561689;-14,844339;31,994944;31,468454;48,797954;27,499247;71,021386;31,412072
18/09/2020 17:14:42,781;38,562769;-14,846161;31,990479;31,465375;48,849398;27,447808;71,021386;31,412072
18/09/2020 17:14:43,782;38,560764;-14,846313;31,986015;31,46399;48,849398;27,499247;71,175713;31,30918
18/09/2020 17:14:44,781;38,561072;-14,845553;31,98463;31,463066;48,900841;27,447808;71,072829;31,412072
18/09/2020 17:14:45,783;38,56061;-14,847983;31,981859;31,460141;48,592181;27,447808;71,124271;31,412072
18/09/2020 17:14:46,781;38,559684;-14,844794;31,979088;31,459526;48,746511;27,602125;71,175713;31,360626
18/09/2020 17:14:47,781;38,559067;-14,846768;31,975086;31,455216;48,695068;27,396369;71,124271;31,412072
18/09/2020 17:14:48,781;38,557833;-14,848742;31,972777;31,453676;48,746511;27,499247;71,175713;31,412072
18/09/2020 17:14:49,781;38,556445;-14,849653;31,969852;31,451368;48,643625;27,499247;71,175713;31,360626
18/09/2020 17:14:50,781;38,555982;-14,848438;31,965695;31,44952;48,592181;27,550686;71,124271;31,412072
18/09/2020 17:14:51,781;38,554594;-14,849805;31,960615;31,441824;48,592181;27,550686;71,175713;31,412072
18/09/2020 17:14:52,781;38,553206;-14,854967;31,955535;31,440746;48,489295;27,550686;71,175713;31,360626
18/09/2020 17:14:53,782;38,552435;-14,854967;31,953226;31,437052;48,540738;27,602125;71,227156;31,463518
18/09/2020 17:14:54,781;38,551047;-14,855119;31,950302;31,434589;48,489295;27,447808;71,175713;31,463518
18/09/2020 17:14:55,781;38,548425;-14,857549;31,942913;31,432588;48,540738;27,550686;71,227156;31,463518
18/09/2020 17:14:56,782;38,547653;-14,858915;31,94045;31,430895;48,540738;27,34493;71,227156;31,463518
18/09/2020 17:14:57,781;38,545494;-14,86013;31,938756;31,430433;48,592181;27,550686;71,227156;31,412072
18/09/2020 17:14:58,781;38,543489;-14,861496;31,935678;31,427047;48,540738;27,499247;71,33004;32,389548
18/09/2020 17:14:59,781;38,542255;-14,862711;31,932137;31,425046;48,386409;27,550686;71,227156;31,412072
18/09/2020 17:15:00,782;38,540558;-14,865292;31,92952;31,424738;48,489295;27,602125;71,227156;31,412072
18/09/2020 17:15:01,781;38,54025;-14,864078;31,927827;31,422891;48,386409;27,550686;71,175713;31,360626
