Time;Tempo de processo;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
15:36:30;19,23;40,768555;23,239806;37,925014;37,022969;34,239523;28,93954;62,379078;33,727147;
15:36:31;19,25;40,768555;23,238271;37,92779;37,023123;34,239523;28,888101;62,533405;33,778593;
15:36:32;19,27;40,767629;23,23781;37,929949;37,022352;34,03375;28,836662;62,327636;33,881485;
15:36:33;19,28;40,765931;23,234739;37,929178;37,022198;34,085193;28,93954;62,276194;33,727147;
15:36:34;19,30;40,765005;23,233971;37,931183;37,021889;34,03375;28,836662;62,481963;33,830039;
15:36:35;19,32;40,760838;23,232128;37,93365;37,024048;34,085193;28,888101;62,224751;33,881485;
15:36:36;19,33;40,761147;23,23136;37,935038;37,022969;34,03375;28,93954;62,276194;33,778593;
15:36:37;19,35;40,75806;23,22875;37,935346;37,023894;34,085193;28,836662;62,173309;33,727147;
15:36:38;19,37;40,757597;23,228596;37,93766;37,024048;34,085193;28,888101;62,070424;33,830039;
15:36:39;19,38;40,755745;23,225065;37,938585;37,022506;34,085193;28,888101;62,173309;33,778593;
15:36:40;19,40;40,755127;23,222761;37,940435;37,021735;33,982307;28,93954;62,121867;33,675701;
15:36:41;19,42;40,752658;23,222761;37,943057;37,021427;34,085193;28,836662;62,173309;33,727147;
15:36:42;19,43;40,752812;23,220611;37,942749;37,02266;34,18808;28,888101;62,070424;33,778593;
15:36:43;19,45;40,750188;23,220458;37,946295;37,020964;34,085193;28,888101;62,121867;33,778593;
15:36:44;19,47;40,750806;23,219997;37,947375;37,017727;34,03375;28,888101;62,173309;33,778593;
15:36:45;19,48;40,748336;23,216926;37,946295;37,019114;34,085193;28,836662;62,070424;33,778593;
15:36:46;19,50;40,749262;23,215697;37,948146;37,016801;34,03375;28,888101;61,96754;33,778593;
15:36:47;19,52;40,747256;23,214623;37,951385;37,013872;34,085193;28,836662;62,018982;33,727147;
15:36:48;19,53;40,745249;23,214162;37,951847;37,012484;34,085193;28,888101;61,916097;33,778593;
15:36:49;19,55;40,744786;23,212319;37,951847;37,010788;34,03375;28,93954;62,018982;33,830039;
15:36:50;19,57;40,745095;23,21063;37,95123;37,009246;34,03375;28,93954;61,916097;33,778593;
15:36:51;19,58;40,742625;23,210016;37,953081;37,006779;34,03375;28,888101;62,070424;33,881485;
15:36:52;19,60;40,742008;23,209094;37,953544;37,003387;33,982307;28,836662;61,96754;33,881485;
15:36:53;19,62;40,741699;23,209248;37,953235;37,002308;34,03375;28,836662;61,916097;33,675701;
15:36:54;19,63;40,741699;23,210784;37,953389;37,002154;34,136637;28,888101;61,96754;33,778593;
15:36:55;19,65;40,741545;23,211091;37,955857;36,999841;34,136637;28,836662;61,96754;33,778593;
15:36:56;19,67;40,741545;23,210784;37,957399;36,996912;34,085193;28,888101;61,813213;33,675701;
15:36:57;19,68;40,74278;23,212012;37,95817;36,998916;34,03375;28,93954;61,710328;33,727147;
15:36:58;19,70;40,744169;23,211705;37,959712;36,99537;34,03375;28,888101;61,710328;33,778593;
15:36:59;19,72;40,743551;23,214008;37,961254;36,996141;34,085193;28,785223;61,76177;33,830039;
15:37:00;19,73;40,746638;23,21493;37,963105;36,991978;34,085193;28,888101;61,658886;33,778593;
15:37:01;19,75;40,74633;23,215083;37,965264;36,993211;33,982307;28,93954;61,658886;33,830039;
15:37:02;19,77;40,749571;23,217233;37,964647;36,993365;34,085193;28,990979;61,607444;33,727147;
15:37:03;19,78;40,748645;23,217387;37,966806;36,993982;34,03375;28,93954;61,710328;33,778593;
15:37:04;19,80;40,751114;23,219076;37,971895;36,995216;34,085193;28,990979;61,658886;33,830039;
15:37:05;19,82;40,752658;23,220611;37,973746;36,994907;34,03375;28,93954;61,658886;33,778593;
15:37:06;19,83;40,752503;23,221533;37,977138;36,994136;34,03375;28,888101;61,76177;33,778593;
15:37:07;19,85;40,752195;23,221379;37,980377;36,994599;34,03375;28,990979;61,504559;33,675701;
15:37:08;19,87;40,753121;23,220611;37,981148;36,994907;34,136637;28,990979;61,607444;33,830039;
15:37:09;19,88;40,754819;23,218615;37,985774;36,996449;34,136637;28,990979;61,556001;33,830039;
15:37:10;19,90;40,753738;23,219383;37,987471;36,996912;34,239523;28,93954;61,453117;33,778593;
15:37:11;19,92;40,754973;23,219383;37,988088;36,996912;34,393853;28,93954;61,607444;33,881485;
15:37:12;19,93;40,753584;23,220151;37,991018;36,995524;34,393853;28,93954;61,504559;33,727147;
15:37:13;19,95;40,755127;23,217694;37,993948;36,997837;34,34241;28,888101;61,658886;33,881485;
15:37:14;19,97;40,754973;23,218769;37,995953;37,00015;34,34241;28,93954;61,504559;33,830039;
15:37:15;19,98;40,755745;23,218769;37,996415;36,998145;34,290966;28,990979;61,607444;33,778593;
15:37:16;20,00;40,75806;23,218308;37,997803;37,000612;34,290966;28,93954;61,556001;33,830039;
15:37:17;20,02;40,760066;23,220918;38,002275;37,002462;34,34241;28,93954;61,401674;33,727147;
15:37:18;20,03;40,760838;23,2223;38,003201;37,004158;34,34241;28,888101;61,607444;33,881485;
15:37:19;20,05;40,760684;23,223682;38,005977;37,002308;34,290966;28,93954;61,504559;33,830039;
15:37:20;20,07;40,761455;23,224757;38,009061;37,00385;34,239523;28,888101;61,607444;33,778593;
15:37:21;20,08;40,763771;23,227061;38,012762;37,007705;34,136637;28,888101;61,76177;33,830039;
15:37:22;20,10;40,766549;23,226907;38,014458;37,00755;34,18808;28,990979;61,556001;33,830039;
15:37:23;20,12;40,766394;23,22875;38,016617;37,008475;34,290966;28,93954;61,710328;33,778593;
15:37:24;20,13;40,769327;23,229825;38,019702;37,010634;34,239523;29,042418;61,658886;33,830039;
15:37:25;20,15;40,769173;23,229825;38,022324;37,011868;34,18808;28,990979;61,556001;33,830039;
15:37:26;20,17;40,772259;23,23305;38,024483;37,017572;34,136637;28,888101;61,607444;33,932931;
15:37:27;20,18;40,773186;23,233664;38,02803;37,019577;34,136637;28,93954;61,607444;33,778593;
15:37:28;20,20;40,774729;23,235814;38,030343;37,021273;34,136637;28,93954;61,76177;33,881485;
15:37:29;20,22;40,776272;23,236274;38,033427;37,02559;34,290966;28,93954;61,658886;33,727147;
15:37:30;20,23;40,777507;23,239038;38,036049;37,030215;34,18808;28,990979;61,658886;34,550284;
15:37:31;20,25;40,777507;23,237963;38,038208;37,033608;34,239523;28,990979;61,607444;33,830039;
15:37:32;20,27;40,778433;23,240267;38,039904;37,031449;34,18808;28,888101;61,607444;33,778593;
15:37:33;20,28;40,780131;23,241035;38,04083;37,034687;34,18808;28,888101;61,607444;33,830039;
15:37:34;20,30;40,779668;23,239346;38,044068;37,035458;34,18808;28,93954;61,710328;33,830039;
15:37:35;20,32;40,779822;23,239499;38,043606;37,042242;34,136637;28,888101;61,710328;33,830039;
15:37:36;20,33;40,780285;23,239499;38,042989;37,043013;34,239523;28,990979;61,710328;33,881485;
15:37:37;20,35;40,77797;23,238731;38,04376;37,048718;34,239523;28,990979;61,607444;33,727147;
15:37:38;20,37;40,779514;23,238578;38,04561;37,05396;34,18808;28,990979;61,710328;33,881485;
15:37:39;20,38;40,780285;23,238731;38,050854;37,067683;34,239523;28,888101;61,658886;33,881485;
15:37:40;20,40;40,780748;23,238885;38,054401;37,075392;34,136637;28,93954;61,710328;33,778593;
15:37:41;20,42;40,780594;23,238578;38,055635;37,080172;34,18808;28,990979;61,658886;33,830039;
