Time;Tempo de processo;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
15:17:52;0,60;40,42068;22,884795;33,430583;32,938029;37,171787;27,807881;47,100712;29,354228;
15:17:53;0,62;40,419291;22,885563;33,493726;32,982226;37,171787;27,85932;46,946385;29,354228;
15:17:54;0,63;40,418674;22,885409;33,525606;33,00086;37,017457;27,910759;46,843501;29,405674;
15:17:55;0,65;40,417748;22,885409;33,554714;33,017646;37,017457;27,85932;46,894943;29,405674;
15:17:56;0,67;40,416822;22,886023;33,583668;33,033354;36,966014;27,85932;46,894943;29,508566;
15:17:57;0,68;40,417439;22,885409;33,610467;33,048446;37,22323;27,85932;46,843501;29,45712;
15:17:58;0,70;40,417439;22,887712;33,663448;33,078785;37,22323;27,85932;46,689174;29,560013;
15:17:59;0,72;40,417748;22,887098;33,693019;33,096341;37,0689;27,910759;46,997827;29,611459;
15:18:00;0,73;40,417285;22,887559;33,727981;33,114668;37,274673;27,962198;46,792058;29,45712;
15:18:01;0,75;40,418828;22,890015;33,760325;33,13515;37,274673;27,962198;46,792058;29,611459;
15:18:02;0,77;40,419137;22,89063;33,825323;33,18166;37,274673;27,910759;46,740616;29,560013;
15:18:03;0,78;40,421915;22,890783;33,854125;33,206148;37,171787;27,910759;46,689174;29,611459;
15:18:04;0,80;40,420371;22,892472;33,883852;33,236796;37,120343;27,910759;46,792058;29,662905;
15:18:05;0,82;40,421915;22,894468;33,913271;33,260667;37,37756;27,85932;46,637731;29,662905;
15:18:06;0,83;40,42068;22,892165;33,968876;33,31334;37,326116;27,910759;46,740616;29,714351;
15:18:07;0,85;40,42423;22,894161;33,997217;33,343064;37,274673;27,85932;46,534847;29,714351;
15:18:08;0,87;40,421915;22,894161;34,026484;33,376178;37,22323;27,85932;46,586289;29,765797;
15:18:09;0,88;40,423304;22,894929;34,053748;33,413912;37,274673;27,962198;46,637731;29,765797;
15:18:10;0,90;40,423458;22,895236;34,107968;33,500934;37,171787;27,910759;46,586289;29,662905;
15:18:11;0,92;40,421452;22,894161;34,134462;33,551762;37,22323;27,962198;46,689174;29,817243;
15:18:12;0,93;40,422378;22,892319;34,162497;33,60413;37,171787;27,910759;46,586289;29,765797;
15:18:13;0,95;40,422841;22,893854;34,187452;33,654036;37,22323;27,910759;46,637731;29,868689;
15:18:14;0,97;40,421143;22,891244;34,211944;33,705636;37,0689;27,910759;46,637731;29,817243;
15:18:15;0,98;40,420526;22,889401;34,264165;33,800213;37,171787;27,910759;46,637731;29,817243;
15:18:16;1,00;40,420834;22,888633;34,28989;33,841649;37,22323;28,013637;46,689174;29,920135;
15:18:17;1,02;40,420834;22,886791;34,316848;33,878464;37,274673;27,85932;46,637731;29,920135;
15:18:18;1,03;40,420063;22,886637;34,340571;33,912507;37,0689;27,85932;46,740616;30,023027;
15:18:19;1,05;40,418365;22,885256;34,390637;33,975511;37,017457;27,962198;46,740616;30,023027;
15:18:20;1,07;40,417902;22,883413;34,415901;34,004163;36,966014;27,910759;46,534847;29,920135;
15:18:21;1,08;40,416976;22,884181;34,440087;34,031583;37,120343;27,910759;46,483404;29,971581;
15:18:22;1,10;40,417439;22,882799;34,464582;34,057309;37,017457;27,85932;46,483404;30,023027;
15:18:23;1,12;40,41713;22,883259;34,51049;34,105681;37,017457;27,910759;46,483404;30,074474;
15:18:24;1,13;40,417593;22,883874;34,533598;34,127094;37,017457;27,910759;46,534847;30,12592;
15:18:25;1,15;40,416667;22,883567;34,559326;34,149893;37,017457;27,807881;46,329077;30,023027;
15:18:26;1,17;40,415896;22,884027;34,583821;34,171923;37,017457;27,910759;46,431962;30,12592;
15:18:27;1,18;40,418519;22,884948;34,637742;34,21398;36,914571;27,910759;46,329077;30,074474;
15:18:28;1,20;40,417593;22,886791;34,66347;34,236472;36,863127;27,910759;46,277635;30,12592;
15:18:29;1,22;40,42068;22,887866;34,691201;34,257115;36,914571;27,910759;46,329077;30,177366;
15:18:30;1,23;40,421297;22,88848;34,718779;34,276989;36,914571;27,910759;46,226193;30,12592;
15:18:31;1,25;40,42068;22,890169;34,746819;34,298095;36,811684;27,910759;46,329077;30,228812;
15:18:32;1,27;40,423149;22,89109;34,801513;34,335686;36,811684;27,910759;46,277635;30,228812;
15:18:33;1,28;40,422686;22,893547;34,828629;34,355868;36,966014;27,962198;46,329077;30,228812;
15:18:34;1,30;40,425619;22,895082;34,85405;34,376666;36,914571;27,962198;46,329077;30,228812;
15:18:35;1,32;40,425927;22,896925;34,880551;34,401932;36,914571;27,85932;46,431962;30,280258;
15:18:36;1,33;40,428859;22,897539;34,930471;34,452312;36,863127;27,962198;46,483404;30,331704;
15:18:37;1,35;40,427933;22,898307;34,953274;34,474805;36,914571;27,910759;46,431962;30,280258;
15:18:38;1,37;40,429168;22,899996;34,975769;34,499148;36,914571;28,013637;46,431962;30,331704;
15:18:39;1,38;40,431637;22,902145;34,998726;34,524107;36,863127;28,013637;46,637731;30,331704;
15:18:40;1,40;40,432255;22,902299;35,039865;34,569712;36,863127;27,910759;46,689174;30,280258;
15:18:41;1,42;40,432255;22,903988;35,060666;34,591436;36,914571;27,962198;46,843501;30,588935;
15:18:42;1,43;40,432563;22,905677;35,081621;34,613161;36,966014;27,910759;46,740616;30,38315;
15:18:43;1,45;40,433335;22,906138;35,101189;34,636118;36,914571;27,962198;46,894943;30,38315;
15:18:44;1,47;40,434415;22,906752;35,12122;34,656148;36,914571;27,962198;46,946385;30,38315;
15:18:45;1,48;40,436576;22,908748;35,167137;34,705914;36,863127;27,962198;46,843501;30,331704;
15:18:46;1,50;40,437502;22,910897;35,190867;34,729026;36,863127;28,013637;46,946385;30,434596;
15:18:47;1,52;40,437811;22,91059;35,216137;34,755528;36,914571;27,910759;46,997827;30,434596;
15:18:48;1,53;40,438274;22,914736;35,241715;34,781413;36,914571;27,910759;47,255039;30,486042;
15:18:49;1,55;40,440434;22,91535;35,288096;34,828871;36,863127;27,962198;47,203597;30,486042;
15:18:50;1,57;40,44028;22,9175;35,311827;34,85337;36,966014;27,910759;47,100712;30,486042;
15:18:51;1,58;40,443366;22,919189;35,333091;34,874942;36,863127;27,910759;47,203597;30,537488;
15:18:52;1,60;40,44244;22,920417;35,353123;34,898825;36,914571;27,962198;47,306481;30,588935;
15:18:53;1,62;40,446607;22,923795;35,391339;34,944435;36,966014;28,013637;47,306481;30,588935;
15:18:54;1,63;40,447688;22,92748;35,408906;34,966162;36,914571;27,962198;47,306481;30,691827;
15:18:55;1,65;40,448151;22,928709;35,425703;34,985269;36,914571;27,910759;47,357924;30,537488;
15:18:56;1,67;40,449848;22,929937;35,439571;35,004531;36,811684;27,962198;47,512251;30,691827;
15:18:57;1,68;40,452472;22,93224;35,474089;35,048909;36,914571;27,962198;47,563693;30,640381;
15:18:58;1,70;40,453707;22,93224;35,491657;35,067555;37,017457;27,962198;47,71802;30,743273;
15:18:59;1,72;40,454478;22,933008;35,510919;35,089282;37,0689;28,065076;47,615135;30,640381;
15:19:00;1,73;40,453707;22,933315;35,532031;35,111934;37,171787;28,013637;47,71802;30,640381;
15:19:01;1,75;40,452163;22,933929;35,554684;35,134741;37,0689;27,962198;47,71802;30,640381;
15:19:02;1,77;40,453707;22,933929;35,60107;35,180662;37,120343;28,013637;47,769462;30,846165;
15:19:03;1,78;40,453861;22,932394;35,623569;35,202544;37,0689;27,910759;47,820904;30,743273;
15:19:04;1,80;40,453089;22,931472;35,646377;35,222731;37,171787;27,962198;47,975231;30,691827;
15:19:05;1,82;40,453552;22,930705;35,669031;35,240607;37,171787;27,962198;47,975231;30,743273;
15:19:06;1,83;40,454015;22,932547;35,710949;35,276822;37,0689;27,962198;48,129558;30,846165;
15:19:07;1,85;40,453861;22,928862;35,729904;35,291461;37,22323;28,013637;48,129558;30,691827;
15:19:08;1,87;40,455404;22,930705;35,750864;35,310262;37,171787;27,962198;48,232443;30,897611;
15:19:09;1,88;40,454324;22,928862;35,771977;35,327985;37,120343;27,962198;48,181001;30,794719;
15:19:10;1,90;40,452781;22,928862;35,812355;35,361888;37,171787;27,962198;48,232443;30,846165;
15:19:11;1,92;40,453552;22,927941;35,832698;35,37807;37,171787;28,013637;48,38677;30,794719;
15:19:12;1,93;40,453861;22,927634;35,853812;35,396409;37,171787;27,962198;48,849751;30,846165;
15:19:13;1,95;40,453398;22,928094;35,872923;35,412128;37,171787;28,013637;48,541097;30,897611;
15:19:14;1,97;40,452781;22,927787;35,912531;35,448036;37,171787;28,013637;49,004078;30,846165;
15:19:15;1,98;40,451855;22,928709;35,934108;35,466991;37,22323;28,116515;48,643981;30,897611;
15:19:16;2,00;40,451855;22,928555;35,958151;35,483328;37,22323;28,013637;48,798308;30,897611;
15:19:17;2,02;40,4517;22,92748;35,979266;35,502284;37,429003;27,962198;48,695424;30,846165;
15:19:18;2,03;40,450311;22,927941;36,001305;35,518157;37,326116;28,013637;48,849751;31,000503;
15:19:19;2,05;40,450157;22,928709;36,045693;35,55083;37,22323;28,013637;48,901193;30,949057;
15:19:20;2,07;40,450929;22,928555;36,064497;35,567321;37,274673;28,013637;49,106962;31,000503;
15:19:21;2,08;40,450466;22,929323;36,086999;35,582732;37,274673;27,962198;49,312731;31,000503;
15:19:22;2,10;40,450157;22,929323;36,106265;35,595986;37,480446;28,013637;49,106962;31,000503;
15:19:23;2,12;40,451546;22,929783;36,146031;35,626656;37,480446;27,962198;49,467058;31,051949;
15:19:24;2,13;40,449848;22,929476;36,168071;35,642839;37,480446;27,85932;49,415616;31,000503;
15:19:25;2,15;40,450466;22,931319;36,186567;35,657943;37,480446;27,910759;49,672828;31,051949;
