Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC]
16/10/2020 14:54:26,459;41,755119;12,515723;25,104151;26,058824;69,992561;21,172248;57,95504;22,974912
16/10/2020 14:54:27,458;41,756354;12,517712;25,16729;26,102009;69,889675;21,172248;57,95504;23,026358
16/10/2020 14:54:28,459;41,757126;12,516947;25,22613;26,148729;69,992561;21,223687;57,95504;23,026358
16/10/2020 14:54:29,458;41,755582;12,518325;25,337513;26,232949;69,889675;21,223687;57,903597;23,026358
16/10/2020 14:54:30,460;41,756354;12,519855;25,3919;26,281054;69,941118;21,172248;57,903597;23,12925
16/10/2020 14:54:31,458;41,758361;12,520009;25,440757;26,335615;70,044004;21,120809;57,903597;23,180696
16/10/2020 14:54:32,459;41,759442;12,52108;25,490997;26,388333;69,992561;21,172248;57,903597;23,12925
16/10/2020 14:54:33,458;41,762221;12,522458;25,581186;26,498227;70,044004;21,172248;57,95504;23,12925
16/10/2020 14:54:34,460;41,765772;12,525672;25,622517;26,552638;70,095447;21,223687;57,74927;23,180696
16/10/2020 14:54:35,458;41,766544;12,526897;25,665078;26,601209;69,992561;21,223687;57,800713;23,180696
16/10/2020 14:54:36,459;41,768242;12,527968;25,701032;26,64978;70,198334;21,172248;57,697828;23,283588
16/10/2020 14:54:37,458;41,765926;12,528581;25,775092;26,742467;70,095447;21,172248;57,697828;23,335034
16/10/2020 14:54:38,458;41,769168;12,528581;25,812738;26,78274;70,044004;21,172248;57,594943;23,335034
16/10/2020 14:54:39,458;41,769014;12,530111;25,847003;26,82163;70,095447;21,172248;57,74927;23,335034
16/10/2020 14:54:40,459;41,768859;12,529499;25,883113;26,858983;70,044004;21,172248;57,852155;23,540819
16/10/2020 14:54:41,458;41,767316;12,528887;25,91446;26,899258;70,044004;21,120809;57,852155;23,437927
16/10/2020 14:54:42,459;41,768859;12,530111;25,986835;26,998101;70,044004;21,223687;57,903597;23,437927
16/10/2020 14:54:43,459;41,768859;12,530111;26,023868;27,053134;70,249777;21,120809;57,800713;23,386481
16/10/2020 14:54:44,459;41,76994;12,530571;26,06336;27,113088;70,095447;21,223687;57,95504;23,540819
16/10/2020 14:54:45,459;41,76747;12,530417;26,102392;27,17289;69,992561;21,120809;58,212251;23,592265
16/10/2020 14:54:46,459;41,765154;12,529805;26,17892;27,29926;70,044004;21,120809;58,160809;23,540819
16/10/2020 14:54:47,458;41,765772;12,529346;26,215802;27,358757;70,095447;21,172248;58,315136;23,540819
16/10/2020 14:54:48,458;41,76361;12,530724;26,249303;27,415488;70,095447;21,172248;58,366578;23,592265
16/10/2020 14:54:49,458;41,761912;12,532407;26,282036;27,476217;70,146891;21,275126;58,675232;23,643711
16/10/2020 14:54:50,458;41,763147;12,534857;26,35488;27,590145;70,146891;21,223687;59,035328;23,695157
16/10/2020 14:54:51,459;41,764845;12,53455;26,390227;27,646725;70,044004;21,172248;58,983886;23,695157
16/10/2020 14:54:52,459;41,764691;12,533785;26,426804;27,700232;70,044004;21,172248;59,29254;23,643711
16/10/2020 14:54:53,459;41,766852;12,535928;26,46292;27,75374;70,044004;21,172248;59,395424;23,900942
16/10/2020 14:54:54,459;41,764228;12,537306;26,535614;27,859835;70,095447;21,172248;59,704078;23,798049
16/10/2020 14:54:55,458;41,763919;12,537306;26,567889;27,914114;70,095447;21,223687;59,96129;23,849495
16/10/2020 14:54:56,459;41,765772;12,538071;26,603084;27,965626;70,095447;21,120809;59,909847;23,746603
16/10/2020 14:54:57,459;41,765154;12,539143;26,638741;28,019907;70,044004;21,172248;60,372828;23,952388
16/10/2020 14:54:58,459;41,767316;12,539143;26,670402;28,068037;70,095447;21,223687;60,475713;23,900942
16/10/2020 14:54:59,458;41,766389;12,537;26,73726;28,166146;70,044004;21,120809;60,732924;24,003834
16/10/2020 14:55:00,458;41,769323;12,539143;26,770767;28,211818;70,095447;21,120809;61,144463;23,849495
16/10/2020 14:55:01,458;41,769323;12,540061;26,802583;28,257645;70,095447;21,120809;61,041578;24,003834
16/10/2020 14:55:02,460;41,771175;12,53853;26,837166;28,299935;70,095447;21,223687;61,401674;24,003834
16/10/2020 14:55:03,458;41,770095;12,538224;26,904027;28,380826;70,044004;21,223687;61,658886;24,106726
16/10/2020 14:55:04,459;41,772874;12,539296;26,937228;28,416813;69,992561;21,01793;61,76177;24,05528
16/10/2020 14:55:05,458;41,775807;12,541132;26,971197;28,451108;69,992561;21,120809;61,864655;24,106726
16/10/2020 14:55:06,460;41,774881;12,541745;27,004091;28,479713;69,941118;21,120809;61,864655;24,158172
16/10/2020 14:55:07,459;41,776733;12,543582;27,075106;28,541538;69,941118;21,172248;62,121867;24,158172
16/10/2020 14:55:08,458;41,775807;12,544806;27,108924;28,572759;69,889675;21,172248;62,379078;24,31251
16/10/2020 14:55:09,458;41,778586;12,543735;27,141512;28,602288;69,889675;21,120809;62,379078;24,209618
16/10/2020 14:55:10,458;41,779049;12,545878;27,174561;28,63274;69,992561;21,172248;62,533405;24,158172
16/10/2020 14:55:11,459;41,783218;12,545725;27,240199;28,689646;69,889675;21,120809;62,481963;24,209618
16/10/2020 14:55:12,460;41,786151;12,548633;27,275248;28,719945;69,992561;21,120809;62,687732;24,363956
16/10/2020 14:55:13,459;41,787386;12,549398;27,311066;28,749475;70,044004;21,223687;62,842059;24,31251
16/10/2020 14:55:14,458;41,790474;12,548327;27,345346;28,777622;69,941118;21,223687;62,842059;24,31251
16/10/2020 14:55:15,459;41,791246;12,550011;27,38055;28,803;69,941118;21,223687;62,893501;24,363956
16/10/2020 14:55:16,458;41,791555;12,549398;27,447422;28,852833;69,941118;21,172248;62,842059;24,31251
16/10/2020 14:55:17,459;41,790474;12,54848;27,479552;28,878981;69,889675;21,120809;63,202155;24,466849
16/10/2020 14:55:18,460;41,791246;12,546796;27,511836;28,903437;69,992561;21,172248;63,407924;24,415403
16/10/2020 14:55:19,458;41,790474;12,545878;27,540277;28,9302;70,30122;21,172248;63,356482;24,466849
16/10/2020 14:55:20,458;41,789239;12,544806;27,595622;28,981728;69,941118;21,172248;63,30504;24,466849
16/10/2020 14:55:21,458;41,789702;12,542204;27,625601;29,009722;69,941118;21,223687;63,30504;24,466849
16/10/2020 14:55:22,458;41,79032;12,54251;27,64774;29,035563;69,838231;21,06937;63,613694;24,518295
16/10/2020 14:55:23,458;41,789702;12,542051;27,673107;29,061713;69,889675;21,120809;63,613694;24,569741
16/10/2020 14:55:24,458;41,790165;12,540673;27,720152;29,11155;70,044004;21,172248;63,562251;24,569741
16/10/2020 14:55:25,459;41,791092;12,540367;27,742752;29,131701;70,146891;21,172248;63,510809;24,569741
16/10/2020 14:55:26,460;41,790011;12,541132;27,763662;29,155236;70,095447;21,172248;63,510809;24,672633
16/10/2020 14:55:27,458;41,789239;12,539908;27,78411;29,174771;70,044004;21,172248;63,562251;24,724079
16/10/2020 14:55:28,458;41,787078;12,536081;27,826083;29,212458;70,044004;21,172248;63,510809;24,621187
16/10/2020 14:55:29,460;41,784144;12,535316;27,844379;29,229071;70,198334;21,120809;63,510809;24,672633
16/10/2020 14:55:30,460;41,785688;12,534244;27,86329;29,2463;70,198334;21,01793;63,613694;24,724079
16/10/2020 14:55:31,458;41,784299;12,532867;27,880971;29,26276;70,249777;21,120809;63,613694;24,775525
16/10/2020 14:55:32,459;41,781674;12,530877;27,898807;29,276912;70,404107;21,120809;63,768021;24,826971
16/10/2020 14:55:33,460;41,780593;12,524907;27,934016;29,308447;70,352664;21,172248;63,665136;24,775525
16/10/2020 14:55:34,458;41,779049;12,523988;27,951236;29,326291;70,30122;21,172248;63,665136;24,724079
16/10/2020 14:55:35,459;41,776425;12,523835;27,966612;29,340751;70,45555;21,172248;63,613694;24,826971
16/10/2020 14:55:36,458;41,776579;12,521539;27,984447;29,355827;70,45555;21,120809;63,716578;24,878417
16/10/2020 14:55:37,458;41,773954;12,519243;28,016582;29,373364;70,60988;21,223687;63,716578;24,826971
16/10/2020 14:55:38,459;41,773954;12,516794;28,033188;29,381055;70,712766;21,223687;63,613694;24,878417
16/10/2020 14:55:39,459;41,771793;12,517253;28,051947;29,38767;70,60988;21,172248;63,665136;24,878417
16/10/2020 14:55:40,458;41,770403;12,514651;28,06517;29,391362;70,60988;21,172248;63,665136;24,929864
16/10/2020 14:55:41,459;41,769168;12,514192;28,097767;29,400131;70,60988;21,120809;63,562251;25,032756
16/10/2020 14:55:42,460;41,766544;12,51358;28,114527;29,402438;70,815653;21,120809;63,562251;24,929864
16/10/2020 14:55:43,458;41,767316;12,512049;28,130365;29,4049;70,815653;21,120809;63,510809;24,929864
16/10/2020 14:55:44,458;41,765772;12,51113;28,14651;29,407515;70,764209;21,172248;63,510809;25,135648
16/10/2020 14:55:45,458;41,767624;12,510059;28,162347;29,409976;70,764209;21,172248;63,613694;25,032756
16/10/2020 14:55:46,458;41,768859;12,509294;28,189871;29,413668;70,712766;21,172248;63,30504;25,032756
16/10/2020 14:55:47,458;41,769477;12,508834;28,205094;29,415514;70,867096;21,223687;63,407924;25,032756
16/10/2020 14:55:48,458;41,769786;12,510212;28,216165;29,417053;70,918539;21,120809;63,356482;25,032756
16/10/2020 14:55:49,459;41,774572;12,511896;28,231234;29,417514;70,918539;21,223687;63,356482;25,032756
16/10/2020 14:55:50,459;41,775653;12,515723;28,256452;29,42136;70,969982;21,223687;63,407924;25,032756
16/10/2020 14:55:51,458;41,776116;12,516794;28,267985;29,423514;70,918539;21,172248;63,407924;24,929864
16/10/2020 14:55:52,458;41,776733;12,517559;28,280901;29,423975;70,918539;21,06937;63,253597;25,084202
16/10/2020 14:55:53,458;41,777505;12,516182;28,293664;29,428436;70,918539;21,223687;63,30504;25,084202
16/10/2020 14:55:54,459;41,776116;12,515569;28,320881;29,429975;70,969982;21,120809;63,253597;25,187094
16/10/2020 14:55:55,458;41,776116;12,514498;28,333491;29,432436;70,969982;21,06937;63,30504;25,135648
16/10/2020 14:55:56,459;41,774881;12,512661;28,346407;29,437051;70,969982;21,120809;63,202155;25,135648
16/10/2020 14:55:57,460;41,773182;12,511896;28,3624;29,441051;70,969982;21,172248;63,150713;25,187094
16/10/2020 14:55:58,458;41,769786;12,511743;28,385005;29,452281;70,815653;21,172248;63,202155;25,084202
16/10/2020 14:55:59,458;41,770867;12,51113;28,396845;29,46028;70,918539;21,223687;63,459367;25,23854
16/10/2020 14:56:00,458;41,768551;12,508834;28,408993;29,469049;70,918539;21,06937;63,407924;25,187094
16/10/2020 14:56:01,459;41,767933;12,506998;28,423141;29,474126;70,969982;21,172248;63,356482;25,187094
16/10/2020 14:56:02,459;41,76747;12,508528;28,435289;29,483664;70,867096;21,223687;63,459367;25,23854
16/10/2020 14:56:03,459;41,769631;12,505467;28,459124;29,499355;70,969982;21,120809;63,562251;25,23854
16/10/2020 14:56:04,459;41,767933;12,504395;28,471273;29,505201;71,021425;21,172248;63,510809;25,23854
16/10/2020 14:56:05,458;41,769477;12,504089;28,483267;29,511816;70,918539;21,120809;63,459367;25,187094
16/10/2020 14:56:06,458;41,766235;12,503783;28,494955;29,517662;70,867096;21,120809;63,562251;25,289986
16/10/2020 14:56:07,459;41,764228;12,50164;28,519559;29,5312;70,918539;21,120809;63,768021;25,341432
16/10/2020 14:56:08,458;41,761603;12,501793;28,528017;29,536277;71,175755;21,120809;63,870905;25,392878
16/10/2020 14:56:09,458;41,759442;12,500415;28,538474;29,5432;71,124312;21,172248;63,819463;25,23854
16/10/2020 14:56:10,460;41,760831;12,499038;28,548163;29,550738;71,021425;21,223687;63,768021;25,289986
16/10/2020 14:56:11,458;41,758052;12,497966;28,569846;29,569199;71,072869;21,172248;63,922347;25,444325
16/10/2020 14:56:12,460;41,754964;12,498426;28,581226;29,579352;71,021425;21,172248;63,97379;25,392878
16/10/2020 14:56:13,459;41,752185;12,497048;28,592144;29,590737;71,124312;21,172248;63,97379;25,444325
16/10/2020 14:56:14,459;41,750641;12,494293;28,603371;29,605813;71,072869;21,120809;64,128117;25,444325
16/10/2020 14:56:15,460;41,747245;12,492915;28,626284;29,634428;71,278642;21,223687;64,076674;25,392878
16/10/2020 14:56:16,459;41,747862;12,491997;28,636896;29,649044;71,278642;21,223687;64,076674;25,444325
16/10/2020 14:56:17,458;41,744003;12,490619;28,647199;29,664274;71,124312;21,120809;64,282444;25,444325
16/10/2020 14:56:18,460;41,743848;12,489088;28,660425;29,67889;71,227198;21,172248;64,282444;25,392878
16/10/2020 14:56:19,458;41,742922;12,48817;28,673035;29,694428;71,175755;21,172248;64,385328;25,444325
16/10/2020 14:56:20,458;41,743076;12,488323;28,697795;29,723044;71,227198;21,120809;64,385328;25,495771
16/10/2020 14:56:21,458;41,741224;12,487251;28,708868;29,739506;71,432971;21,06937;64,488213;25,495771
16/10/2020 14:56:22,459;41,740452;12,486639;28,72071;29,75443;71,432971;21,172248;64,64254;25,444325
16/10/2020 14:56:23,459;41,739525;12,48618;28,734089;29,771815;71,330085;21,172248;64,64254;25,495771
16/10/2020 14:56:24,458;41,738599;12,485415;28,756543;29,805354;71,587301;21,172248;64,745424;25,495771
16/10/2020 14:56:25,459;41,738136;12,483884;28,772076;29,823817;71,330085;21,120809;64,848309;25,598663
16/10/2020 14:56:26,458;41,733967;12,482353;28,780996;29,840895;71,330085;21,120809;64,951194;25,598663
16/10/2020 14:56:27,458;41,735202;12,480823;28,794683;29,858434;71,278642;21,06937;65,054078;25,598663
16/10/2020 14:56:28,459;41,732887;12,480516;28,821136;29,889667;71,535858;21,172248;65,002636;25,598663
16/10/2020 14:56:29,458;41,729953;12,480057;28,832824;29,905514;71,484414;21,223687;65,156963;25,598663
16/10/2020 14:56:30,458;41,731497;12,479445;28,845743;29,9189;71,484414;21,172248;65,362732;25,650109
16/10/2020 14:56:31,458;41,732887;12,479904;28,857893;29,929516;71,432971;21,120809;65,517059;25,598663
16/10/2020 14:56:32,459;41,730107;12,477302;28,885268;29,951518;71,484414;21,06937;65,465617;25,598663
16/10/2020 14:56:33,459;41,731188;12,477761;28,896649;29,961365;71,587301;21,172248;65,414174;25,701555
16/10/2020 14:56:34,459;41,730262;12,478373;28,909107;29,97075;71,690187;21,172248;65,568501;25,753001
16/10/2020 14:56:35,459;41,730571;12,477149;28,922949;29,979828;71,690187;21,172248;65,774271;25,753001
16/10/2020 14:56:36,459;41,731497;12,478067;28,93556;29,98829;71,844517;21,172248;65,722828;25,650109
16/10/2020 14:56:37,459;41,726557;12,477455;28,960476;30,002292;71,793074;21,120809;65,774271;25,804447
16/10/2020 14:56:38,458;41,728564;12,477608;28,973549;30,008446;71,74163;21,120809;65,825713;25,650109
16/10/2020 14:56:39,459;41,72702;12,477455;28,985699;30,015524;71,844517;21,172248;65,825713;25,804447
16/10/2020 14:56:40,458;41,728564;12,479445;28,998157;30,023063;71,793074;21,172248;66,031482;25,701555
16/10/2020 14:56:41,459;41,729027;12,477149;29,023996;30,039065;71,844517;21,223687;65,928598;25,547217
16/10/2020 14:56:42,460;41,7281;12,47822;29,034608;30,047835;71,74163;21,223687;66,082925;25,855893
16/10/2020 14:56:43,458;41,726248;12,478526;29,047682;30,056913;71,74163;21,06937;66,134367;25,855893
16/10/2020 14:56:44,459;41,727174;12,478373;29,058294;30,065068;71,793074;21,172248;66,185809;25,753001
16/10/2020 14:56:45,459;41,725476;12,476996;29,083518;30,079224;71,690187;21,120809;66,185809;25,804447
16/10/2020 14:56:46,459;41,724549;12,476383;29,094592;30,087071;72,101733;21,172248;66,185809;25,855893
16/10/2020 14:56:47,458;41,723469;12,475312;29,107051;30,090456;71,793074;21,172248;66,340136;25,855893
16/10/2020 14:56:48,459;41,722079;12,477914;29,11874;30,095841;71,844517;21,275126;66,288694;25,855893
16/10/2020 14:56:49,460;41,721616;12,475465;29,129814;30,105535;71,844517;21,172248;66,237251;25,855893
16/10/2020 14:56:50,458;41,720999;12,473781;29,152424;30,109535;71,844517;21,275126;66,288694;25,855893
16/10/2020 14:56:51,459;41,721153;12,473781;29,162114;30,113228;71,74163;21,120809;66,391578;25,907339
16/10/2020 14:56:52,459;41,719609;12,472863;29,174111;30,118459;71,793074;21,06937;66,494463;25,855893
16/10/2020 14:56:53,459;41,720535;12,473169;29,184878;30,123229;71,793074;21,06937;66,340136;25,907339
16/10/2020 14:56:54,459;41,721616;12,47072;29,205027;30,129999;71,844517;21,172248;66,340136;25,958786
16/10/2020 14:56:55,458;41,722388;12,470261;29,216102;30,134923;71,844517;21,275126;66,391578;25,958786
16/10/2020 14:56:56,459;41,722697;12,472251;29,228407;30,138616;71,74163;21,223687;66,443021;25,958786
16/10/2020 14:56:57,458;41,721153;12,472863;29,24025;30,143386;71,74163;21,120809;66,545905;26,010232
16/10/2020 14:56:58,459;41,724241;12,470567;29,262399;30,152003;71,844517;21,172248;66,545905;26,010232
16/10/2020 14:56:59,458;41,724549;12,471332;29,273166;30,157388;71,844517;21,120809;66,545905;25,958786
16/10/2020 14:57:00,458;41,724858;12,472404;29,281165;30,163081;71,793074;21,06937;66,494463;25,958786
16/10/2020 14:57:01,459;41,725476;12,470567;29,293931;30,16739;71,793074;21,172248;66,597348;26,061678
16/10/2020 14:57:02,459;41,720535;12,468118;29,314081;30,17816;71,690187;21,172248;66,751675;26,010232
16/10/2020 14:57:03,458;41,719918;12,468577;29,325618;30,182161;71,638744;21,223687;66,700232;26,113124
16/10/2020 14:57:04,460;41,717448;12,466434;29,336385;30,1877;71,587301;21,223687;66,64879;26,061678
16/10/2020 14:57:05,459;41,716676;12,46475;29,346844;30,193086;71,535858;21,172248;66,854559;26,061678
16/10/2020 14:57:06,458;41,718991;12,463985;29,357612;30,196163;71,587301;21,172248;66,906001;26,113124
16/10/2020 14:57:07,458;41,715904;12,463985;29,3793;30,206165;71,74163;21,172248;66,854559;26,16457
16/10/2020 14:57:08,459;41,716058;12,462607;29,38976;30,208165;71,638744;21,172248;66,957444;26,16457
16/10/2020 14:57:09,458;41,713433;12,463985;29,401296;30,21232;71,690187;21,223687;66,957444;26,16457
16/10/2020 14:57:10,459;41,71297;12,463373;29,410372;30,214628;71,587301;21,120809;66,957444;26,16457
16/10/2020 14:57:11,458;41,711426;12,46322;29,432368;30,222321;71,638744;21,120809;67,008886;26,16457
16/10/2020 14:57:12,459;41,714051;12,462607;29,442213;30,224937;71,690187;21,172248;67,163213;26,16457
16/10/2020 14:57:13,458;41,713279;12,463373;29,453596;30,229246;71,638744;21,120809;67,060328;26,16457
16/10/2020 14:57:14,459;41,71297;12,462454;29,463902;30,229553;71,74163;21,120809;67,163213;26,267462
16/10/2020 14:57:15,459;41,708956;12,460464;29,486206;30,234477;71,690187;21,120809;67,214655;26,113124
16/10/2020 14:57:16,458;41,707412;12,459546;29,496513;30,236016;71,638744;21,172248;67,163213;26,16457
16/10/2020 14:57:17,459;41,710655;12,459852;29,50928;30,237862;71,74163;21,223687;67,214655;26,216016
16/10/2020 14:57:18,459;41,710191;12,458627;29,523278;30,238786;71,638744;21,172248;67,266098;26,318908
16/10/2020 14:57:19,459;41,705714;12,456178;29,554044;30,242479;71,638744;21,06937;67,368982;26,267462
16/10/2020 14:57:20,459;41,703707;12,455413;29,567427;30,242786;71,638744;21,120809;67,471867;26,216016
16/10/2020 14:57:21,459;41,70417;12,456178;29,581271;30,244017;71,690187;21,172248;67,420425;26,216016
16/10/2020 14:57:22,458;41,704942;12,454954;29,59327;30,24771;71,638744;21,120809;67,31754;26,216016
16/10/2020 14:57:23,458;41,702472;12,454648;29,606807;30,249249;71,535858;21,120809;67,471867;26,370354
16/10/2020 14:57:24,458;41,702009;12,455719;29,632497;30,255404;71,74163;21,120809;67,471867;26,267462
16/10/2020 14:57:25,460;41,702626;12,454495;29,643111;30,258635;71,690187;21,06937;67,523309;26,318908
16/10/2020 14:57:26,458;41,703398;12,454954;29,655418;30,261867;71,74163;21,120809;67,471867;26,370354
16/10/2020 14:57:27,459;41,706177;12,455719;29,667416;30,268022;71,690187;21,172248;67,31754;26,318908
16/10/2020 14:57:28,460;41,709728;12,458321;29,689876;30,274177;71,74163;21,172248;67,523309;26,370354
16/10/2020 14:57:29,458;41,71189;12,458168;29,701875;30,278485;71,638744;21,172248;67,574752;26,318908
16/10/2020 14:57:30,459;41,711581;12,460464;29,711259;30,281409;71,432971;21,06937;67,626194;26,267462
16/10/2020 14:57:31,458;41,714669;12,463832;29,722951;30,283255;71,535858;21,172248;67,626194;26,318908
16/10/2020 14:57:32,459;41,72069;12,466281;29,741565;30,290641;71,535858;21,172248;67,677636;26,4218
16/10/2020 14:57:33,458;41,724241;12,46873;29,754641;30,29218;71,535858;21,120809;67,729078;26,4218
16/10/2020 14:57:34,459;41,726402;12,472098;29,762486;30,296181;71,535858;21,120809;67,677636;26,4218
16/10/2020 14:57:35,458;41,72702;12,472404;29,772024;30,297412;71,484414;21,120809;67,831963;26,318908
16/10/2020 14:57:36,458;41,733195;12,475006;29,7891;30,303567;71,535858;21,172248;67,831963;26,473247
16/10/2020 14:57:37,459;41,735357;12,477608;29,798792;30,303874;71,535858;21,172248;67,883405;26,4218
16/10/2020 14:57:38,458;41,736901;12,477761;29,808484;30,306336;71,381528;21,120809;67,934848;26,4218
