Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC]
16/10/2020 15:19:15,458;41,903337;12,345206;31,319371;31,327304;71,844517;21,378004;80,949752;30,023027
16/10/2020 15:19:16,459;41,904572;12,346736;31,319217;31,327919;71,793074;21,326565;80,846867;29,971581
16/10/2020 15:19:17,458;41,906425;12,347195;31,320602;31,330074;71,690187;21,378004;80,846867;30,074474
16/10/2020 15:19:18,459;41,904263;12,347501;31,319833;31,330536;71,638744;21,429443;80,949752;29,920135
16/10/2020 15:19:19,459;41,904418;12,349338;31,319679;31,32992;71,587301;21,378004;80,795425;29,920135
16/10/2020 15:19:20,460;41,905498;12,349491;31,318756;31,329459;71,793074;21,378004;80,795425;29,971581
16/10/2020 15:19:21,459;41,911211;12,351022;31,319217;31,330382;71,690187;21,378004;80,949752;29,971581
16/10/2020 15:19:22,458;41,910748;12,3524;31,319525;31,329459;71,690187;21,326565;80,795425;30,023027
16/10/2020 15:19:23,458;41,911057;12,35393;31,319987;31,330998;71,793074;21,480882;80,846867;30,023027
16/10/2020 15:19:24,458;41,911057;12,354236;31,320141;31,33069;71,535858;21,429443;80,846867;30,023027
16/10/2020 15:19:25,458;41,913681;12,356685;31,319217;31,332999;71,690187;21,429443;80,846867;29,920135
16/10/2020 15:19:26,459;41,912446;12,355614;31,317832;31,335308;71,690187;21,429443;80,846867;30,023027
16/10/2020 15:19:27,460;41,913527;12,356073;31,317986;31,336231;71,587301;21,429443;80,846867;30,074474
16/10/2020 15:19:28,460;41,913836;12,35592;31,317678;31,337463;71,587301;21,429443;80,89831;29,920135
16/10/2020 15:19:29,459;41,913373;12,353012;31,318756;31,339771;71,690187;21,378004;80,743983;29,971581
16/10/2020 15:19:30,459;41,911365;12,352246;31,319217;31,339771;71,793074;21,326565;80,846867;29,920135
16/10/2020 15:19:31,458;41,909976;12,349185;31,320449;31,341311;71,74163;21,275126;80,795425;29,920135
16/10/2020 15:19:32,459;41,907505;12,347042;31,320449;31,341157;71,74163;21,429443;80,89831;29,971581
16/10/2020 15:19:33,458;41,905961;12,345359;31,320141;31,342696;71,793074;21,378004;80,89831;29,920135
16/10/2020 15:19:34,459;41,902874;12,340614;31,319371;31,343619;71,793074;21,378004;80,743983;29,971581
16/10/2020 15:19:35,458;41,900712;12,339542;31,319371;31,343466;71,844517;21,378004;80,846867;30,023027
16/10/2020 15:19:36,458;41,900866;12,335869;31,319063;31,345467;71,89596;21,378004;80,795425;29,971581
16/10/2020 15:19:37,459;41,894382;12,334797;31,319525;31,346082;71,844517;21,378004;80,89831;29,971581
16/10/2020 15:19:38,458;41,890831;12,331736;31,318756;31,347468;71,998847;21,378004;80,89831;29,971581
16/10/2020 15:19:39,459;41,890831;12,331277;31,318448;31,347929;72,101733;21,429443;80,846867;30,023027
16/10/2020 15:19:40,459;41,888823;12,330665;31,317524;31,34639;72,101733;21,378004;80,949752;29,868689
16/10/2020 15:19:41,459;41,886199;12,32944;31,319063;31,348237;72,101733;21,429443;80,89831;29,971581
16/10/2020 15:19:42,459;41,887588;12,326532;31,319833;31,351008;72,204619;21,480882;80,846867;29,971581
16/10/2020 15:19:43,458;41,885735;12,32745;31,318756;31,352393;72,204619;21,429443;80,846867;29,971581
16/10/2020 15:19:44,459;41,88589;12,326685;31,320449;31,353317;72,153176;21,429443;80,795425;29,971581
16/10/2020 15:19:45,458;41,884655;12,326991;31,320449;31,356241;72,05029;21,429443;80,89831;30,023027
16/10/2020 15:19:46,459;41,884809;12,327297;31,321218;31,357473;72,256063;21,480882;80,795425;29,920135
16/10/2020 15:19:47,460;41,884809;12,32592;31,321834;31,360397;72,101733;21,480882;80,846867;30,023027
16/10/2020 15:19:48,459;41,883265;12,325767;31,323681;31,362552;72,204619;21,429443;80,89831;29,971581
16/10/2020 15:19:49,460;41,882339;12,326838;31,323681;31,361936;72,05029;21,378004;80,89831;29,971581
16/10/2020 15:19:50,459;41,881567;12,325307;31,325528;31,363783;72,05029;21,378004;80,89831;29,971581
16/10/2020 15:19:51,459;41,880795;12,324542;31,328606;31,364861;72,101733;21,429443;80,743983;30,023027
16/10/2020 15:19:52,459;41,878633;12,324542;31,328914;31,365631;72,101733;21,480882;80,795425;29,971581
16/10/2020 15:19:53,459;41,876317;12,323624;31,329529;31,366092;71,998847;21,429443;80,846867;29,971581
16/10/2020 15:19:54,459;41,876317;12,324389;31,330607;31,366862;71,998847;21,429443;80,89831;30,023027
16/10/2020 15:19:55,458;41,876626;12,323011;31,329067;31,363937;72,05029;21,378004;80,89831;29,971581
16/10/2020 15:19:56,458;41,875545;12,323164;31,329991;31,361936;72,101733;21,378004;80,846867;29,971581
16/10/2020 15:19:57,459;41,873538;12,321634;31,329221;31,361475;71,844517;21,378004;80,949752;29,971581
16/10/2020 15:19:58,458;41,871685;12,319644;31,328298;31,358704;72,101733;21,429443;80,846867;29,971581
16/10/2020 15:19:59,460;41,872921;12,320869;31,329221;31,357011;72,101733;21,429443;80,949752;29,971581
16/10/2020 15:20:00,458;41,875391;12,321481;31,330607;31,35778;72,101733;21,378004;80,89831;30,023027
16/10/2020 15:20:01,458;41,877089;12,323011;31,330145;31,356703;72,153176;21,378004;80,743983;29,971581
16/10/2020 15:20:02,459;41,877707;12,321787;31,330145;31,355625;72,307506;21,480882;80,949752;29,971581
16/10/2020 15:20:03,458;41,879096;12,322858;31,33076;31,354394;72,256063;21,429443;81,052637;29,971581
16/10/2020 15:20:04,458;41,878942;12,324695;31,330914;31,355164;72,307506;21,429443;81,052637;29,971581
16/10/2020 15:20:05,459;41,881876;12,326991;31,329221;31,355625;72,461836;21,378004;81,104079;30,023027
16/10/2020 15:20:06,458;41,884192;12,327756;31,331684;31,357473;72,358949;21,429443;81,001194;29,920135
16/10/2020 15:20:07,459;41,885581;12,329134;31,329067;31,35855;72,461836;21,429443;81,052637;29,971581
16/10/2020 15:20:08,458;41,890213;12,333114;31,329683;31,361013;72,410392;21,480882;81,052637;29,920135
16/10/2020 15:20:09,458;41,892375;12,334185;31,330145;31,363322;72,410392;21,480882;81,001194;29,971581
16/10/2020 15:20:10,458;41,893301;12,335409;31,329683;31,363014;72,410392;21,378004;81,001194;29,971581
16/10/2020 15:20:11,458;41,895617;12,336022;31,330299;31,36363;72,358949;21,378004;80,949752;30,023027
16/10/2020 15:20:12,459;41,896389;12,336175;31,331376;31,368555;72,358949;21,429443;81,052637;30,023027
16/10/2020 15:20:13,458;41,896234;12,33893;31,331376;31,36994;72,461836;21,480882;81,001194;29,971581
16/10/2020 15:20:14,458;41,900712;12,340614;31,332915;31,374712;72,461836;21,429443;80,949752;29,971581
16/10/2020 15:20:15,460;41,901484;12,341073;31,3323;31,376097;72,410392;21,429443;81,052637;29,971581
16/10/2020 15:20:16,458;41,903337;12,342144;31,336455;31,381331;72,616165;21,378004;81,001194;30,023027
16/10/2020 15:20:17,458;41,903646;12,342757;31,337686;31,383178;72,616165;21,378004;80,949752;30,023027
16/10/2020 15:20:18,460;41,90627;12,34291;31,339687;31,387642;72,719052;21,378004;81,001194;29,971581
16/10/2020 15:20:19,460;41,905653;12,341838;31,340611;31,390105;72,616165;21,429443;80,949752;30,023027
16/10/2020 15:20:20,460;41,905961;12,342603;31,343381;31,392106;72,564722;21,429443;80,949752;29,971581
16/10/2020 15:20:21,458;41,908432;12,343981;31,346305;31,399032;72,667608;21,378004;80,949752;29,971581
16/10/2020 15:20:22,458;41,910593;12,343981;31,347075;31,40288;72,719052;21,429443;81,052637;30,074474
16/10/2020 15:20:23,459;41,91013;12,343216;31,350307;31,402573;72,564722;21,429443;80,949752;29,971581
16/10/2020 15:20:24,460;41,908586;12,344899;31,350153;31,405805;72,719052;21,429443;81,001194;29,971581
16/10/2020 15:20:25,460;41,908586;12,343522;31,353231;31,408576;72,667608;21,429443;81,001194;29,971581
16/10/2020 15:20:26,458;41,907042;12,342144;31,35477;31,411962;72,461836;21,429443;80,949752;30,023027
16/10/2020 15:20:27,459;41,904881;12,341226;31,357233;31,412424;72,461836;21,532321;81,052637;30,023027
16/10/2020 15:20:28,458;41,904109;12,341073;31,356771;31,414271;72,616165;21,429443;81,001194;29,971581
16/10/2020 15:20:29,459;41,899322;12,338777;31,359388;31,417657;72,410392;21,480882;81,001194;29,971581
16/10/2020 15:20:30,459;41,897624;12,338012;31,361235;31,420428;72,461836;21,429443;81,001194;29,971581
16/10/2020 15:20:31,459;41,898242;12,336328;31,363082;31,422429;72,358949;21,429443;81,001194;29,971581
16/10/2020 15:20:32,458;41,894999;12,334032;31,362158;31,424892;72,307506;21,378004;81,052637;30,023027
16/10/2020 15:20:33,458;41,894536;12,332042;31,365852;31,428124;72,410392;21,480882;81,001194;29,971581
16/10/2020 15:20:34,460;41,890831;12,330971;31,367237;31,42874;72,153176;21,480882;81,001194;30,023027
16/10/2020 15:20:35,459;41,888206;12,329134;31,366929;31,427817;72,256063;21,480882;81,052637;29,868689
16/10/2020 15:20:36,459;41,887743;12,327756;31,366775;31,430125;72,256063;21,429443;81,001194;30,023027
16/10/2020 15:20:37,459;41,886507;12,326838;31,367237;31,430587;72,256063;21,429443;81,104079;30,023027
16/10/2020 15:20:38,459;41,88342;12,326685;31,366621;31,429356;72,307506;21,480882;80,949752;29,920135
16/10/2020 15:20:39,459;41,883265;12,325307;31,366314;31,428278;72,307506;21,429443;81,052637;30,023027
16/10/2020 15:20:40,459;41,87956;12,32592;31,365698;31,427971;72,204619;21,378004;80,949752;29,920135
16/10/2020 15:20:41,459;41,880795;12,326226;31,366006;31,425816;72,256063;21,378004;81,001194;30,023027
16/10/2020 15:20:42,459;41,878633;12,324389;31,363697;31,426431;72,307506;21,429443;81,052637;29,971581
16/10/2020 15:20:43,459;41,878479;12,324236;31,363697;31,427971;72,256063;21,480882;81,001194;29,971581
16/10/2020 15:20:44,458;41,878324;12,324236;31,364313;31,427817;72,256063;21,429443;81,001194;29,971581
16/10/2020 15:20:45,458;41,877089;12,324542;31,364159;31,427817;72,307506;21,429443;81,001194;29,920135
16/10/2020 15:20:46,459;41,874465;12,322399;31,364313;31,426893;72,256063;21,429443;81,001194;29,971581
16/10/2020 15:20:47,458;41,873075;12,321787;31,365852;31,428432;72,101733;21,532321;81,001194;29,920135
16/10/2020 15:20:48,458;41,872766;12,32194;31,364775;31,426585;72,153176;21,429443;81,001194;29,971581
16/10/2020 15:20:49,458;41,870296;12,322246;31,366006;31,426431;72,204619;21,532321;81,001194;30,023027
16/10/2020 15:20:50,459;41,870913;12,320562;31,365852;31,426123;72,101733;21,58376;80,949752;29,971581
16/10/2020 15:20:51,459;41,866436;12,321022;31,36539;31,426739;71,998847;21,378004;81,052637;29,971581
16/10/2020 15:20:52,458;41,870141;12,320562;31,366314;31,427047;72,153176;21,480882;81,001194;30,023027
16/10/2020 15:20:53,458;41,868906;12,320715;31,36539;31,426585;72,101733;21,429443;81,001194;30,023027
16/10/2020 15:20:54,460;41,87184;12,321634;31,365852;31,425816;71,89596;21,429443;81,104079;30,023027
16/10/2020 15:20:55,460;41,873075;12,325767;31,362928;31,423661;71,844517;21,429443;81,052637;30,023027
16/10/2020 15:20:56,459;41,87431;12,32592;31,360927;31,423814;71,89596;21,480882;81,052637;29,971581
16/10/2020 15:20:57,459;41,878788;12,329593;31,359695;31,422275;71,844517;21,429443;81,001194;29,971581
16/10/2020 15:20:58,458;41,878479;12,329134;31,358772;31,421967;71,998847;21,480882;81,001194;30,023027
16/10/2020 15:20:59,458;41,880486;12,333573;31,35554;31,418581;71,947403;21,429443;81,052637;30,023027
16/10/2020 15:21:00,459;41,881721;12,334491;31,354616;31,418735;71,844517;21,326565;81,104079;29,971581
16/10/2020 15:21:01,459;41,882184;12,335409;31,354463;31,416118;71,793074;21,378004;81,206964;29,971581
16/10/2020 15:21:02,459;41,88203;12,335256;31,354001;31,415502;71,74163;21,429443;81,001194;29,920135
16/10/2020 15:21:03,458;41,883883;12,336328;31,350923;31,413655;71,74163;21,429443;81,206964;30,023027
16/10/2020 15:21:04,458;41,884037;12,337858;31,352308;31,411962;71,74163;21,378004;81,155521;30,023027
16/10/2020 15:21:05,458;41,885735;12,33694;31,35123;31,411808;71,690187;21,378004;81,104079;29,971581
16/10/2020 15:21:06,458;41,887743;12,339236;31,350615;31,410115;71,587301;21,429443;81,206964;29,971581
16/10/2020 15:21:07,459;41,88836;12,338777;31,350615;31,410885;71,690187;21,480882;81,155521;29,920135
16/10/2020 15:21:08,460;41,888669;12,338012;31,349845;31,407036;71,690187;21,378004;81,104079;30,023027
16/10/2020 15:21:09,459;41,886971;12,337093;31,348768;31,40719;71,74163;21,480882;81,309848;30,023027
16/10/2020 15:21:10,459;41,885735;12,336787;31,348768;31,404728;71,74163;21,532321;81,155521;29,971581
16/10/2020 15:21:11,458;41,881876;12,338012;31,34769;31,403034;71,690187;21,429443;81,155521;29,971581
16/10/2020 15:21:12,459;41,882493;12,33694;31,345536;31,401495;71,690187;21,429443;81,104079;29,920135
16/10/2020 15:21:13,458;41,882339;12,336328;31,343997;31,401495;71,690187;21,480882;81,104079;30,023027
16/10/2020 15:21:14,458;41,882184;12,336175;31,344304;31,400879;71,638744;21,378004;81,104079;29,868689
16/10/2020 15:21:15,459;41,882956;12,335409;31,344612;31,401033;71,690187;21,480882;81,104079;29,971581
16/10/2020 15:21:16,459;41,880023;12,333726;31,343689;31,403188;71,587301;21,480882;81,104079;29,971581
16/10/2020 15:21:17,459;41,88203;12,332807;31,343997;31,403496;71,844517;21,429443;81,155521;29,971581
16/10/2020 15:21:18,458;41,882956;12,332348;31,343997;31,404728;71,844517;21,532321;81,206964;29,971581
16/10/2020 15:21:19,458;41,87956;12,332348;31,346305;31,405497;71,74163;21,429443;81,155521;29,868689
16/10/2020 15:21:20,458;41,884037;12,333879;31,345997;31,408422;71,793074;21,480882;81,155521;30,023027
16/10/2020 15:21:21,458;41,883111;12,333726;31,345997;31,409499;71,74163;21,429443;81,258406;29,971581
16/10/2020 15:21:22,459;41,882956;12,336787;31,346305;31,409653;71,74163;21,480882;81,155521;30,023027
16/10/2020 15:21:23,459;41,885581;12,338012;31,345228;31,411654;71,690187;21,532321;81,206964;29,971581
16/10/2020 15:21:24,458;41,887279;12,337705;31,347075;31,411654;71,74163;21,326565;81,155521;29,920135
16/10/2020 15:21:25,459;41,889441;12,339695;31,349076;31,412578;71,74163;21,429443;81,104079;30,074474
16/10/2020 15:21:26,459;41,888978;12,34245;31,346767;31,41227;71,793074;21,480882;81,104079;29,971581
16/10/2020 15:21:27,458;41,890985;12,343522;31,347998;31,41227;71,638744;21,480882;81,155521;29,971581
16/10/2020 15:21:28,458;41,892529;12,344134;31,346151;31,412732;71,638744;21,429443;81,206964;29,971581
16/10/2020 15:21:29,459;41,89608;12,346736;31,343843;31,413501;71,587301;21,429443;81,104079;29,971581
16/10/2020 15:21:30,458;41,898705;12,348726;31,343381;31,411192;71,638744;21,429443;81,155521;30,023027
16/10/2020 15:21:31,458;41,900094;12,35194;31,342458;31,414117;71,587301;21,429443;81,206964;29,920135
16/10/2020 15:21:32,458;41,901175;12,351175;31,343073;31,413963;71,638744;21,429443;81,155521;30,023027
16/10/2020 15:21:33,459;41,904109;12,355461;31,341688;31,412578;71,638744;21,429443;81,206964;30,023027
16/10/2020 15:21:34,458;41,905035;12,355767;31,341226;31,410577;71,587301;21,429443;81,155521;30,023027
16/10/2020 15:21:35,459;41,907969;12,358063;31,342304;31,408422;71,638744;21,480882;81,206964;30,023027
16/10/2020 15:21:36,459;41,909667;12,358828;31,341996;31,40719;71,638744;21,480882;80,949752;29,920135
16/10/2020 15:21:37,458;41,91013;12,36143;31,341842;31,405343;71,690187;21,429443;81,001194;29,971581
16/10/2020 15:21:38,459;41,912755;12,362808;31,341072;31,405497;71,74163;21,429443;81,206964;30,023027
16/10/2020 15:21:39,459;41,916769;12,363879;31,340918;31,404728;71,690187;21,532321;81,155521;30,023027
16/10/2020 15:21:40,458;41,91785;12,363267;31,340149;31,406113;71,690187;21,480882;81,206964;29,971581
16/10/2020 15:21:41,458;41,918622;12,364339;31,340303;31,405959;71,638744;21,480882;81,104079;29,971581
16/10/2020 15:21:42,458;41,919085;12,364339;31,341226;31,404266;71,690187;21,480882;81,155521;29,971581
16/10/2020 15:21:43,459;41,921092;12,364185;31,34138;31,405343;71,484414;21,532321;81,155521;29,920135
16/10/2020 15:21:44,458;41,920475;12,364339;31,339687;31,403342;71,484414;21,532321;81,104079;30,023027
16/10/2020 15:21:45,458;41,918468;12,36143;31,339072;31,403188;71,638744;21,480882;81,258406;30,023027
16/10/2020 15:21:46,460;41,916769;12,360971;31,33784;31,403342;71,690187;21,532321;81,104079;29,971581
16/10/2020 15:21:47,458;41,915534;12,358675;31,334454;31,401803;71,690187;21,480882;81,206964;29,971581
16/10/2020 15:21:48,458;41,915534;12,358369;31,334146;31,401495;71,690187;21,532321;81,155521;29,971581
16/10/2020 15:21:49,459;41,913064;12,355461;31,335224;31,402265;71,690187;21,532321;81,104079;30,023027
16/10/2020 15:21:50,458;41,909976;12,3524;31,332915;31,401341;71,638744;21,378004;81,155521;30,023027
16/10/2020 15:21:51,458;41,905653;12,35194;31,332146;31,400264;71,587301;21,532321;81,155521;29,971581
16/10/2020 15:21:52,459;41,905035;12,349491;31,330299;31,400264;71,638744;21,532321;81,309848;30,074474
16/10/2020 15:21:53,458;41,901638;12,347501;31,33153;31,399494;71,587301;21,532321;81,155521;30,074474
16/10/2020 15:21:54,458;41,897624;12,345206;31,330607;31,399186;71,638744;21,429443;81,206964;29,971581
16/10/2020 15:21:55,458;41,895617;12,344134;31,331068;31,400725;71,638744;21,480882;81,155521;29,971581
16/10/2020 15:21:56,458;41,891911;12,342297;31,330145;31,39934;71,638744;21,480882;81,104079;29,971581
16/10/2020 15:21:57,460;41,88975;12,340614;31,329683;31,399186;71,587301;21,480882;81,155521;29,920135
16/10/2020 15:21:58,459;41,888206;12,340461;31,327836;31,399186;71,587301;21,480882;81,104079;30,074474
16/10/2020 15:21:59,459;41,885118;12,337705;31,328144;31,398109;71,587301;21,480882;81,258406;30,023027
16/10/2020 15:22:00,458;41,882493;12,336634;31,326143;31,397493;71,638744;21,429443;81,104079;29,920135
16/10/2020 15:22:01,459;41,881567;12,337246;31,32445;31,396723;71,535858;21,378004;81,155521;30,074474
16/10/2020 15:22:02,459;41,884346;12,335563;31,324604;31,396723;71,587301;21,480882;81,258406;29,971581
16/10/2020 15:22:03,458;41,881721;12,332654;31,325528;31,394876;71,587301;21,429443;81,155521;29,920135
16/10/2020 15:22:04,459;41,87817;12,332195;31,322603;31,394722;71,381528;21,429443;81,206964;30,023027
16/10/2020 15:22:05,459;41,877552;12,331889;31,320756;31,394722;71,381528;21,480882;81,155521;29,920135
16/10/2020 15:22:06,458;41,872303;12,330358;31,321372;31,394415;71,432971;21,480882;81,206964;30,023027
16/10/2020 15:22:07,458;41,871685;12,327909;31,319063;31,390412;71,381528;21,429443;81,155521;30,023027
16/10/2020 15:22:08,459;41,872149;12,327297;31,317986;31,388873;71,432971;21,480882;81,052637;30,023027
16/10/2020 15:22:09,458;41,87431;12,325767;31,315831;31,388565;71,381528;21,480882;81,206964;30,023027
16/10/2020 15:22:10,459;41,870141;12,325767;31,315062;31,386256;71,330085;21,480882;81,052637;29,920135
16/10/2020 15:22:11,459;41,866899;12,321175;31,313215;31,385179;71,432971;21,532321;81,104079;30,023027
16/10/2020 15:22:12,459;41,864429;12,321481;31,312753;31,382562;71,330085;21,480882;81,155521;30,023027
16/10/2020 15:22:13,459;41,860106;12,31995;31,312291;31,382254;71,381528;21,480882;81,155521;30,023027
16/10/2020 15:22:14,459;41,862113;12,316736;31,31106;31,381331;71,432971;21,532321;81,155521;30,434596
16/10/2020 15:22:15,458;41,861495;12,317348;31,309213;31,379792;71,381528;21,532321;81,104079;29,971581
16/10/2020 15:22:16,459;41,86165;12,316889;31,307212;31,377021;71,432971;21,480882;81,104079;30,023027
16/10/2020 15:22:17,459;41,862113;12,317348;31,305673;31,375943;71,381528;21,480882;81,155521;29,971581
16/10/2020 15:22:18,459;41,862885;12,316124;31,304288;31,373481;71,381528;21,480882;81,155521;30,023027
16/10/2020 15:22:19,459;41,863502;12,318266;31,303673;31,371788;71,175755;21,378004;81,104079;29,971581
16/10/2020 15:22:20,460;41,86659;12,31842;31,301518;31,370248;71,175755;21,532321;81,052637;29,920135
16/10/2020 15:22:21,459;41,866127;12,31995;31,302287;31,369479;71,175755;21,429443;81,155521;29,920135
16/10/2020 15:22:22,458;41,866127;12,320103;31,301056;31,369479;71,175755;21,480882;81,206964;29,971581
16/10/2020 15:22:23,458;41,867671;12,319644;31,300594;31,367785;71,175755;21,429443;81,155521;29,971581
16/10/2020 15:22:24,458;41,868134;12,321175;31,29844;31,367939;71,381528;21,480882;81,258406;29,920135
16/10/2020 15:22:25,459;41,866899;12,320409;31,296901;31,367324;71,381528;21,480882;81,155521;29,971581
16/10/2020 15:22:26,459;41,869524;12,321175;31,294284;31,365169;71,381528;21,429443;81,155521;29,971581
16/10/2020 15:22:27,458;41,870605;12,320409;31,293669;31,365323;71,330085;21,532321;81,155521;29,920135
16/10/2020 15:22:28,459;41,871222;12,319797;31,29136;31,365323;71,330085;21,480882;81,052637;30,023027
16/10/2020 15:22:29,459;41,871377;12,319338;31,290129;31,364861;71,432971;21,429443;81,206964;29,971581
16/10/2020 15:22:30,459;41,875237;12,319185;31,290437;31,363168;71,381528;21,429443;81,104079;30,023027
16/10/2020 15:22:31,460;41,875237;12,319185;31,288897;31,362706;71,484414;21,429443;81,206964;30,023027
16/10/2020 15:22:32,458;41,876009;12,318726;31,288128;31,36286;71,690187;21,429443;81,001194;29,971581
16/10/2020 15:22:33,460;41,876163;12,321787;31,286897;31,357934;71,381528;21,480882;81,052637;29,971581
16/10/2020 15:22:34,458;41,87678;12,321175;31,287974;31,35778;71,484414;21,480882;81,258406;29,920135
16/10/2020 15:22:35,459;41,879868;12,322399;31,285819;31,35501;71,535858;21,480882;81,104079;29,971581
16/10/2020 15:22:36,459;41,878324;12,321787;31,285512;31,351316;71,638744;21,480882;81,258406;29,920135
16/10/2020 15:22:37,458;41,88203;12,324695;31,283665;31,344851;71,690187;21,532321;81,155521;30,023027
16/10/2020 15:22:38,458;41,880023;12,325613;31,281664;31,342696;71,587301;21,480882;81,155521;29,971581
16/10/2020 15:22:39,458;41,880023;12,325767;31,279817;31,341311;71,844517;21,58376;81,155521;29,971581
16/10/2020 15:22:40,459;41,881721;12,327297;31,279817;31,337924;71,844517;21,480882;81,104079;30,023027
16/10/2020 15:22:41,458;41,882184;12,328675;31,280586;31,335615;71,89596;21,480882;81,258406;30,023027
16/10/2020 15:22:42,458;41,880949;12,328369;31,280586;31,332999;71,844517;21,532321;81,206964;30,023027
16/10/2020 15:22:43,459;41,881104;12,329287;31,282433;31,33069;71,844517;21,326565;81,155521;30,074474
16/10/2020 15:22:44,459;41,880795;12,326685;31,281664;31,329612;71,74163;21,480882;81,052637;29,971581
16/10/2020 15:22:45,459;41,880177;12,326379;31,283511;31,329459;71,793074;21,532321;81,206964;30,074474
16/10/2020 15:22:46,460;41,878633;12,325001;31,28505;31,326072;71,793074;21,58376;81,206964;30,023027
16/10/2020 15:22:47,459;41,878016;12,324236;31,284742;31,326226;71,89596;21,532321;81,104079;30,023027
16/10/2020 15:22:48,459;41,8757;12,324083;31,284896;31,325303;71,947403;21,532321;81,258406;29,971581
16/10/2020 15:22:49,459;41,875545;12,324083;31,28428;31,323763;71,998847;21,480882;81,155521;29,971581
16/10/2020 15:22:50,458;41,870759;12,320869;31,284434;31,322994;71,947403;21,58376;81,206964;29,971581
16/10/2020 15:22:51,459;41,870913;12,31995;31,282741;31,323302;71,947403;21,532321;81,258406;29,920135
16/10/2020 15:22:52,460;41,867054;12,320103;31,284126;31,320993;71,793074;21,58376;81,309848;29,971581
16/10/2020 15:22:53,459;41,865664;12,319032;31,282587;31,320223;71,844517;21,532321;81,258406;29,971581
16/10/2020 15:22:54,458;41,865355;12,319185;31,283972;31,318992;71,844517;21,532321;81,052637;29,971581
16/10/2020 15:22:55,458;41,86273;12,317807;31,282895;31,318684;71,74163;21,686638;81,258406;29,971581
16/10/2020 15:22:56,458;41,864738;12,31796;31,286281;31,316991;71,793074;21,532321;81,206964;30,023027
16/10/2020 15:22:57,458;41,864738;12,317654;31,285819;31,315913;71,793074;21,480882;81,206964;30,023027
16/10/2020 15:22:58,459;41,863811;12,316736;31,290898;31,316221;71,74163;21,480882;81,155521;29,868689
16/10/2020 15:22:59,459;41,862885;12,317195;31,293515;31,317299;71,793074;21,480882;81,104079;30,023027
16/10/2020 15:23:00,459;41,863502;12,316583;31,29413;31,316837;71,89596;21,480882;81,258406;30,074474
16/10/2020 15:23:01,458;41,860415;12,316124;31,297516;31,318222;71,947403;21,480882;81,155521;29,971581
16/10/2020 15:23:02,459;41,860106;12,315971;31,299209;31,318838;71,947403;21,480882;81,206964;30,023027
16/10/2020 15:23:03,459;41,859951;12,315664;31,302441;31,320377;72,101733;21,532321;81,052637;30,023027
16/10/2020 15:23:04,459;41,859643;12,314899;31,30475;31,322378;72,153176;21,480882;81,155521;29,920135
16/10/2020 15:23:05,459;41,858253;12,313522;31,305519;31,322994;72,05029;21,429443;81,155521;30,023027
16/10/2020 15:23:06,459;41,857018;12,312603;31,307674;31,324995;71,998847;21,532321;81,206964;29,971581
16/10/2020 15:23:07,460;41,854548;12,311379;31,309675;31,327304;72,05029;21,480882;81,104079;29,920135
16/10/2020 15:23:08,458;41,854548;12,310001;31,31106;31,325918;72,204619;21,532321;81,258406;29,920135
16/10/2020 15:23:09,460;41,853158;12,310613;31,312291;31,327458;72,204619;21,480882;81,361291;29,971581
16/10/2020 15:23:10,458;41,85393;12,310613;31,312291;31,328843;72,256063;21,532321;81,258406;29,920135
16/10/2020 15:23:11,458;41,850996;12,306787;31,3146;31,328843;72,256063;21,429443;81,309848;29,920135
16/10/2020 15:23:12,458;41,848835;12,307093;31,31537;31,328997;72,307506;21,532321;81,258406;29,920135
16/10/2020 15:23:13,460;41,847909;12,305409;31,315985;31,329612;72,307506;21,480882;81,309848;30,023027
16/10/2020 15:23:14,459;41,846365;12,304491;31,318448;31,33146;72,307506;21,58376;81,258406;30,023027
16/10/2020 15:23:15,459;41,842814;12,302042;31,319525;31,331921;72,153176;21,480882;81,206964;29,920135
16/10/2020 15:23:16,458;41,840189;12,301277;31,322911;31,333153;72,153176;21,58376;81,309848;30,023027
16/10/2020 15:23:17,459;41,838336;12,300205;31,323219;31,332845;72,101733;21,58376;81,258406;29,920135
16/10/2020 15:23:18,458;41,839108;12,297909;31,325989;31,332691;72,153176;21,532321;81,309848;29,971581
16/10/2020 15:23:19,459;41,838799;12,297909;31,327682;31,333922;72,101733;21,532321;81,206964;29,868689
16/10/2020 15:23:20,458;41,836175;12,295919;31,32876;31,335;72,05029;21,480882;81,258406;30,023027
16/10/2020 15:23:21,459;41,831852;12,29393;31,330299;31,335154;72,05029;21,58376;81,258406;29,971581
16/10/2020 15:23:22,458;41,830308;12,292858;31,329991;31,335308;71,998847;21,480882;81,258406;29,920135
16/10/2020 15:23:23,459;41,829072;12,292552;31,331992;31,334846;71,89596;21,532321;81,412733;29,971581
16/10/2020 15:23:24,458;41,829072;12,292858;31,335378;31,335923;71,89596;21,480882;81,309848;29,868689
16/10/2020 15:23:25,458;41,82969;12,29347;31,336455;31,33931;71,947403;21,532321;81,258406;29,920135
16/10/2020 15:23:26,460;41,826757;12,29393;31,338148;31,339156;71,947403;21,532321;81,309848;29,920135
