Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC]
22/10/2020 17:45:19,549;38,035916;15,944425;30,306498;30,308029;56,87454;26,419028;70,352636;29,302782
22/10/2020 17:45:20,549;38,036225;15,943199;30,307883;30,308183;56,925983;26,470467;70,352636;29,302782
22/10/2020 17:45:21,548;38,036379;15,944885;30,310345;30,309106;56,977426;26,367589;70,506963;29,251336
22/10/2020 17:45:22,549;38,038075;15,944885;30,311576;30,310491;56,87454;26,367589;70,455521;29,251336
22/10/2020 17:45:23,548;38,036687;15,946417;30,312499;30,310183;56,925983;26,419028;70,506963;29,302782
22/10/2020 17:45:24,547;38,036687;15,945191;30,313422;30,31126;56,925983;26,419028;70,455521;29,302782
22/10/2020 17:45:25,549;38,035454;15,945804;30,316499;30,316338;56,925983;26,470467;70,558405;29,251336
22/10/2020 17:45:26,549;38,034991;15,946723;30,317577;30,316646;56,977426;26,367589;70,455521;29,302782
22/10/2020 17:45:27,548;38,03422;15,947643;30,320654;30,317262;56,87454;26,31615;70,506963;29,302782
22/10/2020 17:45:28,548;38,034374;15,946417;30,320192;30,3188;56,977426;26,521906;70,558405;29,251336
22/10/2020 17:45:29,547;38,034066;15,946723;30,321885;30,320031;56,87454;26,470467;70,558405;29,354228
22/10/2020 17:45:30,549;38,032523;15,947183;30,322654;30,320801;56,925983;26,367589;70,455521;29,251336
22/10/2020 17:45:31,549;38,03021;15,945651;30,324654;30,320339;56,925983;26,521906;70,455521;29,302782
22/10/2020 17:45:32,548;38,030981;15,944119;30,323885;30,320647;56,823097;26,367589;70,455521;29,302782
22/10/2020 17:45:33,549;38,028822;15,943199;30,326347;30,320185;56,977426;26,521906;70,455521;29,354228
22/10/2020 17:45:34,548;38,0262;15,940441;30,325577;30,322647;56,925983;26,419028;70,558405;29,302782
22/10/2020 17:45:35,548;38,024813;15,939522;30,327578;30,322032;56,925983;26,419028;70,558405;29,354228
22/10/2020 17:45:36,547;38,024041;15,936917;30,32727;30,321416;56,977426;26,470467;70,455521;29,354228
22/10/2020 17:45:37,548;38,022962;15,936457;30,326962;30,322032;56,925983;26,367589;70,506963;29,354228
22/10/2020 17:45:38,549;38,019723;15,933699;30,32927;30,320339;56,925983;26,470467;70,455521;29,302782
22/10/2020 17:45:39,549;38,01849;15,933086;30,329732;30,321109;56,925983;26,367589;70,506963;29,302782
22/10/2020 17:45:40,548;38,01741;15,930788;30,330501;30,321878;56,87454;26,470467;70,404079;29,354228
22/10/2020 17:45:41,549;38,016485;15,929409;30,329424;30,321109;57,080313;26,470467;70,506963;29,354228
22/10/2020 17:45:42,547;38,012475;15,924046;30,333117;30,323724;57,080313;26,419028;70,506963;29,354228
22/10/2020 17:45:43,549;38,012784;15,923433;30,333732;30,323878;57,02887;26,419028;70,558405;29,354228
22/10/2020 17:45:44,549;38,010779;15,922514;30,335117;30,326186;57,080313;26,419028;70,558405;29,251336
22/10/2020 17:45:45,547;38,010779;15,921288;30,333271;30,326802;57,02887;26,367589;70,558405;29,302782
22/10/2020 17:45:46,548;38,009853;15,921441;30,335271;30,327725;56,925983;26,470467;70,609848;29,251336
22/10/2020 17:45:47,549;38,01047;15,920981;30,337271;30,327264;56,925983;26,470467;70,558405;29,354228
22/10/2020 17:45:48,548;38,011396;15,920368;30,336502;30,32711;57,02887;26,367589;70,66129;29,302782
22/10/2020 17:45:49,549;38,013555;15,923126;30,336656;30,327264;56,977426;26,419028;70,506963;29,354228
22/10/2020 17:45:50,548;38,015251;15,921747;30,336502;30,32711;56,87454;26,31615;70,66129;29,354228
22/10/2020 17:45:51,549;38,018798;15,924352;30,336502;30,328341;56,925983;26,470467;70,609848;29,251336
22/10/2020 17:45:52,547;38,019106;15,926038;30,338194;30,328956;56,977426;26,419028;70,609848;29,19989
22/10/2020 17:45:53,549;38,02142;15,926651;30,339579;30,329418;56,925983;26,521906;70,558405;29,405674
22/10/2020 17:45:54,549;38,022191;15,926957;30,339733;30,329572;56,87454;26,470467;70,558405;29,251336
22/10/2020 17:45:55,548;38,023887;15,925272;30,341271;30,329418;56,87454;26,419028;70,558405;29,302782
22/10/2020 17:45:56,548;38,024041;15,923739;30,342656;30,330495;56,977426;26,470467;70,506963;29,405674
22/10/2020 17:45:57,549;38,02327;15,923893;30,34281;30,330495;56,925983;26,470467;70,609848;29,354228
22/10/2020 17:45:58,547;38,022037;15,923126;30,343579;30,330033;56,87454;26,367589;70,66129;29,354228
22/10/2020 17:45:59,549;38,022499;15,923739;30,342348;30,33188;56,925983;26,470467;70,506963;29,302782
22/10/2020 17:46:00,548;38,021266;15,922667;30,34558;30,332342;56,977426;26,419028;70,506963;29,302782
22/10/2020 17:46:01,548;38,020957;15,921594;30,34558;30,333111;56,925983;26,419028;70,609848;29,19989
22/10/2020 17:46:02,548;38,020186;15,922207;30,346195;30,332495;56,977426;26,419028;70,609848;29,354228
22/10/2020 17:46:03,547;38,01849;15,920828;30,347888;30,333265;56,823097;26,419028;70,712732;29,354228
22/10/2020 17:46:04,549;38,016485;15,918989;30,348195;30,332957;57,02887;26,521906;70,712732;29,405674
22/10/2020 17:46:05,548;38,016639;15,918223;30,348503;30,332649;56,87454;26,419028;70,609848;29,302782
22/10/2020 17:46:06,549;38,015559;15,91807;30,346811;30,332649;56,925983;26,419028;70,66129;29,302782
22/10/2020 17:46:07,547;38,014017;15,916691;30,34758;30,332649;56,977426;26,779101;70,66129;29,302782
22/10/2020 17:46:08,549;38,012012;15,91286;30,346657;30,333265;56,771653;26,470467;70,712732;29,354228
22/10/2020 17:46:09,549;38,01155;15,912554;30,347118;30,333265;56,925983;26,521906;70,66129;29,302782
22/10/2020 17:46:10,549;38,010162;15,910868;30,34481;30,332649;56,925983;26,419028;70,712732;29,302782
22/10/2020 17:46:11,549;38,008774;15,911175;30,346503;30,332188;56,925983;26,419028;70,764175;29,354228
22/10/2020 17:46:12,548;38,006923;15,906578;30,345426;30,330495;57,02887;26,470467;70,66129;29,302782
22/10/2020 17:46:13,548;38,005998;15,904586;30,344656;30,330187;57,02887;26,470467;70,712732;29,405674
22/10/2020 17:46:14,547;38,00353;15,903973;30,345733;30,330495;57,02887;26,521906;70,764175;29,251336
22/10/2020 17:46:15,549;38,003222;15,904433;30,345272;30,328341;56,925983;26,470467;70,712732;29,302782
22/10/2020 17:46:16,548;38,002451;15,902441;30,344656;30,330187;56,87454;26,470467;70,66129;29,302782
22/10/2020 17:46:17,549;38,00168;15,899377;30,345887;30,328341;57,02887;26,521906;70,66129;29,302782
22/10/2020 17:46:18,549;37,998596;15,898151;30,345118;30,329572;56,925983;26,419028;70,764175;29,354228
22/10/2020 17:46:19,549;37,998133;15,897385;30,345733;30,327571;56,925983;26,521906;70,66129;29,302782
22/10/2020 17:46:20,549;37,997362;15,897538;30,345118;30,326802;56,925983;26,470467;70,764175;29,251336
22/10/2020 17:46:21,549;37,997362;15,897078;30,347888;30,325725;56,977426;26,470467;70,815617;29,354228
22/10/2020 17:46:22,548;37,998904;15,896312;30,348349;30,32434;56,925983;26,470467;70,867059;29,302782
22/10/2020 17:46:23,547;37,998287;15,896006;30,348965;30,323263;56,977426;26,470467;70,764175;29,302782
22/10/2020 17:46:24,547;37,998441;15,897231;30,347734;30,321109;56,771653;26,470467;70,764175;29,302782
22/10/2020 17:46:25,549;38,001063;15,898304;30,346811;30,3188;57,02887;26,521906;70,867059;29,302782
22/10/2020 17:46:26,549;38,002297;15,898151;30,348965;30,316954;56,87454;26,419028;70,867059;29,354228
22/10/2020 17:46:27,548;38,001371;15,897844;30,348041;30,315415;56,87454;26,470467;70,815617;29,302782
22/10/2020 17:46:28,548;38,001988;15,899223;30,347118;30,312184;56,771653;26,521906;70,764175;29,302782
22/10/2020 17:46:29,547;38,00168;15,899223;30,347272;30,311568;56,72021;26,419028;70,815617;29,302782
22/10/2020 17:46:30,549;38,0006;15,898457;30,345887;30,31203;56,771653;26,419028;70,764175;29,302782
22/10/2020 17:46:31,547;37,998596;15,898457;30,345733;30,310953;56,771653;26,419028;70,764175;29,19989
22/10/2020 17:46:32,549;37,997516;15,897691;30,344503;30,309106;56,771653;26,521906;70,815617;29,302782
22/10/2020 17:46:33,548;37,995665;15,898917;30,343733;30,308337;56,771653;26,470467;70,867059;29,302782
22/10/2020 17:46:34,547;37,994586;15,897538;30,342656;30,305413;56,771653;26,419028;70,764175;29,302782
22/10/2020 17:46:35,549;37,993506;15,897231;30,342041;30,303721;56,771653;26,573345;70,867059;29,354228
22/10/2020 17:46:36,548;37,991502;15,896772;30,341733;30,302951;56,823097;26,470467;70,918502;29,302782
22/10/2020 17:46:37,549;37,992118;15,895086;30,339733;30,300028;56,668767;26,573345;70,867059;29,302782
22/10/2020 17:46:38,549;37,988263;15,89432;30,339117;30,29895;56,771653;26,521906;70,918502;29,302782
22/10/2020 17:46:39,548;37,986104;15,893248;30,336809;30,295873;56,72021;26,419028;70,867059;29,354228
22/10/2020 17:46:40,549;37,985333;15,892788;30,336502;30,296335;56,72021;26,470467;70,867059;29,354228
22/10/2020 17:46:41,549;37,98302;15,893248;30,336348;30,295719;56,771653;26,419028;70,815617;29,251336
22/10/2020 17:46:42,548;37,980861;15,890949;30,337425;30,294642;56,72021;26,470467;70,815617;29,354228
22/10/2020 17:46:43,548;37,97901;15,890336;30,336194;30,295257;56,823097;26,521906;70,815617;29,302782
22/10/2020 17:46:44,548;37,977314;15,889417;30,335425;30,294334;56,72021;26,470467;70,815617;29,302782
22/10/2020 17:46:45,549;37,977622;15,888957;30,334501;30,294796;56,771653;26,470467;70,969944;29,354228
22/10/2020 17:46:46,549;37,973767;15,888957;30,335732;30,289718;56,87454;26,521906;70,918502;29,354228
22/10/2020 17:46:47,547;37,972841;15,886812;30,333732;30,287102;56,72021;26,419028;70,815617;29,354228
22/10/2020 17:46:48,549;37,97315;15,886199;30,332963;30,285717;56,87454;26,521906;70,867059;29,354228
22/10/2020 17:46:49,548;37,971916;15,884667;30,333886;30,284332;56,72021;26,521906;70,867059;29,251336
22/10/2020 17:46:50,549;37,972533;15,886199;30,333117;30,283255;56,823097;26,521906;70,867059;29,251336
22/10/2020 17:46:51,548;37,970682;15,885433;30,331886;30,279562;56,72021;26,470467;70,815617;29,354228
22/10/2020 17:46:52,549;37,968061;15,887119;30,33204;30,278331;56,565881;26,367589;70,969944;29,354228
22/10/2020 17:46:53,548;37,968369;15,887272;30,331116;30,274638;56,617324;26,470467;70,969944;29,354228
22/10/2020 17:46:54,549;37,967598;15,888038;30,330655;30,275869;56,617324;26,521906;70,918502;29,302782
22/10/2020 17:46:55,547;37,966981;15,888651;30,33127;30,273253;56,617324;26,470467;70,918502;29,354228
22/10/2020 17:46:56,548;37,966827;15,889723;30,330501;30,271868;56,617324;26,470467;70,969944;29,354228
22/10/2020 17:46:57,549;37,966981;15,88957;30,331578;30,271868;56,668767;26,470467;71,072829;29,405674
22/10/2020 17:46:58,549;37,967135;15,890336;30,329886;30,271561;56,565881;26,521906;70,918502;29,405674
22/10/2020 17:46:59,548;37,965902;15,892481;30,329732;30,268483;56,72021;26,573345;70,918502;29,302782
22/10/2020 17:47:00,548;37,966364;15,893554;30,330039;30,267868;56,617324;26,470467;70,969944;29,302782
22/10/2020 17:47:01,548;37,966981;15,89478;30,329732;30,265252;56,617324;26,521906;70,918502;30,228812
22/10/2020 17:47:02,549;37,964514;15,896772;30,328347;30,263405;56,72021;26,470467;70,969944;29,354228
22/10/2020 17:47:03,549;37,966364;15,895699;30,327578;30,261867;56,565881;26,419028;70,969944;29,405674
22/10/2020 17:47:04,548;37,965593;15,895393;30,32727;30,261867;56,565881;26,470467;71,175713;29,251336
22/10/2020 17:47:05,547;37,964976;15,895546;30,326039;30,261251;56,617324;26,470467;71,072829;29,302782
22/10/2020 17:47:06,548;37,964668;15,894933;30,325116;30,258174;56,617324;26,470467;71,124271;29,354228
22/10/2020 17:47:07,547;37,963434;15,89432;30,3245;30,257866;56,668767;26,521906;71,175713;29,354228
22/10/2020 17:47:08,548;37,960504;15,894167;30,322192;30,256635;56,617324;26,470467;71,175713;29,302782
22/10/2020 17:47:09,548;37,960504;15,894167;30,320961;30,256019;56,668767;26,521906;71,072829;29,354228
22/10/2020 17:47:10,549;37,96035;15,893248;30,318654;30,253711;56,668767;26,521906;71,021386;29,302782
22/10/2020 17:47:11,549;37,958962;15,891256;30,317423;30,254635;56,617324;26,676223;71,124271;29,405674
22/10/2020 17:47:12,548;37,957111;15,890336;30,315884;30,252788;56,72021;26,521906;70,969944;29,405674
22/10/2020 17:47:13,549;37,955261;15,888498;30,314807;30,250788;56,668767;26,470467;71,072829;29,354228
22/10/2020 17:47:14,549;37,957111;15,887731;30,312807;30,251096;56,514437;26,470467;70,969944;29,354228
22/10/2020 17:47:15,549;37,954798;15,886506;30,312037;30,250634;56,617324;26,419028;71,072829;29,354228
22/10/2020 17:47:16,549;37,953719;15,887731;30,311422;30,24771;56,565881;26,470467;71,072829;29,354228
22/10/2020 17:47:17,549;37,954336;15,887425;30,309114;30,247095;56,617324;26,521906;71,072829;29,354228
22/10/2020 17:47:18,548;37,95449;15,887731;30,30896;30,246633;56,617324;26,470467;71,021386;29,45712
22/10/2020 17:47:19,549;37,953719;15,887731;30,309576;30,246479;56,617324;26,470467;71,021386;29,302782
22/10/2020 17:47:20,548;37,952793;15,887578;30,308191;30,244787;56,617324;26,470467;71,072829;29,405674
22/10/2020 17:47:21,547;37,952948;15,887885;30,307268;30,242786;56,617324;26,419028;70,969944;29,302782
22/10/2020 17:47:22,547;37,95156;15,886659;30,307729;30,242786;56,668767;26,470467;70,969944;29,354228
22/10/2020 17:47:23,549;37,952485;15,887731;30,306037;30,241709;56,565881;26,470467;70,969944;29,354228
22/10/2020 17:47:24,549;37,953256;15,887425;30,307114;30,241402;56,617324;26,419028;71,021386;29,302782
22/10/2020 17:47:25,549;37,951405;15,887425;30,305729;30,23817;56,771653;26,470467;71,227156;29,251336
22/10/2020 17:47:26,548;37,950172;15,888651;30,305575;30,236324;56,565881;26,419028;71,124271;29,45712
22/10/2020 17:47:27,549;37,949863;15,889417;30,303421;30,236631;56,668767;26,521906;71,227156;29,405674
22/10/2020 17:47:28,549;37,950017;15,887272;30,30296;30,2354;56,668767;26,419028;71,175713;29,405674
22/10/2020 17:47:29,548;37,945545;15,887272;30,300036;30,232631;56,565881;26,419028;71,227156;29,405674
22/10/2020 17:47:30,547;37,946316;15,887578;30,298651;30,232169;56,617324;26,419028;71,175713;29,045552
22/10/2020 17:47:31,549;37,945854;15,886659;30,296651;30,231246;56,565881;26,419028;71,124271;29,354228
22/10/2020 17:47:32,547;37,943849;15,886812;30,294343;30,228784;56,668767;26,470467;71,227156;29,405674
22/10/2020 17:47:33,549;37,942615;15,883594;30,292497;30,226784;56,668767;26,470467;71,072829;29,405674
22/10/2020 17:47:34,548;37,941844;15,883748;30,290958;30,225553;56,565881;26,470467;71,021386;29,405674
22/10/2020 17:47:35,548;37,938914;15,883748;30,290958;30,222783;56,565881;26,470467;71,072829;29,405674
22/10/2020 17:47:36,549;37,938451;15,883135;30,288497;30,220321;56,565881;26,419028;71,072829;29,508566
22/10/2020 17:47:37,549;37,935367;15,881756;30,288035;30,219706;56,668767;26,573345;71,072829;29,405674
22/10/2020 17:47:38,548;37,932591;15,879764;30,283881;30,215859;56,617324;26,419028;71,021386;29,405674
22/10/2020 17:47:39,549;37,932129;15,878998;30,28465;30,216936;56,565881;26,470467;71,072829;29,405674
22/10/2020 17:47:40,548;37,93182;15,878998;30,284189;30,213397;56,617324;26,521906;71,175713;29,405674
22/10/2020 17:47:41,549;37,932283;15,879611;30,283419;30,213243;56,617324;26,419028;71,124271;29,405674
22/10/2020 17:47:42,548;37,934288;15,878844;30,282034;30,210935;56,668767;26,521906;71,227156;29,405674
22/10/2020 17:47:43,548;37,935984;15,879764;30,282958;30,21155;56,72021;26,419028;71,175713;29,251336
22/10/2020 17:47:44,549;37,937063;15,878232;30,283265;30,210473;56,617324;26,470467;71,175713;29,405674
22/10/2020 17:47:45,549;37,938451;15,878232;30,281881;30,210319;56,617324;26,470467;71,175713;29,354228
22/10/2020 17:47:46,549;37,940302;15,878232;30,281111;30,210781;56,617324;26,419028;71,124271;29,354228
22/10/2020 17:47:47,548;37,94061;15,877159;30,280957;30,210165;56,617324;26,470467;71,175713;29,405674
22/10/2020 17:47:48,549;37,942615;15,878538;30,281727;30,210627;56,617324;26,521906;71,33004;29,45712
22/10/2020 17:47:49,549;37,943232;15,877925;30,280188;30,209858;56,565881;26,521906;71,381482;29,354228
22/10/2020 17:47:50,549;37,94462;15,879151;30,279265;30,208781;56,72021;26,521906;71,381482;29,405674
22/10/2020 17:47:51,549;37,944466;15,877925;30,27988;30,208319;56,668767;26,419028;71,381482;29,405674
22/10/2020 17:47:52,549;37,942153;15,877465;30,279573;30,207857;56,668767;26,521906;71,381482;29,405674
22/10/2020 17:47:53,548;37,942153;15,875014;30,278342;30,206626;56,617324;26,521906;71,381482;29,405674
22/10/2020 17:47:54,549;37,941381;15,873482;30,278188;30,206626;56,565881;26,419028;71,278598;29,354228
22/10/2020 17:47:55,548;37,938606;15,869038;30,277265;30,202934;56,72021;26,521906;71,587252;29,354228
22/10/2020 17:47:56,547;37,938297;15,867966;30,278188;30,202164;56,565881;26,419028;71,33004;29,354228
22/10/2020 17:47:57,548;37,937835;15,864135;30,27788;30,199702;56,617324;26,470467;71,278598;29,354228
22/10/2020 17:47:58,549;37,935521;15,861683;30,279727;30,198625;56,668767;26,624784;71,638694;29,302782
22/10/2020 17:47:59,547;37,934596;15,859232;30,281111;30,197086;56,565881;26,470467;71,484367;29,405674
22/10/2020 17:48:00,548;37,934133;15,859538;30,282034;30,195855;56,72021;26,521906;71,432925;29,354228
22/10/2020 17:48:01,549;37,934133;15,858466;30,282188;30,196471;56,668767;26,470467;71,484367;29,405674
22/10/2020 17:48:02,549;37,935213;15,858006;30,281265;30,195548;56,668767;26,470467;71,484367;29,405674
22/10/2020 17:48:03,549;37,934596;15,857853;30,281111;30,196009;56,617324;26,419028;71,535809;29,405674
22/10/2020 17:48:04,548;37,935059;15,857393;30,283265;30,196163;56,668767;26,470467;71,432925;29,405674
22/10/2020 17:48:05,548;37,935213;15,858466;30,281573;30,195855;56,668767;26,419028;71,432925;29,405674
22/10/2020 17:48:06,549;37,93583;15,858159;30,282958;30,194317;56,668767;26,470467;71,535809;29,354228
22/10/2020 17:48:07,549;37,93768;15,86107;30,283881;30,19324;56,565881;26,419028;71,432925;29,354228
22/10/2020 17:48:08,549;37,937372;15,860304;30,284035;30,193394;56,72021;26,521906;71,638694;29,251336
22/10/2020 17:48:09,548;37,938914;15,862603;30,284035;30,193855;56,617324;26,470467;71,638694;29,405674
22/10/2020 17:48:10,548;37,936601;15,861683;30,281265;30,190624;56,617324;26,367589;71,587252;29,354228
22/10/2020 17:48:11,548;37,937989;15,862143;30,282804;30,190624;56,668767;26,419028;71,638694;29,354228
22/10/2020 17:48:12,549;37,941227;15,863216;30,280342;30,189239;56,565881;26,521906;71,638694;29,354228
22/10/2020 17:48:13,549;37,939685;15,862603;30,280188;30,191393;56,617324;26,470467;71,638694;29,405674
22/10/2020 17:48:14,548;37,941073;15,862296;30,278496;30,191393;56,565881;26,470467;71,638694;29,405674
22/10/2020 17:48:15,548;37,939222;15,862603;30,279111;30,191393;56,617324;26,521906;71,638694;29,354228
22/10/2020 17:48:16,549;37,94061;15,86107;30,276342;30,194317;56,668767;26,521906;71,690136;29,405674
22/10/2020 17:48:17,548;37,940148;15,862143;30,276495;30,194932;56,565881;26,470467;71,535809;29,405674
22/10/2020 17:48:18,547;37,940148;15,860458;30,275726;30,194317;56,668767;26,521906;71,638694;29,354228
22/10/2020 17:48:19,548;37,940148;15,861377;30,275265;30,19324;56,771653;26,521906;71,638694;29,354228
22/10/2020 17:48:20,547;37,939531;15,86153;30,272034;30,190624;56,565881;26,367589;71,587252;29,354228
22/10/2020 17:48:21,548;37,938914;15,860458;30,271418;30,188162;56,668767;26,573345;71,638694;29,354228
22/10/2020 17:48:22,548;37,938297;15,862143;30,269572;30,186008;56,617324;26,470467;71,587252;29,302782
22/10/2020 17:48:23,549;37,938606;15,860304;30,267879;30,184469;56,668767;26,470467;71,535809;29,405674
22/10/2020 17:48:24,549;37,93876;15,859538;30,265571;30,182007;56,668767;26,521906;71,587252;29,45712
22/10/2020 17:48:25,549;37,938451;15,859538;30,26434;30,179853;56,617324;26,521906;71,587252;29,508566
22/10/2020 17:48:26,549;37,939839;15,860304;30,264187;30,180007;56,668767;26,521906;71,638694;29,405674
22/10/2020 17:48:27,547;37,940919;15,858619;30,262802;30,178314;56,617324;26,470467;71,793021;29,354228
22/10/2020 17:48:28,549;37,940456;15,857853;30,260648;30,178468;56,565881;26,521906;71,793021;29,45712
22/10/2020 17:48:29,549;37,942461;15,859232;30,258648;30,177545;56,617324;26,367589;71,741579;29,354228
22/10/2020 17:48:30,549;37,94061;15,858159;30,25834;30,17616;56,565881;26,521906;71,741579;29,405674
22/10/2020 17:48:31,549;37,941844;15,858312;30,255417;30,177237;56,823097;26,573345;71,741579;29,354228
22/10/2020 17:48:32,548;37,941227;15,857087;30,254032;30,176314;56,617324;26,521906;71,741579;29,405674
22/10/2020 17:48:33,547;37,94061;15,857393;30,250801;30,173237;56,617324;26,573345;71,741579;29,405674
22/10/2020 17:48:34,549;37,943386;15,858312;30,250493;30,173698;56,72021;26,470467;71,690136;29,302782
22/10/2020 17:48:35,549;37,945083;15,859079;30,251262;30,172313;56,668767;26,470467;71,484367;29,405674
22/10/2020 17:48:36,548;37,945237;15,861377;30,250185;30,170005;56,72021;26,521906;71,741579;29,354228
22/10/2020 17:48:37,549;37,947242;15,861224;30,249724;30,168005;56,668767;26,521906;71,638694;29,19989
22/10/2020 17:48:38,548;37,947704;15,86199;30,248185;30,16662;56,668767;26,521906;71,638694;29,405674
22/10/2020 17:48:39,548;37,947087;15,862143;30,246493;30,166774;56,617324;26,521906;71,638694;29,971581
22/10/2020 17:48:40,549;37,947242;15,86199;30,247108;30,164774;56,617324;26,470467;71,638694;29,354228
22/10/2020 17:48:41,548;37,947087;15,862143;30,242954;30,163851;56,72021;26,521906;71,638694;29,405674
22/10/2020 17:48:42,548;37,948013;15,86153;30,242646;30,160619;56,668767;26,367589;71,638694;29,354228
22/10/2020 17:48:43,548;37,947396;15,862909;30,240646;30,160312;56,72021;26,521906;71,638694;29,354228
22/10/2020 17:48:44,548;37,945854;15,86245;30,240031;30,160465;56,668767;26,419028;71,587252;29,405674
22/10/2020 17:48:45,548;37,946162;15,863675;30,238954;30,159696;56,565881;26,470467;71,638694;29,405674
22/10/2020 17:48:46,547;37,946008;15,864748;30,235415;30,159081;56,668767;26,521906;71,587252;29,405674
22/10/2020 17:48:47,549;37,945545;15,864748;30,233569;30,15708;56,617324;26,470467;71,587252;29,405674
22/10/2020 17:48:48,549;37,94462;15,866587;30,23203;30,156619;56,514437;26,419028;71,638694;29,405674
22/10/2020 17:48:49,548;37,944928;15,866433;30,229107;30,154157;56,668767;26,521906;71,638694;29,560013
22/10/2020 17:48:50,548;37,943695;15,867353;30,22803;30,149848;56,617324;26,470467;71,638694;29,354228
22/10/2020 17:48:51,548;37,942769;15,868119;30,227568;30,148618;56,771653;26,573345;71,690136;29,405674
22/10/2020 17:48:52,548;37,943849;15,868732;30,224337;30,147233;56,771653;26,521906;71,638694;29,405674
22/10/2020 17:48:53,549;37,941998;15,869804;30,222337;30,144463;56,72021;26,573345;71,741579;29,45712
22/10/2020 17:48:54,549;37,941998;15,869651;30,219875;30,141386;56,823097;26,573345;71,844463;29,405674
22/10/2020 17:48:55,549;37,942153;15,869957;30,218029;30,139693;56,72021;26,470467;71,741579;29,354228
22/10/2020 17:48:56,549;37,94354;15,871336;30,216336;30,139078;56,771653;26,521906;71,793021;29,405674
22/10/2020 17:48:57,548;37,941536;15,871949;30,215721;30,136462;56,771653;26,470467;71,793021;29,354228
22/10/2020 17:48:58,549;37,94061;15,873635;30,213567;30,133846;56,72021;26,521906;71,793021;29,354228
22/10/2020 17:48:59,548;37,940456;15,876086;30,210182;30,130615;56,823097;26,470467;71,741579;29,354228
22/10/2020 17:49:00,550;37,941536;15,875474;30,208797;30,128769;56,72021;26,521906;71,741579;29,405674
22/10/2020 17:49:01,549;37,941227;15,876393;30,206182;30,127845;56,771653;26,521906;71,690136;29,405674
22/10/2020 17:49:02,549;37,939222;15,878078;30,205413;30,126153;56,771653;26,521906;71,844463;29,354228
22/10/2020 17:49:03,548;37,940148;15,880377;30,204028;30,123537;56,771653;26,470467;71,741579;29,405674
22/10/2020 17:49:04,549;37,941227;15,883135;30,200643;30,123845;56,771653;26,573345;71,741579;29,405674
22/10/2020 17:49:05,549;37,939685;15,884361;30,199566;30,123383;56,72021;26,521906;71,793021;29,354228
22/10/2020 17:49:06,548;37,940765;15,88574;30,199104;30,121998;56,771653;26,521906;71,741579;29,45712
22/10/2020 17:49:07,548;37,938606;15,886199;30,196489;30,123691;56,87454;26,521906;71,741579;29,354228
22/10/2020 17:49:08,549;37,938606;15,887425;30,194796;30,121229;56,771653;26,470467;71,741579;29,405674
22/10/2020 17:49:09,549;37,939994;15,887731;30,192335;30,120614;56,771653;26,573345;71,844463;29,354228
22/10/2020 17:49:10,549;37,93876;15,888498;30,190796;30,118613;56,771653;26,470467;71,741579;29,354228
22/10/2020 17:49:11,548;37,938297;15,889723;30,187873;30,11569;56,823097;26,470467;71,793021;29,45712
22/10/2020 17:49:12,548;37,940456;15,891409;30,187873;30,115998;56,823097;26,470467;71,793021;29,405674
22/10/2020 17:49:13,550;37,939068;15,892635;30,187104;30,114151;56,771653;26,521906;71,741579;29,405674
22/10/2020 17:49:14,549;37,942461;15,891715;30,185257;30,11292;56,771653;26,521906;71,741579;29,354228
22/10/2020 17:49:15,549;37,939839;15,893707;30,18418;30,111843;56,771653;26,470467;71,741579;29,405674
22/10/2020 17:49:16,550;37,942769;15,895393;30,183103;30,109997;56,72021;26,470467;71,895906;29,405674
22/10/2020 17:49:17,548;37,942461;15,896465;30,181257;30,108304;56,72021;26,573345;71,947348;29,45712
22/10/2020 17:49:18,549;37,940919;15,897844;30,180949;30,107381;56,823097;26,624784;71,895906;29,354228
22/10/2020 17:49:19,548;37,94354;15,896925;30,181103;30,107381;56,823097;26,470467;71,844463;29,405674
22/10/2020 17:49:20,549;37,945699;15,899377;30,178488;30,103534;56,87454;26,470467;71,895906;29,354228
22/10/2020 17:49:21,548;37,946162;15,899683;30,177103;30,100919;56,771653;26,419028;71,947348;29,354228
22/10/2020 17:49:22,548;37,949401;15,900909;30,175872;30,101842;56,771653;26,521906;71,99879;29,405674
22/10/2020 17:49:23,549;37,949401;15,903207;30,175411;30,101996;56,771653;26,727662;72,050232;29,405674
22/10/2020 17:49:24,549;37,954798;15,905812;30,170487;30,097226;56,771653;26,419028;72,101675;29,354228
22/10/2020 17:49:25,548;37,956495;15,906885;30,170949;30,096764;56,771653;26,573345;72,050232;29,405674
22/10/2020 17:49:26,548;37,956957;15,906885;30,168487;30,093533;56,72021;26,521906;72,050232;29,405674
22/10/2020 17:49:27,549;37,959733;15,909336;30,166795;30,093071;56,72021;26,573345;72,050232;29,45712
22/10/2020 17:49:28,548;37,962046;15,911481;30,165718;30,090763;56,771653;26,521906;72,050232;29,302782
22/10/2020 17:49:29,548;37,963588;15,912554;30,164487;30,090148;56,771653;26,521906;72,101675;29,354228
22/10/2020 17:49:30,548;37,964668;15,915618;30,164487;30,089071;56,771653;26,676223;72,101675;29,405674
