Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC]
22/10/2020 17:32:58,548;38,095908;15,659741;28,434828;28,415583;56,411551;26,470467;50,032924;26,730477
22/10/2020 17:32:59,548;38,144642;15,754429;28,462507;28,456183;56,514437;26,419028;50,084366;26,781923
22/10/2020 17:33:00,548;38,166234;15,795032;28,475579;28,473715;56,411551;26,419028;49,981481;26,833369
22/10/2020 17:33:01,549;38,185974;15,827668;28,48988;28,491863;56,411551;26,419028;49,981481;26,833369
22/10/2020 17:33:02,549;38,201706;15,854022;28,504028;28,509549;56,462994;26,573345;49,930039;26,833369
22/10/2020 17:33:03,549;38,211576;15,875933;28,517868;28,524775;56,411551;26,470467;49,827155;26,884815
22/10/2020 17:33:04,548;38,227153;15,904586;28,544164;28,554149;56,462994;26,367589;49,878597;26,936261
22/10/2020 17:33:05,549;38,234864;15,913167;28,554621;28,570913;56,462994;26,419028;49,827155;26,936261
22/10/2020 17:33:06,549;38,238874;15,920675;28,568154;28,585524;56,411551;26,419028;49,878597;26,936261
22/10/2020 17:33:07,549;38,241959;15,924965;28,587838;28,603057;56,514437;26,419028;49,72427;26,936261
22/10/2020 17:33:08,548;38,249516;15,932473;28,641355;28,647812;56,514437;26,419028;49,672828;26,987708
22/10/2020 17:33:09,549;38,252292;15,933546;28,675035;28,673343;56,514437;26,419028;49,672828;26,987708
22/10/2020 17:33:10,549;38,252755;15,935078;28,708099;28,697028;56,462994;26,419028;49,518501;26,936261
22/10/2020 17:33:11,549;38,253063;15,936304;28,747008;28,723482;56,411551;26,367589;49,569943;26,987708
22/10/2020 17:33:12,549;38,255685;15,934772;28,814984;28,767932;56,462994;26,367589;49,775712;26,987708
22/10/2020 17:33:13,548;38,257536;15,936304;28,848204;28,790695;56,462994;26,419028;49,364174;27,039154
22/10/2020 17:33:14,549;38,259541;15,936764;28,878655;28,809306;56,411551;26,419028;49,364174;26,987708
22/10/2020 17:33:15,549;38,257536;15,935538;28,908184;28,829301;56,514437;26,367589;49,364174;26,936261
22/10/2020 17:33:16,547;38,259849;15,93661;28,963706;28,866369;56,514437;26,419028;49,415616;27,039154
22/10/2020 17:33:17,549;38,257228;15,934006;28,990775;28,882672;56,617324;26,367589;49,261289;26,987708
22/10/2020 17:33:18,549;38,258461;15,936917;29,013691;28,900668;56,617324;26,419028;49,261289;27,039154
22/10/2020 17:33:19,548;38,257536;15,935998;29,0383;28,915588;56,617324;26,419028;49,209847;26,987708
22/10/2020 17:33:20,549;38,255839;15,935538;29,061217;28,930354;56,668767;26,419028;49,106962;27,039154
22/10/2020 17:33:21,549;38,253834;15,935231;29,101821;28,958809;56,617324;26,470467;49,004078;27,039154
22/10/2020 17:33:22,549;38,25476;15,935385;29,121047;28,970807;56,617324;26,367589;49,05552;27,0906
22/10/2020 17:33:23,549;38,251213;15,936764;29,144118;28,982805;56,72021;26,419028;49,004078;27,142046
22/10/2020 17:33:24,547;38,252909;15,936304;29,163806;28,995264;56,565881;26,419028;48,952635;27,399276
22/10/2020 17:33:25,548;38,251984;15,935691;29,200413;29,019413;56,617324;26,367589;48,746866;27,039154
22/10/2020 17:33:26,548;38,251521;15,935078;29,219024;29,029872;56,668767;26,419028;48,695424;27,142046
22/10/2020 17:33:27,548;38,252909;15,934925;29,23579;29,045715;56,565881;26,419028;48,746866;27,142046
22/10/2020 17:33:28,549;38,253834;15,936151;29,254863;29,060943;56,668767;26,470467;48,695424;27,142046
22/10/2020 17:33:29,548;38,257073;15,937223;29,288702;29,101706;56,514437;26,31615;48,643981;27,142046
22/10/2020 17:33:30,548;38,258616;15,936151;29,308083;29,122471;56,565881;26,419028;48,798308;27,193492
22/10/2020 17:33:31,548;38,258616;15,936304;29,322849;29,142776;56,668767;26,419028;48,489654;27,142046
22/10/2020 17:33:32,549;38,259541;15,935998;29,338538;29,164465;56,514437;26,419028;48,541097;27,193492
22/10/2020 17:33:33,549;38,260312;15,935691;29,367764;29,201075;56,72021;26,676223;48,541097;27,193492
22/10/2020 17:33:34,548;38,260621;15,935231;29,380069;29,217534;56,668767;26,419028;48,592539;27,244938
22/10/2020 17:33:35,547;38,25769;15,935691;29,398066;29,235994;56,565881;26,419028;48,541097;27,296384
22/10/2020 17:33:36,549;38,256611;15,935691;29,411295;29,248607;56,617324;26,419028;48,746866;27,296384
22/10/2020 17:33:37,549;38,255994;15,937377;29,422216;29,264298;56,617324;26,367589;48,489654;27,296384
22/10/2020 17:33:38,549;38,251521;15,939062;29,451135;29,290449;56,668767;26,470467;48,541097;27,244938
22/10/2020 17:33:39,547;38,252292;15,940135;29,463748;29,301986;56,617324;26,521906;48,438212;27,193492
22/10/2020 17:33:40,548;38,25183;15,939828;29,475439;29,315369;56,617324;26,419028;48,438212;27,244938
22/10/2020 17:33:41,549;38,249053;15,938602;29,487283;29,331675;56,617324;26,419028;48,489654;27,296384
22/10/2020 17:33:42,548;38,24782;15,939828;29,512203;29,366749;56,617324;26,419028;48,38677;27,244938
22/10/2020 17:33:43,549;38,247511;15,939062;29,523278;29,38567;56,668767;26,419028;48,232443;27,296384
22/10/2020 17:33:44,547;38,246277;15,939981;29,538969;29,401823;56,668767;26,419028;48,38677;27,296384
22/10/2020 17:33:45,549;38,246277;15,940594;29,550352;29,419052;56,565881;26,470467;48,489654;27,296384
22/10/2020 17:33:46,549;38,24381;15,941973;29,578502;29,449204;56,617324;26,419028;48,335328;27,34783
22/10/2020 17:33:47,547;38,24165;15,940441;29,594347;29,462434;56,668767;26,367589;48,335328;27,296384
22/10/2020 17:33:48,549;38,240725;15,940901;29,612806;29,477049;56,668767;26,419028;48,335328;27,296384
22/10/2020 17:33:49,547;38,241188;15,940594;29,631266;29,491971;56,72021;26,470467;48,438212;27,399276
22/10/2020 17:33:50,549;38,238566;15,940748;29,649264;29,50397;56,617324;26,367589;48,38677;27,34783
22/10/2020 17:33:51,547;38,23764;15,942586;29,681108;29,531508;56,668767;26,419028;48,489654;27,34783
22/10/2020 17:33:52,548;38,23872;15,942739;29,697106;29,547199;56,668767;26,161832;48,541097;27,399276
22/10/2020 17:33:53,547;38,240262;15,944578;29,713259;29,56643;56,771653;26,470467;48,695424;27,399276
22/10/2020 17:33:54,548;38,237024;15,943352;29,728642;29,587814;56,771653;26,419028;48,849751;27,399276
22/10/2020 17:33:55,548;38,239029;15,944885;29,756487;29,640736;56,565881;26,419028;48,849751;27,450722
22/10/2020 17:33:56,549;38,236869;15,947336;29,773255;29,669505;56,72021;26,521906;49,261289;27,399276
22/10/2020 17:33:57,548;38,236252;15,94657;29,788177;29,697659;56,823097;26,521906;49,518501;27,450722
22/10/2020 17:33:58,547;38,237949;15,946877;29,8011;29,724737;56,72021;26,419028;49,467058;27,399276
22/10/2020 17:33:59,549;38,236561;15,949481;29,831868;29,773815;56,823097;26,419028;49,621385;27,399276
22/10/2020 17:34:00,549;38,23579;15,949788;29,842483;29,795969;56,72021;26,419028;49,621385;27,450722
22/10/2020 17:34:01,549;38,23471;15,950094;29,85679;29,815047;56,771653;26,470467;49,72427;27,399276
22/10/2020 17:34:02,549;38,233322;15,948715;29,869405;29,835817;56,823097;26,521906;49,827155;27,553615
22/10/2020 17:34:03,548;38,234247;15,949941;29,890174;29,869665;56,72021;26,367589;49,827155;27,399276
22/10/2020 17:34:04,549;38,23471;15,949635;29,903866;29,886744;56,72021;26,470467;49,775712;27,399276
22/10/2020 17:34:05,548;38,235481;15,950707;29,914173;29,903514;56,771653;26,419028;49,827155;27,502169
22/10/2020 17:34:06,549;38,237332;15,949635;29,92725;29,920131;56,771653;26,573345;49,930039;27,502169
22/10/2020 17:34:07,548;38,238566;15,951014;29,939711;29,935363;56,72021;26,419028;50,032924;27,502169
22/10/2020 17:34:08,548;38,241959;15,95178;29,968019;29,965519;56,823097;26,419028;50,135808;27,502169
22/10/2020 17:34:09,549;38,241805;15,953772;29,980788;29,980136;56,72021;26,419028;50,444462;27,553615
22/10/2020 17:34:10,549;38,24165;15,953465;29,994481;29,993983;56,72021;26,419028;50,444462;27,553615
22/10/2020 17:34:11,548;38,24273;15,953619;30,008327;30,009062;56,72021;26,31615;50,650232;27,553615
22/10/2020 17:34:12,547;38,241342;15,954998;30,033712;30,035526;56,823097;26,521906;50,856001;27,656507
22/10/2020 17:34:13,549;38,239337;15,955917;30,044635;30,048912;56,771653;26,31615;51,164655;27,656507
22/10/2020 17:34:14,549;38,241342;15,958675;30,057713;30,061529;56,771653;26,470467;51,267539;27,656507
22/10/2020 17:34:15,548;38,2398;15,956377;30,072329;30,0763;56,823097;26,419028;51,267539;27,605061
22/10/2020 17:34:16,548;38,237949;15,957603;30,098945;30,102611;56,668767;26,367589;51,524751;27,605061
22/10/2020 17:34:17,549;38,23764;15,957756;30,109099;30,11569;56,771653;26,419028;51,781962;27,656507
22/10/2020 17:34:18,549;38,234247;15,957756;30,121869;30,127691;56,823097;26,31615;51,833405;27,707953
22/10/2020 17:34:19,549;38,233322;15,957296;30,134793;30,14154;56,72021;26,419028;52,090616;27,707953
22/10/2020 17:34:20,547;38,231471;15,95653;30,157563;30,171544;56,771653;26,521906;52,244943;27,759399
22/10/2020 17:34:21,549;38,230238;15,954998;30,168179;30,188624;56,72021;26,367589;52,347828;27,656507
22/10/2020 17:34:22,549;38,230083;15,956224;30,180488;30,202164;56,823097;26,470467;52,605039;27,707953
22/10/2020 17:34:23,549;38,229775;15,95607;30,192027;30,219552;56,72021;26,419028;52,656482;27,656507
22/10/2020 17:34:24,549;38,22777;15,955304;30,204336;30,236324;56,771653;26,367589;52,965135;27,656507
22/10/2020 17:34:25,547;38,223452;15,955764;30,227876;30,271407;56,823097;26,470467;53,325232;27,759399
22/10/2020 17:34:26,549;38,22376;15,955917;30,239723;30,287871;56,771653;26,367589;53,428116;27,759399
22/10/2020 17:34:27,549;38,221909;15,955764;30,252955;30,302643;56,668767;26,573345;53,839655;27,759399
22/10/2020 17:34:28,549;38,220675;15,955457;30,263263;30,318031;56,72021;26,419028;53,839655;27,759399
22/10/2020 17:34:29,548;38,216666;15,954844;30,287266;30,351268;56,823097;26,419028;54,199751;27,810845
22/10/2020 17:34:30,549;38,216049;15,956377;30,298651;30,366195;56,668767;26,470467;54,559847;27,862291
22/10/2020 17:34:31,549;38,214815;15,954691;30,311884;30,385276;56,72021;26,470467;54,611289;27,810845
22/10/2020 17:34:32,547;38,214044;15,955151;30,3225;30,401433;56,72021;26,367589;54,919943;27,759399
22/10/2020 17:34:33,549;38,212501;15,95653;30,343272;30,437287;56,823097;26,419028;54,919943;27,759399
22/10/2020 17:34:34,548;38,211885;15,957449;30,357273;30,45483;56,617324;26,470467;55,07427;27,810845
22/10/2020 17:34:35,548;38,212501;15,958215;30,366967;30,471141;56,565881;26,470467;55,177155;27,862291
22/10/2020 17:34:36,549;38,212039;15,956836;30,376814;30,488069;56,87454;26,419028;55,280039;27,913737
22/10/2020 17:34:37,548;38,21173;15,959901;30,399432;30,520077;56,617324;26,419028;55,485809;27,913737
22/10/2020 17:34:38,549;38,21173;15,960667;30,408972;30,537927;56,72021;26,367589;55,588693;27,862291
22/10/2020 17:34:39,547;38,210034;15,959441;30,419435;30,555317;56,771653;26,419028;55,794463;27,862291
22/10/2020 17:34:40,549;38,208029;15,958982;30,430975;30,57486;56,771653;26,419028;55,948789;27,913737
22/10/2020 17:34:41,549;38,206795;15,958215;30,441746;30,599175;56,87454;26,470467;55,948789;27,913737
22/10/2020 17:34:42,547;38,204173;15,958982;30,462518;30,656114;56,617324;26,367589;56,308886;27,862291
22/10/2020 17:34:43,549;38,202168;15,957296;30,474058;30,687354;56,668767;26,419028;56,360328;27,965183
22/10/2020 17:34:44,549;38,201551;15,959441;30,485445;30,716287;56,771653;26,367589;56,360328;27,913737
22/10/2020 17:34:45,549;38,199701;15,958215;30,495754;30,743988;56,72021;26,367589;56,668982;27,965183
22/10/2020 17:34:46,549;38,195228;15,958062;30,516834;30,789695;56,823097;26,470467;56,720424;27,965183
22/10/2020 17:34:47,549;38,195228;15,958062;30,528529;30,81278;56,72021;26,624784;57,029078;28,01663
22/10/2020 17:34:48,548;38,194611;15,958675;30,539454;30,831863;56,771653;26,521906;57,131963;28,119522
22/10/2020 17:34:49,549;38,194611;15,957603;30,549917;30,852794;56,72021;26,419028;57,234847;27,965183
22/10/2020 17:34:50,548;38,194148;15,960361;30,56869;30,890192;56,72021;26,470467;57,492059;28,01663
22/10/2020 17:34:51,549;38,193223;15,96082;30,578538;30,907891;56,771653;26,470467;57,440616;28,170968
22/10/2020 17:34:52,549;38,193069;15,959441;30,591001;30,926513;56,771653;26,419028;57,389174;28,068076
22/10/2020 17:34:53,549;38,193532;15,960974;30,601465;30,942519;56,72021;26,367589;57,697828;28,068076
22/10/2020 17:34:54,548;38,192298;15,959748;30,6227;30,972839;56,823097;26,419028;57,697828;28,068076
22/10/2020 17:34:55,549;38,191989;15,960207;30,633163;30,982689;56,771653;26,419028;57,800713;28,119522
22/10/2020 17:34:56,548;38,19276;15,960974;30,643473;30,997156;56,771653;26,470467;57,852155;28,119522
22/10/2020 17:34:57,549;38,192452;15,961127;30,653937;31,009315;56,771653;26,367589;58,006482;28,068076
22/10/2020 17:34:58,548;38,190601;15,962506;30,664862;31,022858;56,771653;26,419028;58,366578;28,170968
22/10/2020 17:34:59,548;38,191372;15,962812;30,685636;31,042559;56,771653;26,470467;58,366578;28,170968
22/10/2020 17:35:00,548;38,190139;15,962659;30,694715;31,052255;56,72021;26,419028;58,520905;28,119522
22/10/2020 17:35:01,548;38,188905;15,965264;30,703332;31,06149;56,668767;26,419028;58,572347;28,068076
22/10/2020 17:35:02,547;38,187979;15,965877;30,71595;31,068262;56,823097;26,470467;58,675232;28,222414
22/10/2020 17:35:03,547;38,184895;15,967716;30,743033;31,082114;56,72021;26,419028;58,675232;28,222414
22/10/2020 17:35:04,549;38,183353;15,966796;30,754882;31,087347;56,771653;26,470467;58,675232;28,222414
22/10/2020 17:35:05,549;38,180885;15,966643;30,767501;31,094427;56,823097;26,367589;58,829559;28,170968
22/10/2020 17:35:06,549;38,179189;15,965724;30,781504;31,099352;56,771653;26,419028;58,778116;28,222414
22/10/2020 17:35:07,547;38,175024;15,967562;30,807049;31,112127;56,771653;26,419028;58,726674;28,222414
22/10/2020 17:35:08,548;38,173791;15,965724;30,818898;31,116282;56,72021;26,367589;58,881001;28,222414
22/10/2020 17:35:09,549;38,171477;15,964957;30,830747;31,122901;56,771653;26,419028;58,829559;28,27386
22/10/2020 17:35:10,549;38,170089;15,964651;30,841519;31,129057;56,771653;26,470467;59,035328;28,325306
22/10/2020 17:35:11,549;38,167159;15,965877;30,852907;31,135368;56,771653;26,419028;59,138213;28,325306
22/10/2020 17:35:12,549;38,164537;15,965417;30,872758;31,145834;56,823097;26,419028;59,08677;28,27386
22/10/2020 17:35:13,549;38,160836;15,964038;30,881992;31,151529;56,771653;26,419028;59,189655;28,325306
22/10/2020 17:35:14,549;38,160373;15,965264;30,890302;31,156454;56,771653;26,521906;59,138213;28,27386
22/10/2020 17:35:15,549;38,159756;15,965264;30,900612;31,161379;56,823097;26,470467;59,343982;28,325306
22/10/2020 17:35:16,548;38,156518;15,964345;30,916001;31,169537;56,771653;26,367589;59,343982;28,376752
22/10/2020 17:35:17,549;38,154821;15,96557;30,92385;31,173846;56,823097;26,470467;59,343982;28,325306
22/10/2020 17:35:18,547;38,153896;15,965111;30,930929;31,178002;56,823097;26,419028;59,498309;28,376752
22/10/2020 17:35:19,549;38,153125;15,964345;30,938162;31,182466;56,72021;26,470467;59,446867;28,325306
22/10/2020 17:35:20,549;38,149115;15,96082;30,952781;31,192778;56,87454;26,264711;59,549751;28,325306
22/10/2020 17:35:21,547;38,14711;15,962812;30,960014;31,195702;56,771653;26,367589;59,549751;28,376752
22/10/2020 17:35:22,548;38,147264;15,960974;30,966785;31,201705;56,72021;26,419028;59,549751;28,428198
22/10/2020 17:35:23,548;38,143871;15,960974;30,974326;31,206938;56,771653;26,470467;59,704078;28,428198
22/10/2020 17:35:24,548;38,139707;15,957449;30,988484;31,21879;56,771653;26,470467;59,806963;28,428198
22/10/2020 17:35:25,549;38,137085;15,957449;30,993871;31,223869;56,87454;26,367589;59,858405;28,428198
22/10/2020 17:35:26,549;38,135852;15,954232;31,001257;31,22941;56,771653;26,31615;59,806963;28,376752
22/10/2020 17:35:27,549;38,134155;15,954538;31,010337;31,235721;56,72021;26,419028;59,909847;28,479644
22/10/2020 17:35:28,547;38,132921;15,952393;31,016801;31,239569;56,823097;26,367589;60,012732;28,479644
22/10/2020 17:35:29,548;38,129528;15,950707;31,031267;31,248342;56,72021;26,419028;60,167059;28,479644
22/10/2020 17:35:30,548;38,129528;15,950861;31,035884;31,250805;56,823097;26,470467;60,167059;28,531091
22/10/2020 17:35:31,549;38,12814;15,949022;31,043886;31,253883;56,771653;26,31615;60,269943;28,479644
22/10/2020 17:35:32,548;38,127215;15,948562;31,049734;31,254807;56,72021;26,367589;60,269943;28,479644
22/10/2020 17:35:33,548;38,126444;15,949022;31,060507;31,261271;56,823097;26,419028;60,167059;28,428198
22/10/2020 17:35:34,549;38,127061;15,950248;31,065893;31,263426;56,771653;26,419028;60,064174;28,479644
22/10/2020 17:35:35,549;38,125673;15,950248;31,071895;31,263888;56,771653;26,367589;60,064174;28,479644
22/10/2020 17:35:36,549;38,127215;15,950248;31,074512;31,264658;56,771653;26,419028;60,218501;28,479644
22/10/2020 17:35:37,549;38,127523;15,950707;31,0859;31,267736;56,72021;26,419028;60,321386;28,531091
22/10/2020 17:35:38,549;38,12814;15,952546;31,090363;31,270045;56,823097;26,470467;60,218501;28,582537
22/10/2020 17:35:39,548;38,12922;15,954078;31,095904;31,27143;56,771653;26,367589;60,42427;28,582537
22/10/2020 17:35:40,549;38,130145;15,953312;31,102829;31,270968;56,823097;26,419028;60,42427;28,531091
22/10/2020 17:35:41,549;38,13323;15,955304;31,112525;31,271738;56,72021;26,419028;60,681482;28,531091
22/10/2020 17:35:42,548;38,136314;15,95653;31,11945;31,270814;56,72021;26,367589;60,835809;28,531091
22/10/2020 17:35:43,547;38,13909;15,957143;31,124529;31,271276;56,823097;26,521906;60,835809;28,582537
22/10/2020 17:35:44,548;38,138319;15,95653;31,129915;31,269583;56,771653;26,367589;60,835809;28,582537
22/10/2020 17:35:45,549;38,140478;15,959135;31,134378;31,270353;56,771653;26,470467;60,887251;28,633983
22/10/2020 17:35:46,549;38,142483;15,959901;31,14469;31,271584;56,823097;26,419028;60,887251;28,633983
22/10/2020 17:35:47,549;38,144642;15,960514;31,149768;31,272508;56,72021;26,419028;60,887251;28,736875
22/10/2020 17:35:48,547;38,147264;15,96174;31,155155;31,272815;56,823097;26,727662;60,835809;28,736875
22/10/2020 17:35:49,549;38,148806;15,962812;31,158387;31,273739;56,771653;26,367589;60,887251;28,685429
22/10/2020 17:35:50,549;38,151891;15,963578;31,165928;31,275432;56,72021;26,367589;60,887251;28,633983
22/10/2020 17:35:51,549;38,148961;15,962659;31,170237;31,278664;56,87454;26,161832;60,732924;28,685429
22/10/2020 17:35:52,549;38,148806;15,961586;31,174239;31,280973;56,771653;26,419028;60,784367;28,685429
22/10/2020 17:35:53,548;38,146956;15,962199;31,177471;31,282205;56,771653;26,470467;60,784367;28,633983
22/10/2020 17:35:54,549;38,14603;15,960207;31,184858;31,283128;56,771653;26,31615;60,887251;28,685429
22/10/2020 17:35:55,548;38,146339;15,960974;31,19086;31,282666;56,771653;26,419028;60,887251;28,633983
22/10/2020 17:35:56,549;38,144642;15,961586;31,194554;31,282512;56,771653;26,419028;60,938694;28,633983
22/10/2020 17:35:57,549;38,143871;15,96082;31,197016;31,283898;56,771653;26,419028;60,887251;28,685429
22/10/2020 17:35:58,548;38,142792;15,960514;31,204404;31,285129;56,771653;26,470467;61,041578;28,633983
22/10/2020 17:35:59,548;38,143563;15,96082;31,209021;31,285283;56,72021;26,367589;60,990136;28,633983
22/10/2020 17:36:00,549;38,143408;15,960667;31,21256;31,288361;56,823097;26,367589;60,990136;28,685429
22/10/2020 17:36:01,548;38,142637;15,959748;31,217485;31,289131;56,925983;26,419028;60,887251;28,685429
22/10/2020 17:36:02,547;38,141558;15,960514;31,220563;31,292056;56,617324;26,31615;61,09302;28,788321
22/10/2020 17:36:03,549;38,141866;15,960361;31,230259;31,29498;56,771653;26,367589;61,09302;28,788321
22/10/2020 17:36:05,724;38,141404;15,958982;31,240263;31,297905;56,72021;26,419028;61,195905;28,788321
22/10/2020 17:36:06,549;38,140478;15,958369;31,24565;31,298212;56,823097;26,419028;61,247347;28,736875
22/10/2020 17:36:07,548;38,141558;15,958062;31,253807;31,29929;56,771653;26,367589;61,453117;28,788321
22/10/2020 17:36:08,548;38,140478;15,956683;31,258424;31,298366;56,771653;26,419028;61,401674;28,736875
22/10/2020 17:36:09,549;38,139707;15,95699;31,262118;31,297443;56,87454;26,367589;61,556001;28,788321
22/10/2020 17:36:10,548;38,138165;15,954691;31,267351;31,297135;56,771653;26,31615;61,556001;28,788321
22/10/2020 17:36:11,548;38,136931;15,954078;31,274892;31,294364;56,823097;26,470467;61,658886;28,891213
22/10/2020 17:36:12,547;38,136777;15,954385;31,277662;31,295288;56,925983;26,367589;61,556001;28,788321
22/10/2020 17:36:13,549;38,134618;15,952699;31,281202;31,294364;56,87454;26,367589;61,607444;28,839767
22/10/2020 17:36:14,547;38,132459;15,952852;31,285819;31,293595;56,87454;26,419028;61,710328;28,839767
22/10/2020 17:36:15,547;38,129374;15,948409;31,292283;31,293903;56,925983;26,367589;61,76177;28,839767
22/10/2020 17:36:16,547;38,127832;15,948869;31,296593;31,293595;56,925983;26,367589;61,76177;28,788321
22/10/2020 17:36:17,547;38,126598;15,94703;31,299671;31,291286;56,925983;26,367589;61,710328;28,788321
22/10/2020 17:36:18,549;38,125364;15,94611;31,30198;31,290824;56,87454;26,367589;61,710328;28,839767
22/10/2020 17:36:19,549;38,124131;15,946417;31,303365;31,289439;56,977426;26,31615;61,658886;28,891213
22/10/2020 17:36:20,549;38,122588;15,945344;31,310906;31,287592;56,925983;26,31615;61,813213;28,839767
22/10/2020 17:36:21,549;38,121817;15,943965;31,313215;31,284975;56,925983;26,367589;61,916097;28,891213
22/10/2020 17:36:22,547;38,122743;15,944425;31,315216;31,284052;56,977426;26,367589;61,864655;28,891213
22/10/2020 17:36:23,547;38,121663;15,943965;31,319063;31,284513;56,925983;26,367589;61,96754;28,788321
22/10/2020 17:36:24,549;38,122897;15,944731;31,322142;31,280973;56,977426;26,419028;61,916097;28,891213
22/10/2020 17:36:25,548;38,124439;15,945804;31,324758;31,278203;56,977426;26,367589;61,96754;28,839767
22/10/2020 17:36:26,547;38,12521;15,94611;31,328144;31,277125;56,925983;26,419028;61,916097;28,736875
22/10/2020 17:36:27,549;38,127061;15,946723;31,328606;31,276202;57,02887;26,367589;62,070424;28,839767
22/10/2020 17:36:28,547;38,128757;15,949328;31,333069;31,270968;56,823097;26,367589;62,173309;28,891213
22/10/2020 17:36:29,548;38,129991;15,948102;31,333993;31,269583;56,977426;26,470467;62,121867;28,839767
