Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
15/10/2020 15:08:21,620;39,345027;17,20434;32,476809;32,614806;67,471843;25,184491;74,107925;31,514964;
15/10/2020 15:08:22,620;39,345799;17,2048;32,477733;32,616038;67,523286;25,133052;74,210809;31,463518;
15/10/2020 15:08:23,620;39,346724;17,204954;32,479119;32,621581;67,471843;25,133052;74,210809;31,617857;
15/10/2020 15:08:24,621;39,348576;17,208019;32,480196;32,628048;67,4204;25,133052;74,107925;31,56641;
15/10/2020 15:08:25,620;39,346878;17,209246;32,48189;32,631282;67,26607;25,030174;74,365136;31,514964;
15/10/2020 15:08:26,621;39,347958;17,210319;32,482044;32,632514;67,214627;25,030174;74,262252;31,56641;
15/10/2020 15:08:27,620;39,349038;17,211698;32,484045;32,634977;67,214627;25,081613;74,313694;31,514964;
15/10/2020 15:08:28,622;39,352433;17,21645;32,484815;32,640675;67,26607;25,184491;74,262252;31,56641;
15/10/2020 15:08:29,621;39,355981;17,217063;32,485585;32,641599;67,317514;25,133052;74,262252;31,56641;
15/10/2020 15:08:30,620;39,357215;17,219822;32,483891;32,642368;67,26607;25,133052;74,262252;31,412072;
15/10/2020 15:08:31,621;39,357369;17,221355;32,485431;32,642984;67,471843;25,081613;74,365136;31,617857;
15/10/2020 15:08:32,621;39,357215;17,224727;32,484661;32,644524;67,368957;25,081613;74,262252;31,514964;
15/10/2020 15:08:33,621;39,358604;17,223961;32,484969;32,645448;67,368957;25,133052;74,262252;31,463518;
15/10/2020 15:08:34,621;39,357832;17,224421;32,484969;32,646526;67,4204;25,030174;74,262252;31,617857;
15/10/2020 15:08:35,621;39,356752;17,226873;32,484969;32,64822;67,57473;25,081613;74,262252;31,463518;
15/10/2020 15:08:36,621;39,354747;17,224727;32,483891;32,649452;67,57473;25,133052;74,313694;31,514964;
15/10/2020 15:08:37,621;39,351661;17,223961;32,481736;32,650222;67,57473;25,133052;74,313694;31,514964;
15/10/2020 15:08:38,620;39,350273;17,221968;32,481582;32,64822;67,57473;25,081613;74,262252;31,463518;
15/10/2020 15:08:39,620;39,348113;17,221662;32,478965;32,64514;67,57473;25,081613;74,365136;31,617857;
15/10/2020 15:08:40,621;39,348113;17,218443;32,477733;32,643446;67,677616;25,030174;74,262252;31,617857;
15/10/2020 15:08:41,621;39,346107;17,21553;32,474192;32,637287;67,677616;25,133052;74,262252;31,514964;
15/10/2020 15:08:42,621;39,344564;17,217523;32,474192;32,635131;67,729059;25,133052;74,313694;31,514964;
15/10/2020 15:08:43,620;39,345644;17,21737;32,471574;32,632052;67,831946;25,081613;74,262252;31,514964;
15/10/2020 15:08:44,622;39,343484;17,217216;32,470189;32,630358;67,831946;25,081613;74,313694;31,56641;
15/10/2020 15:08:45,620;39,345027;17,215684;32,468341;32,624507;67,780503;25,030174;74,262252;31,56641;
15/10/2020 15:08:46,621;39,342559;17,214304;32,46711;32,621427;67,677616;25,030174;74,262252;31,514964;
15/10/2020 15:08:47,621;39,341016;17,213844;32,465108;32,619579;67,677616;25,081613;74,365136;31,514964;
15/10/2020 15:08:48,620;39,341324;17,213384;32,465724;32,617577;67,677616;25,133052;74,262252;31,617857;
15/10/2020 15:08:49,620;39,340244;17,212924;32,464184;32,617269;67,729059;25,390247;74,416579;31,514964;
15/10/2020 15:08:50,621;39,33685;17,210472;32,462029;32,614344;67,57473;25,184491;74,468021;31,514964;
15/10/2020 15:08:51,621;39,333302;17,210165;32,463414;32,614498;67,57473;25,133052;74,468021;31,463518;
15/10/2020 15:08:52,620;39,331296;17,208479;32,464492;32,614498;67,471843;25,081613;74,519463;31,463518;
15/10/2020 15:08:53,621;39,329136;17,208479;32,462645;32,614806;67,677616;25,081613;74,519463;31,56641;
15/10/2020 15:08:54,620;39,326514;17,206793;32,464184;32,613266;67,729059;25,184491;74,416579;31,463518;
15/10/2020 15:08:55,620;39,328674;17,205873;32,462029;32,612496;67,729059;25,081613;74,468021;31,514964;
15/10/2020 15:08:56,620;39,327131;17,20618;32,461567;32,612496;67,729059;25,081613;74,416579;31,514964;
15/10/2020 15:08:57,621;39,324817;17,206333;32,459565;32,610648;67,729059;25,081613;74,468021;31,514964;
15/10/2020 15:08:58,621;39,321577;17,205107;32,456332;32,608646;67,729059;25,081613;74,519463;31,463518;
15/10/2020 15:08:59,620;39,324971;17,20526;32,453869;32,607107;67,729059;25,081613;74,468021;31,56641;
15/10/2020 15:09:00,620;39,322348;17,202808;32,452021;32,604335;67,729059;25,081613;74,416579;31,56641;
15/10/2020 15:09:01,620;39,322194;17,202808;32,449866;32,602949;67,677616;25,184491;74,468021;31,514964;
15/10/2020 15:09:02,621;39,323891;17,200815;32,444015;32,600639;67,729059;25,184491;74,468021;31,56641;
15/10/2020 15:09:03,620;39,322194;17,201888;32,441706;32,600947;67,677616;25,23593;74,468021;31,514964;
15/10/2020 15:09:04,620;39,326977;17,202348;32,443246;32,602179;67,780503;25,081613;74,468021;31,514964;
15/10/2020 15:09:05,621;39,326822;17,202041;32,445709;32,602487;67,729059;25,698881;74,416579;31,514964;
15/10/2020 15:09:06,623;39,326205;17,201581;32,45002;32,606029;67,780503;25,133052;74,519463;31,514964;
15/10/2020 15:09:07,620;39,326514;17,202194;32,45741;32,612958;67,677616;25,133052;74,416579;31,56641;
15/10/2020 15:09:08,620;39,324662;17,202654;32,461105;32,615114;67,677616;25,081613;74,365136;31,412072;
15/10/2020 15:09:09,620;39,326977;17,202501;32,463722;32,622197;67,729059;25,23593;74,622348;31,463518;
15/10/2020 15:09:10,621;39,328211;17,202194;32,469573;32,626508;67,780503;25,184491;74,570906;31,56641;
15/10/2020 15:09:11,621;39,328982;17,203267;32,476193;32,635131;67,780503;25,133052;74,622348;31,514964;
15/10/2020 15:09:12,620;39,327594;17,201581;32,480812;32,640983;67,780503;25,081613;74,776675;31,514964;
15/10/2020 15:09:13,620;39,328674;17,201581;32,483122;32,64745;67,626173;25,030174;74,725233;31,514964;
15/10/2020 15:09:14,621;39,328211;17,201275;32,48928;32,652839;67,471843;25,133052;74,776675;31,514964;
15/10/2020 15:09:15,620;39,325742;17,201735;32,497902;32,664388;67,57473;25,133052;74,776675;31,56641;
15/10/2020 15:09:16,622;39,325125;17,200048;32,499903;32,668546;67,57473;25,184491;74,725233;31,463518;
15/10/2020 15:09:17,620;39,326668;17,200048;32,506216;32,675321;67,626173;25,184491;74,982444;31,514964;
15/10/2020 15:09:18,621;39,327131;17,199282;32,509295;32,681172;67,471843;25,184491;74,931002;31,514964;
15/10/2020 15:09:19,621;39,328674;17,201888;32,516839;32,692721;67,471843;25,081613;74,931002;31,56641;
15/10/2020 15:09:20,621;39,329754;17,202654;32,519919;32,698111;67,471843;25,184491;74,982444;31,514964;
15/10/2020 15:09:21,620;39,327748;17,204494;32,52192;32,702576;67,4204;25,184491;74,931002;31,56641;
15/10/2020 15:09:22,620;39,330371;17,20526;32,525923;32,706426;67,317514;25,23593;74,87956;31,514964;
15/10/2020 15:09:23,620;39,331605;17,20664;32,528695;32,709814;67,368957;25,133052;74,931002;31,514964;
15/10/2020 15:09:24,620;39,334536;17,204647;32,533313;32,715665;67,368957;25,184491;74,931002;31,514964;
15/10/2020 15:09:25,620;39,334845;17,2071;32,536085;32,719977;67,317514;25,133052;75,033886;31,463518;
15/10/2020 15:09:26,620;39,334999;17,20664;32,53901;32,721363;67,26607;25,133052;75,033886;31,56641;
15/10/2020 15:09:27,620;39,333456;17,208326;32,540858;32,72398;67,111741;25,030174;75,136771;31,56641;
15/10/2020 15:09:28,620;39,335925;17,210932;32,546093;32,729216;67,111741;25,184491;75,188213;31,56641;
15/10/2020 15:09:29,620;39,337776;17,212924;32,548556;32,734914;67,163184;25,133052;75,188213;31,56641;
15/10/2020 15:09:30,621;39,341324;17,214917;32,552713;32,738455;67,163184;25,133052;75,188213;31,514964;
15/10/2020 15:09:31,620;39,342096;17,215377;32,55764;32,744615;67,163184;25,184491;75,188213;31,56641;
15/10/2020 15:09:32,620;39,343022;17,217983;32,566108;32,753854;67,060297;25,081613;75,188213;31,56641;
15/10/2020 15:09:33,620;39,344564;17,217983;32,568571;32,755856;67,060297;25,133052;75,188213;31,514964;
15/10/2020 15:09:34,620;39,345799;17,216757;32,573498;32,762477;67,008854;25,133052;75,188213;31,56641;
15/10/2020 15:09:35,621;39,345336;17,217829;32,57704;32,768483;66,905968;25,081613;75,188213;31,669303;
15/10/2020 15:09:36,621;39,346416;17,219822;32,585354;32,783574;66,957411;25,184491;75,239656;31,617857;
15/10/2020 15:09:37,621;39,348113;17,221048;32,587971;32,789579;67,008854;25,184491;75,34254;31,669303;
15/10/2020 15:09:38,621;39,349656;17,222428;32,591051;32,795123;67,060297;25,133052;75,291098;31,514964;
15/10/2020 15:09:39,620;39,35089;17,223348;32,594284;32,797895;67,008854;25,081613;75,34254;31,617857;
15/10/2020 15:09:40,620;39,352278;17,226567;32,596593;32,801437;67,111741;25,133052;75,239656;31,56641;
15/10/2020 15:09:41,622;39,358449;17,231625;32,602136;32,805286;67,060297;25,081613;75,393983;31,56641;
15/10/2020 15:09:42,620;39,360609;17,233618;32,604446;32,805594;67,111741;25,133052;75,291098;31,617857;
15/10/2020 15:09:43,620;39,361689;17,235457;32,608911;32,80698;67,163184;25,184491;75,291098;31,617857;
15/10/2020 15:09:44,620;39,363849;17,23883;32,610297;32,81006;67,368957;25,081613;75,34254;31,514964;
15/10/2020 15:09:45,621;39,370329;17,242508;32,614916;32,812524;67,471843;25,133052;75,34254;31,669303;
15/10/2020 15:09:46,620;39,371563;17,243735;32,618457;32,818992;67,4204;25,081613;75,085329;31,617857;
15/10/2020 15:09:47,622;39,37218;17,245114;32,623538;32,825613;67,57473;25,133052;75,188213;31,669303;
15/10/2020 15:09:48,620;39,37434;17,247873;32,625077;32,831773;67,523286;25,184491;75,445425;31,669303;
15/10/2020 15:09:49,620;39,378197;17,250786;32,6337;32,844708;67,677616;25,133052;75,496867;31,617857;
15/10/2020 15:09:50,620;39,382671;17,253545;32,638319;32,852562;67,883389;25,133052;75,445425;31,669303;
15/10/2020 15:09:51,620;39,384369;17,255538;32,645093;32,857952;67,934832;25,338808;75,393983;31,617857;
15/10/2020 15:09:52,621;39,384677;17,257224;32,648789;32,866421;67,883389;25,184491;75,496867;31,617857;
15/10/2020 15:09:53,621;39,385603;17,260596;32,656179;32,877047;67,780503;25,081613;75,445425;31,669303;
15/10/2020 15:09:54,620;39,38838;17,26075;32,660798;32,882283;67,780503;25,184491;75,496867;31,617857;
15/10/2020 15:09:55,620;39,391928;17,264122;32,663878;32,88875;67,831946;25,287369;75,445425;31,617857;
15/10/2020 15:09:56,621;39,392854;17,266268;32,667111;32,893062;67,780503;25,184491;75,34254;31,669303;
15/10/2020 15:09:57,620;39,394397;17,268261;32,670806;32,898452;67,934832;25,133052;75,54831;31,56641;
15/10/2020 15:09:58,620;39,395477;17,270407;32,676349;32,906306;67,831946;25,184491;75,651194;31,669303;
15/10/2020 15:09:59,620;39,395631;17,270713;32,681892;32,909848;67,729059;25,184491;75,599752;31,669303;
15/10/2020 15:10:00,621;39,397945;17,272246;32,683894;32,91339;67,471843;25,030174;75,651194;31,669303;
15/10/2020 15:10:01,620;39,399025;17,272246;32,687897;32,917239;67,471843;25,184491;75,599752;31,720749;
15/10/2020 15:10:02,622;39,399797;17,273626;32,69498;32,922321;67,57473;25,23593;75,54831;31,56641;
15/10/2020 15:10:03,620;39,398871;17,273013;32,698059;32,924939;67,626173;25,184491;75,599752;31,617857;
15/10/2020 15:10:04,620;39,3981;17,272706;32,701755;32,928173;67,626173;25,133052;75,54831;31,669303;
15/10/2020 15:10:05,621;39,397637;17,274699;32,704372;32,932023;67,368957;25,133052;75,54831;31,617857;
15/10/2020 15:10:06,621;39,398408;17,270253;32,712379;32,934487;67,4204;25,184491;75,651194;31,720749;
15/10/2020 15:10:07,620;39,397482;17,270867;32,71515;32,937875;67,471843;25,23593;75,496867;31,669303;
15/10/2020 15:10:08,621;39,397945;17,270407;32,719923;32,940955;67,626173;25,184491;75,599752;31,617857;
15/10/2020 15:10:09,620;39,399642;17,270407;32,723773;32,944959;67,57473;25,184491;75,599752;31,669303;
15/10/2020 15:10:10,621;39,399334;17,270867;32,727468;32,949117;67,677616;25,184491;75,54831;31,617857;
15/10/2020 15:10:11,620;39,402111;17,271326;32,736706;32,959127;67,677616;25,133052;75,651194;31,669303;
15/10/2020 15:10:12,620;39,399642;17,27148;32,741172;32,963284;67,523286;25,184491;75,599752;31,720749;
15/10/2020 15:10:13,620;39,401957;17,272706;32,747023;32,968674;67,57473;25,184491;75,754079;31,617857;
15/10/2020 15:10:14,621;39,404271;17,274086;32,753336;32,974834;67,471843;25,23593;75,805521;31,669303;
15/10/2020 15:10:15,621;39,406585;17,276998;32,766577;32,983612;67,780503;25,23593;75,599752;31,720749;
15/10/2020 15:10:16,620;39,406122;17,279757;32,769965;32,986846;67,57473;25,23593;75,702636;31,669303;
15/10/2020 15:10:17,620;39,408128;17,28083;32,776124;32,988694;67,4204;25,184491;75,805521;31,669303;
15/10/2020 15:10:18,620;39,410442;17,282057;32,781513;32,990234;67,471843;25,133052;75,754079;31,772195;
15/10/2020 15:10:19,620;39,415996;17,284662;32,787056;32,995316;67,368957;25,081613;75,702636;31,617857;
15/10/2020 15:10:20,620;39,415842;17,285582;32,792753;32,99624;67,4204;25,133052;75,702636;31,720749;
15/10/2020 15:10:21,620;39,417693;17,285276;32,796757;32,997472;67,4204;25,23593;75,702636;31,669303;
15/10/2020 15:10:22,620;39,416613;17,285582;32,799682;32,998396;67,4204;25,184491;75,754079;31,669303;
15/10/2020 15:10:23,620;39,417693;17,283283;32,805687;33,002246;67,471843;25,23593;75,754079;32,286656;
15/10/2020 15:10:24,621;39,418156;17,284969;32,809383;33,005018;67,471843;25,184491;75,702636;31,617857;
15/10/2020 15:10:25,620;39,418773;17,285735;32,813694;33,005634;67,677616;25,23593;75,702636;31,720749;
15/10/2020 15:10:26,621;39,418773;17,286195;32,816466;33,008714;67,4204;25,287369;75,754079;31,772195;
15/10/2020 15:10:27,621;39,42263;17,287115;32,819699;33,010254;67,368957;25,287369;75,702636;31,720749;
15/10/2020 15:10:28,620;39,420933;17,285735;32,824934;33,015336;67,471843;25,184491;75,805521;31,772195;
15/10/2020 15:10:29,620;39,422322;17,285122;32,828476;33,01934;67,471843;25,23593;75,702636;31,720749;
15/10/2020 15:10:30,621;39,420933;17,284049;32,831863;33,021958;67,26607;25,184491;75,702636;31,720749;
15/10/2020 15:10:31,621;39,418311;17,284203;32,834173;33,026116;67,317514;25,184491;75,754079;31,823641;
15/10/2020 15:10:32,621;39,415225;17,280217;32,840332;33,034894;67,26607;25,23593;75,754079;31,772195;
15/10/2020 15:10:33,620;39,414453;17,280984;32,841872;33,040438;67,214627;25,23593;75,754079;31,669303;
15/10/2020 15:10:34,621;39,413374;17,279297;32,844336;33,045828;67,26607;25,133052;75,754079;31,823641;
15/10/2020 15:10:35,620;39,411831;17,279604;32,846029;33,049216;67,214627;25,287369;75,702636;31,772195;
15/10/2020 15:10:36,621;39,407356;17,276845;32,852189;33,058456;67,26607;25,133052;75,754079;31,720749;
15/10/2020 15:10:37,621;39,408436;17,276078;32,854036;33,063077;67,163184;25,133052;75,702636;31,772195;
15/10/2020 15:10:38,620;39,405659;17,277611;32,85804;33,066157;67,111741;25,75032;75,754079;31,720749;
15/10/2020 15:10:39,622;39,405505;17,275159;32,863429;33,070315;67,26607;25,133052;75,754079;31,823641;
15/10/2020 15:10:40,621;39,403345;17,273626;32,869434;33,075397;67,214627;25,184491;75,702636;31,720749;
15/10/2020 15:10:41,620;39,39918;17,271786;32,872976;33,077861;67,368957;25,287369;75,754079;31,823641;
15/10/2020 15:10:42,620;39,398408;17,27056;32,876671;33,080017;67,317514;25,184491;75,754079;31,875087;
15/10/2020 15:10:43,621;39,396402;17,268721;32,878827;33,082789;67,317514;25,23593;75,651194;31,56641;
15/10/2020 15:10:44,621;39,395631;17,267648;32,880213;33,086793;67,317514;25,184491;75,754079;31,772195;
15/10/2020 15:10:45,620;39,391157;17,263202;32,884678;33,093261;67,368957;25,23593;75,754079;31,823641;
15/10/2020 15:10:46,620;39,387917;17,263969;32,885448;33,095879;67,111741;25,23593;75,702636;31,772195;
15/10/2020 15:10:47,620;39,388071;17,261669;32,887758;33,100037;67,214627;25,23593;75,805521;31,772195;
15/10/2020 15:10:48,622;39,38514;17,259677;32,889144;33,102193;67,163184;25,030174;75,702636;31,823641;
15/10/2020 15:10:49,620;39,383751;17,259217;32,893301;33,108199;67,163184;25,081613;75,702636;31,720749;
15/10/2020 15:10:50,621;39,383134;17,260443;32,896535;33,112204;67,111741;25,133052;75,805521;31,772195;
15/10/2020 15:10:51,621;39,383597;17,259063;32,898999;33,112974;67,26607;25,184491;75,651194;31,823641;
15/10/2020 15:10:52,620;39,383134;17,25845;32,902848;33,114822;67,26607;25,184491;75,702636;31,669303;
15/10/2020 15:10:53,620;39,385449;17,26075;32,908699;33,119596;67,26607;25,23593;75,702636;31,823641;
15/10/2020 15:10:54,621;39,384831;17,25983;32,912703;33,123754;67,471843;25,184491;75,599752;31,875087;
15/10/2020 15:10:55,620;39,383751;17,25891;32,916552;33,126218;67,523286;25,23593;75,856963;31,823641;
15/10/2020 15:10:56,620;39,384523;17,260443;32,920556;33,128682;67,523286;25,184491;75,702636;31,875087;
15/10/2020 15:10:57,621;39,382671;17,257837;32,930873;33,13438;67,523286;25,23593;75,754079;31,772195;
15/10/2020 15:10:58,620;39,383751;17,25845;32,9358;33,139771;67,57473;25,23593;75,702636;31,875087;
15/10/2020 15:10:59,620;39,379586;17,259217;32,94042;33,143775;67,57473;25,184491;75,805521;31,823641;
15/10/2020 15:11:00,621;39,379894;17,256764;32,945347;33,145469;67,626173;25,133052;75,702636;31,823641;
15/10/2020 15:11:01,620;39,380666;17,257224;32,950891;33,149781;67,626173;25,23593;75,959848;31,823641;
15/10/2020 15:11:02,621;39,381437;17,254465;32,960592;33,161947;67,523286;25,184491;75,856963;31,772195;
15/10/2020 15:11:03,620;39,379894;17,255998;32,964287;33,166876;67,523286;25,184491;75,908406;31,823641;
15/10/2020 15:11:04,621;39,382054;17,256304;32,969677;33,17319;67,729059;25,184491;75,959848;31,875087;
15/10/2020 15:11:05,620;39,377889;17,254771;32,975528;33,179042;67,729059;25,23593;75,754079;31,772195;
15/10/2020 15:11:06,621;39,380974;17,251859;32,985075;33,190439;67,729059;25,23593;75,908406;31,926533;
15/10/2020 15:11:07,621;39,381437;17,252779;32,990927;33,195213;67,780503;25,23593;75,856963;31,875087;
15/10/2020 15:11:08,620;39,381746;17,250633;32,995084;33,200757;67,729059;25,184491;75,856963;31,823641;
15/10/2020 15:11:09,622;39,378197;17,24956;33,000782;33,202914;67,677616;25,23593;75,856963;31,823641;
15/10/2020 15:11:10,621;39,377426;17,24726;33,007557;33,206148;67,626173;25,23593;75,856963;31,875087;
15/10/2020 15:11:11,620;39,374032;17,2468;33,010791;33,207688;67,729059;25,338808;75,856963;31,875087;
15/10/2020 15:11:12,620;39,3711;17,242508;33,01387;33,20738;67,729059;25,287369;75,959848;31,875087;
15/10/2020 15:11:13,622;39,371255;17,242355;33,017566;33,208612;67,729059;25,287369;75,856963;31,926533;
15/10/2020 15:11:14,621;39,371409;17,239903;33,021878;33,20661;67,626173;25,23593;75,908406;31,875087;
15/10/2020 15:11:15,622;39,369866;17,238676;33,025419;33,206302;67,780503;25,184491;75,856963;31,926533;
15/10/2020 15:11:16,621;39,367398;17,237603;33,028499;33,20507;67,831946;25,184491;75,856963;31,875087;
15/10/2020 15:11:17,620;39,365392;17,238523;33,029731;33,203376;67,780503;25,23593;75,856963;31,875087;
15/10/2020 15:11:18,620;39,364004;17,237143;33,030655;33,203068;67,883389;25,23593;75,805521;31,823641;
15/10/2020 15:11:19,621;39,363232;17,238676;33,032965;33,200603;67,986275;25,23593;75,856963;31,823641;
15/10/2020 15:11:20,621;39,364929;17,239289;33,034659;33,198909;67,986275;25,184491;75,959848;31,977979;
15/10/2020 15:11:21,621;39,365701;17,237143;33,036198;33,196291;67,986275;25,081613;75,805521;31,875087;
15/10/2020 15:11:22,622;39,366472;17,237143;33,038354;33,197061;68,089162;25,081613;75,856963;31,823641;
15/10/2020 15:11:23,620;39,366781;17,238676;33,042204;33,196753;68,140605;25,287369;75,856963;31,875087;
15/10/2020 15:11:24,620;39,367089;17,23837;33,04282;33,194597;68,140605;25,287369;75,805521;31,875087;
15/10/2020 15:11:25,621;39,364775;17,239289;33,043436;33,193981;67,986275;25,184491;76,01129;31,875087;
15/10/2020 15:11:26,621;39,367398;17,239443;33,044052;33,191671;68,037719;25,287369;75,856963;31,926533;
15/10/2020 15:11:27,621;39,370638;17,239136;33,046516;33,191979;68,089162;25,184491;75,856963;31,926533;
15/10/2020 15:11:28,621;39,371255;17,240516;33,04821;33,193211;67,986275;25,184491;75,959848;31,926533;
15/10/2020 15:11:29,621;39,371255;17,242355;33,049903;33,194135;67,883389;25,23593;75,856963;31,926533;
15/10/2020 15:11:30,621;39,376346;17,244195;33,050519;33,196907;67,986275;25,23593;75,908406;31,875087;
15/10/2020 15:11:31,621;39,378352;17,246341;33,052213;33,196599;67,986275;25,184491;75,856963;31,977979;
15/10/2020 15:11:32,622;39,384831;17,250939;33,056217;33,201527;68,192048;25,23593;75,959848;31,926533;
15/10/2020 15:11:33,622;39,387454;17,253392;33,058373;33,205994;68,089162;25,184491;75,908406;31,875087;
15/10/2020 15:11:34,621;39,390077;17,253392;33,061607;33,210768;68,192048;25,133052;75,856963;31,875087;
15/10/2020 15:11:35,622;39,391157;17,256458;33,062376;33,21354;68,243492;25,184491;75,908406;31,875087;
15/10/2020 15:11:36,622;39,399642;17,261056;33,066842;33,219239;68,294935;25,23593;75,908406;31,875087;
15/10/2020 15:11:37,621;39,399642;17,261209;33,070076;33,222781;68,192048;25,287369;75,908406;31,977979;
15/10/2020 15:11:38,621;39,403808;17,260596;33,073926;33,225399;68,140605;25,287369;75,702636;31,875087;
15/10/2020 15:11:39,621;39,404734;17,258604;33,075004;33,228479;68,192048;25,184491;75,908406;31,875087;
15/10/2020 15:11:40,621;39,404425;17,258297;33,077005;33,230019;67,986275;25,133052;75,856963;31,977979;
15/10/2020 15:11:41,621;39,401648;17,257531;33,078545;33,229865;67,986275;25,287369;75,805521;31,926533;
15/10/2020 15:11:42,622;39,405197;17,255691;33,080085;33,230481;67,729059;25,133052;75,908406;31,977979;
15/10/2020 15:11:43,621;39,402111;17,254618;33,081779;33,230019;67,883389;25,338808;75,908406;31,926533;
15/10/2020 15:11:44,622;39,399642;17,2491;33,083627;33,230019;67,831946;25,287369;75,856963;31,875087;
15/10/2020 15:11:45,621;39,397328;17,247567;33,084243;33,228017;67,677616;25,287369;75,908406;31,977979;
15/10/2020 15:11:46,622;39,394397;17,246341;33,086553;33,226939;67,780503;25,23593;75,856963;32,029425;
15/10/2020 15:11:47,621;39,394088;17,243581;33,086707;33,226169;67,677616;25,184491;75,856963;31,875087;
15/10/2020 15:11:48,621;39,392237;17,242508;33,087939;33,224629;67,677616;25,184491;75,908406;32,286656;
15/10/2020 15:11:49,621;39,389306;17,23837;33,089633;33,222473;67,729059;25,23593;75,856963;31,977979;
15/10/2020 15:11:50,621;39,38622;17,23653;33,089479;33,219855;67,729059;25,23593;75,908406;31,926533;
15/10/2020 15:11:51,622;39,386837;17,233465;33,090864;33,220625;67,626173;25,23593;75,959848;31,926533;
15/10/2020 15:11:52,622;39,387146;17,232545;33,090556;33,216928;67,626173;25,184491;75,856963;31,977979;
15/10/2020 15:11:53,621;39,385449;17,232851;33,09071;33,217082;67,523286;25,184491;75,908406;31,875087;
15/10/2020 15:11:54,621;39,383597;17,230246;33,090402;33,218006;67,523286;25,184491;75,908406;31,977979;
15/10/2020 15:11:55,621;39,382363;17,229632;33,090095;33,21816;67,523286;25,184491;75,908406;32,029425;
15/10/2020 15:11:56,621;39,381129;17,232085;33,089479;33,21739;67,4204;25,23593;75,908406;31,926533;
15/10/2020 15:11:57,622;39,385603;17,231319;33,088401;33,218777;67,4204;25,287369;76,01129;31,977979;
15/10/2020 15:11:58,622;39,384677;17,232238;33,087939;33,218468;67,317514;25,23593;75,805521;31,926533;
15/10/2020 15:11:59,621;39,389923;17,232698;33,087015;33,220317;67,368957;25,23593;75,856963;31,875087;
15/10/2020 15:12:00,622;39,388071;17,233465;33,087169;33,224167;67,26607;25,23593;75,856963;32,029425;
15/10/2020 15:12:01,621;39,389768;17,232545;33,087323;33,232945;67,26607;25,23593;75,805521;31,977979;
15/10/2020 15:12:02,622;39,388226;17,231778;33,089633;33,234794;67,317514;25,287369;75,908406;31,926533;
15/10/2020 15:12:03,621;39,386991;17,231319;33,092096;33,237412;67,163184;25,23593;75,856963;31,977979;
15/10/2020 15:12:04,621;39,384677;17,230246;33,09379;33,240338;67,214627;25,287369;75,805521;31,875087;
15/10/2020 15:12:05,621;39,382671;17,229019;33,0961;33,243264;67,163184;25,287369;75,754079;31,977979;
15/10/2020 15:12:06,621;39,37758;17,229173;33,099488;33,250041;67,008854;25,133052;75,908406;31,977979;
15/10/2020 15:12:07,621;39,378969;17,226873;33,101952;33,252505;67,008854;25,184491;75,805521;31,977979;
15/10/2020 15:12:08,621;39,377426;17,22764;33,104262;33,254507;67,008854;25,287369;75,908406;31,977979;
15/10/2020 15:12:09,622;39,375575;17,227027;33,103646;33,256971;66,957411;25,287369;75,805521;31,977979;
15/10/2020 15:12:10,621;39,375729;17,224881;33,105494;33,259743;66,957411;25,23593;75,754079;31,977979;
15/10/2020 15:12:11,621;39,376655;17,22534;33,107033;33,259435;66,905968;25,133052;75,805521;31,926533;
15/10/2020 15:12:12,621;39,376037;17,224421;33,107649;33,261129;66,905968;25,23593;75,702636;32,029425;
15/10/2020 15:12:13,622;39,376037;17,225187;33,105955;33,261283;66,957411;25,184491;75,651194;31,875087;
15/10/2020 15:12:14,621;39,374803;17,224881;33,107649;33,262207;66,957411;25,23593;75,702636;32,029425;
15/10/2020 15:12:15,622;39,376037;17,223961;33,107803;33,261283;67,008854;25,287369;75,754079;31,977979;
15/10/2020 15:12:16,621;39,375575;17,226107;33,106417;33,261745;67,163184;25,23593;75,908406;31,977979;
15/10/2020 15:12:17,621;39,377272;17,224421;33,106571;33,260975;67,163184;25,287369;75,959848;32,080871;
15/10/2020 15:12:18,622;39,37758;17,224267;33,103646;33,258203;67,26607;25,23593;76,062733;31,926533;
15/10/2020 15:12:19,622;39,380049;17,22534;33,104108;33,257125;67,471843;25,23593;75,908406;31,977979;
15/10/2020 15:12:20,621;39,376809;17,224574;33,102568;33,257125;67,368957;25,287369;75,959848;32,080871;
15/10/2020 15:12:21,622;39,37866;17,223961;33,103338;33,256971;67,626173;25,390247;75,908406;31,926533;
15/10/2020 15:12:22,622;39,3765;17,223808;33,10072;33,256817;67,626173;25,390247;75,908406;31,926533;
15/10/2020 15:12:23,621;39,374649;17,222428;33,099334;33,256663;67,626173;25,287369;75,908406;31,977979;
15/10/2020 15:12:24,622;39,371872;17,220589;33,098718;33,259589;67,523286;25,23593;75,702636;31,926533;
15/10/2020 15:12:25,621;39,370638;17,218136;33,09918;33,260975;67,4204;25,287369;75,805521;31,977979;
15/10/2020 15:12:26,621;39,370792;17,218289;33,098718;33,26344;67,471843;25,338808;75,908406;31,977979;
15/10/2020 15:12:27,622;39,362461;17,215684;33,100874;33,266674;67,4204;25,287369;75,702636;31,977979;
15/10/2020 15:12:28,622;39,363695;17,214611;33,101182;33,270062;67,471843;25,287369;75,805521;32,029425;
