Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
18/09/2020 15:24:50,792;38,319074;-24,158891;35,843794;34,101983;52,656196;27,447808;72,101675;32,749671;
18/09/2020 15:24:51,793;38,320462;-24,150563;35,845952;34,105681;52,656196;27,396369;71,99879;32,698225;
18/09/2020 15:24:52,792;38,321542;-24,154954;35,848264;34,105835;52,553309;27,447808;72,101675;32,749671;
18/09/2020 15:24:53,792;38,322775;-24,151926;35,847493;34,108454;52,656196;27,396369;72,050232;32,749671;
18/09/2020 15:24:54,793;38,321696;-24,144506;35,85073;34,110918;52,39898;27,396369;71,99879;32,801117;
18/09/2020 15:24:55,793;38,325552;-24,152986;35,855045;34,114616;52,24465;27,396369;71,99879;32,749671;
18/09/2020 15:24:56,793;38,326786;-24,147686;35,856278;34,11631;52,296093;27,447808;72,101675;32,698225;
18/09/2020 15:24:57,792;38,327402;-24,149048;35,857511;34,11708;52,296093;27,499247;72,050232;32,801117;
18/09/2020 15:24:58,792;38,329253;-24,155408;35,862443;34,119545;52,24465;27,447808;71,99879;32,749671;
18/09/2020 15:24:59,792;38,327711;-24,146626;35,865525;34,120469;52,24465;27,499247;72,050232;32,801117;
18/09/2020 15:25:00,792;38,332801;-24,14602;35,874464;34,125861;52,141764;27,499247;71,99879;32,749671;
18/09/2020 15:25:01,793;38,334034;-24,140114;35,877084;34,126632;52,141764;27,550686;71,99879;32,749671;
18/09/2020 15:25:02,793;38,334343;-24,140872;35,87955;34,128326;51,884548;27,447808;71,844463;32,749671;
18/09/2020 15:25:03,792;38,336194;-24,140417;35,880629;34,129713;51,987434;27,499247;71,844463;32,698225;
18/09/2020 15:25:04,792;38,33789;-24,141932;35,882324;34,130175;51,935991;27,499247;71,895906;32,749671;
18/09/2020 15:25:05,792;38,339741;-24,141629;35,88217;34,131561;51,781661;27,499247;71,947348;32,698225;
18/09/2020 15:25:06,793;38,341438;-24,137086;35,882478;34,132177;51,678775;27,447808;71,741579;32,749671;
18/09/2020 15:25:07,792;38,342671;-24,136329;35,881707;34,131253;51,833104;27,499247;71,638694;32,749671;
18/09/2020 15:25:08,792;38,344214;-24,133755;35,886485;34,132485;51,781661;27,447808;71,638694;32,698225;
18/09/2020 15:25:09,793;38,344522;-24,128152;35,884944;34,134796;51,730218;27,447808;71,741579;33,109793;
18/09/2020 15:25:10,792;38,346373;-24,126335;35,886177;34,134796;51,935991;27,499247;71,793021;32,749671;
18/09/2020 15:25:11,793;38,346682;-24,139963;35,88556;34,136183;51,987434;27,499247;71,741579;32,801117;
18/09/2020 15:25:12,792;38,347453;-24,1386;35,886947;34,136953;51,987434;27,447808;71,432925;32,698225;
18/09/2020 15:25:13,792;38,349612;-24,13542;35,88741;34,138185;52,39898;27,499247;71,432925;32,749671;
18/09/2020 15:25:14,793;38,349612;-24,141932;35,887718;34,140188;52,038877;27,499247;71,793021;32,749671;
18/09/2020 15:25:15,793;38,350537;-24,133603;35,889105;34,142191;52,09032;27,550686;71,741579;32,749671;
18/09/2020 15:25:16,792;38,350846;-24,134512;35,890954;34,142807;51,987434;27,447808;71,638694;32,852563;
18/09/2020 15:25:17,792;38,353468;-24,136783;35,89527;34,145734;51,935991;27,550686;71,638694;32,749671;
18/09/2020 15:25:18,792;38,355781;-24,133149;35,897427;34,147429;51,781661;27,499247;71,793021;32,698225;
18/09/2020 15:25:19,793;38,354547;-24,128909;35,899123;34,15051;51,833104;27,499247;71,741579;32,801117;
18/09/2020 15:25:20,793;38,355473;-24,125729;35,899431;34,151588;51,781661;27,499247;71,741579;32,801117;
18/09/2020 15:25:21,794;38,356398;-24,127546;35,905133;34,157442;51,781661;27,499247;71,638694;32,801117;
18/09/2020 15:25:22,793;38,357478;-24,131029;35,907599;34,160061;51,833104;27,550686;71,690136;32,749671;
18/09/2020 15:25:23,792;38,356861;-24,130423;35,909295;34,162988;51,935991;27,447808;71,741579;32,698225;
18/09/2020 15:25:24,793;38,357786;-24,127546;35,912531;34,166531;51,935991;27,447808;71,793021;32,801117;
18/09/2020 15:25:25,794;38,358095;-24,121489;35,914843;34,170382;51,781661;27,550686;71,690136;32,749671;
18/09/2020 15:25:26,794;38,35902;-24,128;35,917925;34,16992;51,833104;27,550686;71,741579;32,801117;
18/09/2020 15:25:27,792;38,358866;-24,117703;35,921008;34,172847;51,781661;27,447808;71,741579;32,749671;
18/09/2020 15:25:28,792;38,359637;-24,122852;35,920237;34,174542;51,833104;27,550686;71,741579;32,801117;
18/09/2020 15:25:29,792;38,359483;-24,122398;35,924552;34,176236;51,781661;27,499247;71,793021;32,904009;
18/09/2020 15:25:30,793;38,361025;-24,123761;35,930563;34,179934;51,781661;27,550686;71,793021;32,749671;
18/09/2020 15:25:31,793;38,363339;-24,120278;35,933491;34,179626;51,833104;27,499247;71,690136;32,749671;
18/09/2020 15:25:32,792;38,361796;-24,123912;35,938732;34,182399;51,935991;27,602125;71,690136;32,698225;
18/09/2020 15:25:33,792;38,363647;-24,122398;35,942893;34,184401;51,987434;27,550686;71,793021;32,852563;
18/09/2020 15:25:34,794;38,361796;-24,115735;35,949828;34,192104;51,987434;27,550686;71,741579;32,801117;
18/09/2020 15:25:35,793;38,362876;-24,116341;35,952602;34,194107;52,09032;27,550686;71,793021;32,749671;
18/09/2020 15:25:36,793;38,364418;-24,116644;35,956301;34,196109;52,24465;27,550686;71,690136;32,749671;
18/09/2020 15:25:37,794;38,36411;-24,118612;35,960154;34,198574;52,296093;27,550686;71,535809;32,749671;
18/09/2020 15:25:38,793;38,36519;-24,113009;35,966936;34,206431;52,347537;27,447808;71,587252;32,801117;
18/09/2020 15:25:39,792;38,366886;-24,116795;35,972022;34,207201;52,347537;27,602125;71,535809;32,801117;
18/09/2020 15:25:40,792;38,366886;-24,111344;35,977262;34,210282;52,656196;27,550686;71,484367;32,801117;
18/09/2020 15:25:41,793;38,366732;-24,116946;35,983735;34,213209;52,604753;27,602125;71,587252;32,801117;
18/09/2020 15:25:42,793;38,369045;-24,108769;35,993599;34,216445;52,604753;27,499247;71,638694;32,749671;
18/09/2020 15:25:43,793;38,368428;-24,113312;35,999302;34,216136;52,656196;27,499247;71,690136;32,801117;
18/09/2020 15:25:44,793;38,368737;-24,105135;36,002846;34,216136;52,656196;27,550686;71,690136;32,749671;
18/09/2020 15:25:45,792;38,370896;-24,100441;36,0067;34,217215;52,450423;27,499247;71,587252;32,801117;
18/09/2020 15:25:46,793;38,370434;-24,095444;36,008087;34,216907;52,39898;27,396369;71,535809;32,801117;
18/09/2020 15:25:47,792;38,370125;-24,094687;36,013635;34,219526;52,347537;27,499247;71,535809;32,749671;
18/09/2020 15:25:48,794;38,371359;-24,099381;36,015485;34,219526;52,24465;27,499247;71,638694;32,852563;
18/09/2020 15:25:49,792;38,373055;-24,094232;36,018259;34,220758;52,296093;27,447808;71,638694;32,852563;
18/09/2020 15:25:50,792;38,372439;-24,095747;36,019184;34,222453;52,193207;27,499247;71,484367;32,749671;
18/09/2020 15:25:51,792;38,375986;-24,08863;36,029356;34,227383;52,24465;27,602125;71,484367;32,749671;
18/09/2020 15:25:52,793;38,374752;-24,08969;36,034596;34,230464;52,193207;27,602125;71,432925;32,801117;
18/09/2020 15:25:53,793;38,375523;-24,08651;36,038449;34,235702;52,141764;27,550686;71,432925;32,852563;
18/09/2020 15:25:54,792;38,377374;-24,08333;36,042302;34,237242;52,09032;27,602125;71,484367;32,904009;
18/09/2020 15:25:55,792;38,377374;-24,078635;36,049084;34,242018;52,09032;27,550686;71,381482;32,852563;
18/09/2020 15:25:56,793;38,377528;-24,087115;36,050625;34,245407;52,038877;27,550686;71,381482;32,749671;
18/09/2020 15:25:57,792;38,379379;-24,077727;36,054941;34,246023;52,09032;27,550686;71,535809;32,904009;
18/09/2020 15:25:58,793;38,38015;-24,078181;36,055095;34,245869;52,038877;27,602125;71,484367;32,852563;
18/09/2020 15:25:59,793;38,383852;-24,08333;36,061568;34,245715;51,987434;27,550686;71,381482;32,852563;
18/09/2020 15:26:00,792;38,381384;-24,076061;36,065113;34,247564;52,09032;27,396369;71,381482;32,801117;
18/09/2020 15:26:01,792;38,381847;-24,079544;36,0665;34,247872;52,09032;27,602125;71,587252;32,801117;
18/09/2020 15:26:02,793;38,383389;-24,08333;36,068196;34,249105;52,141764;27,602125;71,690136;32,852563;
18/09/2020 15:26:03,792;38,38416;-24,08333;36,071895;34,249413;52,09032;27,550686;71,638694;32,852563;
18/09/2020 15:26:04,792;38,385086;-24,077273;36,07359;34,250183;51,987434;27,550686;71,587252;32,852563;
18/09/2020 15:26:05,793;38,385086;-24,075607;36,075594;34,249259;52,09032;27,602125;71,535809;32,595332;
18/09/2020 15:26:06,792;38,386165;-24,071821;36,075594;34,249875;51,987434;27,550686;71,587252;32,801117;
18/09/2020 15:26:07,793;38,38632;-24,074244;36,076673;34,250799;51,781661;27,550686;71,587252;32,749671;
18/09/2020 15:26:08,793;38,387399;-24,072124;36,077597;34,253572;51,730218;27,550686;71,638694;32,852563;
18/09/2020 15:26:09,793;38,387862;-24,07061;36,07883;34,254651;51,678775;27,550686;71,535809;32,801117;
18/09/2020 15:26:10,793;38,388942;-24,072881;36,081605;34,258502;51,678775;27,550686;71,535809;32,749671;
18/09/2020 15:26:11,792;38,38925;-24,069853;36,0833;34,260505;51,627331;27,602125;71,638694;32,801117;
18/09/2020 15:26:12,793;38,390021;-24,065461;36,091623;34,262662;51,575888;27,550686;71,638694;32,749671;
18/09/2020 15:26:13,792;38,39033;-24,066218;36,093627;34,265435;51,370115;27,550686;71,432925;32,904009;
18/09/2020 15:26:14,793;38,390947;-24,069095;36,098405;34,267899;51,524445;27,602125;71,381482;32,852563;
18/09/2020 15:26:15,794;38,391101;-24,067278;36,100871;34,268208;51,575888;27,550686;71,381482;32,749671;
18/09/2020 15:26:16,793;38,392798;-24,065764;36,105957;34,270827;51,627331;27,602125;71,33004;32,852563;
18/09/2020 15:26:17,792;38,391872;-24,070307;36,107806;34,272829;51,833104;27,447808;71,381482;32,852563;
18/09/2020 15:26:18,792;38,392335;-24,073335;36,111814;34,273754;51,884548;27,499247;71,227156;32,852563;
18/09/2020 15:26:19,793;38,39434;-24,072124;36,116129;34,276065;51,833104;27,602125;71,124271;32,904009;
18/09/2020 15:26:20,793;38,393414;-24,065915;36,120445;34,277913;51,781661;27,602125;71,124271;32,749671;
18/09/2020 15:26:21,792;38,393569;-24,069701;36,131851;34,282227;51,730218;27,499247;71,175713;32,852563;
18/09/2020 15:26:22,792;38,395574;-24,064704;36,135087;34,28423;51,781661;27,602125;71,175713;32,904009;
18/09/2020 15:26:23,793;38,395111;-24,062281;36,140019;34,286541;51,781661;27,602125;71,175713;32,904009;
18/09/2020 15:26:24,792;38,395574;-24,06531;36,144798;34,288081;51,781661;27,550686;71,124271;32,852563;
18/09/2020 15:26:25,793;38,39542;-24,063795;36,152966;34,293011;51,781661;27,499247;71,175713;32,801117;
18/09/2020 15:26:26,793;38,395574;-24,065461;36,155895;34,293319;51,781661;27,602125;71,175713;32,852563;
18/09/2020 15:26:27,793;38,394957;-24,066975;36,158515;34,295784;51,781661;27,602125;71,175713;32,904009;
18/09/2020 15:26:28,793;38,396653;-24,06743;36,160827;34,298865;51,781661;27,602125;71,072829;32,904009;
18/09/2020 15:26:29,793;38,397579;-24,059404;36,163139;34,303025;51,730218;27,550686;71,072829;32,801117;
18/09/2020 15:26:30,792;38,397425;-24,06001;36,164835;34,30472;51,833104;27,602125;71,175713;32,852563;
18/09/2020 15:26:31,792;38,396345;-24,062735;36,164526;34,304103;51,833104;27,550686;71,227156;32,595332;
18/09/2020 15:26:34,316;38,397425;-24,056224;36,170383;34,309958;51,678775;27,653564;71,072829;32,852563;
18/09/2020 15:26:34,892;38,396191;-24,062433;36,174082;34,312885;51,627331;27,550686;71,072829;32,904009;
18/09/2020 15:26:35,794;38,398042;-24,059253;36,175778;34,314271;51,524445;27,705003;71,175713;32,904009;
18/09/2020 15:26:36,792;38,39835;-24,06001;36,179169;34,314425;51,575888;27,602125;71,124271;32,852563;
18/09/2020 15:26:37,792;38,397579;-24,05895;36,181481;34,315504;51,575888;27,602125;71,124271;32,852563;
18/09/2020 15:26:38,793;38,397733;-24,064855;36,186875;34,32028;51,473002;27,653564;71,124271;32,801117;
18/09/2020 15:26:39,792;38,398504;-24,058495;36,189804;34,32182;51,318672;27,550686;71,072829;32,749671;
18/09/2020 15:26:40,792;38,398042;-24,057133;36,191653;34,32259;51,318672;27,396369;71,072829;32,801117;
18/09/2020 15:26:41,793;38,397579;-24,059101;36,191037;34,325364;51,370115;27,602125;71,227156;32,955455;
18/09/2020 15:26:42,794;38,39727;-24,059707;36,193965;34,331064;51,370115;27,602125;71,124271;32,904009;
18/09/2020 15:26:43,792;38,396653;-24,061524;36,196586;34,332604;51,370115;27,602125;71,124271;32,904009;
18/09/2020 15:26:44,792;38,394648;-24,070155;36,198589;34,336302;51,421559;27,602125;71,021386;32,852563;
18/09/2020 15:26:45,792;38,396962;-24,070458;36,201826;34,338459;51,524445;27,602125;71,021386;32,904009;
18/09/2020 15:26:46,792;38,39727;-24,069853;36,206142;34,343081;51,524445;27,602125;71,021386;32,852563;
18/09/2020 15:26:47,793;38,395728;-24,066521;36,207683;34,344775;51,473002;27,602125;71,072829;33,006901;
18/09/2020 15:26:48,793;38,395728;-24,069247;36,210458;34,346008;51,473002;27,705003;71,021386;32,904009;
18/09/2020 15:26:49,793;38,395574;-24,06319;36,212153;34,34647;51,524445;27,653564;71,021386;32,852563;
18/09/2020 15:26:50,792;38,395265;-24,066218;36,213232;34,34801;51,267229;27,602125;71,072829;32,904009;
18/09/2020 15:26:51,792;38,395574;-24,069398;36,216777;34,350475;51,370115;27,653564;70,918502;32,904009;
18/09/2020 15:26:52,792;38,39727;-24,068035;36,217702;34,351092;51,267229;27,653564;70,815617;32,852563;
18/09/2020 15:26:53,792;38,397887;-24,069095;36,220476;34,352632;51,112899;27,602125;70,815617;32,904009;
18/09/2020 15:26:54,792;38,397733;-24,062887;36,22248;34,35217;51,215786;27,807881;70,815617;32,904009;
18/09/2020 15:26:55,792;38,399892;-24,068338;36,227258;34,358487;51,215786;27,653564;70,918502;32,852563;
18/09/2020 15:26:56,792;38,400355;-24,06637;36,228491;34,359411;51,164342;27,602125;70,867059;32,955455;
18/09/2020 15:26:57,792;38,401126;-24,066067;36,230958;34,360952;51,164342;27,602125;70,918502;32,955455;
18/09/2020 15:26:58,792;38,402052;-24,066824;36,233578;34,363109;51,421559;27,499247;71,072829;32,852563;
18/09/2020 15:26:59,794;38,403286;-24,064855;36,238356;34,363571;51,370115;27,653564;71,124271;32,955455;
18/09/2020 15:27:00,792;38,404674;-24,069095;36,239743;34,363263;51,267229;27,602125;70,918502;32,904009;
18/09/2020 15:27:01,792;38,404211;-24,054861;36,240668;34,364341;51,524445;27,653564;70,815617;32,904009;
18/09/2020 15:27:02,794;38,405445;-24,061978;36,241901;34,364033;51,627331;27,653564;70,815617;32,852563;
18/09/2020 15:27:03,793;38,407141;-24,069247;36,247758;34,364649;51,575888;27,653564;70,815617;32,904009;
18/09/2020 15:27:04,792;38,405291;-24,053195;36,251766;34,368963;51,678775;27,653564;70,815617;32,904009;
18/09/2020 15:27:05,793;38,40745;-24,063341;36,256698;34,369117;51,833104;27,396369;70,764175;32,904009;
18/09/2020 15:27:06,792;38,405291;-24,062281;36,261939;34,372198;51,833104;27,602125;70,764175;32,904009;
18/09/2020 15:27:07,793;38,40637;-24,063644;36,267179;34,374047;51,781661;27,602125;70,764175;32,852563;
18/09/2020 15:27:08,793;38,405291;-24,060918;36,27427;34,376666;51,781661;27,705003;70,764175;32,904009;
18/09/2020 15:27:09,792;38,40745;-24,058193;36,280281;34,377744;51,833104;27,756442;70,609848;32,955455;
18/09/2020 15:27:10,792;38,406679;-24,056224;36,285367;34,378823;51,833104;27,705003;70,66129;33,521362;
18/09/2020 15:27:11,792;38,405753;-24,055315;36,2903;34,38098;51,575888;27,653564;70,558405;32,852563;
18/09/2020 15:27:12,793;38,408067;-24,050924;36,299702;34,384369;51,627331;27,705003;70,404079;32,852563;
18/09/2020 15:27:13,793;38,406833;-24,055467;36,30448;34,38745;51,678775;27,807881;70,455521;32,852563;
18/09/2020 15:27:14,792;38,408067;-24,05683;36,307717;34,388067;51,627331;27,653564;70,404079;32,904009;
18/09/2020 15:27:15,792;38,409918;-24,052287;36,312341;34,392535;51,678775;27,705003;70,404079;32,904009;
18/09/2020 15:27:16,792;38,407913;-24,058798;36,325135;34,398081;51,627331;27,705003;70,352636;32,904009;
18/09/2020 15:27:17,792;38,409763;-24,053498;36,329759;34,401778;51,421559;27,653564;70,301194;32,904009;
18/09/2020 15:27:18,792;38,409763;-24,06213;36,333458;34,404552;51,421559;27,653564;70,301194;32,852563;
18/09/2020 15:27:19,792;38,409609;-24,056224;36,335925;34,407479;51,215786;27,653564;70,352636;33,212686;
18/09/2020 15:27:20,793;38,410843;-24,053498;36,343477;34,411022;51,164342;27,653564;70,301194;32,955455;
18/09/2020 15:27:21,792;38,410689;-24,05259;36,345944;34,413025;51,112899;27,602125;70,301194;32,904009;
18/09/2020 15:27:22,793;38,412231;-24,05365;36,347177;34,415182;51,267229;27,705003;70,301194;32,904009;
18/09/2020 15:27:23,793;38,411923;-24,053347;36,350105;34,415336;51,164342;27,807881;70,249752;32,852563;
18/09/2020 15:27:24,792;38,414236;-24,053801;36,35288;34,42042;51,010013;27,653564;70,352636;32,904009;
18/09/2020 15:27:25,792;38,414391;-24,05153;36,362591;34,426737;50,95857;27,653564;70,352636;32,955455;
18/09/2020 15:27:26,793;38,413928;-24,049713;36,368294;34,428586;51,061456;27,705003;70,198309;32,904009;
18/09/2020 15:27:27,793;38,415779;-24,045927;36,374768;34,434132;51,010013;27,653564;70,301194;32,904009;
18/09/2020 15:27:28,794;38,414853;-24,045775;36,38155;34,436597;50,752797;27,653564;70,301194;32,904009;
18/09/2020 15:27:29,793;38,416087;-24,050318;36,389411;34,440295;50,598467;27,756442;70,352636;32,904009;
18/09/2020 15:27:30,793;38,41763;-24,051984;36,393573;34,441989;50,64991;27,807881;70,404079;32,904009;
18/09/2020 15:27:31,793;38,419018;-24,045927;36,396502;34,444608;50,598467;27,499247;70,404079;32,801117;
18/09/2020 15:27:32,793;38,418863;-24,043353;36,399739;34,446611;50,598467;27,653564;70,352636;32,904009;
18/09/2020 15:27:33,793;38,420406;-24,04199;36,405596;34,450925;50,598467;27,653564;70,352636;32,904009;
18/09/2020 15:27:34,794;38,419326;-24,044715;36,40945;34,452004;50,547024;27,653564;70,301194;32,904009;
18/09/2020 15:27:35,792;38,419172;-24,042747;36,412224;34,45262;50,598467;27,602125;70,249752;32,904009;
18/09/2020 15:27:36,792;38,421177;-24,043353;36,414074;34,455701;50,547024;27,653564;70,146867;32,904009;
18/09/2020 15:27:37,793;38,421485;-24,046835;36,419007;34,460631;50,598467;27,705003;70,146867;32,904009;
18/09/2020 15:27:38,793;38,421177;-24,040778;36,422244;34,463713;50,444137;27,807881;70,146867;32,904009;
18/09/2020 15:27:39,792;38,423028;-24,04305;36,42286;34,467564;50,598467;27,653564;70,198309;32,955455;
18/09/2020 15:27:40,792;38,421948;-24,038658;36,425789;34,469721;50,64991;27,705003;70,198309;32,955455;
18/09/2020 15:27:41,792;38,422565;-24,037598;36,42918;34,472494;50,752797;27,602125;70,095425;32,904009;
18/09/2020 15:27:42,793;38,424107;-24,03881;36,4355;34,475576;50,598467;27,602125;70,043982;32,904009;
18/09/2020 15:27:43,792;38,424724;-24,031087;36,438429;34,477271;50,64991;27,602125;70,249752;32,955455;
18/09/2020 15:27:44,792;38,425187;-24,036538;36,43997;34,477271;50,701354;27,756442;70,249752;32,955455;
18/09/2020 15:27:45,794;38,425341;-24,03669;36,442282;34,479427;50,64991;27,653564;69,941098;33,006901;
18/09/2020 15:27:46,792;38,427192;-24,035933;36,446753;34,48143;50,752797;27,756442;70,043982;32,955455;
18/09/2020 15:27:47,792;38,427963;-24,041687;36,447369;34,482663;50,80424;27,653564;70,095425;32,955455;
18/09/2020 15:27:48,792;38,427038;-24,037598;36,450606;34,482509;50,855683;27,756442;70,249752;32,955455;
18/09/2020 15:27:49,792;38,429506;-24,041838;36,44999;34,483279;50,64991;27,653564;70,352636;32,955455;
18/09/2020 15:27:50,792;38,429351;-24,037447;36,450298;34,483741;50,598467;27,653564;70,301194;33,006901;
18/09/2020 15:27:51,793;38,430277;-24,037901;36,451531;34,482663;50,701354;27,705003;70,301194;32,955455;
18/09/2020 15:27:52,792;38,429351;-24,040173;36,451223;34,483433;50,495581;27,602125;70,249752;32,955455;
18/09/2020 15:27:53,792;38,428272;-24,037901;36,450606;34,483741;50,495581;27,653564;70,249752;32,955455;
18/09/2020 15:27:54,793;38,428426;-24,038507;36,449681;34,482355;50,341251;27,653564;70,404079;32,904009;
18/09/2020 15:27:55,792;38,428889;-24,041838;36,447061;34,483125;50,392694;27,756442;70,301194;33,006901;
18/09/2020 15:27:56,792;38,429506;-24,038961;36,44629;34,484974;50,341251;27,705003;70,352636;32,955455;
18/09/2020 15:27:57,793;38,42858;-24,037295;36,445674;34,483895;50,341251;27,653564;70,301194;32,955455;
18/09/2020 15:27:58,793;38,428889;-24,041687;36,445365;34,483741;50,392694;27,756442;70,301194;32,955455;
18/09/2020 15:27:59,792;38,428272;-24,050167;36,446907;34,485282;50,495581;27,705003;70,146867;32,955455;
18/09/2020 15:28:00,792;38,429043;-24,040173;36,446907;34,488363;50,64991;27,705003;70,198309;32,955455;
18/09/2020 15:28:01,792;38,429506;-24,040475;36,448911;34,491907;50,64991;27,705003;70,146867;33,006901;
18/09/2020 15:28:02,793;38,429814;-24,042293;36,449835;34,495296;50,80424;27,705003;70,095425;33,006901;
18/09/2020 15:28:03,792;38,429043;-24,034873;36,449835;34,499148;50,752797;27,705003;70,095425;32,852563;
18/09/2020 15:28:04,792;38,429351;-24,041384;36,44999;34,500227;50,752797;27,653564;70,095425;33,006901;
18/09/2020 15:28:05,793;38,426267;-24,044261;36,44999;34,501459;50,907126;27,756442;70,043982;33,006901;
18/09/2020 15:28:06,793;38,427501;-24,03881;36,449527;34,501767;51,061456;27,756442;69,99254;33,006901;
18/09/2020 15:28:07,793;38,425804;-24,038507;36,44629;34,50377;50,80424;27,653564;69,941098;32,955455;
18/09/2020 15:28:08,793;38,427809;-24,040627;36,443978;34,506389;50,907126;27,705003;70,043982;32,955455;
18/09/2020 15:28:09,793;38,427038;-24,03987;36,44182;34,508084;50,80424;27,705003;70,043982;33,109793;
18/09/2020 15:28:10,792;38,426421;-24,041081;36,442128;34,508546;50,64991;27,705003;70,043982;33,006901;
18/09/2020 15:28:11,792;38,425958;-24,036084;36,440895;34,51132;50,598467;27,653564;70,043982;33,058347;
18/09/2020 15:28:12,793;38,425187;-24,041081;36,442899;34,517945;50,495581;27,756442;69,99254;32,955455;
18/09/2020 15:28:13,793;38,426421;-24,047138;36,442899;34,520872;50,495581;27,756442;69,99254;32,852563;
18/09/2020 15:28:14,792;38,42565;-24,041687;36,443978;34,523799;50,547024;27,705003;70,146867;33,006901;
18/09/2020 15:28:15,792;38,427501;-24,036235;36,445674;34,527189;50,444137;27,705003;70,146867;33,058347;
18/09/2020 15:28:16,793;38,426267;-24,032904;36,44629;34,531503;50,495581;27,653564;70,146867;33,006901;
18/09/2020 15:28:17,793;38,427192;-24,025484;36,445828;34,532119;50,495581;27,653564;70,095425;32,955455;
18/09/2020 15:28:18,792;38,426729;-24,028815;36,447215;34,534738;50,495581;27,653564;70,095425;32,955455;
18/09/2020 15:28:19,793;38,427038;-24,028361;36,446136;34,536895;50,547024;27,653564;70,146867;33,006901;
18/09/2020 15:28:20,794;38,428118;-24,037901;36,447832;34,542288;50,598467;27,602125;70,249752;33,006901;
18/09/2020 15:28:21,792;38,42858;-24,033207;36,449065;34,543982;50,495581;27,653564;70,198309;33,006901;
18/09/2020 15:28:22,793;38,430585;-24,031087;36,449373;34,547834;50,341251;27,756442;69,941098;33,058347;
18/09/2020 15:28:23,793;38,429197;-24,034418;36,448756;34,549221;50,495581;27,807881;69,941098;33,006901;
18/09/2020 15:28:24,792;38,431357;-24,029724;36,451069;34,554305;50,392694;27,807881;69,941098;33,006901;
18/09/2020 15:28:25,792;38,430585;-24,031844;36,450606;34,557078;50,341251;27,756442;70,095425;33,006901;
18/09/2020 15:28:26,792;38,431357;-24,02715;36,452456;34,558465;50,392694;27,705003;69,889655;32,955455;
18/09/2020 15:28:27,793;38,431819;-24,027301;36,450298;34,561546;50,341251;27,705003;69,838213;33,058347;
18/09/2020 15:28:28,792;38,43259;-24,030178;36,450452;34,563549;50,289808;27,653564;69,838213;33,006901;
18/09/2020 15:28:29,793;38,433362;-24,026241;36,451069;34,566477;50,444137;27,602125;69,838213;32,955455;
18/09/2020 15:28:30,793;38,433824;-24,029724;36,453072;34,568942;50,289808;27,807881;69,838213;32,955455;
18/09/2020 15:28:31,792;38,434441;-24,029421;36,454922;34,572023;50,392694;27,756442;69,786771;33,109793;
18/09/2020 15:28:32,792;38,434287;-24,03563;36,453843;34,574643;50,341251;27,705003;69,838213;33,058347;
18/09/2020 15:28:33,793;38,433053;-24,025938;36,458467;34,582654;50,289808;27,705003;69,683886;33,006901;
18/09/2020 15:28:34,792;38,433207;-24,029421;36,458776;34,584811;50,289808;27,705003;69,632444;32,955455;
18/09/2020 15:28:35,792;38,433824;-24,02821;36,462475;34,587585;50,495581;27,705003;69,581002;33,058347;
18/09/2020 15:28:36,793;38,434441;-24,027453;36,462321;34,588663;50,444137;27,705003;69,632444;32,904009;
18/09/2020 15:28:37,792;38,433053;-24,025938;36,465866;34,593902;50,547024;27,756442;69,478117;33,058347;
18/09/2020 15:28:38,792;38,43367;-24,024121;36,465712;34,59837;50,547024;27,705003;69,478117;33,006901;
18/09/2020 15:28:39,792;38,43367;-24,027604;36,466945;34,601451;50,392694;27,756442;69,529559;32,955455;
18/09/2020 15:28:40,792;38,434904;-24,031693;36,4671;34,602067;50,547024;27,807881;69,529559;32,955455;
18/09/2020 15:28:41,793;38,43367;-24,028361;36,470183;34,60746;50,495581;27,807881;69,632444;32,955455;
18/09/2020 15:28:42,792;38,43475;-24,026241;36,470491;34,609309;50,495581;27,756442;69,683886;33,006901;
18/09/2020 15:28:43,793;38,435213;-24,026695;36,470645;34,611158;50,495581;27,756442;69,735329;32,955455;
18/09/2020 15:28:44,792;38,436138;-24,026847;36,472186;34,614547;50,547024;27,807881;69,632444;33,058347;
18/09/2020 15:28:45,793;38,436138;-24,02715;36,474499;34,616858;50,495581;27,85932;69,735329;33,058347;
18/09/2020 15:28:46,793;38,436909;-24,030027;36,47789;34,620864;50,495581;27,705003;69,735329;33,058347;
18/09/2020 15:28:47,792;38,437989;-24,030784;36,480973;34,622713;50,547024;27,85932;69,786771;33,058347;
18/09/2020 15:28:48,792;38,437063;-24,032601;36,482514;34,626257;50,444137;27,756442;69,786771;33,109793;
18/09/2020 15:28:49,793;38,438143;-24,019275;36,484364;34,628568;50,341251;27,756442;69,683886;33,058347;
18/09/2020 15:28:50,793;38,440302;-24,025181;36,489142;34,634577;50,341251;27,807881;69,529559;32,955455;
18/09/2020 15:28:51,793;38,439994;-24,03139;36,489142;34,637504;50,444137;27,807881;69,581002;33,264132;
18/09/2020 15:28:52,792;38,440457;-24,027604;36,492071;34,640586;50,444137;27,705003;69,529559;33,058347;
18/09/2020 15:28:53,792;38,441228;-24,016398;36,49315;34,643359;50,392694;27,756442;69,529559;33,058347;
