Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
18/09/2020 14:54:41,320;37,867514;-24,438711;33,575198;31,831438;61,3501;25,801759;70,969944;30,280258;
18/09/2020 14:54:42,320;37,868593;-24,442648;33,575198;31,830514;61,19577;25,801759;70,969944;30,228812;
18/09/2020 14:54:43,320;37,869056;-24,442951;33,574428;31,831592;61,298657;25,75032;71,124271;30,331704;
18/09/2020 14:54:44,320;37,866434;-24,447947;33,572887;31,832054;61,298657;25,853198;70,918502;30,280258;
18/09/2020 14:54:45,320;37,865971;-24,441436;33,574274;31,83267;61,247214;25,904637;71,021386;30,228812;
18/09/2020 14:54:46,320;37,865046;-24,445222;33,57412;31,832824;61,247214;25,853198;71,021386;30,280258;
18/09/2020 14:54:47,320;37,865046;-24,449158;33,573966;31,834671;61,247214;25,801759;70,918502;30,228812;
18/09/2020 14:54:48,320;37,864429;-24,453247;33,573658;31,836056;61,19577;25,801759;70,969944;30,280258;
18/09/2020 14:54:49,320;37,863658;-24,450218;33,575352;31,83775;61,144327;25,853198;71,124271;30,331704;
18/09/2020 14:54:50,320;37,862116;-24,457183;33,572579;31,837596;61,401543;25,904637;71,072829;30,228812;
18/09/2020 14:54:51,320;37,862887;-24,458849;33,573658;31,837904;61,247214;25,75032;71,175713;30,331704;
18/09/2020 14:54:52,320;37,861345;-24,458243;33,570731;31,838058;61,298657;25,904637;71,124271;30,331704;
18/09/2020 14:54:53,320;37,860883;-24,463845;33,570115;31,83852;61,247214;25,956076;71,072829;30,228812;
18/09/2020 14:54:54,320;37,861037;-24,458243;33,569653;31,835133;61,247214;25,801759;71,227156;30,331704;
18/09/2020 14:54:55,320;37,858878;-24,455063;33,568267;31,83698;61,041441;25,75032;71,227156;30,434596;
18/09/2020 14:54:56,320;37,85934;-24,467479;33,565803;31,833439;61,041441;25,801759;71,124271;30,280258;
18/09/2020 14:54:57,320;37,859032;-24,461877;33,565957;31,830668;61,144327;25,801759;71,124271;30,331704;
18/09/2020 14:54:58,320;37,857953;-24,460211;33,563031;31,828667;61,144327;25,853198;71,072829;30,331704;
18/09/2020 14:54:59,320;37,858261;-24,467025;33,562107;31,827897;60,989998;25,853198;71,278598;30,280258;
18/09/2020 14:55:00,320;37,857953;-24,464148;33,558872;31,82605;60,938554;25,801759;71,124271;30,331704;
18/09/2020 14:55:01,320;37,856719;-24,470205;33,558564;31,820662;60,887111;25,75032;71,124271;30,280258;
18/09/2020 14:55:02,320;37,856719;-24,462785;33,555176;31,816967;60,681338;25,75032;71,227156;30,38315;
18/09/2020 14:55:03,320;37,854251;-24,466571;33,554714;31,815428;60,784225;25,801759;71,124271;30,331704;
18/09/2020 14:55:04,319;37,855485;-24,466268;33,552712;31,811733;60,835668;25,801759;71,021386;30,331704;
18/09/2020 14:55:05,320;37,854868;-24,461726;33,550556;31,80496;60,784225;25,853198;71,021386;30,38315;
18/09/2020 14:55:06,319;37,855331;-24,453852;33,548708;31,802035;60,887111;25,801759;70,969944;30,280258;
18/09/2020 14:55:07,320;37,855639;-24,452641;33,548092;31,800957;60,629895;25,801759;70,969944;30,38315;
18/09/2020 14:55:08,320;37,855948;-24,455669;33,546397;31,797108;60,527009;25,801759;71,021386;30,331704;
18/09/2020 14:55:09,320;37,856102;-24,46112;33,545319;31,79326;60,578452;25,801759;70,815617;30,280258;
18/09/2020 14:55:10,320;37,853635;-24,459454;33,543625;31,788641;60,835668;25,853198;70,918502;30,38315;
18/09/2020 14:55:11,320;37,857336;-24,456729;33,542547;31,787872;60,835668;25,904637;70,815617;30,331704;
18/09/2020 14:55:12,320;37,855331;-24,461726;33,542239;31,78587;60,835668;25,801759;70,918502;30,331704;
18/09/2020 14:55:13,320;37,85641;-24,466874;33,541007;31,782022;60,887111;25,75032;70,867059;30,280258;
18/09/2020 14:55:14,320;37,857798;-24,451581;33,541469;31,781406;60,887111;25,801759;70,815617;30,228812;
18/09/2020 14:55:15,320;37,856873;-24,465814;33,539159;31,780482;60,887111;25,801759;70,918502;30,331704;
18/09/2020 14:55:16,320;37,857027;-24,464148;33,538081;31,779867;60,887111;25,698881;70,764175;30,38315;
18/09/2020 14:55:17,320;37,85749;-24,465662;33,540391;31,778789;60,887111;25,801759;70,918502;30,331704;
18/09/2020 14:55:18,320;37,857644;-24,464602;33,535617;31,775556;61,19577;25,853198;70,918502;30,38315;
18/09/2020 14:55:19,320;37,858107;-24,465208;33,534385;31,774325;61,298657;25,904637;70,815617;30,331704;
18/09/2020 14:55:20,320;37,858261;-24,467631;33,534847;31,773863;61,658759;25,801759;70,867059;30,280258;
18/09/2020 14:55:21,320;37,857953;-24,467479;33,532229;31,773401;61,607316;25,801759;70,815617;30,331704;
18/09/2020 14:55:22,320;37,857953;-24,464602;33,532845;31,769552;61,813089;25,75032;70,815617;30,280258;
18/09/2020 14:55:23,320;37,858107;-24,459454;33,530996;31,768321;61,864532;25,801759;70,867059;30,331704;
18/09/2020 14:55:24,320;37,857027;-24,458697;33,53192;31,767089;61,864532;25,801759;70,969944;30,280258;
18/09/2020 14:55:25,320;37,858107;-24,458395;33,533461;31,766935;62,018862;25,853198;70,969944;30,280258;
18/09/2020 14:55:26,320;37,857953;-24,462937;33,535155;31,764318;62,173192;25,853198;71,021386;30,228812;
18/09/2020 14:55:27,320;37,859032;-24,467328;33,537003;31,763549;62,224635;25,853198;70,969944;30,331704;
18/09/2020 14:55:28,320;37,858569;-24,466268;33,538081;31,761855;62,224635;25,853198;70,918502;30,331704;
18/09/2020 14:55:29,320;37,859803;-24,466722;33,538081;31,7597;62,224635;25,801759;71,072829;30,331704;
18/09/2020 14:55:30,320;37,857798;-24,455215;33,539159;31,759238;61,967419;25,801759;71,021386;30,38315;
18/09/2020 14:55:31,320;37,859032;-24,458243;33,538851;31,760008;61,915975;25,75032;71,021386;30,228812;
18/09/2020 14:55:32,320;37,860728;-24,458849;33,536541;31,760316;61,864532;25,853198;70,969944;30,331704;
18/09/2020 14:55:33,319;37,858724;-24,457637;33,537773;31,760316;61,967419;26,058954;70,918502;30,280258;
18/09/2020 14:55:34,320;37,858878;-24,458092;33,536695;31,759392;62,018862;25,853198;71,021386;30,38315;
18/09/2020 14:55:35,320;37,859186;-24,457486;33,540545;31,762471;61,967419;25,801759;71,021386;30,331704;
18/09/2020 14:55:36,320;37,858261;-24,46006;33,542855;31,765242;61,864532;25,596003;70,969944;30,228812;
18/09/2020 14:55:37,320;37,858261;-24,455518;33,544549;31,76555;61,915975;25,75032;71,124271;30,38315;
18/09/2020 14:55:38,320;37,857181;-24,458092;33,548246;31,769706;61,710203;25,853198;71,124271;30,280258;
18/09/2020 14:55:39,320;37,857798;-24,457032;33,552404;31,772785;61,710203;25,853198;71,072829;30,228812;
18/09/2020 14:55:40,320;37,858878;-24,460211;33,555484;31,776788;61,710203;25,904637;71,33004;30,434596;
18/09/2020 14:55:41,320;37,858261;-24,456426;33,559488;31,780021;61,50443;25,801759;71,175713;30,280258;
18/09/2020 14:55:42,320;37,856719;-24,456123;33,560104;31,782638;61,607316;25,904637;71,484367;30,331704;
18/09/2020 14:55:43,320;37,858724;-24,460817;33,565341;31,78818;61,092884;25,801759;71,278598;30,38315;
18/09/2020 14:55:44,321;37,858261;-24,463997;33,565341;31,790027;61,041441;25,801759;71,278598;30,280258;
18/09/2020 14:55:45,320;37,857798;-24,459757;33,567035;31,792028;61,041441;25,801759;71,587252;30,280258;
18/09/2020 14:55:46,320;37,857953;-24,458092;33,569191;31,794799;60,938554;25,75032;71,587252;30,38315;
18/09/2020 14:55:47,320;37,85749;-24,458849;33,575506;31,795877;60,989998;25,904637;71,587252;30,280258;
18/09/2020 14:55:48,320;37,856873;-24,457486;33,581358;31,800649;60,784225;25,904637;71,793021;30,38315;
18/09/2020 14:55:49,320;37,856719;-24,460514;33,584592;31,802342;60,835668;25,801759;71,638694;30,331704;
18/09/2020 14:55:50,320;37,85641;-24,460968;33,588289;31,805883;60,887111;25,853198;71,690136;30,280258;
18/09/2020 14:55:51,320;37,855639;-24,455518;33,591061;31,807731;60,629895;25,801759;71,741579;30,331704;
18/09/2020 14:55:52,320;37,856719;-24,453701;33,599686;31,810809;60,629895;25,801759;71,690136;30,331704;
18/09/2020 14:55:53,320;37,855948;-24,461271;33,602612;31,812657;60,578452;25,801759;71,741579;30,331704;
18/09/2020 14:55:54,320;37,855331;-24,455366;33,606462;31,81512;60,475565;25,853198;71,741579;30,38315;
18/09/2020 14:55:55,320;37,855023;-24,467933;33,60908;31,818353;60,578452;25,904637;71,741579;30,331704;
18/09/2020 14:55:56,320;37,854714;-24,468539;33,618937;31,822663;60,527009;25,904637;71,895906;30,434596;
18/09/2020 14:55:57,319;37,856719;-24,468236;33,62556;31,82605;60,527009;25,801759;71,793021;30,434596;
18/09/2020 14:55:58,320;37,856719;-24,471113;33,632799;31,826974;60,372679;25,801759;71,895906;30,331704;
18/09/2020 14:55:59,321;37,85749;-24,46869;33,639421;31,831284;60,475565;25,801759;71,895906;30,38315;
18/09/2020 14:56:00,320;37,860266;-24,470659;33,653437;31,834671;60,424122;25,853198;71,741579;30,331704;
18/09/2020 14:56:01,321;37,85934;-24,467328;33,658827;31,835287;60,527009;25,75032;71,844463;30,434596;
18/09/2020 14:56:02,320;37,859803;-24,463542;33,665912;31,837596;60,578452;25,904637;71,895906;30,434596;
18/09/2020 14:56:03,320;37,860728;-24,466571;33,671303;31,839289;60,629895;25,801759;71,895906;30,38315;
18/09/2020 14:56:04,320;37,86227;-24,46324;33,678233;31,840521;60,681338;25,853198;71,947348;30,38315;
18/09/2020 14:56:05,320;37,863813;-24,45794;33,694251;31,843908;60,681338;25,853198;71,99879;30,434596;
18/09/2020 14:56:06,319;37,863658;-24,459909;33,702722;31,847141;60,784225;25,801759;71,99879;30,434596;
18/09/2020 14:56:07,320;37,866897;-24,458546;33,710577;31,847602;60,835668;25,698881;72,050232;30,434596;
18/09/2020 14:56:08,321;37,866434;-24,455972;33,71566;31,849604;60,938554;25,904637;72,050232;30,486042;
18/09/2020 14:56:09,320;37,870135;-24,450521;33,728751;31,853914;61,19577;25,853198;72,050232;30,38315;
18/09/2020 14:56:10,320;37,869981;-24,445979;33,733834;31,855454;61,298657;25,801759;71,947348;30,434596;
18/09/2020 14:56:11,320;37,870598;-24,450824;33,737838;31,857147;61,298657;25,904637;71,947348;30,434596;
18/09/2020 14:56:12,321;37,871831;-24,448553;33,743999;31,858994;61,298657;25,853198;72,153117;30,434596;
18/09/2020 14:56:13,320;37,873528;-24,45143;33,754935;31,863921;61,401543;25,75032;72,050232;30,434596;
18/09/2020 14:56:14,320;37,875224;-24,454609;33,760787;31,866076;61,3501;25,801759;71,947348;30,38315;
18/09/2020 14:56:15,320;37,875841;-24,451127;33,766948;31,867769;61,3501;25,853198;72,101675;30,434596;
18/09/2020 14:56:16,320;37,87507;-24,447493;33,772493;31,870387;61,452986;25,904637;72,050232;30,434596;
18/09/2020 14:56:17,320;37,877537;-24,447947;33,780964;31,875467;61,3501;25,904637;71,99879;30,434596;
18/09/2020 14:56:18,320;37,877846;-24,448553;33,785431;31,878546;61,452986;25,853198;72,204559;30,486042;
18/09/2020 14:56:19,320;37,878925;-24,448704;33,787741;31,879469;61,401543;25,853198;72,050232;30,38315;
18/09/2020 14:56:20,320;37,879234;-24,449764;33,791284;31,882087;61,401543;25,801759;72,204559;30,486042;
18/09/2020 14:56:21,320;37,881238;-24,441739;33,796674;31,883626;61,401543;25,853198;72,204559;30,486042;
18/09/2020 14:56:22,320;37,881855;-24,438257;33,8053;31,887783;61,452986;25,853198;72,050232;30,280258;
18/09/2020 14:56:23,320;37,883089;-24,443405;33,808534;31,889322;61,50443;25,904637;72,204559;30,486042;
18/09/2020 14:56:24,320;37,88386;-24,440982;33,812693;31,891324;61,401543;25,853198;72,050232;30,537488;
18/09/2020 14:56:25,320;37,885094;-24,438105;33,82024;31,893171;61,401543;25,75032;72,153117;30,38315;
18/09/2020 14:56:26,320;37,885711;-24,437348;33,829327;31,898251;61,298657;25,75032;72,410329;30,486042;
18/09/2020 14:56:27,321;37,887253;-24,450521;33,834256;31,898405;61,401543;25,904637;72,204559;30,434596;
18/09/2020 14:56:28,320;37,887561;-24,448401;33,838107;31,901022;61,247214;25,801759;72,256002;30,434596;
18/09/2020 14:56:29,320;37,88787;-24,443708;33,841957;31,903485;61,298657;25,853198;72,307444;30,537488;
18/09/2020 14:56:30,320;37,889257;-24,447039;33,849196;31,907488;61,3501;25,853198;72,256002;30,486042;
18/09/2020 14:56:31,320;37,889874;-24,454155;33,850891;31,910259;61,401543;25,853198;72,358886;30,486042;
18/09/2020 14:56:32,320;37,889412;-24,44719;33,852739;31,913338;61,401543;26,213272;72,256002;30,486042;
18/09/2020 14:56:33,321;37,890028;-24,444919;33,85736;31,915955;61,298657;25,801759;72,307444;30,486042;
18/09/2020 14:56:34,320;37,8908;-24,447796;33,864445;31,923961;61,3501;25,853198;72,461771;30,486042;
18/09/2020 14:56:35,320;37,890491;-24,455366;33,872608;31,925808;61,452986;25,853198;72,410329;30,537488;
18/09/2020 14:56:36,320;37,88972;-24,451278;33,882158;31,928579;61,50443;25,853198;72,410329;30,486042;
18/09/2020 14:56:37,319;37,890183;-24,447493;33,891245;31,932428;61,555873;25,853198;72,513213;30,486042;
18/09/2020 14:56:38,320;37,891416;-24,445827;33,900179;31,934275;61,761646;25,904637;72,410329;30,537488;
18/09/2020 14:56:39,320;37,890337;-24,448401;33,922359;31,942743;61,761646;25,853198;72,564656;30,486042;
18/09/2020 14:56:40,320;37,891262;-24,453701;33,934527;31,946745;61,967419;25,853198;72,718982;30,537488;
18/09/2020 14:56:41,320;37,8908;-24,452641;33,946233;31,953211;61,864532;25,904637;72,564656;30,588935;
18/09/2020 14:56:42,321;37,88972;-24,447644;33,960866;31,956752;62,224635;25,853198;72,718982;30,537488;
18/09/2020 14:56:43,320;37,889412;-24,449764;33,983971;31,966913;62,224635;25,853198;72,564656;30,588935;
18/09/2020 14:56:44,319;37,888641;-24,449916;33,998604;31,971378;62,224635;25,904637;72,410329;30,486042;
18/09/2020 14:56:45,320;37,887715;-24,452792;34,01108;31,97615;62,430408;25,956076;72,66754;30,588935;
18/09/2020 14:56:46,320;37,889874;-24,44825;34,023249;31,980923;62,224635;25,801759;72,66754;31,360626;
18/09/2020 14:56:47,320;37,888178;-24,450673;34,049589;31,989544;62,070305;25,801759;72,66754;30,640381;
18/09/2020 14:56:48,320;37,890954;-24,450521;34,060063;31,99524;62,121748;25,853198;72,718982;30,588935;
18/09/2020 14:56:49,320;37,889412;-24,452641;34,07177;31,999551;62,224635;25,956076;72,924752;30,537488;
18/09/2020 14:56:50,320;37,88787;-24,449007;34,081782;32,003862;62,121748;25,853198;72,873309;30,588935;
18/09/2020 14:56:51,320;37,88787;-24,450521;34,101961;32,012021;62,121748;25,853198;72,873309;30,640381;
18/09/2020 14:56:52,321;37,888949;-24,455063;34,110124;32,015716;61,864532;25,801759;72,770425;30,640381;
18/09/2020 14:56:53,320;37,888486;-24,453852;34,11798;32,019257;61,658759;25,853198;72,821867;30,640381;
18/09/2020 14:56:54,319;37,887407;-24,460211;34,125374;32,021566;61,710203;25,904637;72,821867;30,640381;
18/09/2020 14:56:55,320;37,888949;-24,450067;34,131228;32,025569;61,50443;25,853198;72,770425;30,640381;
18/09/2020 14:56:56,320;37,889103;-24,454458;34,142472;32,033883;61,3501;25,904637;72,924752;30,640381;
18/09/2020 14:56:57,320;37,888332;-24,453095;34,148634;32,035268;61,401543;25,904637;72,873309;30,743273;
18/09/2020 14:56:58,320;37,889103;-24,457789;34,152639;32,038348;61,19577;25,853198;72,770425;30,640381;
18/09/2020 14:56:59,320;37,889257;-24,45037;34,157568;32,041119;61,19577;25,904637;72,873309;30,640381;
18/09/2020 14:57:00,319;37,888641;-24,457789;34,173434;32,045891;61,041441;25,904637;72,976194;30,486042;
18/09/2020 14:57:01,319;37,890491;-24,454761;34,18052;32,047585;60,989998;25,853198;72,873309;30,588935;
18/09/2020 14:57:02,320;37,888332;-24,455063;34,1893;32,052204;61,041441;25,853198;72,924752;30,640381;
18/09/2020 14:57:03,319;37,888178;-24,457789;34,196386;32,054205;60,784225;25,853198;72,873309;30,691827;
18/09/2020 14:57:04,320;37,888795;-24,456275;34,207169;32,058824;60,887111;25,801759;72,976194;30,537488;
18/09/2020 14:57:05,320;37,889103;-24,454306;34,21179;32,062673;60,578452;25,801759;73,027636;30,691827;
18/09/2020 14:57:06,320;37,88972;-24,466722;34,21672;32,064212;60,629895;25,801759;72,924752;30,691827;
18/09/2020 14:57:07,319;37,888949;-24,461423;34,222573;32,068215;60,629895;25,853198;72,976194;30,640381;
18/09/2020 14:57:08,320;37,888949;-24,458243;34,22704;32,07191;60,681338;25,904637;73,130521;30,743273;
18/09/2020 14:57:09,320;37,890954;-24,464451;34,232124;32,082071;60,784225;25,853198;72,976194;30,691827;
18/09/2020 14:57:10,320;37,891571;-24,462937;34,236129;32,086074;60,732781;25,853198;72,976194;30,640381;
18/09/2020 14:57:11,320;37,88972;-24,465057;34,239518;32,093002;60,475565;25,75032;73,079079;30,691827;
18/09/2020 14:57:12,320;37,889874;-24,460363;34,241828;32,09916;60,475565;25,853198;72,976194;30,794719;
18/09/2020 14:57:13,320;37,890183;-24,455215;34,251225;32,111015;60,475565;25,904637;72,976194;30,743273;
18/09/2020 14:57:14,319;37,891262;-24,454155;34,254152;32,117174;60,475565;25,853198;72,976194;30,743273;
18/09/2020 14:57:15,320;37,890954;-24,452944;34,258927;32,12287;60,527009;25,904637;72,976194;30,691827;
18/09/2020 14:57:16,320;37,891416;-24,459606;34,2617;32,128259;60,527009;25,853198;72,976194;30,743273;
18/09/2020 14:57:17,320;37,890954;-24,45143;34,26971;32,138728;60,578452;25,956076;72,976194;30,794719;
18/09/2020 14:57:18,320;37,893113;-24,453852;34,273253;32,141345;60,372679;25,698881;72,976194;30,743273;
18/09/2020 14:57:19,320;37,893267;-24,447644;34,278799;32,146118;60,321236;25,853198;72,976194;30,743273;
18/09/2020 14:57:20,319;37,893884;-24,444919;34,277413;32,150275;60,269792;25,904637;73,130521;30,794719;
18/09/2020 14:57:21,321;37,895426;-24,445373;34,283266;32,159051;60,475565;25,904637;73,130521;30,794719;
18/09/2020 14:57:22,319;37,897585;-24,450975;34,285269;32,163516;60,629895;25,853198;73,181963;30,691827;
18/09/2020 14:57:23,320;37,896043;-24,448099;34,289582;32,167211;60,527009;25,904637;73,181963;30,846165;
18/09/2020 14:57:24,320;37,898819;-24,455821;34,293895;32,171522;60,629895;25,801759;73,079079;30,691827;
18/09/2020 14:57:25,320;37,899127;-24,454155;34,298517;32,175525;60,578452;25,801759;73,181963;30,794719;
18/09/2020 14:57:26,320;37,900978;-24,455821;34,302984;32,184916;60,732781;25,853198;73,181963;30,794719;
18/09/2020 14:57:27,320;37,901749;-24,452944;34,306989;32,189227;60,784225;25,904637;73,130521;30,640381;
18/09/2020 14:57:28,320;37,904062;-24,451278;34,309916;32,193384;60,938554;25,904637;73,130521;30,743273;
18/09/2020 14:57:29,320;37,905295;-24,447644;34,310686;32,196617;61,144327;25,904637;73,130521;30,743273;
18/09/2020 14:57:30,320;37,906683;-24,44931;34,31084;32,205547;61,144327;25,904637;73,233406;30,640381;
18/09/2020 14:57:31,320;37,908226;-24,444919;34,309608;32,207241;61,19577;25,904637;73,33629;30,794719;
18/09/2020 14:57:32,320;37,909768;-24,446433;34,309608;32,211244;61,298657;25,853198;73,284848;30,743273;
18/09/2020 14:57:33,320;37,911156;-24,437954;34,307297;32,212629;61,298657;25,904637;73,284848;30,691827;
18/09/2020 14:57:34,320;37,915165;-24,441588;34,308684;32,21925;61,3501;25,853198;73,387733;30,897611;
18/09/2020 14:57:35,320;37,916861;-24,438257;34,309608;32,222637;61,452986;25,956076;73,284848;30,897611;
18/09/2020 14:57:36,320;37,916861;-24,430989;34,311303;32,222945;61,555873;25,853198;73,33629;30,794719;
18/09/2020 14:57:37,320;37,919175;-24,437348;34,313305;32,226486;61,50443;25,904637;73,284848;30,846165;
18/09/2020 14:57:38,320;37,921025;-24,430838;34,317926;32,232183;61,50443;25,904637;73,233406;30,897611;
18/09/2020 14:57:39,320;37,921179;-24,431898;34,321007;32,234184;61,607316;25,853198;73,387733;30,794719;
18/09/2020 14:57:40,320;37,922413;-24,429626;34,321778;32,236648;61,607316;25,904637;73,284848;30,846165;
18/09/2020 14:57:41,320;37,923955;-24,423873;34,32301;32,239419;61,813089;25,904637;73,233406;30,846165;
18/09/2020 14:57:42,321;37,925652;-24,430383;34,325013;32,242344;62,018862;25,853198;73,33629;30,846165;
18/09/2020 14:57:43,320;37,926268;-24,418876;34,330404;32,246194;61,915975;25,853198;73,233406;30,949057;
18/09/2020 14:57:44,320;37,927348;-24,428869;34,335334;32,246656;61,813089;25,853198;73,284848;30,794719;
18/09/2020 14:57:45,320;37,926577;-24,423267;34,342112;32,25189;61,915975;25,904637;73,284848;30,897611;
18/09/2020 14:57:46,320;37,926885;-24,423721;34,348274;32,25343;62,018862;25,904637;73,284848;30,846165;
18/09/2020 14:57:47,320;37,928273;-24,417665;34,36106;32,258203;62,481851;26,007515;73,284848;30,846165;
18/09/2020 14:57:48,320;37,927502;-24,416454;34,367222;32,261282;62,430408;25,853198;73,387733;30,846165;
18/09/2020 14:57:49,320;37,926577;-24,417816;34,371073;32,265593;62,533294;25,853198;73,284848;30,897611;
18/09/2020 14:57:50,320;37,926423;-24,421602;34,377081;32,265901;62,584737;25,853198;73,284848;30,897611;
18/09/2020 14:57:51,320;37,925497;-24,418119;34,383859;32,273445;62,533294;25,853198;73,33629;30,897611;
18/09/2020 14:57:52,320;37,926423;-24,419936;34,389097;32,275139;62,79051;25,904637;73,284848;30,897611;
18/09/2020 14:57:53,320;37,924264;-24,419633;34,393256;32,278834;62,893397;25,904637;73,33629;30,897611;
18/09/2020 14:57:54,320;37,92411;-24,424933;34,396953;32,280836;62,841953;25,904637;73,284848;30,897611;
18/09/2020 14:57:55,320;37,924418;-24,427658;34,408045;32,286687;62,841953;25,853198;73,233406;30,846165;
18/09/2020 14:57:56,320;37,921488;-24,421753;34,412358;32,28915;62,739067;25,801759;73,33629;30,897611;
18/09/2020 14:57:57,320;37,921796;-24,422359;34,419136;32,290382;62,636181;25,801759;73,233406;30,897611;
18/09/2020 14:57:58,320;37,920563;-24,422207;34,422063;32,293461;62,584737;25,904637;73,387733;30,846165;
18/09/2020 14:57:59,320;37,920408;-24,428415;34,42422;32,295155;62,481851;25,904637;73,284848;30,949057;
18/09/2020 14:58:00,320;37,920563;-24,422661;34,42915;32,299466;62,327521;25,904637;73,284848;30,949057;
18/09/2020 14:58:01,320;37,918712;-24,427658;34,430536;32,301621;62,224635;25,956076;73,284848;30,949057;
18/09/2020 14:58:02,320;37,918712;-24,426901;34,433925;32,305471;61,864532;25,904637;73,387733;30,949057;
18/09/2020 14:58:03,320;37,916707;-24,432957;34,437623;32,306394;61,915975;25,853198;73,284848;30,897611;
18/09/2020 14:58:04,320;37,916707;-24,436591;34,447328;32,313477;61,50443;25,853198;73,33629;31,103396;
18/09/2020 14:58:05,320;37,915319;-24,43644;34,453028;32,31671;61,19577;25,904637;73,593502;31,051949;
18/09/2020 14:58:06,320;37,914086;-24,436288;34,457958;32,320098;61,247214;25,904637;73,33629;30,897611;
18/09/2020 14:58:07,320;37,915011;-24,436137;34,461193;32,323023;61,144327;25,904637;73,33629;30,897611;
18/09/2020 14:58:08,320;37,913777;-24,431292;34,467509;32,328874;60,989998;25,956076;73,387733;30,949057;
18/09/2020 14:58:09,320;37,913006;-24,438408;34,468125;32,331799;60,681338;25,801759;73,439175;30,949057;
18/09/2020 14:58:10,321;37,911772;-24,435531;34,471514;32,334109;60,578452;25,904637;73,542059;31,051949;
18/09/2020 14:58:11,320;37,911464;-24,436288;34,473055;32,33611;60,681338;25,801759;73,387733;30,949057;
18/09/2020 14:58:12,320;37,91316;-24,444465;34,47706;32,341653;60,475565;25,956076;73,439175;31,051949;
18/09/2020 14:58:13,320;37,911156;-24,444162;34,476906;32,342885;60,372679;25,853198;73,439175;31,000503;
18/09/2020 14:58:14,319;37,912235;-24,444768;34,479679;32,343347;60,424122;25,904637;73,387733;31,000503;
18/09/2020 14:58:15,320;37,910539;-24,443556;34,478755;32,346118;60,372679;25,956076;73,439175;30,949057;
18/09/2020 14:58:16,320;37,911772;-24,442799;34,479525;32,347812;60,372679;25,801759;73,439175;31,000503;
18/09/2020 14:58:17,320;37,911618;-24,44507;34,483222;32,350891;60,166906;25,904637;73,439175;30,949057;
18/09/2020 14:58:18,320;37,913006;-24,436894;34,485533;32,353201;60,218349;25,904637;73,490617;30,949057;
18/09/2020 14:58:19,320;37,913315;-24,433412;34,488922;32,353355;60,321236;25,956076;73,387733;31,000503;
18/09/2020 14:58:20,320;37,914086;-24,433714;34,490001;32,354741;60,218349;25,904637;73,387733;31,051949;
18/09/2020 14:58:21,320;37,915936;-24,439922;34,490617;32,356742;60,218349;25,853198;73,439175;31,000503;
18/09/2020 14:58:22,320;37,914857;-24,44613;34,491233;32,359514;60,269792;25,801759;73,387733;31,000503;
18/09/2020 14:58:23,319;37,915319;-24,43856;34,491079;32,360437;60,166906;25,801759;73,439175;30,949057;
18/09/2020 14:58:24,319;37,915936;-24,438711;34,489538;32,361823;60,166906;25,904637;73,490617;30,897611;
18/09/2020 14:58:25,320;37,916707;-24,431898;34,487844;32,362131;60,269792;25,956076;73,439175;31,051949;
18/09/2020 14:58:26,320;37,915165;-24,430081;34,487074;32,363825;60,372679;25,853198;73,490617;31,000503;
18/09/2020 14:58:27,320;37,91717;-24,437197;34,485841;32,364287;60,527009;25,904637;73,490617;31,103396;
18/09/2020 14:58:28,320;37,91717;-24,428718;34,486149;32,364133;60,475565;25,853198;73,387733;31,000503;
18/09/2020 14:58:29,320;37,918404;-24,435986;34,486765;32,365518;60,527009;25,75032;73,490617;31,051949;
18/09/2020 14:58:30,319;37,919637;-24,432503;34,488152;32,365826;60,424122;25,853198;73,284848;31,103396;
18/09/2020 14:58:31,321;37,918404;-24,433563;34,490925;32,365826;60,681338;25,956076;73,233406;30,949057;
18/09/2020 14:58:32,320;37,918712;-24,431292;34,492928;32,365365;60,784225;25,956076;73,33629;31,000503;
18/09/2020 14:58:33,320;37,921334;-24,43114;34,494314;32,365365;60,681338;25,904637;73,284848;31,000503;
18/09/2020 14:58:34,320;37,921179;-24,432655;34,497395;32,364749;60,681338;25,904637;73,33629;30,949057;
18/09/2020 14:58:35,319;37,922567;-24,432049;34,49909;32,362901;60,629895;26,007515;73,33629;31,000503;
18/09/2020 14:58:36,320;37,922413;-24,428718;34,498628;32,363671;60,784225;26,058954;73,284848;31,051949;
18/09/2020 14:58:37,320;37,922259;-24,432806;34,502479;32,362439;60,784225;25,853198;73,181963;31,000503;
18/09/2020 14:58:38,319;37,923801;-24,424024;34,50063;32,361823;60,989998;25,904637;73,130521;31,051949;
18/09/2020 14:58:39,320;37,923647;-24,424024;34,501709;32,358898;60,887111;25,904637;73,130521;30,949057;
18/09/2020 14:58:40,320;37,92411;-24,421602;34,501555;32,35859;60,887111;25,904637;73,130521;30,949057;
18/09/2020 14:58:41,320;37,924418;-24,424933;34,501093;32,359514;60,784225;25,956076;73,181963;31,051949;
18/09/2020 14:58:42,320;37,924881;-24,427961;34,499552;32,357974;60,681338;25,956076;73,079079;31,051949;
18/09/2020 14:58:43,320;37,924264;-24,428869;34,498166;32,357666;60,835668;26,007515;73,130521;31,000503;
