Time;Hora;Tempo (min);PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
18/08/2020 15:16:24,070;15:16:24;26,83;34,593057;-48,81871;33,940842;31,366092;77,297498;20,966491;82,956002;28,27386;
18/08/2020 15:16:25,071;15:16:25;26,85;34,594598;-48,817056;33,942845;31,367939;77,348941;20,966491;82,956002;28,222414;
18/08/2020 15:16:26,070;15:16:26;26,87;34,594598;-48,842312;33,944077;31,369479;77,348941;21,01793;82,956002;28,222414;
18/08/2020 15:16:27,070;15:16:27;26,88;34,594289;-48,842162;33,943461;31,37148;77,348941;21,06937;82,956002;28,27386;
18/08/2020 15:16:28,070;15:16:28;26,90;34,593365;-48,824422;33,943769;31,372557;77,400385;21,06937;83,007444;28,222414;
18/08/2020 15:16:29,070;15:16:29;26,92;34,595214;-48,807284;33,944693;31,375636;77,348941;20,966491;83,007444;28,222414;
18/08/2020 15:16:30,071;15:16:30;26,93;34,595522;-48,837652;33,943769;31,377483;77,451828;20,966491;82,956002;28,170968;
18/08/2020 15:16:31,069;15:16:31;26,95;34,594444;-48,824422;33,942383;31,379176;77,297498;20,966491;82,853118;28,27386;
18/08/2020 15:16:32,070;15:16:32;26,97;34,594752;-48,803225;33,943307;31,378868;77,348941;20,966491;83,058887;28,27386;
18/08/2020 15:16:33,070;15:16:33;26,98;34,595676;-48,817958;33,943153;31,380869;77,348941;21,172248;83,007444;28,222414;
18/08/2020 15:16:34,070;15:16:34;27,00;34,595676;-48,817206;33,942845;31,381793;77,297498;21,01793;82,956002;28,170968;
18/08/2020 15:16:35,071;15:16:35;27,02;34,595676;-48,816906;33,942691;31,381023;77,297498;21,01793;82,956002;28,222414;
18/08/2020 15:16:36,070;15:16:36;27,03;34,595676;-48,820363;33,944539;31,383024;77,297498;21,06937;83,007444;28,27386;
18/08/2020 15:16:37,070;15:16:37;27,05;34,595984;-48,808938;33,941459;31,381331;77,297498;21,01793;83,007444;28,222414;
18/08/2020 15:16:38,070;15:16:38;27,07;34,595984;-48,813598;33,941459;31,380407;77,246055;21,01793;82,90456;28,27386;
18/08/2020 15:16:39,071;15:16:39;27,08;34,5966;-48,811343;33,938994;31,380407;77,297498;21,01793;82,90456;28,27386;
18/08/2020 15:16:40,069;15:16:40;27,10;34,597063;-48,821566;33,938378;31,379484;77,348941;21,01793;83,058887;28,170968;
18/08/2020 15:16:41,069;15:16:41;27,12;34,598603;-48,799016;33,937454;31,379792;77,297498;21,01793;82,90456;28,222414;
18/08/2020 15:16:42,070;15:16:42;27,13;34,597679;-48,797212;33,935143;31,382408;77,246055;21,01793;83,007444;28,27386;
18/08/2020 15:16:43,071;15:16:43;27,15;34,599219;-48,812997;33,934065;31,383178;77,297498;20,966491;82,956002;28,27386;
18/08/2020 15:16:44,070;15:16:44;27,17;34,599373;-48,803075;33,934527;31,386103;77,194612;21,06937;83,007444;28,27386;
18/08/2020 15:16:45,071;15:16:45;27,18;34,599682;-48,812546;33,935297;31,385487;77,246055;20,966491;82,90456;28,222414;
18/08/2020 15:16:46,070;15:16:46;27,20;34,60076;-48,811043;33,934373;31,388411;77,400385;21,01793;82,956002;28,325306;
18/08/2020 15:16:47,070;15:16:47;27,22;34,59999;-48,806382;33,93807;31,389489;77,451828;21,120809;83,058887;28,27386;
18/08/2020 15:16:48,070;15:16:48;27,23;34,600144;-48,802473;33,937608;31,391336;77,451828;21,01793;82,956002;28,27386;
18/08/2020 15:16:49,070;15:16:49;27,25;34,600606;-48,804879;33,9373;31,392413;77,451828;21,01793;82,956002;28,222414;
18/08/2020 15:16:50,071;15:16:50;27,27;34,600606;-48,808938;33,939456;31,39503;77,451828;21,01793;82,956002;28,222414;
18/08/2020 15:16:51,070;15:16:51;27,28;34,60076;-48,80112;33,940688;31,396262;77,503271;21,06937;83,007444;28,222414;
18/08/2020 15:16:52,070;15:16:52;27,30;34,60153;-48,799918;33,940226;31,396108;77,400385;21,06937;82,956002;28,222414;
18/08/2020 15:16:53,071;15:16:53;27,32;34,600606;-48,797512;33,942383;31,399186;77,400385;21,01793;83,007444;28,27386;
18/08/2020 15:16:54,070;15:16:54;27,33;34,601838;-48,796159;33,943615;31,401957;77,451828;21,01793;82,956002;28,27386;
18/08/2020 15:16:55,070;15:16:55;27,35;34,601684;-48,793904;33,947312;31,402265;77,451828;21,06937;83,007444;28,27386;
18/08/2020 15:16:56,070;15:16:56;27,37;34,601068;-48,780975;33,948236;31,402573;77,400385;21,06937;82,956002;28,222414;
18/08/2020 15:16:57,069;15:16:57;27,38;34,601992;-48,786688;33,945925;31,404728;77,400385;21,06937;83,007444;28,325306;
18/08/2020 15:16:58,070;15:16:58;27,40;34,601838;-48,790897;33,945155;31,404881;77,400385;21,01793;82,956002;28,222414;
18/08/2020 15:16:59,071;15:16:59;27,42;34,601684;-48,788943;33,944847;31,405497;77,400385;21,01793;83,007444;28,222414;
18/08/2020 15:17:00,070;15:17:00;27,43;34,600606;-48,790597;33,945617;31,406113;77,451828;21,01793;82,956002;28,222414;
18/08/2020 15:17:01,070;15:17:01;27,45;34,601376;-48,788943;33,945001;31,408422;77,400385;21,01793;82,956002;28,27386;
18/08/2020 15:17:02,070;15:17:02;27,47;34,601838;-48,787289;33,944693;31,409807;77,348941;21,01793;83,007444;28,170968;
18/08/2020 15:17:03,070;15:17:03;27,48;34,59999;-48,784433;33,942845;31,411808;77,503271;21,01793;82,956002;28,222414;
18/08/2020 15:17:04,071;15:17:04;27,50;34,599219;-48,782629;33,942999;31,412886;77,348941;21,120809;82,90456;28,27386;
18/08/2020 15:17:05,070;15:17:05;27,52;34,599528;-48,786387;33,941304;31,413655;77,246055;21,01793;82,956002;28,222414;
18/08/2020 15:17:06,071;15:17:06;27,53;34,599219;-48,782779;33,940688;31,415348;77,297498;20,966491;82,90456;28,222414;
18/08/2020 15:17:07,070;15:17:07;27,55;34,599528;-48,785034;33,940688;31,418581;77,451828;20,915052;82,90456;28,222414;
18/08/2020 15:17:08,070;15:17:08;27,57;34,597987;-48,782027;33,940534;31,42012;77,451828;21,01793;82,956002;28,27386;
18/08/2020 15:17:09,070;15:17:09;27,58;34,598295;-48,780374;33,94038;31,421044;77,503271;21,06937;83,007444;28,222414;
18/08/2020 15:17:10,071;15:17:10;27,60;34,598911;-48,768046;33,940072;31,422737;77,297498;21,06937;82,956002;28,170968;
18/08/2020 15:17:11,070;15:17:11;27,62;34,598757;-48,766392;33,941921;31,425662;77,297498;21,06937;82,90456;28,27386;
18/08/2020 15:17:12,070;15:17:12;27,63;34,599373;-48,77436;33,941304;31,42874;77,297498;21,01793;82,90456;28,27386;
18/08/2020 15:17:13,070;15:17:13;27,65;34,599682;-48,767745;33,942845;31,430587;77,246055;21,01793;82,90456;28,222414;
18/08/2020 15:17:14,070;15:17:14;27,67;34,600914;-48,763686;33,943307;31,433666;77,348941;21,06937;82,956002;28,170968;
18/08/2020 15:17:15,071;15:17:15;27,68;34,599836;-48,763987;33,943769;31,435051;77,348941;21,01793;82,956002;28,27386;
18/08/2020 15:17:16,070;15:17:16;27,70;34,601068;-48,776315;33,944077;31,436129;77,297498;20,966491;82,956002;28,119522;
18/08/2020 15:17:17,071;15:17:17;27,72;34,601222;-48,76549;33,942845;31,437052;77,348941;21,06937;83,007444;28,222414;
18/08/2020 15:17:18,070;15:17:18;27,73;34,600914;-48,770301;33,943153;31,43736;77,348941;20,966491;83,058887;28,27386;
18/08/2020 15:17:19,070;15:17:19;27,75;34,603071;-48,766994;33,942691;31,438438;77,246055;21,172248;83,110329;28,27386;
18/08/2020 15:17:20,070;15:17:20;27,77;34,603533;-48,80082;33,941921;31,437976;77,348941;20,966491;83,213214;28,170968;
18/08/2020 15:17:21,070;15:17:21;27,78;34,602455;-48,767294;33,939918;31,441054;77,348941;20,966491;83,058887;28,170968;
18/08/2020 15:17:22,070;15:17:22;27,80;34,602301;-48,787891;33,938686;31,440746;77,503271;21,06937;83,058887;28,27386;
18/08/2020 15:17:23,071;15:17:23;27,82;34,601376;-48,781877;33,938378;31,442286;77,451828;21,06937;83,110329;28,27386;
18/08/2020 15:17:24,070;15:17:24;27,83;34,602763;-48,768497;33,935759;31,443517;77,451828;21,06937;82,956002;28,170968;
18/08/2020 15:17:25,069;15:17:25;27,85;34,603995;-48,800218;33,937454;31,445364;77,348941;21,06937;82,90456;28,222414;
18/08/2020 15:17:26,071;15:17:26;27,87;34,602917;-48,764739;33,936684;31,447827;77,348941;20,966491;82,956002;28,376752;
18/08/2020 15:17:27,069;15:17:27;27,88;34,602917;-48,780524;33,9373;31,449059;77,451828;21,06937;83,058887;28,27386;
18/08/2020 15:17:28,070;15:17:28;27,90;34,603071;-48,782178;33,934373;31,448597;77,451828;20,966491;82,853118;28,222414;
18/08/2020 15:17:29,070;15:17:29;27,92;34,604766;-48,765641;33,933449;31,449828;77,451828;21,01793;83,058887;28,222414;
18/08/2020 15:17:30,070;15:17:30;27,93;34,605228;-48,765791;33,932063;31,450752;77,503271;21,06937;83,161771;28,325306;
18/08/2020 15:17:31,070;15:17:31;27,95;34,603995;-48,766994;33,930522;31,451675;77,451828;21,06937;83,110329;28,27386;
18/08/2020 15:17:32,071;15:17:32;27,97;34,603687;-48,756169;33,930522;31,450444;77,348941;21,01793;83,110329;28,325306;
18/08/2020 15:17:33,070;15:17:33;27,98;34,605074;-48,755267;33,927134;31,451829;77,348941;21,01793;83,110329;28,376752;
18/08/2020 15:17:34,071;15:17:34;28,00;34,602763;-48,75647;33,926672;31,45106;77,400385;21,120809;83,213214;28,325306;
18/08/2020 15:17:35,071;15:17:35;28,02;34,603841;-48,758424;33,924669;31,453061;77,348941;21,01793;83,058887;28,325306;
18/08/2020 15:17:36,069;15:17:36;28,03;34,603533;-48,750005;33,922821;31,452599;77,451828;21,06937;83,110329;28,325306;
18/08/2020 15:17:37,071;15:17:37;28,05;34,603687;-48,760228;33,921127;31,451983;77,348941;20,966491;83,161771;28,325306;
18/08/2020 15:17:38,071;15:17:38;28,07;34,603841;-48,760679;33,919586;31,452445;77,503271;20,966491;83,161771;28,27386;
18/08/2020 15:17:39,069;15:17:39;28,08;34,605998;-48,760679;33,919586;31,451521;77,400385;21,06937;83,058887;28,222414;
18/08/2020 15:17:40,070;15:17:40;28,10;34,602917;-48,754666;33,91897;31,451983;77,348941;21,06937;83,110329;28,376752;
18/08/2020 15:17:41,070;15:17:41;28,12;34,603071;-48,761431;33,915582;31,451983;77,400385;21,01793;83,110329;28,27386;
18/08/2020 15:17:42,070;15:17:42;28,13;34,604149;-48,763536;33,915582;31,451214;77,400385;20,966491;83,110329;28,222414;
18/08/2020 15:17:43,070;15:17:43;28,15;34,602763;-48,758725;33,913425;31,450136;77,348941;21,01793;83,058887;28,27386;
18/08/2020 15:17:44,070;15:17:44;28,17;34,605382;-48,767294;33,913579;31,448443;77,451828;20,966491;83,058887;28,27386;
18/08/2020 15:17:45,071;15:17:45;28,18;34,603533;-48,766392;33,911269;31,448597;77,554714;20,915052;83,110329;28,222414;
18/08/2020 15:17:46,071;15:17:46;28,20;34,605382;-48,751358;33,909729;31,448289;77,451828;20,966491;82,956002;28,170968;
18/08/2020 15:17:47,069;15:17:47;28,22;34,605074;-48,756921;33,910191;31,448135;77,400385;21,06937;83,110329;28,27386;
18/08/2020 15:17:48,070;15:17:48;28,23;34,605844;-48,757222;33,909575;31,449059;77,348941;20,966491;83,058887;28,27386;
18/08/2020 15:17:49,070;15:17:49;28,25;34,604149;-48,755718;33,907418;31,448135;77,400385;20,966491;83,110329;28,222414;
18/08/2020 15:17:50,071;15:17:50;28,27;34,604457;-48,756169;33,906802;31,447211;77,348941;21,01793;83,058887;28,222414;
18/08/2020 15:17:51,070;15:17:51;28,28;34,602609;-48,754215;33,905724;31,446442;77,451828;21,01793;83,110329;28,325306;
18/08/2020 15:17:52,069;15:17:52;28,30;34,603071;-48,758274;33,9048;31,449366;77,503271;21,06937;83,110329;28,222414;
18/08/2020 15:17:53,070;15:17:53;28,32;34,602917;-48,776465;33,9048;31,44952;77,451828;21,01793;83,007444;28,27386;
18/08/2020 15:17:54,070;15:17:54;28,33;34,602301;-48,754666;33,905724;31,451675;77,348941;21,172248;83,007444;28,27386;
18/08/2020 15:17:55,070;15:17:55;28,35;34,602455;-48,750907;33,90403;31,451829;77,400385;21,01793;83,161771;28,27386;
18/08/2020 15:17:56,070;15:17:56;28,37;34,603687;-48,772406;33,904646;31,452445;77,451828;20,966491;83,058887;28,222414;
18/08/2020 15:17:57,070;15:17:57;28,38;34,602301;-48,764889;33,904338;31,451983;77,348941;20,966491;83,110329;28,27386;
18/08/2020 15:17:58,070;15:17:58;28,40;34,603841;-48,7697;33,90403;31,453676;77,400385;20,863613;83,110329;28,325306;
18/08/2020 15:17:59,071;15:17:59;28,42;34,60153;-48,755568;33,902951;31,453523;77,400385;21,06937;83,110329;28,222414;
18/08/2020 15:18:00,071;15:18:00;28,43;34,602147;-48,748352;33,901103;31,4546;77,400385;21,01793;83,110329;28,27386;
18/08/2020 15:18:01,070;15:18:01;28,45;34,604457;-48,76519;33,901103;31,455831;77,451828;21,06937;83,110329;28,27386;
18/08/2020 15:18:02,069;15:18:02;28,47;34,603071;-48,770902;33,900641;31,456755;77,503271;21,06937;83,110329;28,325306;
18/08/2020 15:18:03,071;15:18:03;28,48;34,603841;-48,755418;33,899717;31,456755;77,348941;21,120809;83,161771;28,27386;
18/08/2020 15:18:04,070;15:18:04;28,50;34,604303;-48,76534;33,899717;31,457525;77,451828;21,01793;83,058887;28,222414;
18/08/2020 15:18:05,071;15:18:05;28,52;34,603841;-48,74745;33,898639;31,458294;77,451828;20,966491;83,161771;28,325306;
18/08/2020 15:18:06,071;15:18:06;28,53;34,604303;-48,749855;33,898485;31,458294;77,400385;20,966491;83,058887;28,325306;
18/08/2020 15:18:07,071;15:18:07;28,55;34,603841;-48,741887;33,895558;31,459526;77,451828;21,06937;83,110329;28,222414;
18/08/2020 15:18:08,071;15:18:08;28,57;34,604457;-48,740985;33,895558;31,45891;77,400385;21,06937;83,058887;28,222414;
18/08/2020 15:18:09,071;15:18:09;28,58;34,60569;-48,759928;33,89525;31,45891;77,451828;21,06937;83,110329;28,325306;
18/08/2020 15:18:10,070;15:18:10;28,60;34,605382;-48,737076;33,895558;31,458756;77,400385;21,01793;83,058887;28,222414;
18/08/2020 15:18:11,070;15:18:11;28,62;34,605844;-48,755117;33,894018;31,45968;77,400385;20,966491;83,110329;28,27386;
18/08/2020 15:18:12,069;15:18:12;28,63;34,605228;-48,742037;33,893556;31,459834;77,348941;21,01793;83,110329;28,27386;
18/08/2020 15:18:13,071;15:18:13;28,65;34,606152;-48,749855;33,894326;31,461527;77,400385;20,966491;83,213214;28,222414;
18/08/2020 15:18:14,070;15:18:14;28,67;34,607385;-48,746247;33,893402;31,461373;77,451828;21,01793;83,110329;28,222414;
18/08/2020 15:18:15,069;15:18:15;28,68;34,605228;-48,740233;33,894326;31,462912;77,451828;21,06937;83,110329;28,27386;
18/08/2020 15:18:16,071;15:18:16;28,70;34,606614;-48,737076;33,893248;31,462604;77,400385;21,120809;83,110329;28,27386;
18/08/2020 15:18:17,070;15:18:17;28,72;34,605998;-48,735422;33,894634;31,465375;77,348941;21,378004;83,110329;28,222414;
18/08/2020 15:18:18,071;15:18:18;28,73;34,605998;-48,72971;33,895866;31,465529;77,400385;21,01793;83,110329;28,325306;
18/08/2020 15:18:19,070;15:18:19;28,75;34,606152;-48,728958;33,89602;31,466606;77,400385;20,966491;83,110329;28,27386;
18/08/2020 15:18:20,070;15:18:20;28,77;34,605844;-48,733769;33,898485;31,468454;77,451828;21,01793;83,161771;28,27386;
18/08/2020 15:18:21,070;15:18:21;28,78;34,605074;-48,750306;33,898947;31,468454;77,348941;21,01793;83,007444;28,27386;
18/08/2020 15:18:22,070;15:18:22;28,80;34,606152;-48,734671;33,898331;31,467068;77,400385;21,01793;83,058887;28,325306;
18/08/2020 15:18:23,070;15:18:23;28,82;34,605998;-48,734821;33,898331;31,468761;77,451828;21,01793;83,110329;28,325306;
18/08/2020 15:18:24,069;15:18:24;28,83;34,604149;-48,732265;33,897869;31,466145;77,503271;21,06937;83,161771;28,27386;
18/08/2020 15:18:25,070;15:18:25;28,85;34,603995;-48,722944;33,895712;31,464913;77,451828;20,966491;83,110329;28,119522;
18/08/2020 15:18:26,071;15:18:26;28,87;34,605844;-48,732716;33,896482;31,464605;77,400385;21,01793;83,161771;28,27386;
18/08/2020 15:18:27,070;15:18:27;28,88;34,604766;-48,724297;33,895866;31,463066;77,503271;20,863613;83,110329;28,428198;
18/08/2020 15:18:28,069;15:18:28;28,90;34,603995;-48,74339;33,89294;31,45968;77,503271;21,01793;83,058887;28,222414;
18/08/2020 15:18:29,070;15:18:29;28,92;34,605536;-48,718133;33,890783;31,457986;77,400385;21,01793;83,110329;28,27386;
18/08/2020 15:18:30,071;15:18:30;28,93;34,605074;-48,72099;33,888473;31,455062;77,451828;21,06937;83,058887;28,27386;
18/08/2020 15:18:31,069;15:18:31;28,95;34,60646;-48,715878;33,886933;31,452291;77,554714;21,01793;83,007444;28,170968;
18/08/2020 15:18:32,070;15:18:32;28,97;34,606768;-48,719787;33,884006;31,449828;77,400385;20,966491;83,058887;28,222414;
18/08/2020 15:18:33,069;15:18:33;28,98;34,606768;-48,716329;33,880926;31,446288;77,400385;20,966491;83,058887;28,325306;
18/08/2020 15:18:34,071;15:18:34;29,00;34,606922;-48,726402;33,877845;31,444595;77,451828;20,915052;83,110329;28,27386;
18/08/2020 15:18:35,070;15:18:35;29,02;34,606152;-48,722042;33,878307;31,443363;77,503271;21,06937;83,161771;28,222414;
18/08/2020 15:18:36,071;15:18:36;29,03;34,607847;-48,724297;33,875227;31,44244;77,554714;21,01793;83,058887;28,27386;
18/08/2020 15:18:37,070;15:18:37;29,05;34,607693;-48,73452;33,872916;31,439669;77,451828;21,06937;83,110329;28,27386;
18/08/2020 15:18:38,071;15:18:38;29,07;34,608309;-48,740534;33,870914;31,438745;77,451828;21,06937;83,058887;28,325306;
18/08/2020 15:18:39,071;15:18:39;29,08;34,608001;-48,72971;33,86999;31,437052;77,451828;21,06937;83,058887;28,27386;
18/08/2020 15:18:40,071;15:18:40;29,10;34,608771;-48,724448;33,868604;31,43736;77,348941;21,01793;83,110329;28,376752;
18/08/2020 15:18:41,070;15:18:41;29,12;34,607076;-48,721742;33,866293;31,437052;77,451828;21,01793;83,161771;28,325306;
18/08/2020 15:18:42,070;15:18:42;29,13;34,60646;-48,731965;33,863367;31,439361;77,503271;20,966491;83,110329;28,325306;
18/08/2020 15:18:43,070;15:18:43;29,15;34,607539;-48,724448;33,861981;31,437668;77,451828;20,966491;83,058887;28,27386;
18/08/2020 15:18:44,069;15:18:44;29,17;34,606614;-48,719336;33,86121;31,43813;77,451828;21,01793;83,110329;28,325306;
18/08/2020 15:18:45,070;15:18:45;29,18;34,608001;-48,717983;33,857052;31,437822;77,400385;21,06937;83,110329;28,222414;
18/08/2020 15:18:46,070;15:18:46;29,20;34,607385;-48,717833;33,857822;31,439823;77,451828;21,01793;83,058887;28,325306;
18/08/2020 15:18:47,071;15:18:47;29,22;34,606306;-48,717983;33,857206;31,440285;77,297498;20,966491;83,110329;28,325306;
18/08/2020 15:18:48,070;15:18:48;29,23;34,60646;-48,719186;33,858284;31,440746;77,348941;21,01793;83,161771;28,325306;
18/08/2020 15:18:49,070;15:18:49;29,25;34,607385;-48,718735;33,857976;31,442901;77,451828;21,01793;83,007444;28,325306;
18/08/2020 15:18:50,070;15:18:50;29,27;34,608925;-48,719186;33,857514;31,443363;77,503271;21,01793;83,110329;28,325306;
18/08/2020 15:18:51,070;15:18:51;29,28;34,606768;-48,72114;33,859054;31,444595;77,451828;21,120809;83,264656;28,376752;
18/08/2020 15:18:52,071;15:18:52;29,30;34,607231;-48,711368;33,859362;31,445518;77,554714;20,915052;83,110329;28,222414;
18/08/2020 15:18:53,069;15:18:53;29,32;34,607385;-48,714074;33,85967;31,446596;77,348941;21,06937;83,058887;28,27386;
18/08/2020 15:18:54,070;15:18:54;29,33;34,606306;-48,716029;33,857976;31,448135;77,451828;21,01793;83,264656;28,325306;
18/08/2020 15:18:55,070;15:18:55;29,35;34,60646;-48,70776;33,85736;31,448289;77,348941;20,915052;83,367541;28,27386;
18/08/2020 15:18:56,070;15:18:56;29,37;34,605998;-48,705805;33,857206;31,450136;77,348941;20,966491;83,264656;28,27386;
18/08/2020 15:18:57,070;15:18:57;29,38;34,605382;-48,702648;33,855357;31,450136;77,400385;21,01793;83,161771;28,27386;
18/08/2020 15:18:58,070;15:18:58;29,40;34,605536;-48,705956;33,852585;31,448751;77,503271;21,06937;83,264656;28,27386;
18/08/2020 15:18:59,069;15:18:59;29,42;34,604303;-48,710767;33,852739;31,449059;77,503271;21,01793;83,213214;28,325306;
18/08/2020 15:19:00,071;15:19:00;29,43;34,605228;-48,71212;33,851969;31,448135;77,400385;21,01793;83,316098;28,376752;
18/08/2020 15:19:01,070;15:19:01;29,45;34,605228;-48,708061;33,84935;31,448905;77,400385;21,01793;83,264656;28,376752;
18/08/2020 15:19:02,071;15:19:02;29,47;34,605844;-48,711669;33,849659;31,448443;77,400385;20,966491;83,161771;28,325306;
18/08/2020 15:19:03,070;15:19:03;29,48;34,60646;-48,701145;33,847964;31,448905;77,400385;20,966491;83,213214;28,376752;
18/08/2020 15:19:04,070;15:19:04;29,50;34,606306;-48,706858;33,846578;31,449213;77,400385;21,01793;83,264656;28,325306;
18/08/2020 15:19:05,070;15:19:05;29,52;34,605074;-48,705204;33,846732;31,447519;77,348941;20,966491;83,316098;28,27386;
18/08/2020 15:19:06,070;15:19:06;29,53;34,605536;-48,71212;33,845654;31,447827;77,451828;21,120809;83,213214;28,325306;
18/08/2020 15:19:07,069;15:19:07;29,55;34,605998;-48,720839;33,844422;31,448289;77,400385;21,01793;83,264656;28,376752;
18/08/2020 15:19:08,070;15:19:08;29,57;34,605228;-48,722493;33,842727;31,447519;77,400385;21,06937;83,213214;28,376752;
18/08/2020 15:19:09,071;15:19:09;29,58;34,606152;-48,715277;33,843189;31,446442;77,348941;21,01793;83,213214;28,27386;
18/08/2020 15:19:10,070;15:19:10;29,60;34,606768;-48,702648;33,841187;31,447519;77,400385;20,966491;83,213214;28,325306;
