time;process_time;sensor_PT100_1;sensor_PT100_2;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2
15:24:23,313;729,00;42,886838;20,529649;33,764022;33,56855;53,99372;24,875857;70,918502;29,971581
15:24:24,314;730,00;42,885602;20,528882;33,769413;33,578562;54,096606;24,927296;70,969944;30,023027
15:24:25,314;731,00;42,88761;20,529802;33,775419;33,588112;53,99372;24,772979;71,124271;30,074474
15:24:26,315;732,00;42,889;20,529035;33,783429;33,599048;54,045163;24,978735;71,124271;29,971581
15:24:27,314;733,00;42,892089;20,529495;33,798523;33,620765;53,942276;24,875857;71,124271;29,971581
15:24:28,313;734,00;42,891934;20,529495;33,80684;33,632318;53,99372;24,824418;71,227156;30,074474
15:24:29,313;735,00;42,892552;20,528728;33,813771;33,644024;53,99372;24,875857;71,381482;30,023027
15:24:30,314;736,00;42,893942;20,528268;33,823166;33,655576;54,096606;24,978735;71,638694;30,12592
15:24:31,314;737,00;42,89317;20,52658;33,839955;33,680529;54,045163;24,978735;71,741579;30,023027
15:24:32,314;738,00;42,892243;20,525199;33,851045;33,693313;54,045163;25,030174;71,741579;30,074474
15:24:33,315;739,00;42,891316;20,525506;33,859362;33,704096;54,096606;24,978735;71,895906;30,074474
15:24:34,314;740,00;42,89178;20,524892;33,870144;33,716418;54,148049;25,030174;71,947348;30,023027
15:24:35,315;741,00;42,890544;20,524278;33,879693;33,728125;53,942276;24,927296;72,101675;30,177366
15:24:36,314;742,00;42,885911;20,523051;33,899563;33,752308;54,045163;24,927296;72,050232;29,971581
15:24:37,314;743,00;42,884675;20,519369;33,910499;33,762166;54,250936;24,927296;72,358886;30,023027
15:24:38,315;744,00;42,885293;20,518295;33,920203;33,773873;54,199492;24,927296;72,461771;30,228812
15:24:39,314;745,00;42,883903;20,518448;33,93006;33,785579;54,199492;24,927296;72,461771;30,12592
15:24:40,315;746,00;42,882204;20,514765;33,949776;33,808223;54,199492;24,978735;72,616098;30,074474
15:24:41,314;747,00;42,878652;20,514765;33,96102;33,820084;54,148049;25,030174;72,616098;30,12592
15:24:42,314;748,00;42,878961;20,513385;33,969338;33,83025;54,096606;24,875857;72,718982;30,12592
15:24:43,314;749,00;42,877571;20,511236;33,979966;33,839954;54,148049;24,978735;72,924752;30,177366
15:24:44,315;750,00;42,874173;20,507707;34,000606;33,859209;54,148049;25,030174;72,873309;30,177366
15:24:45,313;751,00;42,872938;20,503718;34,010002;33,871532;54,096606;24,978735;72,873309;30,177366
15:24:46,314;752,00;42,867841;20,501877;34,020938;33,883239;54,199492;24,927296;72,873309;30,177366
15:24:47,315;753,00;42,865216;20,497581;34,032183;33,893868;54,199492;24,978735;73,130521;30,228812
15:24:48,315;754,00;42,858729;20,489756;34,054826;33,915588;54,096606;24,927296;73,130521;30,228812
15:24:49,314;755,00;42,853787;20,48592;34,068381;33,925601;54,045163;24,927296;73,130521;30,177366
15:24:50,315;756,00;42,85008;20,479322;34,080396;33,937154;54,096606;24,927296;73,181963;30,280258
15:24:51,314;757,00;42,846528;20,477327;34,094413;33,949015;54,096606;24,927296;73,284848;30,228812
15:24:52,315;758,00;42,843285;20,47564;34,109662;33,962109;54,199492;24,875857;73,233406;30,331704
15:24:53,313;759,00;42,837107;20,469656;34,137235;33,986448;54,148049;24,978735;73,233406;30,280258
15:24:54,315;760,00;42,836798;20,467815;34,149712;33,997539;54,148049;24,875857;73,233406;30,228812
15:24:55,314;761,00;42,833092;20,465973;34,161881;34,011557;54,199492;24,927296;73,181963;30,331704
15:24:56,314;762,00;42,832474;20,463058;34,174975;34,021724;54,148049;24,927296;73,33629;30,331704
15:24:57,315;763,00;42,828613;20,458762;34,198543;34,044215;54,045163;24,927296;73,439175;30,331704
15:24:58,314;764,00;42,82676;20,457535;34,210096;34,057155;54,045163;24,927296;73,490617;30,228812
15:24:59,314;765,00;42,824907;20,456307;34,220417;34,068401;54,148049;24,978735;73,33629;30,280258
15:25:00,314;766,00;42,825215;20,453545;34,230737;34,080571;54,250936;24,978735;73,387733;30,331704
15:25:01,313;767,00;42,821818;20,45109;34,249377;34,107067;54,250936;24,978735;73,439175;30,331704
15:25:02,314;768,00;42,820891;20,450016;34,259543;34,120161;54,353822;24,978735;73,439175;30,331704
15:25:03,313;769,00;42,820582;20,447868;34,268632;34,129713;54,250936;25,030174;73,181963;30,331704
15:25:04,315;770,00;42,817957;20,448329;34,278029;34,138956;54,199492;24,927296;73,181963;30,38315
15:25:05,313;771,00;42,816567;20,445874;34,294357;34,161755;54,302379;24,875857;73,284848;30,486042
15:25:06,314;772,00;42,814405;20,443265;34,302522;34,172231;54,250936;24,927296;73,130521;30,331704
15:25:07,314;773,00;42,814559;20,443419;34,309916;34,183015;54,250936;24,978735;73,027636;30,331704
15:25:08,313;774,00;42,81425;20,441117;34,31654;34,193799;54,250936;24,978735;73,130521;30,38315
15:25:09,315;775,00;42,81425;20,440964;34,324242;34,20335;54,250936;25,030174;73,130521;30,38315
15:25:10,314;776,00;42,811161;20,438509;34,339493;34,223223;54,199492;24,978735;73,130521;30,38315
15:25:11,315;777,00;42,809463;20,436668;34,347349;34,23031;54,302379;24,978735;72,976194;30,331704
15:25:12,314;778,00;42,809154;20,435594;34,357209;34,240015;54,250936;24,875857;72,924752;30,331704
15:25:13,315;779,00;42,807609;20,433753;34,365373;34,246794;54,250936;24,927296;72,873309;30,38315
15:25:14,314;780,00;42,809926;20,432679;34,382318;34,260813;54,508152;25,030174;72,976194;30,38315
15:25:15,315;781,00;42,806992;20,432525;34,393872;34,269132;54,508152;25,030174;73,027636;30,434596
15:25:16,314;782,00;42,805756;20,431758;34,402499;34,276373;54,405265;24,978735;72,924752;30,434596
15:25:17,315;783,00;42,808073;20,430224;34,410664;34,285924;54,405265;24,875857;72,873309;30,331704
15:25:18,313;784,00;42,805911;20,42961;34,429766;34,307339;54,405265;25,081613;72,873309;30,434596
15:25:19,315;785,00;42,804366;20,428996;34,437623;34,318431;54,405265;25,030174;73,027636;30,434596
15:25:20,314;786,00;42,805447;20,427155;34,444863;34,329677;54,353822;24,927296;73,130521;30,38315
15:25:21,314;787,00;42,804829;20,426234;34,452874;34,341232;54,405265;24,978735;73,079079;30,434596
15:25:22,315;788,00;42,806683;20,42516;34,467971;34,363571;54,405265;25,030174;73,079079;30,486042
15:25:23,314;789,00;42,804366;20,42424;34,474287;34,372506;54,456709;25,030174;73,130521;30,537488
15:25:24,315;790,00;42,805756;20,423166;34,482298;34,382674;54,508152;25,081613;73,079079;30,434596
15:25:25,314;791,00;42,804675;20,422092;34,487844;34,392689;54,405265;24,978735;73,027636;30,38315
15:25:26,314;792,00;42,804675;20,422706;34,49493;34,399467;54,353822;24,927296;72,821867;30,434596
15:25:27,314;793,00;42,804366;20,419637;34,50402;34,413641;54,405265;24,978735;72,976194;30,486042
15:25:28,313;794,00;42,803748;20,419023;34,509103;34,419034;54,456709;24,978735;72,976194;30,486042
15:25:29,315;795,00;42,802822;20,418103;34,51542;34,426121;54,405265;24,978735;72,873309;30,434596
15:25:30,314;796,00;42,802358;20,415648;34,520658;34,432591;54,508152;25,081613;72,924752;30,434596
15:25:31,315;797,00;42,796181;20,413807;34,53252;34,448152;54,508152;25,030174;72,770425;30,640381
15:25:32,315;798,00;42,797416;20,410278;34,538066;34,454469;54,662481;25,133052;72,770425;30,38315
15:25:33,315;799,00;42,79371;20,407209;34,544228;34,459553;54,611038;24,978735;72,873309;30,486042
15:25:34,314;800,00;42,789077;20,405982;34,550853;34,466024;54,559595;25,030174;72,66754;30,434596
15:25:35,314;801,00;42,786451;20,399998;34,563947;34,477271;54,508152;24,978735;72,821867;30,537488
15:25:36,314;802,00;42,784135;20,39877;34,569185;34,482817;54,559595;25,081613;72,718982;30,486042
15:25:37,314;803,00;42,782899;20,395548;34,574886;34,490983;54,662481;25,030174;72,616098;30,537488
15:25:38,314;804,00;42,781509;20,393247;34,581664;34,498686;54,559595;25,081613;72,616098;30,434596
15:25:39,313;805,00;42,777031;20,388797;34,595992;34,515171;54,611038;25,030174;72,513213;30,537488
15:25:40,314;806,00;42,775641;20,386803;34,60354;34,523029;54,662481;25,081613;72,66754;30,588935
15:25:41,314;807,00;42,77317;20,385729;34,611243;34,530886;54,559595;25,030174;72,616098;30,537488
15:25:42,314;808,00;42,770235;20,385422;34,616173;34,539514;54,611038;24,978735;72,410329;30,486042
15:25:43,314;809,00;42,77039;20,383274;34,624185;34,548759;54,611038;24,927296;72,461771;30,588935
15:25:44,314;810,00;42,765911;20,38174;34,639591;34,568017;54,662481;25,081613;72,513213;30,434596
15:25:45,314;811,00;42,766529;20,380819;34,648064;34,575875;54,559595;24,875857;72,616098;30,588935
15:25:46,313;812,00;42,767919;20,379592;34,655459;34,584965;54,611038;25,030174;72,461771;30,588935
15:25:47,314;813,00;42,769772;20,380052;34,660851;34,593131;54,611038;25,030174;72,461771;30,537488
15:25:48,314;814,00;42,764367;20,379899;34,675949;34,608384;54,508152;25,030174;72,564656;30,588935
15:25:49,315;815,00;42,761432;20,379438;34,68319;34,617629;54,611038;25,081613;72,410329;30,588935
15:25:50,315;816,00;42,762205;20,378825;34,690739;34,62333;54,611038;24,927296;72,358886;30,588935
15:25:51,313;817,00;42,761587;20,379899;34,69798;34,628414;54,611038;25,081613;72,410329;30,537488
15:25:52,314;818,00;42,762359;20,379131;34,713541;34,636118;54,662481;25,030174;72,204559;30,640381
15:25:53,314;819,00;42,765139;20,378671;34,720628;34,64074;54,559595;25,081613;72,256002;30,640381
15:25:54,315;820,00;42,764367;20,379285;34,727715;34,643359;54,611038;24,824418;72,256002;30,588935
15:25:55,314;821,00;42,768537;20,378518;34,736805;34,646903;54,559595;25,030174;72,153117;30,588935
15:25:56,315;822,00;42,769309;20,380052;34,74497;34,651063;54,559595;24,978735;72,307444;30,640381
15:25:57,315;823,00;42,768382;20,381433;34,760839;34,657842;54,611038;24,978735;72,204559;30,640381
15:25:58,315;824,00;42,76761;20,381586;34,769467;34,662619;54,559595;24,978735;72,256002;30,588935
15:25:59,314;825,00;42,768073;20,381279;34,778403;34,668011;54,456709;24,927296;72,358886;30,588935
15:26:00,314;826,00;42,768845;20,381893;34,789033;34,672942;54,611038;25,030174;72,410329;30,640381
15:26:01,314;827,00;42,771934;20,381893;34,805981;34,688041;54,611038;25,030174;72,513213;30,640381
15:26:02,314;828,00;42,772089;20,383121;34,815687;34,696361;54,559595;25,081613;72,461771;30,588935
15:26:03,314;829,00;42,773015;20,382967;34,82601;34,702216;54,508152;25,030174;72,410329;30,588935
15:26:04,314;830,00;42,773324;20,383427;34,833867;34,707455;54,559595;25,081613;72,718982;30,640381
15:26:05,314;831,00;42,772243;20,382814;34,851739;34,720398;54,508152;25,030174;72,770425;30,691827
15:26:06,313;832,00;42,770544;20,38174;34,861908;34,727639;54,508152;24,978735;72,770425;30,640381
15:26:07,314;833,00;42,773015;20,3822;34,872077;34,733494;54,559595;25,081613;72,873309;30,640381
15:26:08,315;834,00;42,769618;20,382047;34,880705;34,740274;54,611038;24,978735;72,924752;30,588935
15:26:09,315;835,00;42,767764;20,382047;34,897961;34,750751;54,611038;25,030174;73,079079;30,743273
15:26:10,314;836,00;42,767764;20,380359;34,909054;34,75938;54,611038;25,133052;73,284848;30,640381
15:26:11,315;837,00;42,767147;20,380052;34,918299;34,766005;54,559595;25,081613;73,181963;30,640381
15:26:12,315;838,00;42,764984;20,379131;34,926619;34,773401;54,508152;25,030174;73,284848;30,846165
15:26:13,313;839,00;42,766374;20,377751;34,937866;34,782492;54,559595;25,030174;73,490617;30,794719
15:26:14,314;840,00;42,765293;20,378825;34,957588;34,796051;54,508152;24,978735;73,593502;30,794719
15:26:15,314;841,00;42,764521;20,376063;34,967295;34,799749;54,559595;25,133052;73,542059;30,691827
15:26:16,315;842,00;42,765602;20,37729;34,976693;34,803909;54,508152;25,081613;73,542059;30,794719
15:26:17,314;843,00;42,766838;20,376523;34,985938;34,808686;54,559595;25,030174;73,644944;30,794719
15:26:18,315;844,00;42,769154;20,376063;35,004889;34,815465;54,456709;25,133052;73,696386;30,691827
15:26:19,315;845,00;42,771162;20,375603;35,01398;34,819472;54,559595;24,978735;73,644944;30,640381
15:26:20,313;846,00;42,771316;20,376677;35,023225;34,824094;54,611038;25,081613;73,747829;30,846165
15:26:21,315;847,00;42,770235;20,375603;35,030929;34,830103;54,611038;25,030174;73,799271;30,794719
15:26:22,314;848,00;42,769309;20,376677;35,048494;34,841197;54,508152;25,030174;73,799271;30,743273
15:26:23,314;849,00;42,769772;20,375909;35,055427;34,845666;54,559595;25,030174;73,902156;30,846165
15:26:24,314;850,00;42,769463;20,375603;35,063439;34,851675;54,611038;25,081613;73,953598;30,794719
15:26:25,313;851,00;42,770853;20,375603;35,070835;34,857068;54,611038;25,030174;73,953598;30,846165
15:26:26,314;852,00;42,769309;20,376983;35,083932;34,867392;54,559595;25,081613;73,953598;30,794719
15:26:27,314;853,00;42,771162;20,374682;35,090404;34,87186;54,508152;25,081613;73,953598;30,846165
15:26:28,314;854,00;42,767147;20,378518;35,097491;34,877407;54,456709;25,081613;73,953598;30,846165
15:26:29,314;855,00;42,766992;20,37729;35,103809;34,884341;54,508152;25,081613;74,00504;30,897611
15:26:30,314;856,00;42,766529;20,378057;35,110897;34,890042;54,559595;24,978735;73,850713;30,846165
15:26:31,314;857,00;42,767301;20,378211;35,121837;34,900058;54,559595;25,030174;73,850713;30,846165
15:26:32,314;858,00;42,771007;20,37729;35,127846;34,904373;54,559595;25,133052;73,902156;30,846165
15:26:33,314;859,00;42,769618;20,37729;35,133547;34,909149;54,662481;25,081613;74,00504;30,846165
15:26:34,315;860,00;42,772243;20,378671;35,137707;34,912539;54,508152;25,081613;73,902156;30,846165
15:26:35,315;861,00;42,769309;20,379285;35,14649;34,918549;54,559595;25,081613;73,902156;30,897611
15:26:36,314;862,00;42,769154;20,378978;35,15065;34,921322;54,456709;25,081613;74,056483;30,949057
15:26:37,314;863,00;42,768691;20,378825;35,155119;34,922555;54,456709;25,030174;73,953598;30,949057
15:26:38,314;864,00;42,766992;20,378978;35,157738;34,92502;54,508152;24,978735;73,799271;30,949057
15:26:39,315;865,00;42,767764;20,377751;35,165134;34,929643;54,559595;25,133052;73,747829;30,897611
15:26:40,315;866,00;42,766838;20,376983;35,16837;34,933649;54,559595;25,030174;73,850713;31,000503
15:26:41,314;867,00;42,76483;20,375449;35,171144;34,938426;54,662481;25,081613;73,799271;30,897611
15:26:42,313;868,00;42,763749;20,376216;35,176845;34,947055;54,559595;25,081613;73,799271;30,897611
15:26:43,313;869,00;42,758189;20,369619;35,184087;34,959382;54,559595;24,927296;73,799271;30,949057
15:26:44,315;870,00;42,750622;20,367931;35,187477;34,964467;54,508152;25,030174;73,799271;30,949057
15:26:45,314;871,00;42,747224;20,364709;35,189634;34,967703;54,508152;25,081613;73,799271;30,846165
15:26:46,315;872,00;42,743363;20,359646;35,193486;34,972017;54,611038;25,081613;73,799271;30,949057
15:26:47,315;873,00;42,73873;20,357958;35,197184;34,975407;54,559595;25,081613;73,850713;31,051949
15:26:48,314;874,00;42,734715;20,350747;35,199958;34,977411;54,611038;25,081613;73,902156;31,051949
15:26:49,314;875,00;42,731472;20,348599;35,203502;34,978951;54,713925;25,081613;73,902156;31,000503
15:26:50,315;876,00;42,727765;20,344303;35,206121;34,979106;54,713925;25,133052;73,542059;30,897611
15:26:51,314;877,00;42,727148;20,3397;35,208124;34,979414;54,662481;25,184491;73,644944;31,000503
15:26:52,315;878,00;42,719889;20,332336;35,211514;34,980338;54,662481;25,030174;73,644944;31,000503
15:26:53,315;879,00;42,718036;20,330648;35,212901;34,980338;54,611038;25,081613;73,696386;30,949057
15:26:54,313;880,00;42,716955;20,32804;35,215058;34,98342;54,611038;25,030174;73,593502;31,051949
15:26:55,314;881,00;42,715565;20,325432;35,217061;34,984499;54,713925;24,978735;73,542059;30,949057
15:26:56,314;882,00;42,711086;20,321289;35,222763;34,987889;54,765368;25,133052;73,439175;31,000503
15:26:57,314;883,00;42,710623;20,319295;35,225074;34,987118;54,765368;25,081613;73,490617;31,000503
15:26:58,314;884,00;42,707843;20,318221;35,226461;34,987118;54,662481;25,081613;73,490617;31,103396
15:26:59,314;885,00;42,7046;20,318374;35,228772;34,987426;54,713925;25,441686;73,542059;30,897611
15:27:00,314;886,00;42,705063;20,315919;35,234011;34,988197;54,662481;25,030174;73,284848;31,051949
15:27:01,315;887,00;42,704291;20,313311;35,236476;34,99282;54,559595;24,978735;73,33629;31,051949
15:27:02,314;888,00;42,701975;20,312697;35,238017;34,994052;54,662481;25,030174;73,439175;31,103396
15:27:03,314;889,00;42,700276;20,313464;35,242178;34,993898;54,713925;25,030174;73,387733;31,000503
15:27:04,314;890,00;42,701048;20,311163;35,244335;34,994977;54,662481;25,133052;73,233406;31,051949
15:27:05,313;891,00;42,698732;20,310549;35,25019;34,997288;54,765368;25,133052;73,233406;31,103396
15:27:06,314;892,00;42,701203;20,310242;35,253118;34,998675;54,816811;25,133052;73,233406;31,051949
15:27:07,314;893,00;42,699504;20,309936;35,254659;34,997905;54,662481;25,081613;73,233406;31,000503
15:27:08,314;894,00;42,699504;20,307788;35,257124;34,998521;54,611038;25,081613;73,181963;31,103396
15:27:09,314;895,00;42,698268;20,308555;35,260668;35,000216;54,662481;25,030174;73,233406;31,051949
15:27:10,313;896,00;42,697342;20,307634;35,263288;35,002681;54,713925;25,030174;73,181963;31,051949
15:27:11,315;897,00;42,696261;20,307327;35,265599;35,004068;54,662481;25,081613;73,130521;31,051949
15:27:12,314;898,00;42,697805;20,308248;35,266524;35,005917;54,713925;24,978735;73,027636;31,103396
15:27:13,314;899,00;42,697033;20,30656;35,27392;35,01393;54,765368;25,030174;73,079079;31,103396
15:27:14,315;900,00;42,696261;20,307021;35,276848;35,016242;54,765368;25,133052;73,027636;31,051949
15:27:15,314;901,00;42,697651;20,307327;35,27993;35,021018;54,611038;25,081613;72,976194;31,051949
15:27:16,315;902,00;42,697496;20,306253;35,281471;35,024254;54,713925;25,133052;72,873309;31,154842
15:27:17,314;903,00;42,697959;20,306253;35,284861;35,029185;54,765368;25,133052;72,976194;31,051949
15:27:18,314;904,00;42,698886;20,305486;35,288559;35,037044;54,713925;25,081613;72,924752;31,051949
15:27:19,313;905,00;42,697651;20,305486;35,290716;35,042283;54,713925;25,133052;72,821867;31,051949
15:27:20,313;906,00;42,697033;20,304412;35,292873;35,049063;54,765368;25,133052;72,770425;31,051949
15:27:21,314;907,00;42,699195;20,304566;35,293336;35,053224;54,662481;25,184491;72,616098;31,154842
15:27:22,314;908,00;42,701666;20,303952;35,297342;35,05723;54,662481;25,133052;72,770425;31,103396
15:27:23,314;909,00;42,700276;20,303799;35,300578;35,059542;54,765368;25,133052;72,616098;31,051949
15:27:24,313;910,00;42,699813;20,302264;35,302119;35,059388;54,713925;25,030174;72,616098;31,154842
15:27:25,315;911,00;42,701203;20,302418;35,304892;35,06062;54,611038;25,081613;72,616098;31,051949
15:27:26,314;912,00;42,703519;20,301344;35,310594;35,060774;54,662481;25,081613;72,66754;31,103396
15:27:27,314;913,00;42,703519;20,300577;35,313059;35,06401;54,662481;25,081613;72,616098;31,051949
15:27:28,315;914,00;42,703056;20,300883;35,317066;35,064473;54,713925;25,133052;72,66754;31,206288
15:27:29,315;915,00;42,703982;20,299963;35,319993;35,064627;54,765368;25,133052;72,821867;31,154842
15:27:30,313;916,00;42,705527;20,299196;35,326003;35,068479;54,816811;25,184491;72,821867;31,103396
15:27:31,313;917,00;42,705063;20,299656;35,330009;35,070637;54,611038;25,133052;72,770425;31,103396
15:27:32,315;918,00;42,706608;20,299042;35,3334;35,07264;54,611038;25,133052;72,718982;31,154842
15:27:33,315;919,00;42,706917;20,297815;35,335711;35,076184;54,765368;25,184491;72,821867;31,154842
15:27:34,315;920,00;42,705372;20,29981;35,338793;35,076492;54,765368;25,133052;72,821867;31,103396
15:27:35,313;921,00;42,704909;20,297815;35,34773;35,081115;54,919698;25,184491;72,718982;31,206288
15:27:36,314;922,00;42,706299;20,298582;35,349733;35,082656;54,816811;25,133052;72,770425;31,154842
15:27:37,314;923,00;42,707534;20,297508;35,353432;35,083889;54,919698;25,184491;72,976194;31,154842
15:27:38,315;924,00;42,707689;20,296588;35,35713;35,085276;54,868254;25,133052;72,924752;31,206288
15:27:39,314;925,00;42,707998;20,297508;35,365451;35,087279;54,919698;25,133052;72,924752;31,103396
15:27:40,315;926,00;42,709388;20,295514;35,367454;35,086662;54,765368;25,133052;72,924752;31,103396
15:27:41,314;927,00;42,709542;20,298122;35,371769;35,086354;54,816811;25,081613;72,976194;31,154842
15:27:42,313;928,00;42,70738;20,295207;35,374389;35,086662;54,765368;25,133052;73,079079;31,051949
15:27:43,314;929,00;42,708615;20,296434;35,379628;35,091902;54,919698;25,184491;73,027636;31,206288
15:27:44,314;930,00;42,709388;20,296281;35,382556;35,094984;54,919698;25,133052;73,027636;31,103396
15:27:45,313;931,00;42,709542;20,295974;35,3861;35,100377;54,868254;25,184491;73,079079;31,103396
15:27:46,315;932,00;42,707998;20,296741;35,389028;35,103151;54,868254;25,184491;73,027636;31,154842
15:27:47,313;933,00;42,709079;20,29536;35,392726;35,109469;54,919698;25,287369;73,079079;31,206288
15:27:48,314;934,00;42,710314;20,295053;35,395345;35,111626;54,765368;25,133052;73,130521;31,257734
15:27:49,315;935,00;42,708461;20,29444;35,398582;35,112705;55,074027;25,544564;73,079079;31,206288
15:27:50,313;936,00;42,709542;20,29536;35,400277;35,114246;54,971141;25,081613;72,873309;31,206288
15:27:51,314;937,00;42,71016;20,295667;35,40228;35,115632;55,074027;25,133052;72,821867;31,206288
15:27:52,315;938,00;42,710777;20,29582;35,406132;35,11856;55,022584;25,081613;72,924752;31,206288
15:27:53,314;939,00;42,711395;20,29536;35,407519;35,119485;55,022584;25,23593;72,976194;31,206288
15:27:54,314;940,00;42,713094;20,294746;35,409368;35,122413;55,022584;25,23593;72,873309;31,103396
15:27:55,314;941,00;42,713403;20,295207;35,410447;35,124878;55,022584;25,081613;72,976194;31,257734
15:27:56,314;942,00;42,712785;20,293366;35,41168;35,130426;54,919698;25,133052;72,924752;31,206288
15:27:57,313;943,00;42,713712;20,293519;35,412296;35,134278;55,074027;25,184491;72,718982;31,206288
15:27:58,315;944,00;42,713248;20,2949;35,415532;35,138439;55,022584;25,184491;72,718982;31,206288
15:27:59,315;945,00;42,714021;20,293826;35,416919;35,141213;54,971141;25,184491;72,770425;31,206288
15:28:00,314;946,00;42,715874;20,29444;35,422158;35,147377;54,919698;25,184491;72,873309;31,257734
15:28:01,314;947,00;42,715874;20,29444;35,424316;35,150459;55,074027;25,184491;72,770425;31,154842
15:28:02,315;948,00;42,717573;20,29536;35,428168;35,15277;55,022584;25,184491;72,718982;31,30918
15:28:03,314;949,00;42,718963;20,29536;35,432791;35,155698;55,074027;25,184491;72,873309;31,257734
15:28:04,314;950,00;42,721125;20,298429;35,438339;35,161554;55,074027;25,081613;72,873309;31,206288
15:28:05,314;951,00;42,721125;20,298736;35,441729;35,167255;55,2798;25,184491;72,873309;31,154842
15:28:06,314;952,00;42,722823;20,301497;35,446198;35,170029;54,971141;25,081613;72,924752;31,257734
15:28:07,314;953,00;42,724831;20,300577;35,45082;35,17496;55,022584;25,133052;72,976194;31,206288
15:28:08,314;954,00;42,726067;20,30119;35,454519;35,179737;55,022584;25,184491;72,976194;31,103396
15:28:09,315;955,00;42,728229;20,302264;35,463919;35,187442;55,074027;25,133052;73,027636;31,30918
15:28:10,315;956,00;42,729464;20,302571;35,467771;35,192065;54,971141;25,23593;73,130521;31,30918
15:28:11,314;957,00;42,728229;20,303338;35,471624;35,197613;55,074027;25,184491;73,079079;31,257734
15:28:12,314;958,00;42,730082;20,304719;35,475014;35,202698;55,022584;25,23593;73,181963;31,206288
15:28:13,314;959,00;42,732553;20,305333;35,484722;35,21102;55,176914;25,184491;73,233406;31,257734
15:28:14,315;960,00;42,73456;20,307481;35,489499;35,217184;55,12547;25,184491;73,490617;31,257734
15:28:15,314;961,00;42,738267;20,310089;35,492581;35,218571;55,12547;25,184491;73,387733;31,257734
15:28:16,314;962,00;42,736877;20,310242;35,496588;35,224272;55,12547;25,133052;73,33629;31,206288
15:28:17,315;963,00;42,742282;20,312544;35,503523;35,231978;55,12547;25,133052;73,490617;31,360626
15:28:18,313;964,00;42,743827;20,314999;35,506142;35,237679;55,176914;25,133052;73,644944;31,30918
15:28:19,313;965,00;42,74846;20,316226;35,509687;35,242302;55,176914;25,23593;73,542059;31,257734
15:28:20,314;966,00;42,748769;20,318221;35,51246;35,246309;55,12547;25,081613;73,490617;31,30918
15:28:21,314;967,00;42,752784;20,319908;35,516159;35,25648;55,176914;25,184491;73,542059;31,30918
15:28:22,314;968,00;42,753865;20,321596;35,518624;35,259562;55,176914;25,23593;73,593502;31,257734
15:28:23,313;969,00;42,755873;20,32267;35,520936;35,262028;55,074027;25,133052;73,439175;31,257734
15:28:24,315;970,00;42,755564;20,322977;35,522785;35,266497;55,12547;25,23593;73,542059;31,30918
15:28:25,315;971,00;42,756336;20,323744;35,524018;35,267267;55,074027;25,23593;73,593502;31,30918
15:28:26,314;972,00;42,759579;20,326966;35,5271;35,274048;55,12547;25,23593;73,593502;31,257734
15:28:27,314;973,00;42,76066;20,327119;35,526484;35,276822;55,12547;25,081613;73,439175;31,257734
15:28:28,314;974,00;42,757263;20,3285;35,526484;35,280058;55,176914;25,133052;73,439175;31,360626
15:28:29,314;975,00;42,76066;20,32896;35,527254;35,281136;55,12547;25,184491;73,387733;31,360626
15:28:30,314;976,00;42,757263;20,328193;35,529874;35,287763;55,176914;25,184491;73,33629;31,257734
15:28:31,313;977,00;42,757726;20,328654;35,530644;35,290691;55,176914;25,23593;73,387733;31,360626
15:28:32,314;978,00;42,754792;20,327273;35,532648;35,295006;55,176914;25,184491;73,490617;31,30918
15:28:33,314;979,00;42,754483;20,325739;35,534959;35,299629;55,12547;25,133052;73,387733;31,360626
15:28:34,314;980,00;42,752938;20,326506;35,538504;35,306718;55,176914;25,133052;73,284848;31,257734
15:28:35,314;981,00;42,750313;20,326659;35,542973;35,309646;55,12547;25,133052;73,439175;31,412072
15:28:36,314;982,00;42,74985;20,326966;35,544976;35,31581;55,12547;25,184491;73,387733;31,30918
15:28:37,314;983,00;42,749077;20,326813;35,547904;35,323515;55,074027;25,133052;73,439175;31,30918
15:28:38,314;984,00;42,750313;20,326045;35,551602;35,328139;55,228357;25,338808;73,284848;31,30918
15:28:39,314;985,00;42,751857;20,326659;35,556071;35,341238;55,12547;25,23593;73,387733;31,30918
15:28:40,314;986,00;42,751703;20,327119;35,559308;35,34694;55,176914;25,184491;73,542059;31,257734
15:28:41,314;987,00;42,750313;20,325739;35,557766;35,354029;55,12547;25,23593;73,490617;31,30918
15:28:42,314;988,00;42,749232;20,325278;35,56054;35,357111;55,228357;25,23593;73,439175;31,360626
15:28:43,314;989,00;42,749541;20,325739;35,562235;35,362659;55,12547;25,184491;73,593502;31,30918
15:28:44,314;990,00;42,748923;20,324971;35,562544;35,368207;55,074027;25,184491;73,439175;31,257734
15:28:45,314;991,00;42,748151;20,325585;35,565009;35,369902;55,176914;25,133052;73,490617;31,360626
15:28:46,314;992,00;42,749077;20,325739;35,566242;35,372059;55,12547;25,287369;73,644944;31,360626
15:28:47,314;993,00;42,747842;20,324511;35,569787;35,378994;55,12547;25,184491;73,387733;31,360626
15:28:48,314;994,00;42,747533;20,322056;35,569787;35,381614;55,176914;25,184491;73,439175;31,30918
15:28:49,314;995,00;42,746761;20,323284;35,572715;35,383926;55,074027;25,23593;73,542059;31,257734
