time;process_time;sensor_PT100_1;sensor_PT100_2;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2
16:13:01,140;2231,00;42,882204;20,475793;49,393085;47,453619;47,203215;28,630905;40,82475;43,244675
16:13:02,140;2232,00;42,882359;20,474566;49,389216;47,454238;47,100328;28,579466;40,670423;43,244675
16:13:03,141;2233,00;42,881586;20,475179;49,382717;47,452382;47,100328;28,682344;40,567539;43,244675
16:13:04,139;2234,00;42,883594;20,475793;49,367862;47,44635;47,151771;28,682344;40,516096;43,244675
16:13:05,140;2235,00;42,885293;20,47656;49,359197;47,426707;47,203215;28,733783;40,413212;43,244675
16:13:06,139;2236,00;42,885139;20,478402;49,351459;47,39995;47,408987;28,630905;40,310327;43,193229
16:13:07,140;2237,00;42,885448;20,479169;49,343722;47,364069;47,254658;28,630905;40,413212;43,193229
16:13:08,139;2238,00;42,886992;20,482851;49,324689;47,277304;47,306101;28,630905;40,310327;43,193229
16:13:09,141;2239,00;42,888536;20,483618;49,318809;47,242351;47,357544;28,630905;40,156;43,193229
16:13:10,140;2240,00;42,888073;20,485306;49,327011;47,225185;47,306101;28,682344;40,413212;43,193229
16:13:11,140;2241,00;42,888536;20,483925;49,322987;47,218844;47,254658;28,682344;40,413212;43,141783
16:13:12,140;2242,00;42,888073;20,484385;49,314631;47,22271;47,460431;28,630905;40,773308;43,193229
16:13:13,139;2243,00;42,887764;20,48592;49,302716;47,257199;47,203215;28,682344;40,670423;43,141783
16:13:14,139;2244,00;42,888382;20,486227;49,299312;47,2838;47,100328;28,630905;40,773308;43,141783
16:13:15,140;2245,00;42,890699;20,48592;49,300241;47,313804;47,048885;28,682344;41,133404;43,244675
16:13:16,140;2246,00;42,888073;20,485153;49,302871;47,346437;47,151771;28,682344;41,081962;43,193229
16:13:17,140;2247,00;42,886683;20,485306;49,309989;47,417582;47,254658;28,682344;41,184846;43,244675
16:13:18,139;2248,00;42,884058;20,483311;49,316798;47,45563;47,151771;28,682344;41,081962;43,244675
16:13:19,140;2249,00;42,882822;20,482698;49,321595;47,491668;47,100328;28,630905;41,236289;43,193229
16:13:20,140;2250,00;42,882976;20,482391;49,329177;47,526004;47,100328;28,682344;41,184846;43,296121
16:13:21,139;2251,00;42,88483;20,48101;49,341092;47,59406;47,203215;28,682344;41,133404;43,141783
16:13:22,139;2252,00;42,885139;20,482698;49,346508;47,624994;47,100328;28,733783;41,339173;43,193229
16:13:23,141;2253,00;42,884984;20,482237;49,353626;47,658095;47,151771;28,682344;41,287731;43,244675
16:13:24,139;2254,00;42,889309;20,482698;49,362601;47,689185;47,048885;28,682344;41,184846;43,193229
16:13:25,140;2255,00;42,891007;20,485766;49,376992;47,752139;46,945998;28,733783;41,4935;43,193229
16:13:26,140;2256,00;42,892397;20,486687;49,385657;47,784158;46,997442;28,682344;41,596385;43,141783
16:13:27,139;2257,00;42,895023;20,487301;49,392157;47,816796;46,997442;28,785223;41,596385;43,193229
16:13:28,140;2258,00;42,896413;20,489449;49,400667;47,848816;47,100328;28,785223;41,647827;43,244675
16:13:29,140;2259,00;42,896413;20,49129;49,407167;47,877123;47,100328;28,836662;41,69927;43,141783
16:13:30,139;2260,00;42,897031;20,490062;49,415987;47,932966;46,997442;28,682344;41,802154;43,193229
16:13:31,139;2261,00;42,894869;20,488528;49,422486;47,956788;46,945998;28,682344;41,853596;43,141783
16:13:32,139;2262,00;42,895023;20,488988;49,425426;47,981074;46,997442;28,682344;41,596385;43,193229
16:13:33,139;2263,00;42,894405;20,489602;49,428367;48,001958;46,997442;28,682344;41,750712;43,193229
16:13:34,140;2264,00;42,89178;20,488682;49,43208;48,046819;46,997442;28,682344;41,69927;43,296121
16:13:35,139;2265,00;42,894405;20,489909;49,432699;48,069713;47,100328;28,682344;41,802154;43,244675
16:13:36,139;2266,00;42,89456;20,488528;49,433164;48,09168;46,997442;28,579466;41,69927;43,244675
16:13:37,139;2267,00;42,896722;20,488068;49,434402;48,114111;47,048885;28,733783;41,544943;43,244675
16:13:38,139;2268,00;42,895641;20,488375;49,436568;48,155106;47,048885;28,836662;41,544943;43,296121
16:13:39,140;2269,00;42,896722;20,490369;49,437496;48,174134;46,843112;28,682344;41,69927;43,244675
16:13:40,140;2270,00;42,895177;20,487608;49,437342;48,193626;46,843112;28,733783;41,4935;43,193229
16:13:41,140;2271,00;42,896104;20,489909;49,438425;48,213428;46,894555;28,733783;41,596385;43,244675
16:13:42,140;2272,00;42,897185;20,488988;49,439353;48,249783;46,945998;28,733783;41,442058;43,244675
16:13:43,140;2273,00;42,89873;20,489295;49,43858;48,267574;46,843112;28,836662;41,442058;43,244675
16:13:44,141;2274,00;42,898575;20,488375;49,440127;48,286139;46,894555;28,682344;41,4935;43,296121
16:13:45,139;2275,00;42,899039;20,489909;49,43827;48,301455;46,791669;28,733783;41,133404;43,244675
16:13:46,140;2276,00;42,899502;20,489295;49,439508;48,315533;46,843112;28,682344;41,133404;43,347567
16:13:47,139;2277,00;42,90151;20,490983;49,439818;48,348176;46,894555;28,785223;40,82475;43,296121
16:13:48,141;2278,00;42,902282;20,49175;49,439818;48,364575;46,894555;28,733783;40,156;43,193229
16:13:49,141;2279,00;42,901818;20,490216;49,439972;48,380975;46,843112;28,785223;40,207443;43,244675
16:13:50,139;2280,00;42,902436;20,490216;49,442294;48,400004;46,843112;28,733783;39,641577;43,090337
16:13:51,139;2281,00;42,900274;20,488375;49,443222;48,435433;46,843112;28,682344;39,230039;43,193229
16:13:52,140;2282,00;42,899193;20,487454;49,444924;48,451368;46,843112;28,682344;39,230039;43,141783
16:13:53,139;2283,00;42,897957;20,485459;49,446936;48,468077;46,843112;28,785223;38,869943;43,193229
16:13:54,139;2284,00;42,895486;20,485306;49,445388;48,484941;46,894555;28,733783;38,972827;43,244675
16:13:55,139;2285,00;42,892089;20,483005;49,446317;48,520525;46,945998;28,733783;38,664173;43,244675
16:13:56,139;2286,00;42,892243;20,479936;49,445079;48,537854;46,894555;28,93954;38,561289;43,244675
16:13:57,139;2287,00;42,889;20,479322;49,444615;48,555646;46,688782;28,682344;38,458404;43,296121
16:13:58,141;2288,00;42,888228;20,478708;49,442758;48,573594;46,688782;28,630905;38,252635;43,193229
16:13:59,140;2289,00;42,88483;20,478248;49,442139;48,610881;46,740226;28,785223;38,252635;43,193229
16:14:00,139;2290,00;42,884212;20,47564;49,440127;48,6279;46,945998;28,888101;38,14975;43,193229
16:14:01,139;2291,00;42,882976;20,476407;49,438734;48,646776;46,894555;28,785223;38,098308;43,141783
16:14:02,139;2292,00;42,883131;20,47656;49,437961;48,663641;46,997442;28,682344;38,14975;43,193229
16:14:03,139;2293,00;42,882822;20,475179;49,435794;48,678959;46,894555;28,682344;38,509846;43,244675
16:14:04,140;2294,00;42,882513;20,475486;49,436878;48,715319;46,740226;28,733783;38,458404;43,141783
16:14:05,139;2295,00;42,883903;20,475793;49,436568;48,730172;46,894555;28,785223;38,509846;43,193229
16:14:06,139;2296,00;42,881432;20,474719;49,435485;48,748121;46,843112;28,682344;38,8185;43,244675
16:14:07,140;2297,00;42,883285;20,475486;49,435794;48,763903;46,894555;28,733783;38,715616;43,141783
16:14:08,141;2298,00;42,881123;20,476407;49,433164;48,794229;46,945998;28,785223;38,767058;43,193229
16:14:09,141;2299,00;42,881123;20,476407;49,430533;48,808155;46,791669;28,579466;38,869943;43,193229
16:14:10,140;2300,00;42,880196;20,477941;49,428212;48,817748;46,688782;28,682344;38,869943;43,244675
16:14:11,139;2301,00;42,879579;20,477174;49,426819;48,827651;46,740226;28,785223;39,024269;43,244675
16:14:12,139;2302,00;42,879733;20,477021;49,422332;48,850396;46,740226;28,733783;38,972827;43,244675
16:14:13,140;2303,00;42,875872;20,474566;49,420939;48,860145;46,843112;28,785223;38,612731;43,193229
16:14:14,140;2304,00;42,873555;20,474719;49,419701;48,870666;46,791669;28,836662;37,841096;43,244675
16:14:15,139;2305,00;42,872783;20,474259;49,417225;48,880724;46,843112;28,733783;37,686769;43,141783
16:14:16,140;2306,00;42,869849;20,471344;49,415678;48,891555;46,843112;28,733783;36,915135;43,296121
16:14:17,140;2307,00;42,866914;20,469809;49,413666;48,913527;46,791669;28,733783;36,966577;43,296121
16:14:18,139;2308,00;42,865679;20,468275;49,413356;48,926835;46,894555;28,630905;36,1435;43,193229
16:14:19,140;2309,00;42,862745;20,467508;49,411345;48,941689;46,894555;28,785223;35,680519;43,193229
16:14:20,139;2310,00;42,861663;20,467508;49,410571;48,954532;46,894555;28,785223;35,577635;43,141783
16:14:21,141;2311,00;42,860737;20,465667;49,41088;48,989193;46,688782;28,733783;35,423308;43,296121
16:14:22,139;2312,00;42,861046;20,464899;49,41119;49,005286;46,740226;28,733783;35,577635;43,244675
16:14:23,140;2313,00;42,861509;20,466894;49,411964;49,025866;46,740226;28,836662;35,371865;43,244675
16:14:24,140;2314,00;42,861818;20,467047;49,415987;49,042733;46,740226;28,785223;35,371865;43,296121
16:14:25,140;2315,00;42,86537;20,468582;49,423724;49,081573;46,740226;29,145296;35,371865;43,244675
16:14:26,140;2316,00;42,866297;20,468121;49,428367;49,104166;46,740226;28,785223;34,960327;43,193229
16:14:27,140;2317,00;42,867223;20,468428;49,433009;49,129079;46,740226;28,733783;34,908885;43,296121
16:14:28,139;2318,00;42,867378;20,469349;49,43858;49,152291;46,894555;28,682344;34,497346;43,296121
16:14:29,141;2319,00;42,868613;20,47027;49,448948;49,199334;46,740226;28,682344;34,13725;43,244675
16:14:30,139;2320,00;42,868459;20,469196;49,454828;49,220225;46,791669;28,836662;34,240135;43,347567
16:14:31,141;2321,00;42,869694;20,470116;49,462101;49,240033;46,894555;28,528027;33,931481;43,193229
16:14:32,139;2322,00;42,867378;20,468582;49,468755;49,259377;46,843112;28,785223;33,725712;43,296121
16:14:33,139;2323,00;42,867532;20,46628;49,475873;49,282125;46,894555;28,785223;33,571385;43,347567
16:14:34,139;2324,00;42,863517;20,465053;49,49042;49,329634;46,740226;28,836662;33,4685;43,296121
16:14:35,139;2325,00;42,863671;20,463825;49,500014;49,353002;46,688782;28,785223;33,622827;43,45046
16:14:36,139;2326,00;42,86259;20,462905;49,507442;49,373894;46,637339;28,733783;34,085808;43,296121
16:14:37,139;2327,00;42,862281;20,462905;49,51781;49,397726;46,740226;28,785223;34,445904;43,296121
16:14:38,139;2328,00;42,858884;20,462291;49,537618;49,439356;46,791669;28,785223;34,548788;43,296121
16:14:39,140;2329,00;42,85842;20,463365;49,548915;49,461177;46,688782;28,785223;35,166096;43,347567
16:14:40,140;2330,00;42,857648;20,462291;49,560211;49,482689;46,688782;28,785223;35,114654;43,347567
16:14:41,139;2331,00;42,85842;20,463672;49,570115;49,50451;46,585896;28,733783;35,526192;43,399013
16:14:42,140;2332,00;42,856567;20,462291;49,5924;49,542891;46,688782;28,785223;35,731962;43,347567
16:14:43,140;2333,00;42,856721;20,462905;49,604935;49,566106;46,688782;28,836662;35,680519;43,347567
16:14:44,140;2334,00;42,855177;20,460757;49,616232;49,587928;46,791669;28,785223;36,194942;43,501906
16:14:45,139;2335,00;42,855177;20,461064;49,629076;49,604952;46,688782;28,836662;36,1435;43,399013
16:14:46,140;2336,00;42,853633;20,459222;49,651051;49,64256;46,688782;28,733783;36,81225;43,45046
16:14:47,140;2337,00;42,850389;20,457841;49,663586;49,65974;46,637339;28,682344;37,583885;43,553352
16:14:48,139;2338,00;42,848999;20,457841;49,675348;49,679705;46,637339;28,682344;37,378116;43,501906
16:14:49,139;2339,00;42,847764;20,456461;49,684478;49,698123;46,688782;28,785223;37,943981;43,399013
16:14:50,141;2340,00;42,845447;20,45508;49,695776;49,716386;46,791669;28,785223;38,098308;43,501906
16:14:51,139;2341,00;42,841895;20,453699;49,717442;49,747959;46,791669;28,836662;38,098308;43,501906
16:14:52,140;2342,00;42,839733;20,453699;49,727191;49,76127;46,740226;28,785223;38,509846;43,656244
16:14:53,139;2343,00;42,838188;20,452318;49,735548;49,777985;46,688782;28,733783;38,355519;43,501906
16:14:54,140;2344,00;42,836026;20,448636;49,745298;49,794701;46,637339;28,836662;38,767058;43,604798
16:14:55,139;2345,00;42,834482;20,447562;49,761084;49,829371;46,791669;28,733783;39,024269;43,553352
16:14:56,139;2346,00;42,837262;20,446948;49,770214;49,846396;46,740226;28,785223;38,972827;43,501906
16:14:57,140;2347,00;42,837107;20,447101;49,779036;49,863422;46,843112;28,733783;39,230039;43,656244
16:14:58,140;2348,00;42,83649;20,446794;49,788167;49,8789;46,688782;28,682344;39,230039;43,604798
16:14:59,139;2349,00;42,837416;20,447408;49,801321;49,90676;46,534453;28,733783;39,435808;43,604798
16:15:00,139;2350,00;42,839733;20,446794;49,807667;49,922238;46,637339;28,785223;39,847346;43,656244
16:15:01,140;2351,00;42,840042;20,447408;49,813083;49,934311;46,585896;28,733783;39,795904;43,656244
16:15:02,139;2352,00;42,842049;20,447562;49,817881;49,946849;46,585896;28,630905;40,156;43,604798
16:15:03,140;2353,00;42,841741;20,446948;49,828405;49,963875;46,637339;28,733783;40,207443;43,604798
16:15:04,139;2354,00;42,844366;20,447868;49,830571;49,971769;46,637339;28,733783;40,36177;43,604798
16:15:05,141;2355,00;42,84591;20,448942;49,834905;49,977496;46,585896;28,836662;40,310327;43,70769
16:15:06,140;2356,00;42,846374;20,44971;49,838155;49,983223;46,534453;28,630905;40,36177;43,70769
16:15:07,139;2357,00;42,846992;20,452471;49,842024;49,988795;46,534453;28,785223;40,516096;43,656244
16:15:08,140;2358,00;42,84869;20,452778;49,846667;49,997618;46,585896;28,785223;40,567539;43,656244
16:15:09,140;2359,00;42,85008;20,452932;49,84806;50,003809;46,688782;28,785223;40,773308;43,70769
16:15:10,140;2360,00;42,851934;20,454313;49,848834;50,01;46,585896;28,785223;40,567539;43,70769
16:15:11,140;2361,00;42,851625;20,453699;49,851155;50,015418;46,637339;28,785223;40,567539;43,70769
16:15:12,140;2362,00;42,853478;20,455693;49,851155;50,020526;46,688782;28,733783;40,927635;43,759136
16:15:13,139;2363,00;42,857339;20,454619;49,851929;50,023776;46,637339;28,836662;41,184846;43,70769
16:15:14,140;2364,00;42,858111;20,45508;49,849453;50,024705;46,740226;28,785223;41,442058;43,810582
16:15:15,139;2365,00;42,858884;20,454619;49,846357;50,026872;46,791669;28,836662;41,544943;43,70769
16:15:16,140;2366,00;42,856721;20,454313;49,841869;50,024086;46,740226;28,836662;41,596385;43,759136
16:15:17,140;2367,00;42,856567;20,453392;49,837691;50,025015;46,843112;28,785223;41,750712;43,759136
16:15:18,139;2368,00;42,856567;20,453699;49,832893;50,022383;46,637339;28,733783;41,750712;43,656244
16:15:19,140;2369,00;42,857648;20,454619;49,828714;50,019752;46,740226;28,785223;41,802154;43,810582
16:15:20,140;2370,00;42,858111;20,453852;49,818345;50,012941;46,740226;28,888101;41,853596;43,810582
16:15:21,139;2371,00;42,858266;20,454313;49,814631;50,01;46,791669;28,836662;41,853596;43,656244
16:15:22,140;2372,00;42,85842;20,454006;49,809524;50,004892;46,740226;28,836662;41,750712;43,862028
16:15:23,139;2373,00;42,858884;20,453392;49,803333;49,995605;46,791669;28,785223;41,802154;43,759136
16:15:24,139;2374,00;42,860273;20,454773;49,797298;49,990343;46,688782;28,836662;41,69927;43,70769
16:15:25,140;2375,00;42,861972;20,453699;49,785381;49,976257;46,688782;28,785223;41,750712;43,810582
16:15:26,140;2376,00;42,861818;20,454159;49,778571;49,968518;46,791669;28,785223;41,750712;43,759136
16:15:27,140;2377,00;42,863362;20,454313;49,772536;49,958148;46,740226;28,93954;41,4935;43,810582
16:15:28,140;2378,00;42,860891;20,454466;49,765881;49,947932;46,637339;28,888101;40,979077;43,810582
16:15:29,140;2379,00;42,860273;20,454313;49,750715;49,925179;46,637339;28,888101;41,03052;43,759136
16:15:30,139;2380,00;42,860582;20,453392;49,742822;49,914809;46,483009;28,785223;40,721866;43,810582
16:15:31,140;2381,00;42,8612;20,453392;49,735703;49,903045;46,534453;28,836662;40,773308;43,810582
16:15:32,139;2382,00;42,85981;20,452778;49,727501;49,892675;46,585896;28,785223;40,773308;43,70769
16:15:33,139;2383,00;42,858729;20,453238;49,71218;49,874411;46,483009;28,93954;40,773308;43,759136
16:15:34,141;2384,00;42,858266;20,453238;49,706144;49,867446;46,483009;28,785223;40,927635;43,810582
16:15:35,140;2385,00;42,856721;20,451397;49,697478;49,857231;46,483009;28,93954;40,258885;43,70769
16:15:36,139;2386,00;42,856104;20,451704;49,691442;49,848718;46,534453;28,836662;39,384366;43,810582
16:15:37,140;2387,00;42,856412;20,451704;49,682931;49,842372;46,431566;28,888101;39,230039;43,70769
16:15:38,139;2388,00;42,854405;20,449403;49,669467;49,829061;46,431566;28,888101;38,304077;43,759136
16:15:39,139;2389,00;42,853478;20,448789;49,664051;49,823954;46,277237;28,888101;38,304077;43,810582
16:15:40,140;2390,00;42,850853;20,449556;49,656622;49,816215;46,431566;28,836662;37,326673;43,759136
16:15:41,140;2391,00;42,85008;20,447101;49,650896;49,811417;46,32868;28,836662;36,657923;43,759136
16:15:42,139;2392,00;42,8473;20,446641;49,638826;49,80244;46,277237;28,733783;36,657923;43,759136
16:15:43,139;2393,00;42,846683;20,446487;49,633409;49,799499;46,32868;28,733783;36,1435;43,70769
16:15:44,140;2394,00;42,84869;20,444953;49,630778;49,79532;46,277237;28,888101;36,194942;43,810582
16:15:45,140;2395,00;42,848999;20,4448;49,625671;49,792844;46,380123;28,888101;36,194942;43,759136
16:15:46,139;2396,00;42,850389;20,444953;49,618553;49,787117;46,32868;28,888101;36,246385;43,656244
16:15:47,141;2397,00;42,851007;20,446181;49,614065;49,785415;46,32868;28,836662;36,246385;43,759136
16:15:48,139;2398,00;42,850389;20,44572;49,609422;49,7817;46,32868;28,733783;36,555039;43,759136
16:15:49,141;2399,00;42,850235;20,445413;49,607411;49,78139;46,17435;28,682344;36,555039;43,656244
16:15:50,139;2400,00;42,850544;20,44526;49,600602;49,780926;46,277237;28,836662;37,018019;43,810582
16:15:51,140;2401,00;42,851779;20,444033;49,59859;49,782164;46,32868;28,888101;37,326673;43,70769
16:15:52,140;2402,00;42,851007;20,444186;49,59503;49,783712;46,380123;28,888101;37,326673;43,70769
16:15:53,139;2403,00;42,849463;20,442959;49,5924;49,785724;46,380123;28,785223;37,892539;43,759136
16:15:54,139;2404,00;42,85008;20,442345;49,588686;49,786962;46,277237;28,836662;38,252635;43,759136
16:15:55,140;2405,00;42,848536;20,441731;49,581258;49,789439;46,32868;28,785223;38,304077;43,70769
16:15:56,139;2406,00;42,847918;20,43989;49,575686;49,787272;46,277237;28,888101;38,921385;43,810582
16:15:57,139;2407,00;42,847609;20,440197;49,569961;49,787117;46,32868;28,888101;38,8185;43,70769
16:15:58,140;2408,00;42,847455;20,438969;49,565163;49,783557;46,380123;28,93954;39,281481;43,759136
16:15:59,139;2409,00;42,841277;20,436054;49,55495;49,773806;46,431566;28,785223;39,641577;43,810582
16:16:00,139;2410,00;42,841895;20,43498;49,550926;49,767306;46,380123;28,836662;39,48725;43,656244
16:16:01,140;2411,00;42,839733;20,43498;49,545201;49,762044;46,32868;28,785223;39,898789;43,759136
16:16:02,140;2412,00;42,83927;20,433753;49,53963;49,757555;46,225793;28,785223;39,950231;43,759136
16:16:03,140;2413,00;42,8351;20,430837;49,52988;49,745328;46,431566;28,888101;39,795904;43,759136
16:16:04,139;2414,00;42,835563;20,429303;49,524;49,74053;46,534453;28,836662;40,104558;43,759136
16:16:05,140;2415,00;42,834173;20,429303;49,518429;49,734494;46,431566;28,836662;39,950231;43,759136
16:16:06,140;2416,00;42,833092;20,427615;49,512394;49,729077;46,431566;28,785223;39,847346;43,759136
16:16:07,140;2417,00;42,829849;20,424393;49,498621;49,719326;46,380123;28,733783;39,847346;43,759136
16:16:08,140;2418,00;42,830158;20,4247;49,491193;49,711897;46,431566;28,836662;39,693019;43,759136
16:16:09,139;2419,00;42,828459;20,421938;49,483456;49,705242;46,380123;28,93954;39,332923;43,759136
16:16:10,139;2420,00;42,829076;20,420711;49,476957;49,697194;46,431566;28,888101;39,538693;43,759136
16:16:11,139;2421,00;42,826914;20,421171;49,4686;49,685277;46,32868;28,888101;39,281481;43,759136
16:16:12,139;2422,00;42,825215;20,417642;49,455447;49,665311;46,431566;28,836662;39,127154;43,810582
16:16:13,139;2423,00;42,824752;20,416568;49,446936;49,655406;46,380123;28,785223;39,178596;43,759136
16:16:14,140;2424,00;42,822744;20,415801;49,440901;49,648906;46,431566;28,836662;39,024269;43,70769
16:16:15,140;2425,00;42,820119;20,414727;49,433473;49,63962;46,483009;28,888101;38,972827;43,759136
16:16:16,139;2426,00;42,820891;20,412733;49,421867;49,621667;46,483009;28,888101;38,972827;43,810582
16:16:17,139;2427,00;42,816567;20,413346;49,414285;49,613464;46,483009;28,836662;38,561289;43,862028
16:16:18,140;2428,00;42,814714;20,410124;49,40825;49,6065;46,431566;28,990979;38,561289;43,70769
16:16:19,140;2429,00;42,816104;20,40859;49,405;49,59938;46,483009;28,785223;38,458404;43,862028
16:16:20,140;2430,00;42,813169;20,408283;49,390919;49,586844;46,380123;28,836662;38,458404;43,604798
16:16:21,139;2431,00;42,81286;20,407516;49,384265;49,577868;46,431566;28,836662;38,458404;43,810582
16:16:22,139;2432,00;42,81147;20,407056;49,377766;49,56982;46,380123;28,888101;38,509846;43,810582
16:16:23,140;2433,00;42,81147;20,406595;49,371885;49,560689;46,483009;28,888101;38,406962;43,759136
16:16:24,139;2434,00;42,80869;20,405368;49,35997;49,545368;46,431566;28,836662;38,509846;43,656244
16:16:25,140;2435,00;42,809926;20,405368;49,352388;49,537165;46,431566;28,836662;38,664173;43,759136
16:16:26,139;2436,00;42,809926;20,404447;49,346972;49,531748;46,483009;28,836662;38,406962;43,70769
16:16:27,140;2437,00;42,809617;20,405521;49,341247;49,523855;46,534453;28,888101;38,509846;43,759136
16:16:28,140;2438,00;42,81008;20,404908;49,334438;49,518284;46,380123;28,888101;38,406962;43,70769
16:16:29,139;2439,00;42,811779;20,404754;49,321285;49,506367;46,534453;28,888101;38,406962;43,656244
16:16:30,140;2440,00;42,812397;20,404908;49,314167;49,498474;46,380123;28,888101;38,458404;43,810582
16:16:31,139;2441,00;42,81425;20,406135;49,309216;49,495534;46,380123;28,785223;38,252635;43,759136
16:16:32,140;2442,00;42,815486;20,407823;49,302562;49,491355;46,380123;28,93954;38,14975;43,70769
16:16:33,140;2443,00;42,817802;20,408743;49,292968;49,484236;46,483009;28,888101;38,14975;43,70769
16:16:34,140;2444,00;42,819656;20,410738;49,288016;49,482534;46,483009;28,888101;37,995423;43,759136
16:16:35,139;2445,00;42,821046;20,412119;49,284148;49,48207;46,534453;28,836662;37,943981;43,70769
16:16:36,141;2446,00;42,822127;20,413346;49,280125;49,479439;46,740226;28,93954;38,046866;43,810582
16:16:37,139;2447,00;42,824443;20,415187;49,269138;49,476963;46,380123;28,93954;37,841096;43,759136
16:16:38,139;2448,00;42,826605;20,415648;49,267591;49,473403;46,431566;28,888101;37,789654;43,759136
16:16:39,139;2449,00;42,826451;20,416415;49,261092;49,469844;46,534453;28,93954;37,892539;43,759136
16:16:40,140;2450,00;42,827532;20,418563;49,256295;49,464118;46,585896;28,888101;37,841096;43,70769
16:16:41,140;2451,00;42,830158;20,418716;49,247011;49,455142;46,688782;28,93954;37,841096;43,759136
16:16:42,139;2452,00;42,829076;20,418103;49,241286;49,449261;46,534453;28,888101;37,943981;43,810582
16:16:43,141;2453,00;42,829694;20,41841;49,236953;49,445392;46,585896;28,579466;37,841096;43,70769
16:16:44,140;2454,00;42,832011;20,420404;49,232466;49,44338;46,585896;28,785223;37,841096;43,759136
16:16:45,139;2455,00;42,833092;20,420251;49,229216;49,441523;46,585896;28,888101;37,892539;43,759136
16:16:46,140;2456,00;42,833401;20,421018;49,221016;49,433785;46,688782;28,836662;37,841096;43,810582
16:16:47,139;2457,00;42,835254;20,421785;49,217302;49,430999;46,585896;28,836662;37,686769;43,70769
16:16:48,141;2458,00;42,836644;20,421785;49,213588;49,427285;46,585896;28,888101;37,841096;43,810582
16:16:49,140;2459,00;42,836335;20,422245;49,210339;49,421249;46,688782;28,888101;37,738212;43,656244
16:16:50,139;2460,00;42,838497;20,42378;49,199817;49,407321;46,534453;28,888101;37,738212;43,810582
16:16:51,139;2461,00;42,839733;20,424854;49,194865;49,399119;46,585896;28,785223;37,738212;43,862028
16:16:52,140;2462,00;42,839424;20,425621;49,190997;49,391381;46,688782;28,990979;37,686769;43,759136
16:16:53,139;2463,00;42,840968;20,424086;49,187593;49,383798;46,483009;28,888101;37,686769;43,759136
16:16:54,140;2464,00;42,840196;20,425314;49,182023;49,366775;46,431566;28,93954;37,789654;43,862028
16:16:55,139;2465,00;42,842976;20,42516;49,180166;49,35749;46,431566;28,785223;37,532442;43,759136
16:16:56,141;2466,00;42,840814;20,423933;49,178;49,349443;46,32868;28,888101;37,686769;43,862028
16:16:57,139;2467,00;42,839424;20,423473;49,176916;49,343252;46,483009;28,888101;37,635327;43,862028
16:16:58,140;2468,00;42,841586;20,423012;49,17475;49,339229;46,534453;28,93954;37,429558;43,656244
16:16:59,140;2469,00;42,839887;20,421478;49,174131;49,329944;46,431566;28,93954;37,532442;43,759136
16:17:00,139;2470,00;42,841741;20,421632;49,171965;49,32917;46,483009;28,888101;37,481;43,70769
16:17:01,140;2471,00;42,841432;20,420097;49,17212;49,327777;46,483009;28,836662;37,326673;43,70769
16:17:02,139;2472,00;42,841432;20,420558;49,171191;49,327313;46,483009;28,990979;37,635327;43,810582
16:17:03,140;2473,00;42,838188;20,418103;49,169953;49,326539;46,431566;29,042418;37,532442;43,70769
16:17:04,140;2474,00;42,838652;20,418716;49,170727;49,32592;46,534453;28,990979;37,532442;43,810582
16:17:05,139;2475,00;42,835872;20,416722;49,171037;49,326694;46,534453;28,93954;37,429558;43,759136
16:17:06,139;2476,00;42,835872;20,415341;49,17212;49,32592;46,380123;28,888101;37,378116;43,70769
16:17:07,139;2477,00;42,83093;20,413039;49,174286;49,326384;46,431566;28,888101;37,326673;43,70769
16:17:08,140;2478,00;42,828613;20,411352;49,175524;49,323599;46,380123;28,93954;37,326673;43,810582
16:17:09,140;2479,00;42,826451;20,407976;49,175524;49,321742;46,380123;28,888101;37,275231;43,70769
16:17:10,140;2480,00;42,822744;20,404908;49,175988;49,320658;46,483009;28,836662;37,223789;43,862028
16:17:11,139;2481,00;42,818883;20,401072;49,180166;49,319885;46,483009;28,888101;37,326673;43,810582
16:17:12,140;2482,00;42,816258;20,39831;49,180011;49,318801;46,380123;28,836662;37,275231;43,70769
16:17:13,139;2483,00;42,813169;20,395855;49,181868;49,318801;46,431566;28,93954;37,378116;43,810582
16:17:14,141;2484,00;42,808382;20,392633;49,18326;49,322361;46,431566;28,990979;37,378116;43,759136
16:17:15,139;2485,00;42,808382;20,389871;49,184653;49,324372;46,483009;28,990979;37,275231;43,70769
16:17:16,140;2486,00;42,799424;20,385115;49,188212;49,32592;46,483009;28,888101;37,378116;43,913474
16:17:17,140;2487,00;42,798961;20,382507;49,190223;49,326539;46,483009;28,93954;37,223789;43,759136
16:17:18,140;2488,00;42,796799;20,381126;49,191152;49,325301;46,483009;28,93954;37,275231;43,70769
16:17:19,140;2489,00;42,79371;20,380052;49,194556;49,326848;46,483009;28,888101;37,378116;43,913474
16:17:20,140;2490,00;42,790621;20,377904;49,19796;49,336134;46,483009;28,888101;37,172346;43,810582
16:17:21,140;2491,00;42,791702;20,377444;49,200126;49,339848;46,534453;28,93954;36,966577;43,759136
16:17:22,139;2492,00;41,434311;20,376677;49,202293;49,342788;46,483009;28,93954;37,018019;43,862028
