time;sensor_PT100_1;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2 
2493.6;40,70;33,23;31,38;49,88;25,85;70,25;29,66 
2494.6;40,70;33,23;31,38;49,93;25,85;70,20;29,66 
2495.6;40,69;33,23;31,39;49,93;25,85;70,30;29,61 
2496.6;40,69;33,23;31,39;49,88;25,96;70,30;29,77 
2497.6;40,69;33,24;31,39;49,88;26,01;70,30;29,66 
2498.6;40,69;33,24;31,39;49,93;26,01;70,25;29,77 
2499.6;40,69;33,24;31,39;49,93;25,90;70,25;29,77 
2500.6;40,69;33,24;31,40;49,88;25,85;70,25;29,61 
2501.6;40,69;33,24;31,39;49,88;25,90;70,25;29,71 
2502.6;40,69;33,24;31,40;49,72;25,96;70,30;29,82 
2503.6;40,69;33,25;31,40;49,83;25,96;70,10;29,66 
2504.6;40,69;33,25;31,40;49,78;25,90;70,15;29,71 
2505.6;40,69;33,25;31,40;49,72;25,85;69,99;29,66 
2506.6;40,69;33,25;31,40;49,78;25,85;70,10;29,71 
2507.6;40,69;33,25;31,40;49,52;25,90;70,10;29,71 
2508.6;40,69;33,25;31,41;49,52;25,96;70,15;29,71 
2509.6;40,69;33,25;31,41;49,62;25,96;70,04;29,71 
2510.6;40,69;33,25;31,41;49,62;25,85;70,20;29,77 
2511.6;40,69;33,25;31,41;49,57;25,90;70,10;29,61 
2512.6;40,69;33,25;31,41;49,52;25,90;70,04;29,66 
2513.6;40,69;33,25;31,41;49,57;25,96;70,10;29,66 
2514.6;40,69;33,25;31,41;49,88;26,01;70,04;29,71 
2515.6;40,69;33,25;31,41;49,62;25,90;69,99;29,66 
2516.6;40,69;33,25;31,41;49,57;25,90;70,20;29,77 
2517.6;40,69;33,25;31,41;49,67;25,80;70,04;29,71 
2518.6;40,69;33,25;31,41;49,57;25,85;70,04;29,61 
2519.6;40,69;33,26;31,41;49,57;25,90;70,15;29,71 
2520.6;40,69;33,26;31,41;49,67;25,90;70,10;29,71 
2521.6;40,69;33,26;31,42;49,62;25,96;70,04;29,77 
2522.6;40,69;33,26;31,42;49,62;25,96;70,10;29,71 
2523.6;40,69;33,26;31,42;49,57;25,85;70,04;29,66 
2524.6;40,69;33,26;31,42;49,52;25,90;70,04;29,66 
2525.6;40,69;33,27;31,43;49,57;25,90;70,04;29,66 
2526.6;40,69;33,27;31,43;49,72;25,90;70,04;29,77 
2527.6;40,69;33,27;31,43;49,67;25,90;69,94;29,61 
2528.6;40,69;33,27;31,43;49,62;25,96;70,04;29,77 
2529.6;40,69;33,27;31,43;49,47;25,85;69,94;29,82 
2530.6;40,69;33,27;31,43;49,62;25,96;69,94;29,71 
2531.6;40,69;33,27;31,43;49,57;25,90;69,99;29,77 
2532.6;40,69;33,27;31,43;49,67;25,90;69,94;29,66 
2533.6;40,69;33,27;31,44;49,57;25,96;69,94;29,66 
2534.6;40,69;33,27;31,44;49,62;25,96;69,99;29,66 
2535.6;40,69;33,27;31,44;49,57;25,85;69,99;29,71 
2536.6;40,69;33,27;31,45;49,62;25,96;69,94;29,66 
2537.6;40,69;33,28;31,45;49,62;25,96;69,89;29,66 
2538.6;40,69;33,28;31,45;49,67;26,06;69,89;29,71 
2539.6;40,69;33,28;31,45;49,62;25,90;69,89;29,66 
2540.6;40,69;33,28;31,46;49,52;25,90;69,89;29,71 
2541.6;40,69;33,28;31,46;49,57;25,80;69,94;29,71 
2542.6;40,69;33,28;31,46;49,52;25,90;69,89;29,66 
2543.6;40,70;33,28;31,46;49,47;25,90;69,94;29,71 
2544.6;40,70;33,28;31,46;49,47;26,01;70,04;29,77 
2545.6;40,70;33,28;31,46;49,47;25,85;69,94;29,71 
2546.6;40,70;33,28;31,46;49,42;25,90;69,94;29,66 
2547.6;40,70;33,28;31,46;49,31;25,90;69,94;29,77 
2548.6;40,70;33,28;31,46;49,42;25,96;69,94;29,77 
2549.6;40,70;33,28;31,46;49,52;25,90;69,94;29,66 
2550.6;40,70;33,28;31,46;49,47;26,01;70,04;29,71 
2551.6;40,70;33,28;31,46;49,42;25,90;69,89;29,71 
2552.6;40,70;33,28;31,46;49,57;25,85;70,04;29,71 
2553.6;40,70;33,28;31,46;49,52;25,90;69,94;29,82 
2554.6;40,70;33,29;31,46;49,57;25,96;69,89;29,71 
2555.6;40,70;33,29;31,46;49,78;25,96;69,94;29,77 
2556.6;40,70;33,29;31,46;49,78;25,96;69,94;29,71 
2557.6;40,70;33,29;31,46;49,67;25,85;69,99;29,71 
2558.6;40,70;33,29;31,46;49,83;25,85;69,94;29,77 
2559.6;40,70;33,29;31,46;49,88;25,96;69,94;29,71 
2560.6;40,70;33,29;31,46;50,03;25,96;69,99;29,66 
2561.6;40,70;33,29;31,46;49,93;25,90;70,04;29,71 
2562.6;40,70;33,29;31,46;49,98;25,96;69,94;29,71 
2563.6;40,70;33,30;31,46;49,88;25,90;69,84;29,71 
2564.6;40,70;33,30;31,46;49,88;25,90;69,99;29,66 
2565.6;40,70;33,30;31,47;49,88;25,90;69,94;29,66 
2566.6;40,71;33,30;31,47;49,93;25,96;69,89;29,77 
2567.6;40,71;33,30;31,47;49,93;25,90;69,99;29,66 
2568.6;40,71;33,30;31,47;49,72;25,96;70,04;29,66 
2569.6;40,71;33,30;31,47;49,78;25,90;69,94;29,71 
2570.6;40,71;33,30;31,47;49,78;25,90;69,94;29,66 
2571.6;40,71;33,30;31,47;49,67;25,96;69,84;29,77 
2572.6;40,71;33,30;31,47;49,72;25,96;69,84;29,77 
2573.6;40,71;33,31;31,47;49,57;25,90;69,84;29,71 
2574.6;40,71;33,30;31,47;49,52;25,90;69,84;29,77 
2575.6;40,71;33,31;31,47;49,52;25,90;69,79;29,71 
2576.6;40,71;33,31;31,47;49,57;25,90;69,74;29,66 
2577.6;40,71;33,31;31,47;49,67;25,90;69,84;29,71 
2578.6;40,71;33,31;31,47;49,78;25,85;69,79;29,82 
2579.6;40,71;33,31;31,47;49,72;25,90;69,89;29,71 
2580.6;40,72;33,31;31,48;49,72;25,90;69,84;29,82 
2581.6;40,71;33,31;31,47;49,67;25,90;69,79;29,77 
2582.6;40,71;33,31;31,48;49,78;25,96;69,79;29,71 
2583.6;40,71;33,31;31,48;49,72;25,90;69,84;29,77 
2584.6;40,71;33,32;31,48;49,78;26,01;69,79;29,71 
2585.6;40,71;33,32;31,48;49,83;25,90;69,79;29,66 
2586.6;40,71;33,32;31,48;49,67;25,90;69,79;29,66 
2587.6;40,71;33,32;31,48;49,72;26,06;69,79;29,77 
2588.6;40,71;33,32;31,48;49,72;26,01;69,79;29,77 
2589.6;40,71;33,32;31,48;49,78;26,42;69,79;29,66 
2590.6;40,71;33,32;31,48;49,72;25,96;69,79;29,77 
2591.6;40,71;33,32;31,49;49,72;25,90;69,68;29,71 
2592.6;40,71;33,32;31,48;49,88;25,90;69,79;29,71 
2593.6;40,71;33,32;31,48;49,88;25,90;69,79;29,77 
2594.6;40,71;33,32;31,48;49,98;25,96;69,74;29,66 
2595.6;40,71;33,32;31,48;49,98;25,96;69,94;29,77 
2596.6;40,71;33,32;31,48;49,88;25,90;69,89;29,82 
2597.6;40,71;33,32;31,48;49,83;26,11;69,79;29,71 
2598.6;40,71;33,32;31,48;49,78;25,96;69,89;29,82 
2599.6;40,71;33,32;31,48;50,14;25,96;69,84;29,82 
2600.6;40,71;33,32;31,49;50,03;25,96;69,74;29,66 
2601.6;40,71;33,32;31,49;50,03;25,85;69,84;29,77 
2602.6;40,70;33,33;31,49;50,08;25,90;69,68;29,71 
2603.6;40,70;33,33;31,49;49,98;25,85;69,68;29,77 
2604.6;40,70;33,33;31,49;50,08;25,90;69,79;29,77 
2605.6;40,70;33,33;31,49;50,08;25,90;69,89;29,82 
2606.6;40,70;33,33;31,49;50,08;25,96;69,74;29,77 
2607.6;40,70;33,33;31,49;50,24;25,96;69,68;29,71 
2608.6;40,70;33,33;31,49;50,14;25,96;69,63;29,71 
2609.6;40,70;33,33;31,49;50,08;25,96;69,58;29,71 
2610.6;40,70;33,33;31,49;50,14;25,96;69,74;29,77 
2611.6;40,70;33,33;31,49;50,24;26,01;69,68;29,82 
2612.6;40,70;33,34;31,49;50,24;26,01;69,68;29,77 
2613.6;40,70;33,33;31,49;50,14;25,96;69,68;29,77 
2614.6;40,70;33,34;31,49;50,08;25,85;69,68;29,77 
2615.6;40,70;33,34;31,50;50,14;25,90;69,68;29,77 
2616.6;40,70;33,34;31,50;50,19;25,96;69,74;29,82 
2617.6;40,70;33,34;31,50;50,29;25,96;69,63;29,82 
2618.6;40,70;33,34;31,50;50,24;25,90;69,63;29,71 
2619.6;40,70;33,34;31,50;50,14;25,90;69,74;29,82 
2620.6;40,70;33,34;31,50;50,19;25,90;69,63;29,71 
2621.6;40,70;33,35;31,50;50,19;25,90;69,58;29,71 
2622.6;40,70;33,35;31,50;50,19;25,90;69,74;29,77 
2623.6;40,70;33,35;31,50;50,19;25,90;69,74;29,87 
2624.6;40,70;33,35;31,50;50,19;25,85;69,63;29,71 
2625.6;40,70;33,35;31,50;50,19;26,01;69,74;29,82 
2626.6;40,70;33,35;31,50;50,14;26,01;69,58;29,82 
2627.6;40,69;33,35;31,50;50,29;25,96;69,43;29,71 
2628.6;40,69;33,35;31,50;50,19;26,01;69,58;29,77 
2629.6;40,69;33,35;31,51;50,24;25,90;69,48;29,71 
2630.6;40,69;33,35;31,51;50,19;25,85;69,53;29,77 
2631.6;40,69;33,35;31,51;50,14;25,96;69,53;29,71 
2632.6;40,69;33,35;31,51;50,24;25,90;69,43;29,77 
2633.6;40,69;33,35;31,51;50,29;25,90;69,48;29,77 
2634.6;40,69;33,35;31,51;50,24;25,96;69,53;29,87 
2635.6;40,69;33,36;31,51;50,14;25,96;69,53;29,82 
2636.6;40,69;33,36;31,51;50,14;25,90;69,48;29,71 
2637.6;40,69;33,36;31,51;50,03;25,96;69,48;29,66 
2638.6;40,69;33,36;31,51;50,14;25,96;69,53;29,82 
2639.6;40,69;33,36;31,51;50,08;25,85;69,53;29,77 
2640.6;40,69;33,36;31,50;49,83;25,80;69,53;29,71 
2641.6;40,69;33,36;31,51;49,83;25,90;69,53;29,77 
2642.6;40,69;33,36;31,50;49,62;25,85;69,53;29,77 
2643.6;40,69;33,36;31,51;49,67;25,96;69,58;29,82 
2644.6;40,69;33,36;31,51;49,57;25,96;69,48;29,82 
2645.6;40,69;33,36;31,50;49,42;25,85;69,48;29,77 
2646.6;40,69;33,36;31,50;49,36;25,90;69,53;29,82 
2647.6;40,69;33,36;31,50;49,36;25,96;69,53;29,87 
2648.6;40,69;33,36;31,50;49,31;26,06;69,48;29,82 
2649.6;40,69;33,37;31,50;49,36;25,96;69,53;29,82 
2650.6;40,69;33,37;31,50;49,36;25,90;69,53;29,87 
2651.6;40,69;33,37;31,50;49,31;25,85;69,48;29,82 
2652.6;40,69;33,37;31,50;49,21;25,90;69,48;29,77 
2653.6;40,69;33,37;31,51;49,26;25,96;69,53;29,82 
2654.6;40,69;33,37;31,51;49,31;25,96;69,53;29,82 
2655.6;40,69;33,37;31,51;49,31;25,85;69,53;29,71 
2656.6;40,69;33,37;31,51;49,47;25,90;69,53;29,77 
2657.6;40,69;33,37;31,52;49,47;25,85;69,53;29,77 
2658.6;40,69;33,37;31,52;49,42;25,90;69,48;29,77 
2659.6;40,69;33,37;31,52;49,57;25,96;69,43;29,87 
2660.6;40,69;33,37;31,52;49,67;25,96;69,32;29,87 
2661.6;40,69;33,38;31,52;49,57;25,90;69,43;29,82 
2662.6;40,69;33,38;31,53;49,62;25,85;69,43;29,87 
2663.6;40,69;33,38;31,53;49,52;25,90;69,38;29,82 
2664.6;40,69;33,38;31,53;49,67;26,01;69,43;29,82 
2665.6;40,69;33,38;31,53;49,78;25,96;69,43;29,87 
2666.6;40,69;33,38;31,53;49,72;25,85;69,43;29,77 
2667.6;40,69;33,38;31,53;49,72;25,90;69,32;29,77 
2668.6;40,68;33,38;31,53;49,72;25,90;69,43;29,87 
2669.6;40,69;33,38;31,54;49,72;25,96;69,32;29,82 
2670.6;40,68;33,39;31,54;49,67;25,96;69,38;29,71 
2671.6;40,68;33,39;31,54;49,83;25,96;69,43;29,92 
2672.6;40,68;33,39;31,54;49,83;25,90;69,38;29,82 
2673.6;40,68;33,39;31,54;49,62;25,90;69,32;29,82 
2674.6;40,69;33,39;31,55;49,57;25,90;69,43;29,87 
2675.6;40,69;33,39;31,55;49,62;25,90;69,38;29,87 
2676.6;40,69;33,39;31,55;49,47;25,90;69,32;29,77 
2677.6;40,69;33,40;31,55;49,47;25,96;69,43;29,87 
2678.6;40,69;33,40;31,55;49,52;25,96;69,43;29,87 
2679.6;40,69;33,40;31,55;49,36;25,85;69,12;29,82 
2680.6;40,69;33,40;31,56;49,42;25,90;69,17;29,82 
2681.6;40,69;33,40;31,56;49,47;25,96;69,38;29,87 
2682.6;40,69;33,40;31,56;49,52;25,96;69,22;29,77 
2683.6;40,69;33,41;31,56;49,52;25,96;69,17;29,82 
2684.6;40,69;33,41;31,56;49,47;25,90;69,17;29,92 
2685.6;40,69;33,41;31,56;49,36;25,90;69,22;29,87 
2686.6;40,69;33,41;31,56;49,52;25,85;69,17;29,82 
2687.6;40,69;33,41;31,56;49,67;25,96;69,22;29,97 
2688.6;40,69;33,41;31,57;49,78;25,96;69,17;29,82 
2689.6;40,69;33,41;31,57;49,72;25,85;69,22;29,92 
2690.6;40,69;33,41;31,57;49,72;25,90;69,22;29,82 
2691.6;40,69;33,41;31,57;49,88;25,85;69,22;29,87 
2692.6;40,69;33,41;31,57;50,08;25,96;69,12;29,82 
2693.6;40,69;33,41;31,57;50,14;25,96;69,27;29,87 
2694.6;40,68;33,41;31,57;50,03;26,01;69,27;29,87 
2695.6;40,68;33,41;31,58;49,98;25,80;69,17;29,82 
2696.6;40,68;33,41;31,58;50,03;25,96;69,38;29,82 
2697.6;40,68;33,41;31,58;50,14;25,90;69,22;29,97 
2698.6;40,68;33,41;31,58;50,29;25,96;69,22;29,77 
2699.6;40,68;33,41;31,58;50,24;26,01;69,22;29,82 
2700.6;40,68;33,41;31,59;50,19;25,85;69,22;29,87 
2701.6;40,68;33,42;31,59;50,14;25,85;69,12;29,87 
2702.6;40,68;33,42;31,59;50,03;25,90;69,27;29,87 
2703.6;40,68;33,42;31,59;50,08;26,01;69,27;29,82 
2704.6;40,68;33,42;31,60;50,14;25,96;69,27;29,77 
2705.6;40,68;33,42;31,60;49,93;25,85;69,22;29,87 
2706.6;40,68;33,42;31,61;49,93;25,90;69,22;29,82 
2707.6;40,69;33,42;31,61;49,72;26,01;69,27;29,87 
2708.6;40,69;33,43;31,61;49,72;25,96;69,22;29,82 
2709.6;40,69;33,43;31,61;49,62;25,96;69,22;29,92 
2710.6;40,69;33,43;31,61;49,47;25,96;69,22;29,87 
2711.6;40,69;33,43;31,61;49,47;25,96;69,22;29,82 
2712.6;40,69;33,43;31,61;49,31;25,90;69,17;29,82 
2713.6;40,69;33,43;31,61;49,21;25,96;69,32;29,87 
2714.6;40,70;33,43;31,61;49,21;26,01;69,27;29,82 
2715.6;40,70;33,43;31,61;49,26;25,85;69,17;29,77 
2716.6;40,70;33,43;31,61;49,16;25,90;69,22;29,92 
2717.6;40,70;33,43;31,61;49,16;25,90;69,22;29,87 
2718.6;40,70;33,43;31,61;49,21;26,01;69,22;29,92 
2719.6;40,70;33,43;31,61;49,16;25,90;69,27;29,87 
2720.6;40,70;33,43;31,61;49,16;25,90;69,07;29,82 
2721.6;40,70;33,43;31,61;49,21;25,96;69,07;29,82 
2722.6;40,70;33,43;31,61;49,21;25,85;69,22;29,82 
2723.6;40,70;33,43;31,61;49,16;25,85;69,27;29,92 
2724.6;40,70;33,43;31,61;49,31;25,90;69,17;29,87 
2725.6;40,70;33,43;31,61;49,21;26,01;69,22;29,87 
2726.6;40,71;33,43;31,61;49,21;25,90;69,32;29,97 
2727.6;40,70;33,43;31,61;49,21;25,96;69,22;29,87 
2728.6;40,71;33,43;31,61;49,11;25,96;69,07;29,82 
2729.6;40,71;33,43;31,61;49,21;25,90;69,12;29,87 
2730.6;40,71;33,44;31,62;49,21;25,96;69,02;29,92 
2731.6;40,71;33,44;31,62;49,21;25,90;69,07;29,82 
2732.6;40,71;33,44;31,62;49,16;25,90;69,12;29,87 
2733.6;40,71;33,44;31,62;49,16;25,90;69,12;29,82 
2734.6;40,71;33,44;31,62;49,16;26,01;69,07;29,87 
2735.6;40,71;33,44;31,62;49,26;25,96;69,17;29,87 
2736.6;40,71;33,45;31,63;49,26;25,90;69,12;29,92 
2737.6;40,71;33,45;31,63;49,26;25,90;69,02;29,82 
2738.6;40,71;33,45;31,63;49,00;25,85;69,12;29,87 
2739.6;40,71;33,45;31,63;49,00;25,90;69,17;29,92 
2740.6;40,72;33,46;31,63;49,16;25,96;69,07;29,87 
2741.6;40,72;33,46;31,63;49,00;25,90;69,12;29,82 
2742.6;40,72;33,46;31,63;49,00;26,01;69,12;29,92 
2743.6;40,72;33,46;31,63;48,95;25,90;69,07;29,87 
2744.6;40,72;33,46;31,63;49,06;25,90;69,07;29,87 
2745.6;40,72;33,46;31,63;49,11;25,96;69,12;29,92 
2746.6;40,71;33,47;31,64;49,11;25,96;69,12;29,87 
2747.6;40,71;33,47;31,64;49,11;25,90;68,96;29,97 
2748.6;40,71;33,47;31,64;49,00;25,90;69,12;29,92 
2749.6;40,71;33,47;31,64;49,00;25,90;69,17;29,92 
2750.6;40,71;33,47;31,64;49,11;26,01;69,07;29,87 
2751.6;40,71;33,47;31,65;49,06;25,96;69,12;29,92 
2752.6;40,71;33,47;31,65;49,11;25,90;69,17;29,92 
2753.6;40,71;33,48;31,65;49,11;25,90;69,07;29,92 
2754.6;40,71;33,48;31,65;49,16;25,96;69,07;29,82 
2755.6;40,71;33,48;31,66;49,16;26,01;69,17;29,92 
2756.6;40,71;33,48;31,66;49,31;26,01;69,07;29,87 
2757.6;40,71;33,48;31,66;49,26;25,96;68,96;29,87 
2758.6;40,70;33,48;31,66;49,21;25,96;69,02;29,92 
2759.6;40,70;33,48;31,66;49,11;25,90;69,12;29,97 
2760.6;40,70;33,49;31,67;49,21;26,01;69,02;29,87 
2761.6;40,70;33,49;31,67;49,21;25,90;69,07;29,87 
2762.6;40,70;33,49;31,67;49,16;25,96;69,12;29,97 
2763.6;40,70;33,49;31,67;49,21;25,96;69,02;29,92 
2764.6;40,69;33,50;31,67;49,16;26,06;69,02;29,87 
2765.6;40,69;33,50;31,67;49,26;26,01;69,17;29,97 
2766.6;40,69;33,50;31,68;49,21;25,96;69,07;29,97 
2767.6;40,69;33,50;31,68;49,26;26,01;69,02;29,87 
2768.6;40,69;33,50;31,68;49,26;25,96;69,17;29,92 
2769.6;40,69;33,50;31,68;49,11;25,85;69,12;29,92 
2770.6;40,69;33,50;31,68;49,21;25,90;68,96;29,97 
2771.6;40,69;33,50;31,69;49,21;25,90;69,12;29,92 
2772.6;40,69;33,50;31,69;49,31;25,90;69,12;29,97 
2773.6;40,69;33,50;31,69;49,06;25,90;69,07;29,87 
2774.6;40,69;33,50;31,69;49,06;25,85;68,91;29,92 
2775.6;40,69;33,50;31,69;49,00;25,96;69,02;29,92 
2776.6;40,69;33,51;31,70;49,11;25,96;69,02;29,97 
2777.6;40,70;33,51;31,70;49,06;26,01;68,96;29,82 
2778.6;40,70;33,51;31,70;49,06;25,96;68,91;29,87 
2779.6;40,70;33,51;31,70;48,90;25,90;69,07;29,97 
2780.6;40,70;33,51;31,71;48,85;25,90;68,91;29,92 
2781.6;40,71;33,51;31,71;48,80;25,96;68,96;29,92 
2782.6;40,70;33,51;31,71;49,11;25,90;69,02;29,92 
2783.6;40,71;33,51;31,71;49,06;26,01;68,81;29,71 
2784.6;40,71;33,51;31,72;49,00;25,85;69,02;29,92 
2785.6;40,71;33,52;31,72;49,06;25,96;69,02;29,92 
2786.6;40,71;33,52;31,72;49,06;25,96;68,96;30,02 
2787.6;40,71;33,52;31,72;49,11;25,90;68,86;29,87 
2788.6;40,71;33,52;31,72;49,00;25,90;69,02;29,97 
2789.6;40,71;33,52;31,72;49,21;25,85;68,96;29,97 
2790.6;40,71;33,52;31,72;49,21;25,90;68,91;29,92 
2791.6;40,71;33,52;31,72;49,11;25,96;69,07;29,92 
2792.6;40,71;33,52;31,72;49,16;25,96;68,81;30,02 
2793.6;40,71;33,52;31,72;49,21;25,90;68,71;29,97 
2794.6;40,71;33,52;31,73;49,16;25,90;68,81;29,97 
2795.6;40,71;33,52;31,73;49,31;25,90;68,76;29,92 
2796.6;40,71;33,52;31,72;49,36;25,90;68,76;29,92 
2797.6;40,71;33,52;31,72;49,36;25,90;68,76;29,87 
2798.6;40,71;33,52;31,72;49,36;25,96;68,86;29,92 
2799.6;40,70;33,52;31,72;49,31;25,90;68,76;29,97 
2800.6;40,70;33,53;31,72;49,26;25,90;68,81;29,92 
2801.6;40,70;33,53;31,72;49,36;25,90;68,86;30,02 
2802.6;40,70;33,53;31,73;49,16;26,01;68,81;29,97 
2803.6;40,70;33,53;31,73;49,16;25,90;68,76;29,87 
2804.6;40,70;33,53;31,73;49,16;25,85;68,81;30,02 
2805.6;40,70;33,53;31,73;49,11;25,85;68,86;29,92 
2806.6;40,70;33,53;31,74;49,16;25,96;68,81;29,97 
2807.6;40,70;33,53;31,74;49,11;25,96;68,81;29,92 
2808.6;40,70;33,53;31,74;49,00;25,90;68,81;29,97 
2809.6;40,70;33,53;31,74;48,95;26,01;68,81;29,92 
2810.6;40,71;33,53;31,74;48,85;25,96;68,76;29,87 
2811.6;40,71;33,53;31,74;48,90;25,96;68,91;30,02 
2812.6;40,71;33,54;31,74;48,75;25,96;68,81;29,97 
2813.6;40,71;33,53;31,74;48,64;25,90;68,76;29,92 
2814.6;40,71;33,54;31,74;48,64;25,96;68,86;29,97 
2815.6;40,72;33,54;31,74;48,44;25,85;68,81;29,87 
2816.6;40,71;33,54;31,74;48,64;25,96;68,76;30,02 
2817.6;40,72;33,54;31,74;48,64;25,90;68,81;29,92 
2818.6;40,72;33,54;31,75;48,54;25,85;68,81;29,92 
2819.6;40,72;33,55;31,75;48,95;25,90;68,76;29,92 
2820.6;40,72;33,55;31,75;48,39;25,85;68,66;29,87 
2821.6;40,72;33,55;31,75;48,49;25,85;68,66;30,02 
2822.6;40,72;33,55;31,76;48,70;25,96;68,66;29,92 
2823.6;40,73;33,55;31,76;48,54;26,01;68,66;29,92 
2824.6;40,73;33,55;31,76;48,59;25,85;68,71;29,92 
2825.6;40,73;33,55;31,76;48,49;25,85;68,60;29,92 
2826.6;40,73;33,55;31,76;48,49;25,96;68,71;29,97 
2827.6;40,73;33,56;31,76;48,44;25,90;68,66;29,87 
2828.6;40,73;33,56;31,76;48,49;26,01;68,71;30,02  
2829.6;40,73;33,56;31,76;48,44;25,90;68,60;29,97  
2830.6;40,73;33,56;31,76;48,54;25,90;68,60;29,87  
2831.6;40,73;33,56;31,76;48,64;25,90;68,76;29,92  
2832.6;40,73;33,56;31,76;48,59;26,01;68,66;29,97  
2833.6;40,73;33,56;31,76;48,64;25,96;68,60;29,92  
2834.6;40,73;33,56;31,76;48,64;25,90;68,66;29,92  
2835.6;40,73;33,56;31,76;48,54;25,90;68,66;30,02  
2836.6;40,73;33,56;31,76;48,64;25,96;68,60;29,82  
2837.6;40,73;33,56;31,76;48,64;26,01;68,71;30,02  
2838.6;40,73;33,56;31,76;48,90;25,96;68,71;29,97  
2839.6;40,73;33,57;31,77;48,70;25,96;68,50;29,97  
2840.6;40,73;33,57;31,77;48,64;25,90;68,66;29,87  
2841.6;40,73;33,57;31,77;48,70;25,96;68,76;29,92  
2842.6;40,73;33,57;31,77;48,64;25,96;68,60;29,97  
2843.6;40,73;33,57;31,77;48,59;26,06;68,66;29,97  
2844.6;40,74;33,57;31,77;48,54;25,90;68,71;29,97  
2845.6;40,74;33,57;31,77;48,64;25,96;68,71;30,02  
2846.6;40,74;33,57;31,77;48,59;26,01;68,66;30,02  
2847.6;40,74;33,58;31,77;48,64;25,96;68,60;29,97  
2848.6;40,74;33,58;31,78;48,64;26,01;68,55;30,02  
2849.6;40,74;33,58;31,78;48,75;25,96;68,50;30,02  
2850.6;40,74;33,58;31,78;48,59;25,90;68,40;29,92  
2851.6;40,74;33,58;31,78;48,64;25,96;68,55;30,02  
2852.6;40,74;33,58;31,78;48,59;26,01;68,60;29,92  
2853.6;40,74;33,58;31,78;48,64;25,90;68,45;30,02  
2854.6;40,74;33,59;31,79;48,64;26,01;68,50;29,97  
2855.6;40,74;33,59;31,79;48,59;25,96;68,55;30,02  
2856.6;40,74;33,59;31,79;48,59;26,01;68,50;30,02  
2857.6;40,74;33,59;31,79;48,64;25,96;68,45;29,87  
2858.6;40,75;33,60;31,80;48,64;25,96;68,55;30,02  
2859.6;40,75;33,60;31,80;48,59;25,90;68,55;30,07  
2860.6;40,75;33,60;31,80;48,54;25,96;68,45;30,02  
2861.6;40,75;33,60;31,80;48,64;26,01;68,60;29,92  
2862.6;40,74;33,60;31,80;48,59;26,01;68,55;30,02  
2863.6;40,75;33,60;31,80;48,59;25,96;68,50;30,07  
2864.6;40,74;33,61;31,80;48,54;25,90;68,55;29,92  
2865.6;40,74;33,61;31,80;48,54;25,96;68,55;30,02  
2866.6;40,75;33,61;31,80;48,75;25,96;68,45;30,02  
2867.6;40,74;33,61;31,80;48,75;25,96;68,45;30,02  
2868.6;40,74;33,61;31,80;48,70;25,96;68,55;30,02  
2869.6;40,74;33,62;31,80;48,70;25,90;68,40;29,97  
2870.6;40,74;33,62;31,80;48,80;25,96;68,29;29,97  
2871.6;40,74;33,62;31,80;48,75;25,96;68,55;29,97  
2872.7;40,74;33,62;31,80;48,80;25,96;68,66;30,02  
2873.6;40,75;33,62;31,80;48,70;25,85;68,35;29,97  
2874.6;40,75;33,63;31,80;48,49;25,90;68,35;30,02  
2875.6;40,75;33,63;31,80;48,64;26,06;68,45;30,07  
2876.6;40,75;33,63;31,80;48,59;26,01;68,35;30,02  
2877.6;40,75;33,64;31,80;48,64;25,90;68,35;29,97  
2878.6;40,75;33,64;31,80;48,54;25,96;68,29;30,02  
2879.6;40,75;33,64;31,80;48,59;25,90;68,40;29,97  
2880.6;40,75;33,64;31,80;48,59;26,01;68,40;30,02  
2881.6;40,75;33,65;31,80;48,70;26,06;68,35;29,97  
2882.6;40,75;33,65;31,80;48,64;25,96;68,45;30,02  
2883.6;40,76;33,65;31,81;48,59;25,85;68,40;30,02  
2884.6;40,76;33,65;31,81;48,59;25,96;68,40;29,92  
2885.6;40,76;33,65;31,81;48,64;26,01;68,35;30,02  
2886.6;40,76;33,65;31,82;48,64;26,06;68,35;30,07  
2887.6;40,76;33,65;31,82;48,49;26,01;68,35;29,97  
2888.6;40,76;33,65;31,83;48,44;25,90;68,35;29,97  
2889.6;40,76;33,66;31,83;48,54;26,01;68,40;30,02  
2890.6;40,76;33,66;31,83;48,75;26,01;68,29;30,02  
2891.6;40,76;33,66;31,83;48,59;26,01;68,35;29,97  
2892.6;40,76;33,66;31,84;48,59;25,96;68,50;30,07  
2893.6;40,76;33,66;31,84;48,54;25,85;68,40;30,02  
2894.6;40,76;33,66;31,84;48,64;26,01;68,35;29,97  
2895.6;40,76;33,66;31,84;48,64;26,01;68,45;30,02  
2896.6;40,75;33,66;31,85;48,59;25,90;68,40;30,07  
2897.6;40,75;33,67;31,85;48,64;26,01;68,40;30,07  
2898.6;40,75;33,67;31,85;48,59;25,96;68,35;30,02  
2899.6;40,75;33,67;31,85;48,59;25,96;68,40;30,13  
2900.6;40,75;33,67;31,86;48,59;26,01;68,29;30,07  
2901.6;40,75;33,67;31,86;48,59;25,96;68,45;29,97  
