time;sensor_PT100_1;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2 
0.0;37,83;27,90;25,56;54,87;25,44;40,62;25,44 
0.6;37,83;27,90;25,58;54,87;25,39;40,57;25,39 
1.6;37,84;27,91;25,60;54,92;25,34;40,46;25,39 
2.6;37,84;27,94;25,62;54,97;25,44;40,57;25,39 
3.6;37,84;27,95;25,63;55,02;25,49;40,57;25,44 
4.6;37,84;27,97;25,65;55,07;25,49;40,67;25,39 
5.6;37,84;27,99;25,66;54,97;25,49;40,57;25,39 
6.6;37,85;28,02;25,69;55,07;25,44;40,57;25,44 
7.6;37,85;28,04;25,71;55,02;25,44;40,67;25,55 
8.6;37,86;28,06;25,72;55,02;25,39;40,62;25,44 
9.6;37,86;28,08;25,74;55,02;25,39;40,52;25,44 
10.6;37,86;28,11;25,77;54,77;25,44;40,72;25,44 
11.6;37,86;28,13;25,78;54,87;25,49;40,77;25,50 
12.6;37,87;28,14;25,79;54,92;25,49;40,67;25,44 
13.6;37,87;28,15;25,81;54,87;25,44;40,82;25,50 
14.6;37,88;28,18;25,84;54,87;25,44;40,88;25,50 
15.6;37,88;28,19;25,85;54,82;25,44;40,88;25,50 
16.6;37,88;28,21;25,87;54,71;25,44;41,03;25,50 
17.6;37,88;28,22;25,88;54,71;25,39;40,93;25,50 
18.6;37,89;28,23;25,90;54,66;25,44;40,98;25,55 
19.6;37,89;28,25;25,92;54,71;25,44;41,13;25,55 
20.6;37,89;28,26;25,94;54,61;25,44;41,13;25,60 
21.6;37,90;28,27;25,95;54,61;25,49;41,18;25,50 
22.6;37,90;28,28;25,97;54,51;25,49;41,08;25,50 
23.6;37,92;28,30;25,99;54,41;25,39;41,18;25,60 
24.6;37,92;28,31;26,01;54,46;25,39;41,13;25,55 
25.6;37,92;28,32;26,03;54,46;25,60;41,08;25,50 
26.6;37,93;28,34;26,05;54,46;25,39;41,18;25,55 
27.6;37,93;28,36;26,09;54,35;25,44;41,18;25,55 
28.6;37,94;28,37;26,11;54,41;25,44;41,29;25,65 
29.6;37,94;28,38;26,13;54,41;25,44;41,24;25,55 
30.6;37,94;28,39;26,15;54,56;25,49;41,24;25,55 
31.6;37,95;28,41;26,19;54,46;25,44;41,49;25,65 
32.6;37,95;28,42;26,20;54,56;25,44;41,39;25,60 
33.6;37,96;28,43;26,22;54,35;25,39;41,39;25,50 
34.6;37,96;28,44;26,24;54,41;25,39;41,54;25,60 
35.6;37,96;28,45;26,26;54,35;25,44;41,60;25,70 
36.6;37,96;28,47;26,29;54,56;25,49;41,60;25,60 
37.6;37,97;28,49;26,31;54,56;25,44;41,54;25,55 
38.6;37,97;28,50;26,33;54,61;25,44;41,75;25,65 
39.6;37,97;28,51;26,35;54,56;25,44;41,91;25,70 
40.6;37,97;28,53;26,39;54,46;25,49;41,91;25,65 
41.6;37,97;28,54;26,41;54,61;25,44;41,96;25,60 
42.6;37,97;28,55;26,43;54,71;25,44;41,96;25,70 
43.6;37,98;28,56;26,45;54,71;25,39;42,01;25,70 
44.6;37,98;28,58;26,49;54,71;25,44;42,01;25,70 
45.6;37,98;28,59;26,51;54,87;25,49;42,01;25,65 
46.6;37,98;28,60;26,52;54,82;25,49;42,06;25,70 
47.6;37,98;28,62;26,54;54,92;25,49;42,37;25,75 
48.6;37,99;28,65;26,59;54,92;25,44;42,32;25,70 
49.6;37,99;28,66;26,61;54,82;25,44;42,32;25,70 
50.6;37,99;28,67;26,63;54,87;25,44;42,47;25,75 
51.6;37,99;28,69;26,65;54,87;25,39;42,63;25,80 
52.6;37,99;28,70;26,68;54,92;25,44;42,68;25,75 
53.6;38,00;28,73;26,72;54,82;25,39;42,68;25,70 
54.6;38,00;28,75;26,75;54,82;25,49;42,88;25,70 
55.6;38,00;28,76;26,78;54,92;25,49;42,88;25,75 
56.6;38,00;28,78;26,81;54,87;25,49;42,99;25,75 
57.6;38,02;28,81;26,87;54,87;25,44;43,04;25,70 
58.6;38,02;28,83;26,90;54,87;25,44;43,19;25,70 
59.6;38,03;28,85;26,93;54,97;25,49;43,35;25,86 
60.6;38,03;28,86;26,96;54,97;25,39;43,35;25,75 
61.6;38,04;28,91;27,03;55,02;25,39;43,45;25,80 
62.6;38,04;28,93;27,06;54,97;25,44;43,55;25,80 
63.6;38,04;28,95;27,09;54,97;25,49;43,55;25,80 
64.6;38,05;28,97;27,13;55,02;25,39;43,71;25,75 
65.6;38,05;29,01;27,19;55,02;25,44;43,76;25,80 
66.6;38,05;29,03;27,22;55,07;25,39;43,91;25,91 
67.6;38,05;29,05;27,24;55,02;25,39;44,07;25,96 
68.6;38,06;29,07;27,27;55,13;25,44;43,96;25,80 
69.6;38,06;29,09;27,30;54,92;25,44;44,12;25,86 
70.6;38,07;29,12;27,35;55,02;25,44;44,32;25,96 
71.6;38,07;29,14;27,37;54,82;25,39;44,37;25,80 
72.6;38,07;29,16;27,40;54,87;25,49;44,37;25,80 
73.6;38,07;29,18;27,42;54,82;25,49;44,43;25,91 
74.6;38,08;29,21;27,48;54,87;25,54;44,79;25,86 
75.6;38,09;29,23;27,52;54,92;25,49;44,84;25,86 
76.6;38,09;29,25;27,55;54,92;25,44;44,73;25,91 
77.6;38,09;29,27;27,58;54,87;25,39;44,99;25,96 
78.6;38,09;29,31;27,65;54,87;25,44;45,04;26,06 
79.6;38,10;29,33;27,67;54,87;25,39;44,99;25,96 
80.6;38,10;29,35;27,70;54,87;25,44;45,04;25,96 
81.6;38,10;29,37;27,73;54,87;25,44;45,15;26,06 
82.6;38,10;29,39;27,75;54,92;25,44;45,35;26,01 
83.6;38,11;29,42;27,80;54,87;25,49;45,40;26,01 
84.6;38,11;29,44;27,82;54,92;25,39;45,35;25,91 
85.6;38,12;29,45;27,85;54,82;25,39;45,61;26,01 
86.6;38,12;29,47;27,87;54,87;25,44;45,51;26,06 
87.6;38,13;29,51;27,91;54,82;25,39;45,66;25,96 
88.6;38,13;29,53;27,93;54,87;25,44;45,66;25,96 
89.6;38,14;29,55;27,95;54,97;25,44;45,71;26,06 
90.6;38,14;29,57;27,97;54,82;25,49;45,87;26,01 
91.6;38,14;29,60;28,01;54,87;25,49;45,87;26,01 
92.6;38,14;29,62;28,02;54,87;25,44;46,02;25,96 
93.6;38,15;29,64;28,04;54,87;25,44;45,97;26,06 
94.6;38,15;29,65;28,06;54,82;25,39;45,97;26,06 
95.6;38,16;29,68;28,09;54,82;25,39;46,12;25,96 
96.6;38,16;29,70;28,11;54,77;25,49;46,17;26,01 
97.6;38,17;29,71;28,12;54,87;25,39;46,33;26,11 
98.6;38,17;29,72;28,14;54,87;25,44;46,23;26,11 
99.6;38,17;29,74;28,16;54,82;25,44;46,23;26,06 
100.6;38,18;29,77;28,19;54,87;25,44;46,43;26,06 
101.6;38,18;29,78;28,21;54,92;25,44;46,48;26,16 
102.6;38,19;29,80;28,23;54,82;25,44;46,48;26,11 
103.6;38,19;29,81;28,25;54,87;25,39;46,69;26,11 
104.6;38,20;29,84;28,29;54,87;25,39;46,53;26,22 
105.6;38,21;29,85;28,31;54,87;25,49;46,69;26,16 
106.6;38,21;29,86;28,33;54,87;25,44;46,69;26,11 
107.6;38,22;29,88;28,35;54,92;25,49;46,64;26,11 
108.6;38,22;29,90;28,39;54,82;25,49;46,79;26,22 
109.6;38,23;29,91;28,41;54,92;25,49;46,74;26,22 
110.6;38,23;29,93;28,43;54,82;25,44;46,89;26,11 
111.6;38,23;29,94;28,44;54,87;25,49;46,89;26,16 
112.6;38,24;29,97;28,48;54,92;25,44;46,95;26,27 
113.6;38,24;29,98;28,50;54,82;25,44;46,95;26,16 
114.6;38,24;30,00;28,52;54,87;25,44;46,84;26,16 
115.6;38,25;30,02;28,54;54,92;25,49;46,95;26,16 
116.6;38,25;30,04;28,57;54,71;25,49;47,20;26,22 
117.6;38,26;30,08;28,63;54,92;25,44;47,15;26,22 
118.6;38,26;30,10;28,65;54,87;25,49;47,31;26,22 
119.6;38,26;30,13;28,68;54,82;25,49;47,31;26,22 
120.6;38,26;30,15;28,71;54,71;25,39;47,46;26,22 
121.6;38,27;30,21;28,78;54,71;25,39;47,72;26,11 
122.6;38,28;30,24;28,82;54,61;25,44;47,67;26,11 
123.6;38,28;30,27;28,86;54,30;25,39;48,28;26,27 
124.6;38,28;30,30;28,89;54,46;25,49;48,44;26,32 
125.6;38,28;30,37;28,96;54,51;25,54;48,85;26,32 
126.6;38,29;30,40;28,99;54,46;25,54;49,42;26,32 
127.6;38,29;30,43;29,02;54,46;25,54;49,42;26,32 
128.6;38,29;30,46;29,05;54,20;25,49;49,98;26,32 
129.6;38,35;30,52;29,10;54,25;25,44;50,24;26,32 
130.6;38,36;30,55;29,13;54,35;25,44;50,34;26,42 
131.6;38,37;30,58;29,17;54,25;25,39;50,91;26,42 
132.6;38,38;30,62;29,20;54,10;25,44;50,91;26,37 
133.6;38,38;30,65;29,23;54,10;25,49;51,27;26,47 
134.6;38,39;30,71;29,28;54,15;25,60;51,73;26,47 
135.6;38,39;30,74;29,31;54,15;25,49;51,83;26,42 
136.6;38,40;30,77;29,33;54,15;25,49;52,14;26,47 
137.6;38,41;30,80;29,36;54,20;25,49;52,14;26,52 
138.6;38,43;30,87;29,41;54,30;25,44;52,45;26,58 
139.6;38,44;30,90;29,44;54,30;25,44;52,76;26,52 
140.6;38,45;30,93;29,46;54,25;25,44;52,76;26,47 
141.6;38,45;30,96;29,48;54,25;25,34;53,07;26,63 
142.6;38,46;31,01;29,52;54,25;25,44;52,97;26,63 
143.6;38,46;31,04;29,54;54,25;25,39;53,27;26,63 
144.6;38,47;31,07;29,56;54,30;25,49;53,38;26,58 
145.6;38,47;31,09;29,59;54,20;25,44;53,43;26,68 
146.6;38,48;31,14;29,62;53,99;25,49;53,69;26,68 
147.6;38,48;31,16;29,64;53,99;25,54;53,58;26,73 
148.6;38,49;31,19;29,65;54,05;25,49;53,58;26,63 
149.6;38,49;31,22;29,67;53,84;25,49;53,79;26,68 
150.6;38,49;31,24;29,68;53,84;25,44;53,79;26,73 
151.6;38,50;31,29;29,71;53,79;25,39;53,69;26,68 
152.6;38,51;31,32;29,72;53,84;25,49;53,89;26,78 
153.6;38,51;31,34;29,73;53,84;25,44;53,94;26,83 
154.6;38,51;31,36;29,75;53,84;25,49;54,05;26,78 
155.6;38,52;31,40;29,78;53,84;25,54;54,10;26,78 
156.6;38,53;31,42;29,79;53,94;25,54;54,05;26,83 
157.6;38,53;31,43;29,81;53,89;25,49;54,10;26,83 
158.6;38,53;31,45;29,83;53,94;25,49;53,99;26,68 
159.6;38,54;31,49;29,86;53,94;25,44;54,15;26,88 
160.6;38,54;31,50;29,87;53,99;25,49;54,20;26,94 
161.6;38,55;31,52;29,89;54,10;25,65;54,20;26,94 
162.6;38,56;31,54;29,90;54,05;25,44;54,25;26,88 
163.6;38,57;31,55;29,92;54,20;25,54;54,25;26,94 
164.6;38,59;31,58;29,94;54,35;25,49;54,51;26,99 
165.6;38,60;31,60;29,95;54,35;25,49;54,46;26,88 
166.6;38,61;31,61;29,96;54,30;25,54;54,41;27,04 
167.6;38,61;31,63;29,98;54,25;25,54;54,51;27,04 
168.6;38,62;31,66;30,00;54,25;25,44;54,46;26,99 
169.6;38,62;31,67;30,00;54,41;25,44;54,41;26,99 
170.6;38,63;31,68;30,01;54,41;25,49;54,51;27,09 
171.6;38,63;31,70;30,02;54,41;25,49;54,61;27,09 
172.6;38,64;31,73;30,03;54,35;25,85;54,56;27,14 
173.6;38,64;31,74;30,04;54,35;25,54;54,66;27,04 
174.6;38,64;31,76;30,05;54,46;25,49;54,61;27,14 
175.6;38,64;31,78;30,06;54,41;25,60;54,66;27,14 
176.6;38,65;31,81;30,08;54,41;25,54;54,56;27,14 
177.6;38,66;31,82;30,09;54,25;25,54;54,56;27,19 
178.6;38,66;31,84;30,10;54,10;25,44;54,61;27,14 
179.6;38,67;31,85;30,11;53,94;25,44;54,71;27,19 
180.6;38,68;31,87;30,12;53,94;25,44;54,87;27,14 
181.6;38,72;31,89;30,13;53,84;25,49;54,92;27,30 
182.6;38,73;31,90;30,14;53,53;25,49;55,13;27,24 
183.6;38,73;31,91;30,14;53,58;25,49;55,02;27,35 
184.6;38,74;31,92;30,15;53,48;25,54;55,07;27,30 
185.6;38,75;31,94;30,16;53,53;25,54;55,18;27,30 
186.6;38,75;31,96;30,16;53,43;25,65;55,18;27,35 
187.6;38,76;31,97;30,16;53,32;25,54;55,18;27,30 
188.6;38,76;31,97;30,16;53,27;25,49;55,13;27,30 
189.6;38,77;31,99;30,17;53,27;25,44;55,18;27,30 
190.6;38,77;32,00;30,18;53,22;25,49;55,13;27,35 
191.6;38,77;32,01;30,18;53,32;25,44;55,18;27,40 
192.6;38,78;32,01;30,19;53,27;25,44;55,23;27,30 
193.6;38,78;32,03;30,20;53,27;25,54;55,18;27,30 
194.6;38,78;32,04;30,20;53,32;25,49;55,07;27,30 
195.6;38,78;32,05;30,20;53,48;25,49;55,18;27,45 
196.6;38,79;32,06;30,20;53,43;25,54;55,18;27,45 
197.6;38,79;32,06;30,21;53,38;25,49;55,13;27,35 
198.6;38,79;32,08;30,22;53,27;25,44;55,13;27,40 
199.6;38,79;32,09;30,22;53,53;25,49;55,28;27,45 
200.6;38,79;32,10;30,22;53,63;25,60;55,33;27,45 
201.6;38,79;32,11;30,23;53,69;25,49;55,23;27,40 
202.6;38,79;32,12;30,24;53,84;25,49;55,28;27,45 
203.6;38,79;32,13;30,25;53,84;25,54;55,54;27,45 
204.6;38,79;32,14;30,25;53,89;25,65;55,43;27,45 
205.6;38,79;32,15;30,26;54,05;25,54;55,59;27,61 
206.6;38,79;32,16;30,27;54,05;25,54;55,69;27,55 
207.6;38,79;32,16;30,27;54,05;25,54;55,69;27,55 
208.6;38,79;32,17;30,27;54,05;25,49;55,49;27,50 
209.6;38,79;32,18;30,27;53,94;25,44;55,69;27,61 
210.6;38,80;32,19;30,28;54,05;25,49;55,64;27,61 
211.6;38,79;32,19;30,27;53,99;25,54;55,69;27,66 
212.6;38,80;32,20;30,27;53,99;25,54;55,69;27,55 
213.6;38,80;32,21;30,27;53,99;25,54;55,74;27,66 
214.6;38,80;32,21;30,28;54,05;25,60;55,79;27,61 
215.6;38,81;32,22;30,27;53,99;25,54;55,85;27,55 
216.6;38,81;32,23;30,27;54,05;25,49;55,85;27,61 
217.6;38,81;32,23;30,27;54,05;25,49;55,95;27,61 
218.6;38,81;32,24;30,27;53,99;25,54;56,00;27,61 
219.6;38,82;32,25;30,27;53,94;25,49;56,05;27,66 
220.6;38,82;32,25;30,27;53,94;25,54;56,05;27,71 
221.6;38,82;32,25;30,27;53,94;25,60;56,15;27,55 
222.6;38,82;32,26;30,28;53,94;25,54;56,15;27,66 
223.6;38,83;32,27;30,28;53,99;25,60;56,26;27,71 
224.6;38,83;32,28;30,29;54,05;25,54;56,26;27,66 
225.6;38,83;32,28;30,29;53,94;25,60;56,10;27,61 
226.6;38,83;32,28;30,29;54,05;25,60;56,26;27,71 
227.6;38,84;32,29;30,29;53,99;25,60;56,21;27,76 
228.6;38,84;32,29;30,28;54,20;25,54;56,15;27,71 
229.6;38,84;32,29;30,28;54,10;25,54;56,10;27,66 
230.6;38,84;32,30;30,28;54,15;25,49;56,26;27,76 
231.6;38,84;32,30;30,28;54,20;25,54;56,15;27,81 
232.6;38,85;32,30;30,28;54,10;25,49;56,15;27,76 
233.6;38,85;32,30;30,28;54,15;25,54;56,21;27,76 
234.6;38,85;32,30;30,28;54,15;25,49;56,21;27,76 
235.6;38,85;32,30;30,28;54,30;25,54;55,95;27,66 
236.6;38,85;32,31;30,28;54,25;25,60;56,00;27,81 
237.6;38,85;32,31;30,27;54,15;25,54;56,05;27,81 
238.6;38,85;32,30;30,27;54,20;25,54;55,95;27,81 
239.6;38,85;32,31;30,27;54,15;25,54;56,05;27,71 
240.6;38,86;32,31;30,27;54,20;25,54;56,10;27,81 
241.6;38,86;32,31;30,27;54,20;25,54;56,00;27,76 
242.6;38,86;32,31;30,27;54,15;25,44;56,05;27,81 
243.6;38,86;32,31;30,27;54,15;25,54;56,00;27,81 
244.6;38,86;32,31;30,26;54,20;25,49;56,00;27,81 
245.6;38,86;32,31;30,26;54,10;25,54;55,95;27,81 
246.6;38,86;32,31;30,26;54,10;25,54;56,15;27,86 
247.6;38,86;32,31;30,26;54,10;25,49;56,21;27,81 
248.6;38,86;32,31;30,25;54,15;25,60;56,15;27,81 
249.6;38,86;32,32;30,25;54,15;25,54;56,21;27,86 
250.6;38,86;32,32;30,25;54,20;25,54;56,26;27,86 
251.6;38,87;32,32;30,25;54,05;25,49;56,10;27,81 
252.6;38,87;32,32;30,25;54,10;25,54;56,15;27,81 
253.6;38,87;32,32;30,24;54,05;25,49;56,36;27,81 
254.6;38,87;32,32;30,24;53,99;25,49;56,51;27,81 
255.6;38,87;32,32;30,24;53,99;25,49;56,26;27,86 
256.6;38,87;32,33;30,24;54,05;25,54;56,36;27,91 
257.6;38,87;32,32;30,23;54,15;25,54;56,36;27,91 
258.6;38,87;32,32;30,23;54,25;25,54;56,41;27,86 
259.6;38,87;32,33;30,23;54,10;25,54;56,46;27,91 
260.6;38,87;32,33;30,23;54,15;25,65;56,46;27,91 
261.6;38,87;32,33;30,23;54,20;25,54;56,46;27,91 
262.6;38,88;32,34;30,23;54,20;25,60;56,62;27,91 
263.6;38,88;32,34;30,23;54,20;25,60;56,62;27,97 
264.6;38,88;32,34;30,23;54,10;25,54;56,57;27,91 
265.6;38,88;32,34;30,23;54,20;25,54;56,62;27,97 
266.6;38,88;32,34;30,24;54,10;25,49;56,62;27,97 
267.6;38,88;32,34;30,24;54,20;25,49;56,72;27,86 
268.6;38,88;32,34;30,24;54,20;25,54;56,72;27,97 
269.6;38,88;32,34;30,24;54,30;25,54;56,93;28,12 
270.6;38,88;32,34;30,24;54,20;25,49;56,82;27,97 
271.6;38,89;32,34;30,24;54,25;25,49;57,03;27,97 
272.6;38,89;32,34;30,24;54,30;25,54;57,03;27,97 
273.6;38,89;32,34;30,24;54,30;25,60;57,03;27,91 
274.6;38,89;32,34;30,24;54,30;25,49;57,18;27,91 
275.6;38,89;32,34;30,24;54,30;25,54;57,18;27,97 
276.6;38,89;32,34;30,24;54,25;25,54;57,18;28,02 
277.6;38,89;32,34;30,24;54,30;25,54;57,34;27,97 
278.6;38,89;32,34;30,24;54,30;25,49;57,29;28,02 
279.6;38,89;32,33;30,24;54,25;25,49;57,39;27,97 
280.6;38,90;32,33;30,24;54,25;25,49;57,29;27,91 
281.6;38,90;32,33;30,24;54,25;25,49;57,34;28,02 
282.6;38,90;32,33;30,24;54,25;25,54;57,29;28,07 
283.6;38,90;32,33;30,24;54,25;25,60;57,34;27,97 
284.6;38,90;32,33;30,23;54,30;25,54;57,39;28,07 
285.6;38,90;32,33;30,23;54,30;25,54;57,39;28,02 
286.6;38,90;32,33;30,23;54,35;25,60;57,34;28,07 
287.6;38,90;32,33;30,23;54,25;25,49;57,29;28,07 
288.6;38,90;32,33;30,23;54,30;25,54;57,39;28,02 
289.6;38,90;32,33;30,23;54,35;25,39;57,23;27,97 
290.6;38,90;32,33;30,22;54,30;25,60;57,34;28,07 
291.6;38,91;32,33;30,22;54,20;25,49;57,34;28,07 
292.6;38,91;32,33;30,22;54,25;25,44;57,34;28,02 
293.6;38,91;32,33;30,22;54,20;25,49;57,34;27,97 
294.6;38,91;32,33;30,22;54,35;25,49;57,34;28,07 
295.6;38,91;32,33;30,22;54,25;25,49;57,34;28,17 
296.6;38,91;32,33;30,21;54,25;25,60;57,29;28,07 
297.6;38,91;32,33;30,21;54,30;25,49;57,44;28,07 
298.6;38,91;32,33;30,21;54,30;25,54;57,34;28,07 
299.6;38,91;32,33;30,20;54,30;25,54;57,29;28,02 
300.6;38,91;32,33;30,20;54,20;25,60;57,29;28,12 
301.6;38,92;32,33;30,20;54,20;25,54;57,39;28,07 
302.6;38,92;32,33;30,20;54,20;25,60;57,29;28,12 
303.6;38,92;32,32;30,19;54,20;25,49;57,34;28,07 
304.6;38,92;32,32;30,19;54,15;25,49;57,29;28,12 
305.6;38,92;32,32;30,19;54,05;25,44;57,34;28,07 
306.6;38,92;32,32;30,18;54,15;25,54;57,39;27,97 
307.6;38,92;32,32;30,18;54,20;25,49;57,34;28,12 
308.6;38,93;32,31;30,18;53,99;25,54;57,23;28,07 
309.6;38,93;32,31;30,17;54,05;25,54;57,39;28,12 
310.6;38,93;32,31;30,17;53,99;25,54;57,59;28,17 
311.6;38,93;32,31;30,17;54,05;25,60;57,44;28,12 
312.6;38,93;32,31;30,17;53,84;25,54;57,44;28,17 
313.6;38,94;32,30;30,17;53,89;25,54;57,65;28,12 
314.6;38,94;32,30;30,17;53,74;25,60;57,59;28,07 
315.6;38,94;32,30;30,16;53,94;25,60;57,59;28,12 
316.6;38,94;32,30;30,16;53,94;25,54;57,65;28,12 
317.6;38,95;32,29;30,16;53,74;25,49;57,65;28,12 
318.6;38,95;32,29;30,16;53,69;25,44;57,54;28,07 
319.6;38,95;32,29;30,16;53,74;25,49;57,65;28,17 
320.6;38,95;32,29;30,16;53,69;25,54;57,65;28,17 
321.6;38,96;32,29;30,15;53,74;25,49;57,75;28,17 
322.6;38,96;32,29;30,15;53,63;25,49;57,90;28,02 
323.6;38,97;32,29;30,15;53,58;25,49;57,70;28,17 
324.6;38,97;32,29;30,15;53,63;25,54;57,80;28,12 
325.6;38,97;32,29;30,15;53,58;25,60;58,01;28,22 
326.6;38,98;32,28;30,14;53,58;25,54;57,90;28,12 
327.6;38,98;32,28;30,14;53,38;25,54;57,90;28,17 
328.6;38,98;32,28;30,14;53,43;25,54;57,96;28,27 
329.6;38,99;32,28;30,14;53,38;25,54;57,90;28,17 
330.6;38,99;32,27;30,13;53,32;25,49;57,90;28,17 
331.6;39,00;32,27;30,13;53,27;25,49;57,90;28,17 
332.6;39,00;32,27;30,13;53,27;25,44;57,90;28,17 
333.6;39,00;32,27;30,13;53,07;25,49;58,01;28,17 
334.6;39,01;32,27;30,13;53,12;25,49;58,11;28,22 
335.6;39,02;32,27;30,12;53,17;25,54;58,01;28,12 
336.6;39,02;32,26;30,12;53,02;25,54;58,21;28,22 
337.6;39,02;32,27;30,12;53,02;25,54;58,21;28,17 
338.6;39,03;32,26;30,12;52,96;25,54;58,21;28,22 
339.6;39,03;32,26;30,12;53,02;25,60;58,16;28,22 
340.6;39,04;32,26;30,12;52,86;25,54;58,26;28,22 
341.6;39,04;32,26;30,12;52,91;25,54;58,21;28,22 
342.6;39,05;32,26;30,11;52,96;25,60;58,16;28,27 
343.6;39,05;32,26;30,11;52,86;25,54;58,42;28,27 
344.6;39,05;32,26;30,11;52,76;25,54;58,37;28,22 
345.6;39,05;32,26;30,11;52,81;25,54;58,32;28,33 
346.6;39,06;32,26;30,11;52,76;25,49;58,42;28,33 
347.6;39,06;32,26;30,10;52,66;25,49;58,26;28,17 
348.6;39,07;32,26;30,10;52,66;25,49;58,37;28,27 
349.6;39,07;32,26;30,10;52,71;25,54;58,52;28,22 
350.6;39,07;32,26;30,10;52,66;25,54;58,47;28,22 
351.6;39,07;32,26;30,10;52,66;25,75;58,57;28,27 
352.6;39,08;32,26;30,10;52,66;25,60;58,68;28,22 
353.6;39,08;32,26;30,09;52,86;25,54;58,62;28,27 
354.6;39,08;32,26;30,09;52,91;25,54;58,57;28,27 
355.6;39,08;32,25;30,09;52,91;25,65;58,68;28,22 
356.6;39,08;32,25;30,09;52,86;25,65;58,78;28,17 
357.6;39,08;32,25;30,09;52,91;25,54;58,73;28,33 
358.6;39,08;32,25;30,09;52,81;25,54;58,78;28,27 
359.6;39,09;32,25;30,09;52,96;25,60;58,88;28,22 
360.6;39,09;32,25;30,09;52,96;25,54;58,93;28,33 
361.6;39,09;32,24;30,08;53,02;25,49;58,88;28,27 
362.6;39,09;32,24;30,08;52,91;25,49;58,93;28,27 
363.6;39,09;32,24;30,08;52,91;25,49;58,88;28,33 
364.6;39,10;32,24;30,08;52,96;25,54;58,98;28,27 
365.6;39,10;32,24;30,07;52,91;25,49;58,88;28,22 
366.6;39,10;32,23;30,07;53,17;25,65;58,88;28,33 
367.6;39,11;32,23;30,07;53,17;25,65;58,88;28,33 
368.6;39,11;32,23;30,06;53,12;25,60;58,88;28,22 
369.6;39,11;32,23;30,06;53,12;25,60;58,93;28,22 
370.6;39,12;32,22;30,06;53,22;25,65;58,93;28,33 
371.6;39,12;32,22;30,06;53,27;25,70;58,93;28,33 
372.6;39,12;32,22;30,06;53,17;25,65;58,93;28,33 
373.6;39,12;32,22;30,05;53,22;25,54;58,93;28,33 
374.6;39,13;32,22;30,05;53,02;25,60;58,83;28,22 
375.6;39,13;32,22;30,05;53,02;25,65;58,88;28,33 
376.6;39,13;32,22;30,05;53,07;25,60;59,14;28,27 
377.6;39,14;32,22;30,05;53,02;25,44;58,98;28,33 
378.6;39,14;32,22;30,05;52,96;25,54;59,09;28,38 
379.6;39,14;32,22;30,05;52,91;25,49;59,09;28,33 
380.6;39,14;32,22;30,04;52,96;25,49;58,98;28,27 
381.6;39,15;32,22;30,04;52,86;25,54;58,98;28,53 
382.6;39,15;32,22;30,04;52,86;25,60;59,24;28,43 
383.6;39,16;32,22;30,04;52,86;25,60;59,14;28,27 
384.6;39,16;32,22;30,03;52,91;25,54;59,19;28,38 
385.6;39,16;32,22;30,03;52,81;25,65;59,24;28,33 
386.6;39,16;32,22;30,03;52,81;25,60;59,24;28,33 
387.6;39,17;32,22;30,03;52,91;25,60;59,14;28,22 
388.6;39,17;32,22;30,02;52,86;25,54;59,24;28,38 
389.6;39,17;32,21;30,02;52,86;25,70;59,29;28,33 
390.6;39,18;32,21;30,02;52,86;25,60;59,34;28,27 
391.6;39,18;32,21;30,01;52,86;25,60;59,29;28,33 
392.6;39,18;32,21;30,01;52,86;25,60;59,24;28,33 
393.6;39,18;32,21;30,01;52,86;25,60;59,29;28,33 
394.6;39,18;32,21;30,00;52,76;25,65;59,55;28,43 
395.6;39,18;32,21;30,00;52,86;25,60;59,40;28,33 
396.6;39,18;32,21;30,00;52,86;25,54;59,45;28,38 
397.6;39,18;32,21;30,00;52,86;25,60;59,65;28,38 
398.6;39,18;32,21;30,00;52,96;25,54;59,55;28,43 
399.6;39,19;32,20;29,99;52,81;25,60;59,60;28,38 
400.6;39,19;32,21;30,00;53,02;25,60;59,60;28,43 
401.6;39,19;32,20;29,99;52,96;25,54;59,50;28,33 
402.6;39,19;32,20;29,99;52,96;25,60;59,60;28,43 
403.6;39,19;32,20;29,98;53,02;25,65;59,65;28,38 
404.6;39,19;32,20;29,98;53,02;25,54;59,50;28,33 
405.6;39,19;32,20;29,98;53,07;25,60;59,65;28,48 
406.6;39,19;32,20;29,98;53,02;25,60;59,60;28,43 
407.6;39,19;32,19;29,98;53,12;25,60;59,70;28,33 
408.6;39,19;32,19;29,97;53,12;25,60;59,76;28,43 
409.6;39,19;32,19;29,97;53,07;25,49;59,76;28,33 
410.6;39,19;32,19;29,97;53,43;25,65;59,91;28,38 
411.6;39,20;32,18;29,96;53,38;25,60;59,96;28,43 
412.6;39,21;32,18;29,96;53,38;25,54;59,91;28,48 
413.6;39,22;32,18;29,96;53,38;25,54;59,91;28,43 
414.6;39,22;32,17;29,95;53,48;25,65;60,06;28,38 
415.6;39,22;32,17;29,95;53,53;25,54;60,17;28,38 
416.6;39,22;32,16;29,95;53,63;25,60;60,01;28,27 
417.6;39,22;32,16;29,95;53,63;25,80;60,12;28,43 
418.6;39,23;32,16;29,94;53,69;25,54;60,17;28,33 
419.6;39,23;32,15;29,94;53,74;25,65;60,17;28,58 
420.6;39,23;32,15;29,94;53,69;25,60;60,12;28,48 
